"","Qm","p"
"logmass",16.1693363694066,5.79242181216127e-05
"Dist_near_mainland",2.48122058602927,0.115212810815536
"logmass:Dist_near_mainland",2.10295551821214,0.147014724398043
"fullmodel",29.6081597229671,1.66841389581721e-06
