"","Qm","p"
"logmass",28.6146692002142,8.83106384676686e-08
"NDVI",1.48899093395764,0.222373088149897
"logmass:NDVI",6.01236148347201,0.0142060034194023
"fullmodel",36.2323416773748,6.68745229769437e-08
