"","Qm","p"
"logmass",32.1424211654302,1.43274504315998e-08
"Island_km2",12.0430217727516,0.000519866282975843
"logmass:Island_km2",6.85066000120475,0.00886085333697269
"fullmodel",38.6796933355081,2.02915233948122e-08
