"","Qm","p"
"logmass",14.8748172599125,0.000114886501557404
"SDNDVI",4.27738808994031,0.0386226553079411
"logmass:SDNDVI",4.12762555783238,0.0421885067928485
"fullmodel",33.0362939684803,33.0362939684803
