"","b","lci","uci"
"intrcpt",0.258564616014767,0.080938790756753,0.436190441272782
"logmass",-0.0791384879778648,-0.125820614096395,-0.0324563618593348
"tmean",-0.00297637845192832,-0.00925416955645042,0.00330141265259379
"logmass:tmean",-0.00035140996745487,-0.0023172475550116,0.00161442762010186
