"","b","lci","uci"
"intrcpt",0.203437335005147,-0.118750551132034,0.525625221142328
"logmass",-0.0716961868988063,-0.156667816606697,0.0132754428090848
"guild2No Carn",0.00640769358690947,-0.306849094693835,0.319664481867654
"logmass:guild2No Carn",-0.0199900610933319,-0.110072384076146,0.0700922618894825
