"","Qm","p"
"logmass",2.73489340343292,0.0981780521243265
"guild2No Carn",0.00160730639176877,0.968020396920708
"logmass:guild2No Carn",0.189166954061081,0.663610860572306
"fullmodel",28.7119013245863,2.57433883935219e-06
