"","Qm","p"
"logmass",30.9097291418527,2.70313259203349e-08
"Island_km2",2.55470485820751,0.109966348596877
"logmass:Island_km2",5.14112037050192,0.023365564482592
"fullmodel",34.8730515904614,1.29585219071533e-07
