"","b","lci","uci"
"intrcpt",0.162778259678195,-0.00218147505566099,0.327737994412052
"logmass",-0.0711375031933053,-0.108753332284169,-0.0335216741024419
"Dist_near_mainland",0.0389363344607764,-0.00542776834915851,0.0833004372707113
"logmass:Dist_near_mainland",-0.0143550551034971,-0.0292964677988054,0.000586357591811115
