"","b","lci","uci"
"intrcpt",0.27811759490252,0.107248688290757,0.448986501514283
"logmass",-0.122501878600471,-0.165212810216879,-0.079790946984064
"Island_km2",-0.0241223227733685,-0.0492957144601597,0.0010510689134226
"logmass:Island_km2",0.0119236671441244,0.00226259480978518,0.0215847394784636
