"","b","lci","uci"
"intrcpt",0.0926338105203683,-0.112519891403919,0.297787512444656
"logmass",-0.056148046460361,-0.11365776568524,0.00136167276451748
"NDVI",0.191804157983785,-0.0417013354513378,0.425309651418908
"logmass:NDVI",-0.050650289422681,-0.132741070162016,0.0314404913166541
