"","Qm","p"
"logmass",22.1532935199332,2.51723755402857e-06
"Dist_near_mainland",3.48787364234948,0.0618199421821412
"Island_km2",5.36909357529693,0.0204966261139497
"logmass:Dist_near_mainland",5.00658327956441,0.0252510968108828
"logmass:Island_km2",8.59229496173318,0.00337588294232205
"logmass:dist & logmass:area",11.447950511495,0.00326669909249992
"fullmodel",38.364094047677,3.18821791969035e-07
