"","Qm","p"
"logmass",11.040034322885,0.000891652109662793
"tmean",0.863492887812976,0.352763074271327
"logmass:tmean",0.122752137742554,0.726068532905316
"fullmodel",36.6443357155726,5.47176891126918e-08
