"","Qm","p"
"logmass",0.227303806585495,0.633530262020154
"SDNDVI",0.355624162613084,0.550946564801962
"logmass:SDNDVI",1.49654329765849,0.221203999018974
"fullmodel",31.1144360441505,8.04168390643266e-07
