"","Qm","p"
"logmass",30.6330571613437,3.11736910512586e-08
"Island_km2",3.82693783437605,0.0504349956894691
"logmass:Island_km2",6.22204574956717,0.012616924694543
"fullmodel",32.9064651412297,3.37035353669796e-07
