"","b","lci","uci"
"intrcpt",0.276248669017987,0.108090062838839,0.444407275197134
"logmass",-0.121384405749408,-0.164369295471531,-0.0783995160272855
"Island_km2",-0.0261309421905768,-0.0523114132482152,4.9528867061558e-05
"logmass:Island_km2",0.0126274941766301,0.00270550685203329,0.0225494815012268
