"","b","lci","uci"
"intrcpt",0.16030943016067,-0.000406408865585212,0.321025269186926
"logmass",-0.0699001648072129,-0.107408279972483,-0.0323920496419427
"Dist_near_mainland",0.0349265273894914,-0.0103568381162361,0.0802098928952189
"logmass:Dist_near_mainland",-0.0130241743604093,-0.0282554035478454,0.00220705482702682
