"","b","lci","uci"
"intrcpt",0.228256970149882,0.0562532821637333,0.400260658136031
"logmass",-0.103780895174665,-0.147387555329093,-0.0601742350202362
"Dist_near_mainland",0.050582789578066,0.00518662241628677,0.0959789567398453
"Island_km2",-0.0268782986205443,-0.052605258777749,-0.00115133846333958
"logmass:Dist_near_mainland",-0.0193737226797135,-0.0346995670065588,-0.00404787835286827
"logmass:Island_km2",0.0139671321344432,0.00404823999345888,0.0238860242754275
