"","Qm","p"
"logmass",13.6368686082591,0.000221787022428199
"Dist_near_mainland",3.46040514212345,0.062854912361947
"logmass:Dist_near_mainland",3.76613802627514,0.0523002569886116
"fullmodel",32.1491068566821,4.86813974766294e-07
