"","b","lci","uci"
"intrcpt",0.363294183181914,-0.00240060165939776,0.728988968023226
"logmass",-0.138060980499637,-0.247179798014004,-0.0289421629852708
"tseas",-0.0652916990733279,-0.204781136248222,0.0741977381015665
"logmass:tseas",0.0211474053989682,-0.0233137893617206,0.0656086001596569
