"","Reference","ID","CommonControl","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","guild","Sex","Measure","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","RR","var","Long_i","Lat_i","logmass","Island_km2","Dist_near_mainland","NDVI","SDNDVI","tmean","tseas","prec","Archipielago","Phylogeny","Data_source_type","imputed","SPID"
"877","Lyon 1911","ES878","CC384","Borneo","Lamukotan","Mammals","Rodentia","Sciuridae","Callosciurus notatus","Sciurus notatus dulitensis","Sciurus notatus datus","Omn","Both","Length",273.458684255882,324.89565942891,10.858738746592,6.75600849785032,18,8,0.172353535470706,0.00014165059646642,108.705307,0.76514,2.4368917198647,1.05690485133647,1.1613979525458,0.613447998046875,-1.51661941286618,26.9266147613525,1.6506000048615,3.43512737960915,"No","Conspecific","No island rule","No","SP19"
"878","Lyon 1911","ES879","CC384","Borneo","Mata Siri","Mammals","Rodentia","Sciuridae","Callosciurus notatus","Sciurus notatus dulitensis","Sciurus notatus siriensis","Omn","Both","Length",273.458684255882,244.063425820533,10.858738746592,9.42015793367377,18,13,-0.113722413999479,0.00020219525349808,115.814467,-4.796776,2.4368917198647,1.02530586526477,1.90173613739391,0.628697900390625,-1.54492719112856,26.9275665283203,1.58143371557318,3.31120270412947,"No","Conspecific","No island rule","No","SP19"
"879","Lyon 1911","ES880","CC384","Borneo","Laut","Mammals","Rodentia","Sciuridae","Callosciurus notatus","Sciurus notatus poliopus","Sciurus notatus marinsularis","Omn","Male","Length",245.926663521122,274.698740344998,6.14816658802806,4.70025392734542,3,4,0.110641631805405,0.000281526293993466,116.173,-3.661,2.39080561776809,3.31323429169472,0.342620042553348,0.7133521484375,-1.68534355593996,27.2896099090576,1.50316961993766,3.38370704523925,"No","Conspecific","No island rule","No","SP19"
"880","Lyon 1908","ES881","CC385","Malay Peninsula","Penjalei","Mammals","Rodentia","Sciuridae","Callosciurus prevostii","Sciurus prevostii","Sciurus prevostii","Omn","Both","Length",516.792725428828,565.473286642544,22.8067319992851,29.2147112374086,35,6,0.090021179778966,0.000500509398847219,103.22,0.603,2.71331639173557,2.44715803134222,0.544192110765033,0.63715048828125,-1.84802766395726,26.9275684356689,1.54155033639149,3.34225483351808,"No","Conspecific","No island rule","No","SP20"
"881","Lyon 1908","ES882","CC385","Malay Peninsula","Rupat","Mammals","Rodentia","Sciuridae","Callosciurus prevostii","Sciurus prevostii","Sciurus prevostii","Omn","Both","Length",516.792725428828,583.622710712295,22.8067319992851,12.8403252330997,35,13,0.121612854564752,9.28792876657844e-05,101.585,1.898,2.71331639173557,3.17318626841227,0.602168551378997,0.622292626953125,-1.57885115147145,27.0681781768799,1.52878305542909,3.39623183586874,"No","Conspecific","No island rule","No","SP20"
"882","Lyon 1911","ES883","CC386","Borneo","Panebangan","Mammals","Rodentia","Sciuridae","Callosciurus prevostii","Sciurus prevostii sanggaus","Sciurus prevostii armalis","Omn","Both","Length",461.146241390378,325.588117590765,15.9588359861819,11.0728745919533,28,12,-0.348082079557703,0.000139156177404728,109.253,-1.22,2.66383867323603,1.41497334797082,1.49137570310773,0.699338232421875,-1.41198742305848,26.5149097442627,1.53343773349177,3.50768724638527,"No","Conspecific","No island rule","No","SP20"
"883","Lyon 1911","ES884","CC386","Borneo","Karimata","Mammals","Rodentia","Sciuridae","Callosciurus prevostii","Sciurus prevostii sanggaus","Sciurus prevostii carimatae/carimonensis","Omn","Female","Length",456.618877126117,321.791362485486,16.1119053232378,0,18,3,-0.349945683101842,6.9169330779779e-05,108.895,-1.606,2.65955386173644,2.19865708695442,1.77815848856469,0.689898193359375,-1.73097807331597,26.2880706787109,1.52303515947739,3.49422000758004,"No","Conspecific","No island rule","No","SP20"
"884","Lyon 1911","ES885","CC386","Borneo","Pelapis","Mammals","Rodentia","Sciuridae","Callosciurus prevostii","Sciurus prevostii sanggaus","Sciurus prevostii pelapius","Omn","Both","Length",461.146241390378,357.37489652199,15.9588359861819,8.85402827572948,28,3,-0.254929858042102,0.000247375959685709,109.243,-1.219,2.66383867323603,0.698970004336019,1.47713573096112,0.699338232421875,-1.41198742305848,26.5149097442627,1.53343773349177,3.50768724638527,"No","Conspecific","No island rule","No","SP20"
"885","Lyon 1911","ES886","CC386","Borneo","Temaju","Mammals","Rodentia","Sciuridae","Callosciurus prevostii","Sciurus prevostii sanggaus","Sciurus prevostii proscipinae","Omn","Both","Length",461.146241390378,365.678229634616,15.9588359861819,22.7830011632009,28,5,-0.231961426419264,0.000819115750556974,108.8519,0.498,2.66383867323603,0.698970004336019,0.699056854547668,0.64309287109375,-1.58024113500281,27.0848960876465,1.59131584328867,3.42111012979343,"No","Conspecific","No island rule","No","SP20"
"886","Lyon 1908","ES887","CC387","Malay Peninsula","Padang","Mammals","Rodentia","Sciuridae","Callosciurus notatus","Sciurus vittatus","Sciurus vittatus","Omn","Both","Length",279.124537442767,314.419330746802,7.18125959177047,13.9674049666495,11,10,0.119069490238392,0.000257513528462257,102.352,1.1887,2.44579801637965,3.04493154614916,1.83187617032297,0.729291064453125,-1.63247110538903,26.9991588592529,1.56096429268268,3.37619388117365,"No","Conspecific","No island rule","No","SP19"
"887","Lyon 1908","ES888","CC387","Malay Peninsula","Rupat","Mammals","Rodentia","Sciuridae","Callosciurus notatus","Sciurus vittatus","Sciurus vittatus","Omn","Both","Length",279.124537442767,353.269292574797,7.18125959177047,16.7534898046519,11,5,0.235572581590702,0.000509984178278056,101.585,1.898,2.44579801637965,3.17318626841227,0.602168551378997,0.622292626953125,-1.57885115147145,27.0681781768799,1.52878305542909,3.39623183586874,"No","Conspecific","No island rule","No","SP19"
"888","Sinclair 1998","ES889","CC388","Australia","Bald Island","Mammals","Diprotodontia","Macropodidae","Setonix brachyurus","Setonix brachyurus","Setonix brachyurus","Herb","Both","Weight",3333.636667,3012.92352941176,600.560751242952,453.382793914827,30,17,-0.101152920674745,0.00241382490777825,118.467,-34.922,3.52291826432353,0.893534294149167,0.146438135285775,0.56019453125,-1.81189685503259,15.3363933563232,2.42523137130003,2.88876900812687,"No","Conspecific","No island rule","No","SP180"
"889","Sinclair 1998","ES890","CC388","Australia","Rottnest","Mammals","Diprotodontia","Macropodidae","Setonix brachyurus","Setonix brachyurus","Setonix brachyurus","Herb","Both","Weight",3333.636667,3299.49675322078,600.560751242952,511.671350056467,30,154,-0.0102938424664081,0.00123798140521388,115.5,-32,3.52291826432353,1.29111788185472,1.26009524966371,0.456537841796875,-1.82684606627689,18.7090225219727,2.52033653866186,2.79920264788286,"No","Conspecific","No island rule","No","SP180"
"890","Miller 1912","ES891","CC389","France, Belgium, Holland","Jersey","Mammals","Eulipotyphla","Soricidae","Sorex araneus","Sorex araneus","Sorex araneus fretalis","Inver","Both","CBL",7.45131620712551,7.93330031654067,0.140085279360671,0.168371110893887,9,3,0.062678441335896,0.000189414763836793,-2.134,49.218,0.872232993688268,2.06818586174616,1.43137984884194,0.616084521484375,-1.97819850001442,11.4039030075073,2.59596216939934,2.9221283341112,"No","Conspecific","No island rule","No","SP181"
"891","Ohdachi et al. 2005","ES892","CC390","Korean Peninsula","Cheju Do","Mammals","Eulipotyphla","Soricidae","Sorex caecutiens","Sorex caecutiens","Sorex caecutiens","Inver","Unknown","Weight",4.96,5.71,0.45,1.5,7,11,0.140813282931083,0.00744949314174088,126.591,33.377,0.695481676490197,3.26150077319828,1.91381914862559,0.607816064453125,-1.81743260081951,14.3664684295654,2.88354215355737,3.27150487671279,"No","Conspecific","Island rule","No","SP182"
"892","Ohdachi et al. 2005","ES893","CC391","Primorye, Shakalin","Hokkaido","Mammals","Eulipotyphla","Soricidae","Sorex caecutiens","Sorex caecutiens","Sorex caecutiens","Inver","Unknown","Weight",4.526,5.19,0.386,0.71,19,36,0.136895149966452,0.000902669326312924,141.934,43.224,0.65571454961871,4.89493050903342,1.25529663190434,0.461188916015625,-1.81423384505817,6.3526086807251,2.99225655150984,3.08674128033373,"No","Conspecific","Island rule","No","SP182"
"893","Osgood 1901","ES894","CC392","Moresby Island","Prevost","Mammals","Eulipotyphla","Soricidae","Sorex monticolus","Sorex longicauda","Sorex longicauda","Inver","unsexed","Length",18.037595897286,16.1815511439039,0.896722398535508,0.757113135514968,7,7,-0.10858646562218,0.000665809744506289,-123.376994,48.830431,1.25617865304411,0.874481817699467,0.963835030702148,0.7501595703125,-1.69740680689046,9.86696815490723,2.66085679650938,2.9507541756555,"No","Conspecific","No island rule","Yes","SP183"
"894","Merriam 1985b","ES895","CC393","Yakutat&Juneau","Revillagigedo","Mammals","Eulipotyphla","Soricidae","Sorex monticolus","Sorex monticolus alascensis","Sorex monticolus longicauda","Inver","unsexed","Length",11.4955321678538,12.7992922088093,0.571489750446787,0.598861763647091,16,11,0.107431420472297,0.000353484346754695,-131.404,55.668,1.06052908106095,3.48058178682917,0.568319085095112,0.508264794921875,-1.53574621623173,4.88454723358154,2.75381380217385,3.45942017220757,"No","Conspecific","No island rule","Yes","SP183"
"895","Merriam 1985b","ES896","CC393","Yakutat&Juneau","Wrangell","Mammals","Eulipotyphla","Soricidae","Sorex monticolus","Sorex monticolus alascensis","Sorex monticolus longicauda","Inver","unsexed","Length",11.4955321678538,12.6969834819329,0.571489750446787,0.594074875152467,16,27,0.0994059914066863,0.000235548780943602,-135.494,56.853,1.06052908106095,2.75511226639507,0.80624782719579,0.57709013671875,-1.60569961310214,6.91128396987915,2.64343710320843,3.46584071306918,"No","Conspecific","No island rule","Yes","SP183"
"896","Foster 1963","ES897","CC394","British Columbia","Forrester","Mammals","Eulipotyphla","Soricidae","Sorex monticolus","Sorex obscurus","Sorex obscurus","Inver","Unsexed","CBL",7.43973721911597,6.88815387136378,0.0764009126427847,0.0704498998839986,19,10,-0.0770324222858552,1.601101485059e-05,-133.53,54.7988,0.871557595988975,1.01241537476243,1.49555821254787,0.6724390625,-1.51066364202794,7.65277767181396,2.59164367568152,3.48315920971698,"No","Conspecific","Island rule","No","SP183"
"897","Foster 1963","ES898","CC394","British Columbia","Graham","Mammals","Eulipotyphla","Soricidae","Sorex monticolus","Sorex obscurus","Sorex obscurus","Inver","Unsexed","CBL",7.43973721911597,6.26057793506004,0.0764009126427847,0.081349724863742,19,23,-0.172563025464762,1.28914558115979e-05,-132.313,53.437,0.871557595988975,3.80352539557653,1.88081930664427,0.718636279296875,-1.4955592547472,7.14643526077271,2.61294044743336,3.40125312714341,"No","Conspecific","Island rule","No","SP183"
"898","Foster 1963","ES899","CC394","British Columbia","Hippa","Mammals","Eulipotyphla","Soricidae","Sorex monticolus","Sorex obscurus","Sorex obscurus","Inver","Unsexed","CBL",7.43973721911597,6.92923262754262,0.0764009126427847,0.06001419909479,19,9,-0.0710864530956961,1.38852523724496e-05,-132.971,53.5297,0.871557595988975,2.18412335423967,-0.154281982033341,0.649428662109375,-1.44492127883827,7.62778377532959,2.56977151464551,3.3853041388032,"No","Conspecific","Island rule","No","SP183"
"899","Foster 1963","ES900","CC394","British Columbia","Kunghit","Mammals","Eulipotyphla","Soricidae","Sorex monticolus","Sorex obscurus","Sorex obscurus","Inver","Unsexed","CBL",7.43973721911597,7.29872995629408,0.0764009126427847,0.121714156783031,19,31,-0.0191351737814768,1.45211424876252e-05,-131.083,52.101,0.871557595988975,2.13672056715641,0.000434077479318593,0.713313427734375,-1.73109836349289,8.00057029724121,2.57390655980719,3.33967794930208,"No","Conspecific","Island rule","No","SP183"
"900","Foster 1963","ES901","CC394","British Columbia","Kupreanof","Mammals","Eulipotyphla","Soricidae","Sorex monticolus","Sorex obscurus","Sorex obscurus","Inver","Unsexed","CBL",7.43973721911597,6.22505462168015,0.0764009126427847,0.0902734867411672,19,17,-0.178253311330573,1.79208922722652e-05,-133.4969,56.7928,0.871557595988975,3.45055700941833,0.954290761701127,0.603000244140625,-1.39296553267818,5.77403974533081,2.72822360457428,3.52261263719397,"No","Conspecific","Island rule","No","SP183"
"901","Foster 1963","ES902","CC394","British Columbia","Langara","Mammals","Eulipotyphla","Soricidae","Sorex monticolus","Sorex obscurus","Sorex obscurus","Inver","Unsexed","CBL",7.43973721911597,6.32695450090075,0.0764009126427847,0.0877917590037087,19,20,-0.162016529330613,1.51773873093157e-05,-133.02,54.23,0.871557595988975,1.51454775266029,0.000434077479318593,0.57892421875,-1.58433834108737,7.77600479125977,2.58155262502687,3.30430738414948,"No","Conspecific","Island rule","No","SP183"
"902","Foster 1963","ES903","CC394","British Columbia","Moresby","Mammals","Eulipotyphla","Soricidae","Sorex monticolus","Sorex obscurus","Sorex obscurus","Inver","Unsexed","CBL",7.43973721911597,6.33464729320108,0.0764009126427847,0.0666127345255149,19,20,-0.160801391882445,1.1079363009249e-05,-131.986,52.801,0.871557595988975,3.42094540592197,2.25527491784373,0.690309033203125,-1.47829409875799,7.47664976119995,2.5930912086848,3.5126817259473,"No","Conspecific","Island rule","No","SP183"
"903","Foster 1963","ES904","CC394","British Columbia","Ramsey","Mammals","Eulipotyphla","Soricidae","Sorex monticolus","Sorex obscurus","Sorex obscurus","Inver","Unsexed","CBL",7.43973721911597,7.11217473702612,0.0764009126427847,0.0905994042870738,19,11,-0.0450274609770245,2.03025280784324e-05,-131.383,52.564,0.871557595988975,1.2148438480477,0.80624782719579,0.703226953125,-1.52078434248257,8.09847259521484,2.57137533805091,3.4502460251978,"No","Conspecific","Island rule","No","SP183"
"904","Foster 1963","ES905","CC394","British Columbia","SE islands (Talunkwan, Tanu, Kunga, Lyell, Bischoff, Bolkus)","Mammals","Eulipotyphla","Soricidae","Sorex monticolus","Sorex obscurus","Sorex obscurus","Inver","Unsexed","CBL",7.43973721911597,6.62161369658965,0.0764009126427847,0.0531638102710779,19,13,-0.116496427151717,1.05090752013979e-05,-131.757,52.829,0.871557595988975,2.24797326636181,0.301247088636211,0.71007724609375,-1.5922498144222,7.16653871536255,2.60477931921718,3.49733054947064,"Yes","Conspecific","Island rule","No","SP183"
"905","Foster 1963","ES906","CC394","British Columbia","Smythe","Mammals","Eulipotyphla","Soricidae","Sorex monticolus","Sorex obscurus","Sorex obscurus","Inver","Unsexed","CBL",7.43973721911597,6.98705244392133,0.0764009126427847,0.021729361060957,19,24,-0.062776742739454,5.95344171145292e-06,-128.479,52.19,0.871557595988975,-1.18775530319963,-0.396855627379818,0.66991494140625,-1.54920032278597,8.6740550994873,2.63102750514291,3.4569806029305,"Yes","Conspecific","Island rule","No","SP183"
"906","Cowan 1941","ES907","CC395","British Columbia","Banks Island","Mammals","Eulipotyphla","Soricidae","Sorex monticolus","Sorex obscurus longicauda","Sorex obscurus calvertensis","Inver","Unsexed","Length",12.4435339079334,11.8486880821953,0.273055175009918,0.0738396503673038,24,5,-0.0489839720804341,2.78305639427247e-05,-121.45,73.025,1.09494373556078,4.84527172307272,1.07921743574657,0.140690258789062,-1.83152699229702,-14.4784345626831,3.18180152311655,2.12265357710463,"No","Conspecific","No island rule","No","SP183"
"907","Cowan 1941","ES908","CC395","British Columbia","Calvert","Mammals","Eulipotyphla","Soricidae","Sorex monticolus","Sorex obscurus longicauda","Sorex obscurus calvertensis","Inver","Unsexed","Length",12.4435339079334,11.1783721276567,0.273055175009918,0.694018163014426,24,13,-0.107220271799268,0.000316574550828892,-128.037,51.556,1.09494373556078,2.51719589794997,0.863382348440788,0.6913484375,-1.96365184798265,8.22690296173096,2.63648569251328,3.46203844760678,"No","Conspecific","No island rule","No","SP183"
"908","Cowan 1941","ES909","CC395","British Columbia","Smythe, Townsend and Reginald Island","Mammals","Eulipotyphla","Soricidae","Sorex monticolus","Sorex obscurus longicauda","Sorex obscurus insularis","Inver","Unsexed","Length",12.4435339079334,12.1933860087467,0.273055175009918,0.427905626648414,24,50,-0.020307448866683,4.46940216378861e-05,-128.479,52.19,1.09494373556078,-1.18775530319963,-0.396855627379818,0.66991494140625,-1.54920032278597,8.6740550994873,2.63102750514291,3.4569806029305,"Yes","Conspecific","No island rule","No","SP183"
"909","Cowan 1941","ES910","CC395","British Columbia","Spider","Mammals","Eulipotyphla","Soricidae","Sorex monticolus","Sorex obscurus longicauda","Sorex obscurus longicauda","Inver","Unsexed","Length",12.4435339079334,15.3596182217865,0.273055175009918,0.640390431680833,24,11,0.210540748888723,0.000178092051480095,-128.259,51.85,1.09494373556078,0.716003343634799,0.17638069224327,0.678432666015625,-1.74309140279983,8.72637367248535,2.60098000408416,3.43791696539409,"No","Conspecific","No island rule","No","SP183"
"910","Cowan 1941","ES911","CC395","British Columbia","Yeo","Mammals","Eulipotyphla","Soricidae","Sorex monticolus","Sorex obscurus longicauda","Sorex obscurus longicauda","Inver","Unsexed","Length",12.4435339079334,12.8506462538187,0.273055175009918,0.470406050896828,24,10,0.0321929790331301,0.000154060530770919,-128.119,52.355,1.09494373556078,1.97772360528885,-0.442492798094342,0.718233447265625,-1.48379256001536,7.8859601020813,2.66422603748011,3.52691536430833,"No","Conspecific","No island rule","No","SP183"
"911","Grinnell 1913","ES912","CC396","California","Grizzly","Mammals","Eulipotyphla","Soricidae","Sorex ornatus","Sorex ornatus californicus","Sorex ornatus sinuosus","Inver","Both","Length",7.2343402306145,9.44191588809794,0.456586782771319,0.932363851113527,11,10,0.266319749232994,0.00133722625400085,-121.9644,38.1435,0.859398929750983,2.04139268515822,-0.85078088734462,0.412153662109375,-1.82755300490712,15.3059196472168,2.69706358770765,2.67871863750825,"No","Conspecific","No island rule","No","SP184"
"912","Merriam 1985b","ES913","CC397","N Carolina","Long island","Mammals","Eulipotyphla","Soricidae","Sorex cinereus","Sorex personatus","Sorex personatus","Inver","unsexed","Length",8.07944416118405,7.77862257411935,0.401662094455767,0.363951346487429,8,4,-0.0379438027467993,0.000856230893989054,-70.16,43.6878,0.90738148379017,0.778151250383644,0.699056854547668,0.524057861328125,-1.39035798457263,7.8782262802124,2.92185329614552,3.0595369329722,"No","Conspecific","No island rule","Yes","SP185"
"913","Allen 1903","ES914","CC398","Telegraph and Raspberry Creeks BC","Wrangell","Mammals","Eulipotyphla","Soricidae","Sorex cinereus","Sorex personatus","Sorex personatus streatori","Inver","unsexed","Length",7.66771511497017,8.74348944021687,0.31590468184818,0.521506837901967,29,7,0.131290687403728,0.000566751246150617,-135.494,56.853,0.884665968799816,2.75511226639507,0.80624782719579,0.57709013671875,-1.60569961310214,6.91128396987915,2.64343710320843,3.46584071306918,"No","Conspecific","No island rule","No","SP185"
