"","Qm","p"
"logmass",0.767159811229311,0.381097124053018
"tseas",0.000852842917777588,0.976702310236258
"logmass:tseas",1.03623406472238,0.308698949180835
"fullmodel",3.19154708674965,0.36302472225738
