"","Qm","p"
"logmass",3.47388612575209,0.062344682352542
"Island_km2",3.90200027087164,0.04822865377744
"logmass:Island_km2",2.78706244709964,0.09502828234266
"fullmodel",5.36149835138399,0.147161265494442
