"","Qm","p"
"logmass",2.19693824480316,0.138285165901575
"Dist_near_mainland",2.81620649617189,0.0933167107191265
"Island_km2",4.31306991794131,0.0378206518323753
"logmass:Dist_near_mainland",0.40249479228626,0.525803646773469
"logmass:Island_km2",2.98065694906689,0.0842650634647485
"logmass:dist & logmass:area",2.9806569804294,0.225298634985612
"fullmodel",8.92697925009592,0.112012396456858
