"","Qm","p"
"logmass",0.752763346998759,0.38560274659271
"SDNDVI",6.39081441709779,0.0114712386322318
"logmass:SDNDVI",0.532647544112115,0.465495898917067
"fullmodel",12.0151240314148,0.00733153112072726
