"","Qm","p"
"logmass",3.07495400398663,0.0795068429319335
"Island_km2",4.03816313245633,0.0444822134743633
"logmass:Island_km2",3.04546342814808,0.0809630048912536
"fullmodel",5.11500098290049,0.163567309144468
