"","Qm","p"
"logmass",2.69195848061786,0.100855781563651
"Dist_near_mainland",2.66291912575823,0.102712076864492
"Island_km2",4.16164955761212,0.0413491159598323
"logmass:Dist_near_mainland",0.278219198888387,0.597870799299022
"logmass:Island_km2",2.53894040517445,0.111069300671794
"logmass:dist & logmass:area",2.54678858708156,0.279880012752358
"fullmodel",9.25521597240608,0.0993073265575363
