"","Qm","p"
"logmass",0.281312776388944,0.595842064825376
"Dist_near_mainland",2.74001105975769,0.0978640894918887
"Island_km2",1.75602813852902,0.185120702533197
"logmass:Dist_near_mainland",2.46830820522786,0.116162896850198
"logmass:Island_km2",0.323985800566455,0.569222113152527
"logmass:dist & logmass:area",2.66003805132632,0.264472229492403
"fullmodel",32.6855636840047,32.6855636840047
