"","Qm","p"
"logmass",0.76895108265353,0.380541739007299
"NDVI",0.011913787404397,0.913083281676389
"logmass:NDVI",0.196392296386075,0.657648776193877
"fullmodel",24.9510928798629,1.58083549244872e-05
