"","Qm","p"
"logmass",5.88006080957926,0.0153132928300767
"Island_km2",1.49417733252118,0.221569452588268
"logmass:Island_km2",0.205011064864892,0.650706103728711
"fullmodel",29.458519413839,1.79376439229275e-06
