"","b","lci","uci"
"intrcpt",0.145697959191964,-0.10426276381239,0.395658682196318
"logmass",-0.0393241824379369,-0.189544421025854,0.110896056149981
"Dist_near_mainland",0.0643761011829724,-0.0227964207320775,0.151548623098022
"Island_km2",-0.0242557404033605,-0.0648770757145694,0.0163655949078485
"logmass:Dist_near_mainland",-0.0367936467542432,-0.0892738849700352,0.0156865914615489
"logmass:Island_km2",0.00570089764006122,-0.0177109321229888,0.0291127274031112
