"","b","lci","uci"
"intrcpt",0.329395546872811,0.210779797172029,0.448011296573593
"logmass",-0.109688414920914,-0.150806698084269,-0.0685701317575598
"tmean",-0.00611234516041196,-0.00906504321056913,-0.00315964711025478
