"","b","lci","uci"
"intrcpt",0.150460131008294,-0.0832655097162732,0.384185771732862
"logmass",-0.0376843697585672,-0.176940595064711,0.101571855547576
"Dist_near_mainland",0.0705496739022714,-0.0129850312026523,0.154084379007195
"Island_km2",-0.0257720455404689,-0.0638901456004113,0.0123460545194735
"logmass:Dist_near_mainland",-0.0404656810226452,-0.0909475297818066,0.0100161677365162
"logmass:Island_km2",0.00634964694116252,-0.015514607896968,0.028213901779293
