"","b","lci","uci"
"intrcpt",0.15202774324077,-0.0414216574656212,0.345477143947161
"logmass",-0.00717601981197543,-0.104065344950017,0.0897133053260663
"tmean",0.00308864622134117,-0.00490860901733795,0.0110859014600203
"logmass:tmean",-0.00516464678500649,-0.00946883050393034,-0.000860463066082639
