"","Qm","p"
"logmass",0.0210722824220786,0.884582216643624
"tmean",0.572994694235334,0.449071352649223
"logmass:tmean",5.53090031835557,0.0186834891366185
"fullmodel",45.7175302475505,6.512559290666e-10
