"","b","lci","uci"
"intrcpt",0.187069797325477,-0.0582084821919806,0.432348076842935
"logmass",-0.0687620968893756,-0.220629544701163,0.0831053509224117
"NDVI",0.0334756293417993,-0.323911396090689,0.390862654774287
"logmass:NDVI",-0.0507470201621274,-0.27870833781802,0.177214297493765
