"","Qm","p"
"logmass",0.221024839138735,0.638260149455548
"Dist_near_mainland",2.25420732285342,0.133251672251154
"Island_km2",1.15030964978629,0.283484338465029
"logmass:Dist_near_mainland",2.08901212875851,0.148361978999149
"logmass:Island_km2",0.181173813634387,0.670366418333805
"logmass:dist & logmass:area",2.20932883762309,0.331322049035172
"fullmodel",28.6598694148596,28.6598694148596
