"","b","lci","uci"
"intrcpt",0.285752583473534,0.11424035794815,0.457264808998918
"logmass",-0.117632595478376,-0.212711651626785,-0.0225535393299671
"Island_km2",-0.0236961615307654,-0.0616910366014089,0.0142987135398781
"logmass:Island_km2",0.00506849615242672,-0.0168716017636403,0.0270085940684937
