"","b","lci","uci"
"intrcpt",0.470238807633048,0.149898620765915,0.790578994500182
"logmass",-0.382940498032973,-0.558037533700254,-0.207843462365692
"tseas",-0.125918663921914,-0.267765589986936,0.0159282621431079
"logmass:tseas",0.1271115224848,0.0483265867627915,0.205896458206809
