"","Qm","p"
"logmass",18.3738933073101,1.81528202664947e-05
"tseas",3.02716810125026,0.0818808136244722
"logmass:tseas",9.9995315054516,0.00156580054685563
"fullmodel",45.6487248218187,6.73564206313426e-10
