"","Qm","p"
"logmass",0.211836241723818,0.645331967882782
"Dist_near_mainland",1.69025116520568,0.193567863381852
"logmass:Dist_near_mainland",1.67194733905457,0.195997907363077
"fullmodel",24.8045013438244,1.69641189081101e-05
