"","b","lci","uci"
"intrcpt",0.268202741590919,0.0856500739569924,0.450755409224847
"logmass",-0.113528908487958,-0.214933826155743,-0.0121239908201723
"Island_km2",-0.0187821042138124,-0.0587056028002012,0.0211413943725764
"logmass:Island_km2",0.00365939508481566,-0.01938642896865,0.0267052191382813
