"","Qm","p"
"logmass",0.213743269504871,0.643849155239142
"Dist_near_mainland",1.99889245453362,0.157414192410137
"logmass:Dist_near_mainland",1.93619436206484,0.164082340775036
"fullmodel",27.3634921120932,4.9396894373791e-06
