"","b","lci","uci"
"intrcpt",0.086311628733134,-0.122925246200727,0.295548503666995
"logmass",-0.0282611706875998,-0.148608957394719,0.0920866160195192
"Dist_near_mainland",0.0569158566240318,-0.0288877900192235,0.142719503267287
"logmass:Dist_near_mainland",-0.0341980801436625,-0.0860349202262257,0.0176387599389007
