"","b","lci","uci"
"intrcpt",0.0903317353627151,-0.113339725161744,0.294003195887174
"logmass",-0.029441417352022,-0.146642384178669,0.0877595494746248
"Dist_near_mainland",0.0568180020237079,-0.0268443424692088,0.140480346516625
"logmass:Dist_near_mainland",-0.033700809557971,-0.0844718201390052,0.0170702010230633
