"","Qm","p"
"logmass",1.1805961928796,0.277234655963277
"SDNDVI",0.0128889667887868,0.909610708849879
"logmass:SDNDVI",0.0962792434394251,0.756341219975957
"fullmodel",26.9125774449824,6.14110897171012e-06
