"Reference","ID","CommonControl","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","guild","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","RR","var","Long_i","Lat_i","logmass","Island_km2","Dist_near_mainland","NDVI","SDNDVI","tmean","tseas","prec","Migratory_status","Migratory_status_3","Phylogeny","Data_source_type"
"Mees 1969","ES56","CC16","Mainland Australia","Mota Lava","Birds","Passeriformes","Zosteropidae","Zosterops lateralis","Zosterops lateralis familiaris","Zosterops lateralis valuensis","Omnivore",11.7489450347169,14.0751857115805,0.291332225901068,0.1200511459955,45,7,0.180649916087257,2.40563023891473e-05,167.673,-13.672,1.06999887204007,1.38021124171161,3.30103021281117,0.762417138671875,-1.8906501922596,26.527738571167,1.77549434947932,3.58505107192491,"dispersive migratory","partial dispersive migrant","","No island rule"
"Mees 1969","ES57","CC16","Mainland Australia","New Caledonia","Birds","Passeriformes","Zosteropidae","Zosterops lateralis","Zosterops lateralis familiaris","Zosterops lateralis griseonota","Omnivore",11.7489450347169,12.8740013374078,0.291332225901068,0.381344812401847,45,22,0.0914464252349135,5.35464764043714e-05,165.47,-21.481,1.06999887204007,4.2618573856299,3.10380406291998,0.68017119140625,-1.7574117847122,22.4548950195312,2.34451585656217,3.21679588218419,"dispersive migratory","partial dispersive migrant","","No island rule"
"Mees 1969","ES58","CC16","Mainland Australia","Norfolk Island","Birds","Passeriformes","Zosteropidae","Zosterops lateralis","Zosterops lateralis familiaris","Zosterops lateralis lateralis","Omnivore",11.7489450347169,12.3479482678786,0.291332225901068,0.247739887668303,45,23,0.0497264648370242,3.11651183368104e-05,167.953,-29.035,1.06999887204007,1.53907609879278,2.87215685569352,0.6346703125,-1.86282464636457,19.2796573638916,2.37142930993741,3.1177947710338,"dispersive migratory","partial dispersive migrant","","No island rule"
"Mees 1969","ES59","CC16","Mainland Australia","Norfolk Island","Birds","Passeriformes","Zosteropidae","Zosterops lateralis","Zosterops lateralis familiaris","Zosterops tenuirostris","Omnivore",11.7489450347169,15.0985786365128,0.291332225901068,0.588222507747296,45,12,0.250837157078197,0.000140145994589596,167.953,-29.035,1.06999887204007,1.53907609879278,2.87215685569352,0.6346703125,-1.86282464636457,19.2796573638916,2.37142930993741,3.1177947710338,"dispersive migratory","partial dispersive migrant","","No island rule"
"Mees 1969","ES60","CC16","Mainland Australia","Norfolk Island","Birds","Passeriformes","Zosteropidae","Zosterops lateralis","Zosterops lateralis familiaris","Zosterops albogularis","Omnivore",11.7489450347169,21.7170570094864,0.291332225901068,0.374769927324107,45,17,0.6143345368045,3.11814134412243e-05,167.953,-29.035,1.06999887204007,1.53907609879278,2.87215685569352,0.6346703125,-1.86282464636457,19.2796573638916,2.37142930993741,3.1177947710338,"dispersive migratory","partial dispersive migrant","","No island rule"
"Mees 1969","ES61","CC16","Mainland Australia","Paama","Birds","Passeriformes","Zosteropidae","Zosterops lateralis","Zosterops lateralis familiaris","Zosterops lateralis vatensis","Omnivore",11.5658463695233,15.6225025870445,0.343303998935825,0.370105430356618,18,3,0.300655871709988,0.000236027953632642,168.236,-16.469,1.06317741922199,1.50105926221775,3.26951317770951,0.696959326171875,-1.8262845321624,25.3287029266357,2.05533104279285,3.42155456438647,"dispersive migratory","partial dispersive migrant","","No island rule"
"Mees 1969","ES62","CC16","Mainland Australia","South Island (NZ)","Birds","Passeriformes","Zosteropidae","Zosterops lateralis","Zosterops lateralis familiaris","Zosterops lateralis lateralis","Omnivore",11.7489450347169,12.7160316068495,0.291332225901068,0.267303444043843,45,35,0.0791000763624084,2.62888405030154e-05,171.154,-43.382,1.06999887204007,5.17735466417846,3.2174842074226,0.554348095703125,-1.80314081668506,8.8675708770752,2.61828228722475,3.19752842676559,"dispersive migratory","partial dispersive migrant","","No island rule"
"Mees 1969","ES63","CC16","Mainland Australia","Tanna","Birds","Passeriformes","Zosteropidae","Zosterops lateralis","Zosterops lateralis familiaris","Zosterops lateralis vatensis","Omnivore",11.7489450347169,17.8904083307853,0.291332225901068,0.453904199700625,45,5,0.420501269507098,0.00014240495255074,169.343,-19.513,1.06999887204007,2.74036268949424,3.25430657414329,0.84173896484375,-1.48594116339386,23.3076782226562,2.1704165222716,3.37621916256085,"dispersive migratory","partial dispersive migrant","","No island rule"
"Mees 1969","ES64","CC16","Mainland Australia","Tasmania","Birds","Passeriformes","Zosteropidae","Zosterops lateralis","Zosterops lateralis familiaris","Zosterops lateralis lateralis","Omnivore",11.7489450347169,12.4703208716232,0.291332225901068,0.209588264350188,45,16,0.0595880385664104,3.13182846712756e-05,146.5,-42.1,1.06999887204007,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"dispersive migratory","partial dispersive migrant","","No island rule"
"Mees 1969","ES65","CC16","Mainland Australia","Vanuatu (Espiritu Santo)","Birds","Passeriformes","Zosteropidae","Zosterops lateralis","Zosterops lateralis familiaris","Zosterops lateralis tropica","Omnivore",11.7489450347169,13.2202799866178,0.291332225901068,0.333420319783489,45,27,0.117988560937348,3.72216868272199e-05,166.925,-15.367,1.06999887204007,3.59545245949149,3.25527274637795,0.83714169921875,-1.63748023379822,24.896390914917,1.8798968616065,3.49756727804715,"dispersive migratory","partial dispersive migrant","","No island rule"
"Mees 1969","ES66","CC16","Mainland Australia","Vanuatu (NE islands)","Birds","Passeriformes","Zosteropidae","Zosterops lateralis","Zosterops lateralis familiaris","Zosterops flavifrons perplexa","Omnivore",11.7489450347169,12.186317507261,0.291332225901068,0.301830351715463,45,41,0.0365503542915778,2.86259047884027e-05,168.13,-16.244,1.06999887204007,2.83103748564003,3.26787565369254,0.69391220703125,-1.61544391246161,24.0275115966797,1.94740574029905,3.53214261849286,"dispersive migratory","partial dispersive migrant","","No island rule"
"Mees 1969","ES67","CC16","Mainland Australia","Vate","Birds","Passeriformes","Zosteropidae","Zosterops lateralis","Zosterops lateralis familiaris","Zosterops lateralis vatensis","Omnivore",11.7489450347169,15.5266007670582,0.291332225901068,0.254824885224644,45,6,0.278791279213528,5.85567579098974e-05,168.43,-17.658,1.06999887204007,2.95400116768157,3.2521247955355,0.84914091796875,-1.7461858504217,24.3710041046143,2.15453452039091,3.41819354932967,"dispersive migratory","partial dispersive migrant","","No island rule"
"Nelson 1898","ES68","CC17","Mexico","Maria Madre","Birds","Falconiformes","Falconidae","Caracara cheriway","Polyborus cheriway","Polyborus cheriway pallidus","VertFishScav",1284.33700308563,1165.82462225761,73.3410042977208,52.6553421722105,6,8,-0.096813967404573,0.000798474233003719,-106.558,21.61,3.10867899521021,2.30102999566398,2.0000043429231,0.59757080078125,-1.63151100901579,22.4930686950684,2.44078627667666,2.84530894848948,"resident","full resident","","No island rule"
"Nelson 1898","ES69","CC18","Mexico","Maria Madre","Birds","Passeriformes","Cardinalidae","Cardinalis cardinalis","Cardinalis cardinalis igneus","Cardinalis cardinalis mariae","PlantSeed",34.7112533765947,36.0739629865228,1.98215746876085,1.62930755475439,7,8,0.0385074190260471,0.00072083407249236,-106.558,21.61,1.54047029574318,2.30102999566398,2.0000043429231,0.59757080078125,-1.63151100901579,22.4930686950684,2.44078627667666,2.84530894848948,"resident","full resident","","No island rule"
"Nelson 1898","ES70","CC19","Mexico","Maria Madre","Birds","Columbiformes","Columbidae","Leptotila verreauxi","Leptotila fulviventris brachyptera","Leptotila capitalis","PlantSeed",107.733578760757,118.50921823879,6.15203707743262,5.35255759553326,8,8,0.095329432516945,0.00066260395210884,-106.558,21.61,2.03235108674849,2.30102999566398,2.0000043429231,0.59757080078125,-1.63151100901579,22.4930686950684,2.44078627667666,2.84530894848948,"resident","full resident","","No island rule"
"Nelson 1898","ES71","CC20","Mexico","Maria Madre","Birds","Passeriformes","Mimidae","Melanotis caerulescens","Melanotis caerulescens","Melanotis caerulescens longirostiis","Invertebrate",56.9381412355033,47.2403032247801,3.25140555089875,2.13364367429711,5,4,-0.186718026928516,0.00116216356714383,-106.558,21.61,1.75540328535501,2.30102999566398,2.0000043429231,0.59757080078125,-1.63151100901579,22.4930686950684,2.44078627667666,2.84530894848948,"resident","full resident","","No island rule"
"Nelson 1898","ES72","CC21","Mexico","Maria Madre","Birds","Passeriformes","Tyrannidae","Myiopagis viridicata","Myiopagis placens","Myiopagis placens minimus","Invertebrate",15.8353590281703,14.1458194250505,0.904265104681059,0.63890652840213,8,10,-0.112826219367031,0.000611605330224,-106.558,21.61,1.19962791438842,2.30102999566398,2.0000043429231,0.59757080078125,-1.63151100901579,22.4930686950684,2.44078627667666,2.84530894848948,"resident","full resident","","No island rule"
"Nelson 1898","ES73","CC22","Mexico","Maria Madre","Birds","Caprimulgiformes","Caprimulgidae","Nyctidromus albicollis","Nyctidromus albicollis","Nyctidromus albicollis","Invertebrate",125.136834572714,155.340946693196,7.14583563360018,7.01609019514938,10,10,0.216214542140265,0.000530083161687072,-106.558,21.61,2.09738516498551,2.30102999566398,2.0000043429231,0.59757080078125,-1.63151100901579,22.4930686950684,2.44078627667666,2.84530894848948,"resident","full resident","","No island rule"
"Nelson 1898","ES74","CC23","Mexico","Maria Madre","Birds","Columbiformes","Columbidae","Patagioenas flavirostris","Columba flavirostris","Columba flavirostris madrensis","FruiNect",219.150968589347,241.102429137303,12.5144351447837,10.8895717781217,7,7,0.0954610137534476,0.000757261659552961,-106.558,21.61,2.34074339446102,2.30102999566398,2.0000043429231,0.59757080078125,-1.63151100901579,22.4930686950684,2.44078627667666,2.84530894848948,"directional migratory","partial directional migrant","","No island rule"
"Nelson 1898","ES75","CC24","Mexico","Maria Madre","Birds","Trogoniformes","Trogonidae","Trogon ambiguus","Trogon ambiguus","Trogon ambiguus goldmani","FruiNect",80.1610721695339,81.9643561249927,4.57753185057435,3.7019815290303,5,5,0.0222464587448362,0.00106016632337414,-106.558,21.61,1.90396351733303,2.30102999566398,2.0000043429231,0.59757080078125,-1.63151100901579,22.4930686950684,2.44078627667666,2.84530894848948,"directional migratory","partial directional migrant","","No island rule"
"Nelson 1898","ES76","CC25","Mexico","Maria Madre","Birds","Passeriformes","Vireonidae","Vireo hypochryseus","Vireo hypochryseus","Vireo hypochryseus sordidus","Invertebrate",13.1270991485224,15.1457816379549,0.749612160013582,0.684070570638432,7,10,0.14304332262994,0.000669835450607519,-106.558,21.61,1.1181687654666,2.30102999566398,2.0000043429231,0.59757080078125,-1.63151100901579,22.4930686950684,2.44078627667666,2.84530894848948,"resident","full resident","","No island rule"
"Nelson 1898, Storer 1962","ES77","CC26","Mexico","Maria Madre","Birds","Accipitriformes","Accipitridae","Buteo jamaicensis","Buteo jamaicensis hadropus","Buteo borealis fumosus","VertFishScav",1224.54399056884,1199.90835992389,46.7380853560078,54.194759709859,33,4,-0.020323334948851,0.000554130973981278,-106.558,21.61,3.08797439135386,2.30102999566398,2.0000043429231,0.59757080078125,-1.63151100901579,22.4930686950684,2.44078627667666,2.84530894848948,"directional migratory","partial directional migrant","","No island rule"
"Nelson 1898, Storer 1962","ES78","CC26","Mexico","Socorro","Birds","Accipitriformes","Accipitridae","Buteo jamaicensis","Buteo jamaicensis hadropus","Buteo borealis socorroensis","VertFishScav",1224.54399056884,1338.21108511215,46.7380853560078,60.4413058704938,33,3,0.0887651888346171,0.00072412638026408,-110.974,18.793,3.08797439135386,2.12057393120585,2.75966859998372,0.4904935546875,-1.78217195958961,24.3357238769531,2.28686603532726,2.53459718602685,"directional migratory","partial directional migrant","","No island rule"
"Pigot et al. 2020","ES80","CC27","Australia","New Guinea","Birds","Passeriformes","Acanthizidae","Acanthiza katherina","Acanthiza katherina","Acanthiza murina","Invertebrate",7.92454399764255,10.1721144938273,0.378999930322035,0.135943734554622,2,3,0.24968532490156,0.00120320261215081,141.814,-5.752,0.89897428098375,5.89528604782638,2.18469426933435,0.770036767578125,-1.43826127218963,22.6774826049805,1.75967712212158,3.70400175750796,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES82","CC28","India","Sri Lanka","Birds","Accipitriformes","Accipitridae","Accipiter badius","Accipiter badius","Accipiter badius","VertFishScav",220.415204830371,193.463067063864,15.6063579024988,13.5811073078833,4,4,-0.130426435967622,0.0024853244114272,80.714,7.74,2.34324155000808,4.8169700377573,1.95424733490676,0.73955419921875,-1.81324836824573,25.914306640625,2.01435160562069,3.3175334789459,"directional migratory","partial directional migrant","","No island rule"
"Pigot et al. 2020","ES84","CC29","Australia","Christmas","Birds","Accipitriformes","Accipitridae","Accipiter fasciatus","Accipiter fasciatus","Accipiter fasciatus","VertFishScav",592.213988436328,453.156798053482,6.47951775583276,13.0844118783488,4,4,-0.267629838362453,0.000238353109663988,105.6333,-10.4833,2.77247866146084,2.13033376849501,2.54406928518988,0.711173388671875,-1.40869176470873,23.8653392791748,1.94714401283169,3.30726064737094,"directional migratory","partial directional migrant","","No island rule"
"Pigot et al. 2020","ES86","CC30","Madagascar","Mayotte","Birds","Accipitriformes","Accipitridae","Accipiter francesiae","Accipiter francesiae","Accipiter francesiae","Invertebrate",132.321403768087,97.3168306372697,3.53106739740876,0.799056917301475,4,3,-0.307261889129296,0.000200502294795529,45.152,-12.801,2.12163009956564,2.57403126772772,2.47712270236552,0.721075146484375,-1.78140009051222,25.0633850097656,2.10900254419108,3.14802547558644,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES88","CC31","France","Great Britain","Birds","Accipitriformes","Accipitridae","Accipiter nisus","Accipiter nisus","Accipiter nisus","VertFishScav",223.620496527841,227.214617269807,13.402397819962,2.87977968656282,4,4,0.015944618226671,0.000938170591682925,-1.6,53.186,2.34951160744775,5.32083354792103,1.51189672368043,0.63427998046875,-1.85767058989911,8.82350254058838,2.65890269736187,2.93182444069733,"directional migratory","partial directional migrant","","No island rule"
"Pigot et al. 2020","ES90","CC32","Australia","New Guinea","Birds","Accipitriformes","Accipitridae","Accipiter novaehollandiae","Accipiter novaehollandiae","Accipiter novaehollandiae","VertFishScav",620.005598825176,385.37214962238,15.8112139134306,7.83405396562949,3,2,-0.475519018556563,0.000423404182633375,141.814,-5.752,2.79239561131745,5.89528604782638,2.18469426933435,0.770036767578125,-1.43826127218963,22.6774826049805,1.75967712212158,3.70400175750796,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES92","CC33","India","Sri Lanka","Birds","Accipitriformes","Accipitridae","Accipiter trivirgatus","Accipiter trivirgatus","Accipiter trivirgatus","VertFishScav",370.659375101017,230.114758176485,36.2882871840295,8.8586927334322,4,4,-0.476705381375722,0.00276670129743291,80.714,7.74,2.56897498922276,4.8169700377573,1.95424733490676,0.73955419921875,-1.81324836824573,25.914306640625,2.01435160562069,3.3175334789459,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES94","CC34","India","Sri Lanka","Birds","Accipitriformes","Accipitridae","Accipiter virgatus","Accipiter virgatus","Accipiter virgatus","VertFishScav",213.044099921232,140.829451191102,14.1157646023233,15.3910174448975,4,4,-0.413949593920714,0.00408349883208568,80.714,7.74,2.32846951127934,4.8169700377573,1.95424733490676,0.73955419921875,-1.81324836824573,25.914306640625,2.01435160562069,3.3175334789459,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES96","CC35","China","Hainan","Birds","Passeriformes","Sturnidae","Acridotheres cristatellus","Acridotheres cristatellus","Acridotheres cristatellus","Omnivore",86.1586732509463,87.7803924344079,2.09995691669844,5.3220926820417,4,3,0.0186475208449744,0.0013738297489224,109.842,19.229,1.93529900268281,4.51719589794997,1.23047446736116,0.67702998046875,-1.48228771957217,23.9309253692627,2.59292952692165,3.20272176405885,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES98","CC36","India","Sri Lanka","Birds","Passeriformes","Sturnidae","Acridotheres tristis","Acridotheres tristis","Acridotheres tristis","Omnivore",99.2069219778245,94.0246492623912,2.38166599993324,1.15743496173091,4,4,-0.0536508157683434,0.000181968139024286,80.714,7.74,1.99654197529829,4.8169700377573,1.95424733490676,0.73955419921875,-1.81324836824573,25.914306640625,2.01435160562069,3.3175334789459,"resident","full resident","","No island rule"
