Reference,ID,CommonControl,Mainland,Island,Class,Order,Family,Binomial,Species_main,Species_island,guild,Mean_m,Mean_i,sd_m,sd_i,N_m,N_i,RR,var,Long_i,Lat_i,logmass,Island_km2,Dist_near_mainland,NDVI,SDNDVI,tmean,tseas,prec,SPID
Joseph Tobias and Patrick Walkden,ES604,CC91,Malaysia,Borneo,Birds,Passeriformes,Timaliidae,Turdinus brevicaudatus,Napothera brevicaudata,Napothera crassa,Invertebrate,11.48406358,16.10872283,0.270641098,0.358456442,2,3,0.338400618,0.000442749,114,1,1.060095588,5.871131412,2.716004179,0.799609277,-1.552297019,25.05965996,1.379912622,3.595503407,SP81
Joseph Tobias and Patrick Walkden,ES605,CC92,Malaysia,Borneo,Birds,Galliformes,Phasianidae,Polyplectron malacense,Polyplectron malacense,Polyplectron schleiermacheri,Omnivore,181.8759821,168.2940916,6.412513851,13.60008596,2,2,-0.077612044,0.003886793,114,1,2.259775351,5.871131412,2.716004179,0.799609277,-1.552297019,25.05965996,1.379912622,3.595503407,SP82
Joseph Tobias and Patrick Walkden,ES606,CC93,Myanmar,Borneo,Birds,Passeriformes,Timaliidae,Yuhina castaniceps,Yuhina castaniceps,Yuhina everetti,Invertebrate,11.01003028,11.66493129,0.659855374,0.108003256,4,4,0.057780315,0.000919399,114,1,1.041788513,5.871131412,2.716004179,0.799609277,-1.552297019,25.05965996,1.379912622,3.595503407,SP83
Joseph Tobias and Patrick Walkden,ES607,CC94,Australia,Bougainville ,Birds,Passeriformes,Pittidae,Pitta iris,Pitta iris,Pitta anerythra,Invertebrate,42.39829099,41.35328362,0,1.169470861,4,2,-0.024956226,0.000399879,155.3839,-6.2444,1.627348351,3.969313384,2.828660541,0.825817578,-1.965926414,25.73300171,1.584021708,3.541309975,SP84
Joseph Tobias and Patrick Walkden,ES608,CC95,Papua New Guinea,Buru,Birds,Passeriformes,Monarchidae,Symposiachrus guttula,Symposiachrus guttula,Symposiachrus verticalis,Invertebrate,20.77690981,29.1621438,0.773119749,0.473968636,2,2,0.339029158,0.00082439,126.781,-3.392,1.317580955,3.928047458,2.662758776,0.763706055,-1.705982004,25.42570686,1.841825207,3.245905821,SP85
Joseph Tobias and Patrick Walkden,ES609,CC96,Australia,Buru ,Birds,Columbiformes,Columbidae,Macropygia phasianella,Macropygia phasianella,Macropygia amboinensis,Omnivore,161.7395547,150.2208152,3.320238406,7.634540682,3,4,-0.073881041,0.000786192,126.781,-3.392,2.208816243,3.928047458,2.662758776,0.763706055,-1.705982004,25.42570686,1.841825207,3.245905821,SP86
Foggo et al 1997,ES610,CC39,New Zealand,Campbell,Birds,Passeriformes,Motacillidae,Anthus novaeseelandiae,Anthus novaeseelandiae novaeseelandiae,Anthus novaeseelandiae aucklandicus,Invertebrate,35.03220961,33.09413374,1.571958123,1.012716661,47,8,-0.056911875,0.000159893,169.153,-52.526,1.544467531,2.051923916,2.816772075,0.564288525,-1.730239903,6.534500599,2.243798443,3.134046342,SP31
Joseph Tobias and Patrick Walkden,ES611,CC97,Argentina,Carcass Island,Birds,Passeriformes,Furnariidae,Cinclodes fuscus,Cinclodes fuscus,Cinclodes antarcticus,Invertebrate,38.55992434,49.00121686,0.420689766,1.943104328,2,2,0.239631624,0.000845742,-60.3345,-51.165,1.586136173,1.277379975,0.763502865,0.421737891,-1.301887077,7.14416647,2.413446808,2.645422269,SP87
Joseph Tobias and Patrick Walkden,ES612,CC98,Australia,Chatham,Birds,Passeriformes,Acanthizidae,Gerygone mouki,Gerygone mouki,Gerygone albofrontata,Invertebrate,6.648075647,13.10852702,0.048775519,0.512942362,2,2,0.6789355,0.00079251,-176.528,-43.819,0.822695953,2.963787827,2.815578412,0.681565381,-2.036134423,11.71574211,2.419753117,2.993511171,SP88
"Clegg, 2002",ES613,CC9,"Brisbane, Australia",Chatham,Birds,Passeriformes,Zosteropidae,Zosterops lateralis,Zosterops lateralis familiaris,Zosterops lateralis lateralis,Omnivore,11.22185866,13.19185344,0.296355224,0.47017172,29,22,0.161735933,8.18E-05,-176.528,-43.819,1.050064794,2.963787827,2.815578412,0.681565381,-2.036134423,11.71574211,2.419753117,2.993511171,SP9
Foggo et al 1997,ES614,CC39,New Zealand,Chatham,Birds,Passeriformes,Motacillidae,Anthus novaeseelandiae,Anthus novaeseelandiae novaeseelandiae,Anthus novaeseelandiae chathamensis,Invertebrate,35.03220961,31.39747135,1.571958123,1.226463725,47,9,-0.109540553,0.000212382,-176.528,-43.819,1.544467531,2.963787827,2.815578412,0.681565381,-2.036134423,11.71574211,2.419753117,2.993511171,SP31
Joseph Tobias and Patrick Walkden,ES615,CC99,"New Zealand, South Island",Chatham,Birds,Charadriiformes,Haematopodidae,Haematopus unicolor,Haematopus unicolor,Haematopus chathamensis,Invertebrate,474.228216,434.7894321,29.15831182,15.64220924,2,2,-0.086826824,0.002537408,-176.528,-43.819,2.67598739,2.963787827,2.815578412,0.681565381,-2.036134423,11.71574211,2.419753117,2.993511171,SP89
Joseph Tobias and Patrick Walkden,ES616,CC100,Australia,Christmas,Birds,Accipitriformes,Accipitridae,Accipiter fasciatus,Accipiter fasciatus,Accipiter fasciatus,VertFishScav,592.2139884,453.1567981,6.479517756,13.08441188,4,4,-0.267629838,0.000238353,105.6333,-10.4833,2.772478661,2.130333768,2.544069285,0.711173389,-1.408691765,23.86533928,1.947144013,3.307260647,SP90
Joseph Tobias and Patrick Walkden,ES617,CC101,Malaysia,Christmas,Birds,Columbiformes,Columbidae,Ducula badia,Ducula badia,Ducula whartoni,FruiNect,314.3320692,420.0052009,0.989900993,18.02855658,2,3,0.289817122,0.000619133,105.6333,-10.4833,2.497388691,2.130333768,2.544069285,0.711173389,-1.408691765,23.86533928,1.947144013,3.307260647,SP91
Joseph Tobias and Patrick Walkden,ES618,CC102,Papua New Guinea,Chuuk,Birds,Passeriformes,Monarchidae,Myiagra alecto,Myiagra alecto,Myiagra oceanica,Invertebrate,27.91743882,23.44459384,0.326519752,0.893981315,4,4,-0.174611612,0.000397704,151.7833,7.4167,1.445875573,1.968809714,3.17318656,0.611972705,-1.58449678,27.5658474,1.177294978,3.531798134,SP92
Joseph Tobias and Patrick Walkden,ES619,CC103,Brazil,Coiba,Birds,Passeriformes,Furnariidae,Cranioleuca vulpina,Cranioleuca vulpina,Cranioleuca dissita,Invertebrate,14.03290749,11.97016268,0.677764904,0.138736148,5,4,-0.158987997,0.000500127,-81.777,7.486,1.147147662,2.701567985,1.35220182,0.756774512,-1.385932732,25.42413521,1.804821349,3.424808168,SP93
Joseph Tobias and Patrick Walkden,ES620,CC104,France,Corsica,Birds,Passeriformes,Certhiidae,Certhia familiaris,Certhia familiaris,Certhia familiaris,Invertebrate,13.23886413,15.43086268,0.434067955,0.475956387,4,4,0.153212819,0.000506598,9.12,42.1,1.121850725,3.938569756,1.904179783,0.627191943,-1.922814329,12.08275795,2.783306102,2.904647176,SP94
Joseph Tobias and Patrick Walkden,ES621,CC105,France,Corsica,Birds,Passeriformes,Alaudidae,Lullula arborea,Lullula arborea,Lullula arborea,Omnivore,35.88318716,35.40890585,1.259518855,1.108976796,4,4,-0.013305495,0.000553234,9.12,42.1,1.55489101,3.938569756,1.904179783,0.627191943,-1.922814329,12.08275795,2.783306102,2.904647176,SP95
Joseph Tobias and Patrick Walkden,ES622,CC106,France,Corsica,Birds,Passeriformes,Sylviidae,Curruca melanocephala,Sylvia melanocephala,Sylvia melanocephala,Omnivore,10.32137906,11.01003028,0.179502244,0.481828783,4,4,0.06458932,0.000554408,9.12,42.1,1.013737728,3.938569756,1.904179783,0.627191943,-1.922814329,12.08275795,2.783306102,2.904647176,SP96
Joseph Tobias and Patrick Walkden,ES623,CC107,France,Corsica,Birds,Passeriformes,Turdidae,Turdus viscivorus,Turdus viscivorus,Turdus viscivorus,Omnivore,112.901855,116.251483,2.258793561,3.651528371,4,5,0.029236901,0.000297392,9.12,42.1,2.052701077,3.938569756,1.904179783,0.627191943,-1.922814329,12.08275795,2.783306102,2.904647176,SP97
Joseph Tobias and Patrick Walkden,ES624,CC108,Italy,Corsica,Birds,Passeriformes,Passerellidae,Passer italiae,Passer italiae,Passer italiae,,23.07767704,19.93043469,1.149661438,0.549786707,4,4,-0.146617843,0.000810671,9.12,42.1,1.363192091,3.938569756,1.904179783,0.627191943,-1.922814329,12.08275795,2.783306102,2.904647176,SP98
Joseph Tobias and Patrick Walkden,ES625,CC109,Spain,Corsica,Birds,Passeriformes,Cinclidae,Cinclus cinclus,Cinclus cinclus,Cinclus cinclus,Invertebrate,30.01014545,27.50977379,1.623617074,1.732792104,4,4,-0.086994154,0.001723643,9.12,42.1,1.4772681,3.938569756,1.904179783,0.627191943,-1.922814329,12.08275795,2.783306102,2.904647176,SP99
Joseph Tobias and Patrick Walkden,ES626,CC110,Mexico,Cozumel,Birds,Passeriformes,Tyrannidae,Myiarchus tuberculifer,Myiarchus tuberculifer,Myiarchus tuberculifer,Invertebrate,25.91501007,20.9487502,1.612343814,1.315206643,4,4,-0.212743352,0.001953125,-86.917,20.417,1.413551382,2.686636269,1.225335132,0.781641553,-1.831716407,26.09687042,2.224146299,3.159615322,SP100
Joseph Tobias and Patrick Walkden,ES627,CC111,Mexico,Cozumel ,Birds,Passeriformes,Mimidae,Toxostoma longirostre,Toxostoma longirostre,Toxostoma guttatum,Invertebrate,41.35328362,28.74361312,0.58473543,0.761290378,2,3,-0.363736238,0.000333798,-86.917,20.417,1.61651,2.686636269,1.225335132,0.781641553,-1.831716407,26.09687042,2.224146299,3.159615322,SP101
Joseph Tobias and Patrick Walkden,ES628,CC112,Brazil,Cuba,Birds,Anseriformes,Anatidae,Dendrocygna viduata,Dendrocygna viduata,Dendrocygna arborea,PlantSeed,290.6601621,465.2858381,16.6461716,1.253169857,6,2,0.470497166,0.000550273,-77.781,21.521,2.463385511,5.024508244,2.290036839,0.621800098,-1.631900892,25.51582146,2.291317093,3.108580259,SP102
Joseph Tobias and Patrick Walkden,ES629,CC113,Colombia,Cuba,Birds,Passeriformes,Tyrannidae,Myiarchus panamensis,Myiarchus panamensis,Myiarchus sagrae,Omnivore,33.54957122,27.10570919,0.964914842,0.22678978,3,2,-0.213279706,0.000310731,-77.781,21.521,1.525686974,5.024508244,2.290036839,0.621800098,-1.631900892,25.51582146,2.291317093,3.108580259,SP103
Joseph Tobias and Patrick Walkden,ES630,CC114,Costa Rica,Cuba,Birds,Columbiformes,Columbidae,Geotrygon violacea,Geotrygon violacea,Geotrygon caniceps,Omnivore,86.96725991,114.9678499,3.200653803,7.348526736,2,3,0.279120798,0.002039071,-77.781,21.521,1.939355787,5.024508244,2.290036839,0.621800098,-1.631900892,25.51582146,2.291317093,3.108580259,SP104
Joseph Tobias and Patrick Walkden,ES631,CC115,Costa Rica,Cuba,Birds,Passeriformes,Turdidae,Myadestes melanops,Myadestes melanops,Myadestes elisabeth,Omnivore,28.99429494,28.53571067,1.190503078,0.496273229,5,4,-0.015942775,0.000412798,-77.781,21.521,1.462312552,5.024508244,2.290036839,0.621800098,-1.631900892,25.51582146,2.291317093,3.108580259,SP105
Joseph Tobias and Patrick Walkden,ES632,CC116,Mexico,Cuba,Birds,Strigiformes,Strigidae,Glaucidium gnoma,Glaucidium gnoma,Glaucidium siju,Invertebrate,28.32871502,38.55992434,1.509656988,1.870305019,3,4,0.308337552,0.001534789,-77.781,21.521,1.452226876,5.024508244,2.290036839,0.621800098,-1.631900892,25.51582146,2.291317093,3.108580259,SP106
Joseph Tobias and Patrick Walkden,ES633,CC117,Mexico,Cuba,Birds,Piciformes,Picidae,Melanerpes chrysogenys,Melanerpes chrysogenys,Melanerpes superciliaris,Invertebrate,60.65417876,100.5286811,0.368090166,2.908629841,4,4,0.505254539,0.000218492,-77.781,21.521,1.782860727,5.024508244,2.290036839,0.621800098,-1.631900892,25.51582146,2.291317093,3.108580259,SP107
Joseph Tobias and Patrick Walkden,ES634,CC118,Mexico,Cuba,Birds,Passeriformes,Tyrannidae,Tyrannus vociferans,Tyrannus vociferans,Tyrannus caudifasciatus,Invertebrate,82.96961319,47.10895327,2.666970218,0.903868632,2,3,-0.566011361,0.000639327,-77.781,21.521,1.918919065,5.024508244,2.290036839,0.621800098,-1.631900892,25.51582146,2.291317093,3.108580259,SP108
Joseph Tobias and Patrick Walkden,ES635,CC119,Panama,Cuba,Birds,Accipitriformes,Accipitridae,Buteogallus anthracinus,Buteogallus anthracinus,Buteogallus gundlachii,VertFishScav,883.676405,978.0764071,33.17826927,34.60672613,2,3,0.101496855,0.001122146,-77.781,21.521,2.946293259,5.024508244,2.290036839,0.621800098,-1.631900892,25.51582146,2.291317093,3.108580259,SP109
Joseph Tobias and Patrick Walkden,ES636,CC120,USA,Cuba,Birds,Passeriformes,Icteridae,Agelaius phoeniceus,Agelaius phoeniceus,Agelaius assimilis,Omnivore,39.31011333,33.09413374,0,0.767132871,2,2,-0.172125784,0.000268664,-77.7811,21.521,1.594504296,5.024508244,2.290036839,0.621800098,-1.631900892,25.51582146,2.291317093,3.108580259,SP110
Joseph Tobias and Patrick Walkden,ES637,CC121,Iran,Cyprus,Birds,Passeriformes,Sylviidae,Sylvia mystacea,Sylvia mystacea,Sylvia melanothorax,Invertebrate,10.8353576,10.32137906,0.455038813,0.341772273,4,4,-0.048597258,0.000715029,33.254,35.025,1.034843249,3.966141733,1.845104244,0.324397705,-1.539301099,19.0325737,2.812747186,2.605945549,SP111
Joseph Tobias and Patrick Walkden,ES638,CC122,Israel,Cyprus,Birds,Galliformes,Phasianidae,Francolinus francolinus,Francolinus francolinus,Francolinus francolinus,PlantSeed,167.0907027,164.1049148,2.410127786,3.739602907,4,4,-0.018030847,0.000181835,33.254,35.025,2.222952285,3.966141733,1.845104244,0.324397705,-1.539301099,19.0325737,2.812747186,2.605945549,SP112
Joseph Tobias and Patrick Walkden,ES639,CC123,Turkey,Cyprus,Birds,Passeriformes,Alaudidae,Galerida cristata,Galerida cristata,Galerida cristata,PlantSeed,43.72666661,43.72666661,1.228195467,1.124705459,4,4,0,0.00036263,33.254,35.025,1.640746371,3.966141733,1.845104244,0.324397705,-1.539301099,19.0325737,2.812747186,2.605945549,SP113
Joseph Tobias and Patrick Walkden,ES640,CC124,Turkey,Cyprus,Birds,Passeriformes,Muscicapidae,Oenanthe hispanica,Oenanthe hispanica,Oenanthe cypriaca,Invertebrate,29.1621438,24.37715991,0.854752491,0.601905183,4,4,-0.179224798,0.00036719,33.254,35.025,1.464819447,3.966141733,1.845104244,0.324397705,-1.539301099,19.0325737,2.812747186,2.605945549,SP114
Joseph Tobias and Patrick Walkden,ES641,CC125,Thailand,Damar,Birds,Passeriformes,Turdidae,Geokichla interpres,Zoothera interpres,Zoothera peronii,Invertebrate,46.18013368,41.87382717,1.562611987,3.829892729,2,2,-0.097888717,0.004755194,128.62,-7.12,1.664455186,2.296006669,2.283303491,0.771035254,-1.44057212,25.51629639,1.975972381,3.248436761,SP115
Joseph Tobias and Patrick Walkden,ES642,CC126,Malaysia,Dinagat,Birds,Passeriformes,Dicaeidae,Prionochilus percussus,Prionochilus percussus,Prionochilus olivaceus,FruiNect,8.817229421,9.877059523,0.230880785,0.865335303,2,2,0.113507152,0.004180642,125.62,10.15,0.945332141,2.886039276,1.204147125,0.704155957,-1.344494871,26.80049896,1.974942236,3.57113678,SP116
Joseph Tobias and Patrick Walkden,ES643,CC102,Papua New Guinea,Duke of York Island,Birds,Passeriformes,Monarchidae,Myiagra alecto,Myiagra alecto,Myiagra alecto,Invertebrate,32.64243404,33.54957122,0.292705782,0.964914842,4,3,0.027410983,0.000295831,152.46,-4.18,1.513782535,1.718501689,1.127137207,0.702877441,-1.964561711,26.80833244,1.485315404,3.362039265,SP92
Joseph Tobias and Patrick Walkden,ES644,CC95,Papua New Guinea,Duke Of York Island,Birds,Passeriformes,Monarchidae,Symposiachrus guttula,Symposiachrus guttula,Symposiachrus verticalis,Invertebrate,20.09803756,29.1621438,0.378915001,0.947937272,2,2,0.372249246,0.000706036,152.46,-4.18,1.303153653,1.718501689,1.127137207,0.702877441,-1.964561711,26.80833244,1.485315404,3.362039265,SP85
Joseph Tobias and Patrick Walkden,ES645,CC127,Chile,East Falkland,Birds,Passeriformes,Tyrannidae,Muscisaxicola maclovianus,Muscisaxicola maclovianus,Muscisaxicola maclovianus,Invertebrate,41.09447885,48.42894455,1.029936813,2.680644396,4,3,0.164223885,0.00117832,-59.64,-51.375,1.613783477,3.819872822,2.770852748,0.481461377,-1.76384831,6.884592056,2.42768963,2.69761398,SP117
Joseph Tobias and Patrick Walkden,ES646,CC128,Chile,East Falkland,Birds,Passeriformes,Turdidae,Turdus falcklandii,Turdus falcklandii,Turdus falcklandii,Omnivore,79.08453416,98.76867137,2.365207728,0.493494351,4,2,0.22226313,0.000236095,-59.64,-51.375,1.898091561,3.819872822,2.770852748,0.481461377,-1.76384831,6.884592056,2.42768963,2.69761398,SP118
Mees 1969,ES648,CC35,Mainland Australia,Epi,Birds,Passeriformes,Zosteropidae,Zosterops lateralis,Zosterops lateralis familiaris,Zosterops lateralis vatensis,Omnivore,11.71830846,15.00443828,0.287896278,0.397420927,45,2,0.247193598,0.000364191,168.231,-16.731,1.068864926,2.64738297,3.263872913,0.851893066,-1.730485524,24.8894577,2.071042878,3.440987751,SP9
Mees 1969,ES649,CC35,Mainland Australia,Erromanga,Birds,Passeriformes,Zosteropidae,Zosterops lateralis,Zosterops lateralis familiaris,Zosterops lateralis vatensis,Omnivore,11.71830846,15.5815231,0.287896278,0.330430753,45,10,0.284933351,5.84E-05,169.116,-18.812,1.068864926,2.948412966,3.255272746,0.849211426,-1.914480223,23.79996681,2.177310469,3.381683517,SP9
Mees 1969,ES650,CC35,Mainland Australia,Espiritu Santo (Vanuatu),Birds,Passeriformes,Zosteropidae,Zosterops lateralis,Zosterops lateralis familiaris,Zosterops flavifrons gauensis,Omnivore,11.71830846,11.06158648,0.287896278,0.25207168,45,9,-0.057674016,7.11E-05,166.918,-15.339,1.068864926,3.597256283,3.256477447,0.837141699,-1.637480234,24.89639091,1.879896862,3.497567278,SP9
Joseph Tobias and Patrick Walkden,ES651,CC129,Great Britain,Fair Isle,Birds,Passeriformes,Troglodytidae,Troglodytes troglodytes,Troglodytes troglodytes,Troglodytes troglodytes,Invertebrate,6.141802876,7.269468993,0.270896204,0,4,3,0.168564921,0.000486356,-1.623,59.541,0.788295873,0.88536122,2.098301,0.53563291,-1.622057203,7.872619152,2.453761736,3.035429738,SP119
Joseph Tobias and Patrick Walkden,ES652,CC130,Australia,Fergusson,Birds,Coraciiformes,Alcedinidae,Todiramphus macleayii,Todiramphus macleayii,Todiramphus macleayii,Invertebrate,29.33057557,30.87280486,0.552639171,0.980992047,5,2,0.051245188,0.000575836,150.6667,-9.5,1.467320586,3.157366092,1.643462547,0.79427666,-1.60602507,25.57376862,1.945142893,3.507799791,SP120
Joseph Tobias and Patrick Walkden,ES653,CC131,Brazil,Fernando Norohna,Birds,Passeriformes,Tyrannidae,Elaenia spectabilis,Elaenia spectabilis,Elaenia ridleyana,Omnivore,23.19984025,26.40722725,1.018354296,1.232179381,6,4,0.129492339,0.000865432,-32.42,-3.853,1.365484994,1.264817823,2.544069285,0.614711572,-1.718852535,26.59013176,1.660380597,3.155041355,SP121
Joseph Tobias and Patrick Walkden,ES654,CC132,Australia,Fiji,Birds,Passeriformes,Monarchidae,Myiagra inquieta,Myiagra inquieta,Myiagra azureocapilla,Invertebrate,33.89360848,22.35425594,3.376702342,1.115570217,6,4,-0.416209731,0.002276847,177.97,-17.796,1.530117808,4.016531941,3.413299932,0.732730176,-1.746514477,24.97964478,2.127807709,3.322110576,SP122
Mees 1969,ES655,CC35,Mainland Australia,Fiji,Birds,Passeriformes,Zosteropidae,Zosterops lateralis,Zosterops lateralis familiaris,Zosterops explorator,Omnivore,11.71830846,11.97016268,0.287896278,0.273547652,45,17,0.021264665,4.41E-05,177.97,-17.796,1.068864926,4.016531941,3.413299932,0.732730176,-1.746514477,24.97964478,2.127807709,3.322110576,SP9
Mees 1969,ES656,CC35,Mainland Australia,Fiji,Birds,Passeriformes,Zosteropidae,Zosterops lateralis,Zosterops lateralis familiaris,Zosterops lateralis flaviceps,Omnivore,11.71830846,12.05153577,0.287896278,0.340670406,45,73,0.028039657,2.44E-05,177.97,-17.796,1.068864926,4.016531941,3.413299932,0.732730176,-1.746514477,24.97964478,2.127807709,3.322110576,SP9
Joseph Tobias and Patrick Walkden,ES657,CC133,Australia,Flores (Indonesia),Birds,Passeriformes,Estrildidae,Taeniopygia bichenovii,Taeniopygia bichenovii,Taeniopygia guttata,PlantSeed,8.314223932,7.269468993,0.167230172,0.205580583,2,2,-0.134284527,0.000602161,120.7536,-8.6325,0.919821717,4.131618664,2.755875618,0.72051748,-1.616708002,24.84551811,1.850943555,3.277049362,SP123
Joseph Tobias and Patrick Walkden,ES658,CC134,Borneo,Flores (Indonesia),Birds,Passeriformes,Rhipiduridae,Rhipidura javanica,Rhipidura javanica,Rhipidura diluta,Invertebrate,16.01064428,21.58636365,0.165248548,1.508614552,2,3,0.298808034,0.001681346,120.7536,-8.6325,1.204408809,4.131618664,2.755875618,0.72051748,-1.616708002,24.84551811,1.850943555,3.277049362,SP124
Joseph Tobias and Patrick Walkden,ES659,CC135,Thailand,Flores (Indonesia),Birds,Passeriformes,Campephagidae,Pericrocotus cinnamomeus,Pericrocotus cinnamomeus,Pericrocotus lansbergei,Invertebrate,14.44701057,18.45978113,0.885717104,0.484792045,4,4,0.24510686,0.001112091,120.7536,-8.6325,1.159777991,4.131618664,2.755875618,0.72051748,-1.616708002,24.84551811,1.850943555,3.277049362,SP125
Joseph Tobias and Patrick Walkden,ES660,CC136,Morocco,Fuerteventura,Birds,Passeriformes,Passeridae,Passer hispaniolensis,Passer hispaniolensis,Passer hispaniolensis,PlantSeed,21.9977293,20.60591977,0.62725358,0.898771735,4,4,-0.065360832,0.000678883,-14.025,28.412,1.342377853,3.220040061,2.000004343,0.094562994,-2.022053896,19.98557472,2.399106138,2.094735278,SP126
Joseph Tobias and Patrick Walkden,ES661,CC137,Morocco,Fuerteventura,Birds,Passeriformes,Muscicapidae,Saxicola torquata,Saxicola torquatus,Saxicola dacotiae,Invertebrate,13.36997739,10.77750628,0.637774137,0.521004919,4,4,-0.215550489,0.001153104,-14.025,28.412,1.126130673,3.220040061,2.000004343,0.094562994,-2.022053896,19.98557472,2.399106138,2.094735278,SP127
Mees 1969,ES662,CC35,Mainland Australia,Gaua,Birds,Passeriformes,Zosteropidae,Zosterops lateralis,Zosterops lateralis familiaris,Zosterops flavifrons gauensis,Omnivore,11.71830846,13.79477363,0.287896278,0.336801909,45,11,0.163137354,6.76E-05,167.516,-14.28,1.068864926,2.534026106,3.295347368,0.767122656,-1.722237435,25.57583237,1.753736991,3.548112905,SP9
Joseph Tobias and Patrick Walkden,ES663,CC138,Cuba,Grand Cayman,Birds,Passeriformes,Icteridae,Quiscalus niger,Quiscalus niger,Quiscalus niger,Omnivore,103.6537958,75.31093447,5.818983973,6.983161924,4,4,-0.319431123,0.002937341,-81.243,19.317,2.01558521,2.292256071,2.515875168,0.602053369,-1.953312939,26.7972374,2.15451776,3.156140112,SP128
Joseph Tobias and Patrick Walkden,ES664,CC36,Madagascar,Grande Comore,Birds,Passeriformes,Nectariniidae,Cinnyris sovimanga,Cinnyris sovimanga,Cinnyris humbloti,Omnivore,7.733907987,6.910301311,0.377263804,0.445925974,4,4,-0.112601054,0.001635934,43.3333,-11.5833,0.888399001,3.005566571,2.462399495,0.690142041,-1.806311385,23.33002472,2.111501967,3.369596398,SP28
Joseph Tobias and Patrick Walkden,ES665,CC139,Australia,Grande Terre,Birds,Passeriformes,Acanthizidae,Gerygone fusca,Gerygone fusca,Gerygone flavolateralis,Invertebrate,10.54796019,7.330518695,0,0.152113341,2,3,-0.363886218,0.00014353,165.47,-21.481,1.023168482,4.261857386,3.107210309,0.680171191,-1.757411785,22.45489502,2.344515857,3.216795882,SP129
Joseph Tobias and Patrick Walkden,ES666,CC140,Australia,Grande Terre,Birds,Passeriformes,Acanthizidae,Gerygone olivacea,Gerygone olivacea,Gerygone olivacea,Invertebrate,10.09774986,7.269468993,0.457410353,0.14538938,4,3,-0.328629364,0.000646316,165.47,-21.481,1.004224608,4.261857386,3.107210309,0.680171191,-1.757411785,22.45489502,2.344515857,3.216795882,SP130
Joseph Tobias and Patrick Walkden,ES667,CC141,Australia,Grande Terre,Birds,Passeriformes,Meliphagidae,Philemon corniculatus,Philemon corniculatus,Philemon diemenensis,Omnivore,114.3302005,63.97168984,1.07775269,1.520268394,2,2,-0.580650118,0.000326812,165.47,-21.481,2.058160965,4.261857386,3.107210309,0.680171191,-1.757411785,22.45489502,2.344515857,3.216795882,SP131
Joseph Tobias and Patrick Walkden,ES668,CC142,Papua New Guinea,Grande Terre,Birds,Columbiformes,Columbidae,Ducula pinon,Ducula pinon,Ducula goliath,FruiNect,441.2198757,634.1923447,16.99469086,15.09890259,2,2,0.362808956,0.001025212,165.47,-21.481,2.644655068,4.261857386,3.107210309,0.680171191,-1.757411785,22.45489502,2.344515857,3.216795882,SP132
Joseph Tobias and Patrick Walkden,ES669,CC143,Australia,Grande Terre (New Caledonia),Birds,Accipitriformes,Accipitridae,Circus approximans,Circus approximans,Circus approximans,VertFishScav,1533.567287,1386.271236,26.7654303,21.70304367,3,3,-0.100979004,0.000183237,165.47,-21.481,3.185702836,4.261857386,3.107210309,0.680171191,-1.757411785,22.45489502,2.344515857,3.216795882,SP133
Joseph Tobias and Patrick Walkden,ES670,CC144,France,Great Britain,Birds,Accipitriformes,Accipitridae,Accipiter nisus,Accipiter nisus,Accipiter nisus,VertFishScav,223.6204965,227.2146173,13.40239782,2.879779687,4,4,0.015944618,0.000938171,-1.6,53.186,2.349511607,5.320833548,1.511896724,0.63427998,-1.85767059,8.823502541,2.658902697,2.931824441,SP134
Joseph Tobias and Patrick Walkden,ES671,CC145,France,Great Britain,Birds,Passeriformes,Alaudidae,Alauda arvensis,Alauda arvensis,Alauda arvensis,PlantSeed,43.72666661,48.71457542,2.1908236,1.839517129,4,4,0.108020139,0.000984045,-1.6,53.186,1.640746371,5.320833548,1.511896724,0.63427998,-1.85767059,8.823502541,2.658902697,2.931824441,SP135
Joseph Tobias and Patrick Walkden,ES672,CC146,France,Great Britain,Birds,Passeriformes,Motacillidae,Anthus pratensis,Anthus pratensis,Anthus pratensis,Invertebrate,18.9963538,20.09803756,0.652009634,1.049385534,3,4,0.056375121,0.001074245,-1.6,53.186,1.27867025,5.320833548,1.511896724,0.63427998,-1.85767059,8.823502541,2.658902697,2.931824441,SP136
Joseph Tobias and Patrick Walkden,ES673,CC147,France,Great Britain,Birds,Strigiformes,Strigidae,Asio otus,Asio otus,Asio otus,VertFishScav,594.7870997,531.2526898,20.23508858,16.83499942,4,4,-0.112965743,0.000540405,-1.6,53.186,2.774361541,5.320833548,1.511896724,0.63427998,-1.85767059,8.823502541,2.658902697,2.931824441,SP137
Joseph Tobias and Patrick Walkden,ES674,CC148,France,Great Britain,Birds,Passeriformes,Fringillidae,Carduelis carduelis,Carduelis carduelis,Carduelis carduelis,PlantSeed,22.46188661,21.82075705,0.719124176,0.363491579,5,4,-0.028958269,0.000274369,-1.6,53.186,1.35144623,5.320833548,1.511896724,0.63427998,-1.85767059,8.823502541,2.658902697,2.931824441,SP138
