IOC3_1_Binomial,SpeciesID,IOC3_1_Order,IOC3_1_Family,IOC3_1_Genus,IOC3_1_Species,Taxonomic_Comments,Extinct_full,Extinct_partial,Marine_full,Marine_partial,Migr_dir_full,Migr_dir_partial,Migr_dir_local,Migr_disp_full,Migr_disp_partial,Migr_disp_local,Migr_altitudinal,Irruptive,Nomad_full,Nomad_partial,Nomad_local,Resid_full,Resid_partial,Unknown,Uncertain,Migratory_status_Comments,Triplechecked,Migratory_status,Migratory_status_2,Migratory_status_3
Charmosyna_aureicincta,2306,PSITTACIFORMES,Psittacidae,Charmosyna,aureicincta,now Charmosyna_amabilis,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"presumably resident, described as nomadic in search of fruiting trees",1,resident,partial resident,partial resident
Charmosyna_margarethae,2307,PSITTACIFORMES,Psittacidae,Charmosyna,margarethae,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"no information, but fluctuations in abundance seem likely response to flowering trees",1,resident,full resident,full resident
Charmosyna_pulchella,2308,PSITTACIFORMES,Psittacidae,Charmosyna,pulchella,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,wanders nomadically in lowlands at times,1,resident,full resident,full resident
Charmosyna_josefinae,2309,PSITTACIFORMES,Psittacidae,Charmosyna,josefinae,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,no information but possibly nomadic,1,resident,partial resident,partial resident
Charmosyna_papou,2310,PSITTACIFORMES,Psittacidae,Charmosyna,papou,includes stellae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,some degree of local nomadism suggested by abundance fluctuations (local food supply),1,resident,full resident,full resident
Oreopsittacus_arfaki,2311,PSITTACIFORMES,Psittacidae,Oreopsittacus,arfaki,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"no information, presumed resident (endemic to New Guinea)",0,resident,full resident,full resident
Neopsittacus_musschenbroekii,2312,PSITTACIFORMES,Psittacidae,Neopsittacus,musschenbroekii,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"no information, presumed resident (endemic to New Guinea)",0,resident,full resident,full resident
Neopsittacus_pullicauda,2313,PSITTACIFORMES,Psittacidae,Neopsittacus,pullicauda,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"no information, presumed resident (endemic to New Guinea)",0,resident,full resident,full resident
Prosopeia_splendens,2314,PSITTACIFORMES,Psittacidae,Prosopeia,splendens,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Prosopeia_personata,2315,PSITTACIFORMES,Psittacidae,Prosopeia,personata,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Prosopeia_tabuensis,2316,PSITTACIFORMES,Psittacidae,Prosopeia,tabuensis,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Eunymphicus_cornutus,2317,PSITTACIFORMES,Psittacidae,Eunymphicus,cornutus,in HBW Eunymphicus_cornutus includes race uvaeensis,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,sedentary but may migrate seasonally,1,resident,full resident,full resident
Eunymphicus_uvaeensis,2318,PSITTACIFORMES,Psittacidae,Eunymphicus,uvaeensis,"in HBW uvaeensis is race of Eunymphicus_cornutus, but it is a separate species in HBW online",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,sedentary (text on cornutus in HBW),1,resident,full resident,full resident
Cyanoramphus_zealandicus,2319,PSITTACIFORMES,Psittacidae,Cyanoramphus,zealandicus,"extinct; known from 5 specimens collected 1773, 1842, 1844",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,was presumably resident in forest and restricted to Tahiti (text in BirdLife),1,unknown,unknown,extinct
Cyanoramphus_ulietanus,2320,PSITTACIFORMES,Psittacidae,Cyanoramphus,ulietanus,extinct; known from only 2 specimens collected 1773,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,was presumably resident in forest and restricted to Society Islands (text in BirdLife),1,unknown,unknown,extinct
Cyanoramphus_saisseti,2321,PSITTACIFORMES,Psittacidae,Cyanoramphus,saisseti,in HBW saisseti is race of Cyanoramphus_novaezelandiae,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,regular movements between islands (text on novaezelandiae in HBW),1,resident,full resident,full resident
Cyanoramphus_cookii,2322,PSITTACIFORMES,Psittacidae,Cyanoramphus,cookii,in HBW cookii is race of Cyanoramphus_novaezelandiae,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,regular movements between islands (text on novaezelandiae in HBW),1,resident,full resident,full resident
Cyanoramphus_subflavescens,2323,PSITTACIFORMES,Psittacidae,Cyanoramphus,subflavescens,extinct (end 19th century); in HBW subflavescens is race of Cyanoramphus_novaezelandiae,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,"was presumably resident and restricted to Lord Howe Island, but regularly moved between islands as it was part of panmictic novaezelandiae popltn, currently recognized as subspecies (text in BirdLife)",1,resident,full resident,extinct
Cyanoramphus_unicolor,2324,PSITTACIFORMES,Psittacidae,Cyanoramphus,unicolor,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Cyanoramphus_auriceps,2325,PSITTACIFORMES,Psittacidae,Cyanoramphus,auriceps,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Cyanoramphus_forbesi,2326,PSITTACIFORMES,Psittacidae,Cyanoramphus,forbesi,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Cyanoramphus_malherbi,2327,PSITTACIFORMES,Psittacidae,Cyanoramphus,malherbi,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"no information, presumed resident (endemic to New Zealand, historical range contraction)",1,resident,full resident,full resident
Cyanoramphus_novaezelandiae,2328,PSITTACIFORMES,Psittacidae,Cyanoramphus,novaezelandiae,"in HBW Cyanoramphus_novaezelandiae includes races saisseti, cooki, hochstetteri, subflavescens, and erythrotis; effectively extinct on mainland New Zealand",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"regular movements between islands, irruptive behaviour noted historically",1,resident,full resident,full resident
Cyanoramphus_hochstetteri,2329,PSITTACIFORMES,Psittacidae,Cyanoramphus,hochstetteri,in HBW hochstetteri is race of Cyanoramphus_novaezelandiae,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,regular movements between islands (text on novaezelandiae in HBW),1,resident,full resident,full resident
Cyanoramphus_erythrotis,2330,PSITTACIFORMES,Psittacidae,Cyanoramphus,erythrotis,extinct (end 19th century); in HBW erythrotis is race of Cyanoramphus_novaezelandiae,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,"was presumably resident and restricted to Macquarie Island, but regularly moved between islands as it was part of panmictic novaezelandiae popltn, currently recognized as subspecies (text in BirdLife)",1,resident,full resident,extinct
Purpureicephalus_spurius,2331,PSITTACIFORMES,Psittacidae,Purpureicephalus,spurius,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"adults mainly sedentary, nomadic at range edge",1,resident,full resident,full resident
Barnardius_zonarius,2332,PSITTACIFORMES,Psittacidae,Barnardius,zonarius,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,normally sedentary but in arid country nomadic movements (water availability),1,resident,partial resident,partial resident
Platycercus_caledonicus,2333,PSITTACIFORMES,Psittacidae,Platycercus,caledonicus,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,"sedentary, presumably some altitud movement",1,resident,full resident,full resident
Platycercus_elegans,2334,PSITTACIFORMES,Psittacidae,Platycercus,elegans,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"generally sedentary, nomadic movements at range edge in winter, altitudinal seasonal movement suggested",1,resident,full resident,full resident
Platycercus_adscitus,2335,PSITTACIFORMES,Psittacidae,Platycercus,adscitus,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"sedentary, local movements at range edge",1,resident,full resident,full resident
Platycercus_eximius,2336,PSITTACIFORMES,Psittacidae,Platycercus,eximius,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Platycercus_venustus,2337,PSITTACIFORMES,Psittacidae,Platycercus,venustus,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"probably mainly sedentary, dry season movement to water courses",1,resident,full resident,full resident
Platycercus_icterotis,2338,PSITTACIFORMES,Psittacidae,Platycercus,icterotis,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"generally sedentary, seasonal presence in one area",1,resident,full resident,full resident
Northiella_haematogaster,2339,PSITTACIFORMES,Psittacidae,Northiella,haematogaster,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,seasonal local movements in narethae (sw Australia) suggesting local movements in response to food availability,1,resident,full resident,full resident
Psephotus_haematonotus,2340,PSITTACIFORMES,Psittacidae,Psephotus,haematonotus,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"sedentary, local movements at range edge",1,resident,full resident,full resident
Psephotus_varius,2341,PSITTACIFORMES,Psittacidae,Psephotus,varius,now in Psephotellus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"no large-scale seasonal movements, some nomadism may occur or may be caused by human disturbance",1,resident,full resident,full resident
Psephotus_dissimilis,2342,PSITTACIFORMES,Psittacidae,Psephotus,dissimilis,now in Psephotellus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Psephotus_chrysopterygius,2343,PSITTACIFORMES,Psittacidae,Psephotus,chrysopterygius,now in Psephotellus,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,local pronounced post-breeding dispersal,1,resident,full resident,full resident
Psephotus_pulcherrimus,2344,PSITTACIFORMES,Psittacidae,Psephotus,pulcherrimus,extinct (last recorded in 1928); now in Psephotellus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"no information on movements, presumably sedentary",1,resident,full resident,extinct
Neopsephotus_bourkii,2345,PSITTACIFORMES,Psittacidae,Neopsephotus,bourkii,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"nomadic, often remains in an area for several years then disappears",1,nomadic,full nomad,full nomad
Neophema_chrysostoma,2346,PSITTACIFORMES,Psittacidae,Neophema,chrysostoma,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"migratory but pattern unclear, S breeders move N in austral winter and species is present in winter only in N of range so may be leapfrog migration",1,directional migratory,partial directional migrant,partial directional migrant
Neophema_elegans,2347,PSITTACIFORMES,Psittacidae,Neophema,elegans,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"partly nomadic, particularly at edge of range, some small-scale seasonal movements may also occur but pattern unclear",1,nomadic,partial nomad,partial nomad
Neophema_petrophila,2348,PSITTACIFORMES,Psittacidae,Neophema,petrophila,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,"resident but with local post-breeding dispersal, on Kangaroo Isl only present in austral summer",1,resident,full resident,full resident
Neophema_chrysogaster,2349,PSITTACIFORMES,Psittacidae,Neophema,chrysogaster,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,directional migratory,full directional migrant,full directional migrant
Neophema_pulchella,2350,PSITTACIFORMES,Psittacidae,Neophema,pulchella,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,"mainly sedentary, but with local post-breeding dispersal and local irregular movements probably in response to rainfall",1,resident,full resident,full resident
Neophema_splendida,2351,PSITTACIFORMES,Psittacidae,Neophema,splendida,,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,"probably nomadic and certainly irruptive, presumably in response to favourable climate, some more regular seasonal movements noted in SE",1,nomadic,partial nomad,partial nomad
Lathamus_discolor,2352,PSITTACIFORMES,Psittacidae,Lathamus,discolor,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"austral migrant, a few birds remain in breeding area (Tasmania) year-round, on wintering grounds irregularly dispersive and nomadic following flowering",1,directional migratory,partial directional migrant,partial directional migrant
Melopsittacus_undulatus,2353,PSITTACIFORMES,Psittacidae,Melopsittacus,undulatus,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"fairly nomadic according to water and seeding grass, but some popltns relatively predictable on seasonal basis in areas where food supply is regular or stable, esp in S of range",1,nomadic,partial nomad,partial nomad
Pezoporus_wallicus,2354,PSITTACIFORMES,Psittacidae,Pezoporus,wallicus,in HBW includes flaviventris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"reputedly sedentary, but altitud migration on Tasmania probable",1,resident,full resident,full resident
Pezoporus_flaviventris,2355,PSITTACIFORMES,Psittacidae,Pezoporus,flaviventris,in HBW included in Pezoporus_wallicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,reputedly sedentary (text on wallicus in HBW),1,resident,full resident,full resident
Pezoporus_occidentalis,2356,PSITTACIFORMES,Psittacidae,Pezoporus,occidentalis,HBW: Geopsittacus_occidentalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"possibly a wandererer, possibly sedentary, perhaps depending on locality or climate, past reports on seasonal fluctuations and habitat shifts not borne out by recent records",1,resident,full resident,full resident
Psittacella_brehmii,2357,PSITTACIFORMES,Psittacidae,Psittacella,brehmii,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"no information, presumed resident (endemic to New Guinea)",0,resident,full resident,full resident
Psittacella_picta,2358,PSITTACIFORMES,Psittacidae,Psittacella,picta,includes lorentzi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"no information, presumed resident (endemic to New Guinea)",0,resident,full resident,full resident
Psittacella_modesta,2359,PSITTACIFORMES,Psittacidae,Psittacella,modesta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"no information, presumed resident (endemic to New Guinea)",0,resident,full resident,full resident
Psittacella_madaraszi,2360,PSITTACIFORMES,Psittacidae,Psittacella,madaraszi,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"no information, presumed resident (endemic to New Guinea)",0,resident,full resident,full resident
Psittinus_cyanurus,2361,PSITTACIFORMES,Psittacidae,Psittinus,cyanurus,includes abbotti,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,"long-distance possibly nomadic dispersal suspected, birds may have very large home ranges or else follow seed-flushes opportunistically, some seasonal or irregular seasonal occurrence in some areas",1,dispersive migratory,partial dispersive migrant,partial dispersive migrant
Geoffroyus_geoffroyi,2362,PSITTACIFORMES,Psittacidae,Geoffroyus,geoffroyi,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Geoffroyus_simplex,2363,PSITTACIFORMES,Psittacidae,Geoffroyus,simplex,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,strongly nomadic,1,nomadic,full nomad,full nomad
Geoffroyus_heteroclitus,2364,PSITTACIFORMES,Psittacidae,Geoffroyus,heteroclitus,includes hyacinthinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,no information; presumed resident (endemic to Bismarck Arch to Solomon Isl),0,resident,full resident,full resident
Prioniturus_montanus,2365,PSITTACIFORMES,Psittacidae,Prioniturus,montanus,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Prioniturus_waterstradti,2366,PSITTACIFORMES,Psittacidae,Prioniturus,waterstradti,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"no information, presumed resident (endemic to Mindanao)",0,resident,full resident,full resident
Prioniturus_platenae,2367,PSITTACIFORMES,Psittacidae,Prioniturus,platenae,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"no information, presumed resident (endemic to Palawan Is)",0,resident,full resident,full resident
Prioniturus_luconensis,2368,PSITTACIFORMES,Psittacidae,Prioniturus,luconensis,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"no information, presumed resident (endemic to Luzon in Philippines)",0,resident,full resident,full resident
Prioniturus_discurus,2369,PSITTACIFORMES,Psittacidae,Prioniturus,discurus,includes mindorensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"seasonal occurrence described from one location, no other information suggests migratory behaviour",1,resident,full resident,full resident
Prioniturus_verticalis,2370,PSITTACIFORMES,Psittacidae,Prioniturus,verticalis,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"no information, presumed resident (endemic to Sulu Arch)",0,resident,full resident,full resident
Prioniturus_flavicans,2371,PSITTACIFORMES,Psittacidae,Prioniturus,flavicans,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"no information, presumed resident (endemic to N Sulawesi)",0,resident,full resident,full resident
Prioniturus_platurus,2372,PSITTACIFORMES,Psittacidae,Prioniturus,platurus,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Prioniturus_mada,2373,PSITTACIFORMES,Psittacidae,Prioniturus,mada,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,presumably sedentary,0,resident,full resident,full resident
Tanygnathus_megalorynchos,2374,PSITTACIFORMES,Psittacidae,Tanygnathus,megalorynchos,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"some inter-island movement between adjacent small islands, presumably a very local phenomenon",1,resident,full resident,full resident
Tanygnathus_lucionensis,2375,PSITTACIFORMES,Psittacidae,Tanygnathus,lucionensis,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"no information, presumed to be sedentary",0,resident,full resident,full resident
Tanygnathus_sumatranus,2376,PSITTACIFORMES,Psittacidae,Tanygnathus,sumatranus,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"no information, presumed resident (HBW map year-round, endemic to Philippines and Sulawesi)",0,resident,full resident,full resident
Tanygnathus_gramineus,2377,PSITTACIFORMES,Psittacidae,Tanygnathus,gramineus,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,apparently resident,0,resident,full resident,full resident
Eclectus_roratus,2378,PSITTACIFORMES,Psittacidae,Eclectus,roratus,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Alisterus_amboinensis,2379,PSITTACIFORMES,Psittacidae,Alisterus,amboinensis,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"no information, presumed resident (endemic to New Guinea and islands around)",0,resident,full resident,full resident
Alisterus_chloropterus,2380,PSITTACIFORMES,Psittacidae,Alisterus,chloropterus,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,apparently sedentary,0,resident,full resident,full resident
Alisterus_scapularis,2381,PSITTACIFORMES,Psittacidae,Alisterus,scapularis,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,altitud migration in S,1,resident,full resident,full resident
Aprosmictus_jonquillaceus,2382,PSITTACIFORMES,Psittacidae,Aprosmictus,jonquillaceus,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"no information, presumed resident (endemic to Lesser Sundas)",0,resident,full resident,full resident
Aprosmictus_erythropterus,2383,PSITTACIFORMES,Psittacidae,Aprosmictus,erythropterus,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"relatively sedentary in stable climates, rather nomadic elsewhere with irregular movements at fringes of mainland range, in New Guinea seasonal movement suggested",1,resident,partial resident,partial resident
Polytelis_swainsonii,2384,PSITTACIFORMES,Psittacidae,Polytelis,swainsonii,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"N parts of range only occupied by part of population in winter, evidence of local movements S in S, also partly nomadic following flowering",1,dispersive migratory,partial dispersive migrant,partial dispersive migrant
Polytelis_anthopeplus,2385,PSITTACIFORMES,Psittacidae,Polytelis,anthopeplus,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,"post-breeding dispersal N in SE, in SW evidence of seasonal, irruptive and nomadic behaviour, apparently depending on regularity of rains",1,dispersive migratory,partial dispersive migrant,partial dispersive migrant
Polytelis_alexandrae,2386,PSITTACIFORMES,Psittacidae,Polytelis,alexandrae,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"irruptive and/or nomadic, probably core central range from which birds range out more widely over several years when conditions permit",1,nomadic,full nomad,full nomad
Psittacula_eupatria,2387,PSITTACIFORMES,Psittacidae,Psittacula,eupatria,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,"resident, but also nomadic and locally migratory in N India",1,resident,partial resident,partial resident
Psittacula_wardi,2388,PSITTACIFORMES,Psittacidae,Psittacula,wardi,extinct (last specimen shot 1893),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,was presumably resident in forest and restricted to Seychelles (text in BirdLife),1,resident,full resident,extinct
Psittacula_krameri,2389,PSITTACIFORMES,Psittacidae,Psittacula,krameri,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,resident but minor local movements in Africa,1,resident,full resident,full resident
Psittacula_eques,2390,PSITTACIFORMES,Psittacidae,Psittacula,eques,includes extinct subspecies eques; HBW: Psittacula_echo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"sedentary, may have formerly shifted areas quite extensively with seasonal food availability",1,resident,full resident,full resident
Psittacula_bensoni,2391,PSITTACIFORMES,Psittacidae,Psittacula,bensoni,extinct (last reported 1764); known from 1 fossil find and historical accounts,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,was presumably resident in forest and restricted to Mauritius (text on Lophopsittacus_bensoni in BirdLife),1,unknown,unknown,extinct
Psittacula_himalayana,2392,PSITTACIFORMES,Psittacidae,Psittacula,himalayana,,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,"nomadic in extreme E of range, elsewhere altitud migrant",1,resident,partial resident,partial resident
Psittacula_finschii,2393,PSITTACIFORMES,Psittacidae,Psittacula,finschii,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,"mainly sedentary, with local altitud movements",1,resident,full resident,full resident
Psittacula_cyanocephala,2394,PSITTACIFORMES,Psittacidae,Psittacula,cyanocephala,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"resident, with marked local movements (food supply)",1,resident,full resident,full resident
Psittacula_roseata,2395,PSITTACIFORMES,Psittacidae,Psittacula,roseata,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,local seasonal presence in S,1,resident,full resident,full resident
Psittacula_columboides,2396,PSITTACIFORMES,Psittacidae,Psittacula,columboides,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,resident with some nomadism (food availability),1,resident,full resident,full resident
Psittacula_calthropae,2397,PSITTACIFORMES,Psittacidae,Psittacula,calthropae,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"apparently sedentary, altitud movements may occur",1,resident,full resident,full resident
Psittacula_derbiana,2398,PSITTACIFORMES,Psittacidae,Psittacula,derbiana,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,seasonal occurrence in some areas but resident in others,1,resident,full resident,full resident
Psittacula_alexandri,2399,PSITTACIFORMES,Psittacidae,Psittacula,alexandri,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"generally sedentary, with local irregular movements",1,resident,full resident,full resident
Psittacula_caniceps,2400,PSITTACIFORMES,Psittacidae,Psittacula,caniceps,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Psittacula_exsul,2401,PSITTACIFORMES,Psittacidae,Psittacula,exsul,extinct (last reported 1875); two complete specimen and various subfossil bones survive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,was presumably resident in forest and restricted to Rodrigues Island (text in BirdLife),1,resident,full resident,extinct
Psittacula_longicauda,2402,PSITTACIFORMES,Psittacidae,Psittacula,longicauda,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,"poorly understood fluctuations in numbers occur throughout, irregular occurrence also between years, suggests nomadic behaviour or trap-lining over huge communal home range",1,nomadic,partial nomad,partial nomad
Lophopsittacus_mauritianus,2403,PSITTACIFORMES,Psittacidae,Lophopsittacus,mauritianus,extinct (17th century),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,was presumably sedentary as a poor flier and restricted to Mauritius (text in BirdLife),1,resident,full resident,extinct
Necropsittacus_rodericanus,2404,PSITTACIFORMES,Psittacidae,Necropsittacus,rodericanus,extinct; known from 1 fossil find and a historical account from 1726 presumably about that species,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"very little known, already restricted to islets off the main island when described",1,unknown,unknown,extinct
Agapornis_canus,2405,PSITTACIFORMES,Psittacidae,Agapornis,canus,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Agapornis_pullarius,2406,PSITTACIFORMES,Psittacidae,Agapornis,pullarius,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,"some popltns sedentary, others short-distance migrants, all perhaps capable of nomadism, some rain-dependent abundance fluctuations described and sporadic occurrence and considerable local movementsin E",1,dispersive migratory,partial dispersive migrant,partial dispersive migrant
Agapornis_taranta,2407,PSITTACIFORMES,Psittacidae,Agapornis,taranta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,no recorded movements,0,resident,full resident,full resident
Agapornis_swindernianus,2408,PSITTACIFORMES,Psittacidae,Agapornis,swindernianus,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Agapornis_roseicollis,2409,PSITTACIFORMES,Psittacidae,Agapornis,roseicollis,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,resident but wanders locally (eg drying of waterholes),1,resident,full resident,full resident
Agapornis_fischeri,2410,PSITTACIFORMES,Psittacidae,Agapornis,fischeri,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,"sedentary, although with local dry season movements, and irruptions in summer",1,resident,full resident,full resident
Agapornis_personatus,2411,PSITTACIFORMES,Psittacidae,Agapornis,personatus,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Agapornis_lilianae,2412,PSITTACIFORMES,Psittacidae,Agapornis,lilianae,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,apparently sedentary,0,resident,full resident,full resident
Agapornis_nigrigenis,2413,PSITTACIFORMES,Psittacidae,Agapornis,nigrigenis,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"some local movements, possibly seasonal",1,resident,full resident,full resident
