IOC3_1_Binomial,SpeciesID,IOC3_1_Order,IOC3_1_Family,IOC3_1_Genus,IOC3_1_Species,Taxonomic_Comments,Extinct_full,Extinct_partial,Marine_full,Marine_partial,Migr_dir_full,Migr_dir_partial,Migr_dir_local,Migr_disp_full,Migr_disp_partial,Migr_disp_local,Migr_altitudinal,Irruptive,Nomad_full,Nomad_partial,Nomad_local,Resid_full,Resid_partial,Unknown,Uncertain,Migratory_status_Comments,Triplechecked,Migratory_status,Migratory_status_2,Migratory_status_3
Pseudasthenes_humicola,4443,PASSERIFORMES,Furnariidae,Pseudasthenes,humicola,in HBW in Asthenes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Pseudasthenes_patagonica,4444,PASSERIFORMES,Furnariidae,Pseudasthenes,patagonica,in HBW in Asthenes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Pseudasthenes_cactorum,4445,PASSERIFORMES,Furnariidae,Pseudasthenes,cactorum,in HBW in Asthenes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Pseudasthenes_steinbachi,4446,PASSERIFORMES,Furnariidae,Pseudasthenes,steinbachi,in HBW in Asthenes,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,"mainly resident, some post-breeding downslope movement",1,resident,full resident,full resident
Schoeniophylax_phryganophilus,4447,PASSERIFORMES,Furnariidae,Schoeniophylax,phryganophilus,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Synallaxis_candei,4448,PASSERIFORMES,Furnariidae,Synallaxis,candei,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Synallaxis_kollari,4449,PASSERIFORMES,Furnariidae,Synallaxis,kollari,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Synallaxis_scutata,4450,PASSERIFORMES,Furnariidae,Synallaxis,scutata,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Synallaxis_unirufa,4451,PASSERIFORMES,Furnariidae,Synallaxis,unirufa,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Synallaxis_castanea,4452,PASSERIFORMES,Furnariidae,Synallaxis,castanea,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Synallaxis_fuscorufa,4453,PASSERIFORMES,Furnariidae,Synallaxis,fuscorufa,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Synallaxis_ruficapilla,4454,PASSERIFORMES,Furnariidae,Synallaxis,ruficapilla,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Synallaxis_whitneyi,4455,PASSERIFORMES,Furnariidae,Synallaxis,whitneyi,in HBW Synallaxis_cinerea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Synallaxis_infuscata,4456,PASSERIFORMES,Furnariidae,Synallaxis,infuscata,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Synallaxis_cinnamomea,4457,PASSERIFORMES,Furnariidae,Synallaxis,cinnamomea,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Synallaxis_cinerascens,4458,PASSERIFORMES,Furnariidae,Synallaxis,cinerascens,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Synallaxis_subpudica,4459,PASSERIFORMES,Furnariidae,Synallaxis,subpudica,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Synallaxis_frontalis,4460,PASSERIFORMES,Furnariidae,Synallaxis,frontalis,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"resident, popltn breeding in extreme S suspected of being partially migratory",1,resident,full resident,full resident
Synallaxis_azarae,4461,PASSERIFORMES,Furnariidae,Synallaxis,azarae,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Synallaxis_courseni,4462,PASSERIFORMES,Furnariidae,Synallaxis,courseni,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Synallaxis_albescens,4463,PASSERIFORMES,Furnariidae,Synallaxis,albescens,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"presumably resident, popltns breeding in extreme S of range suspected of being at least partially migratory",1,resident,full resident,full resident
Synallaxis_beverlyae,4464,PASSERIFORMES,Furnariidae,Synallaxis,beverlyae,"recently described, not in SibleyMonroe, not in HBW books, but it is a species in HBW online",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,probably resident,0,resident,full resident,full resident
Synallaxis_albigularis,4465,PASSERIFORMES,Furnariidae,Synallaxis,albigularis,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Synallaxis_hypospodia,4466,PASSERIFORMES,Furnariidae,Synallaxis,hypospodia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Synallaxis_spixi,4467,PASSERIFORMES,Furnariidae,Synallaxis,spixi,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Synallaxis_rutilans,4468,PASSERIFORMES,Furnariidae,Synallaxis,rutilans,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Synallaxis_cherriei,4469,PASSERIFORMES,Furnariidae,Synallaxis,cherriei,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Synallaxis_erythrothorax,4470,PASSERIFORMES,Furnariidae,Synallaxis,erythrothorax,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Synallaxis_brachyura,4471,PASSERIFORMES,Furnariidae,Synallaxis,brachyura,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Synallaxis_tithys,4472,PASSERIFORMES,Furnariidae,Synallaxis,tithys,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"resident, some suggestion of local elev movement",1,resident,full resident,full resident
Synallaxis_propinqua,4473,PASSERIFORMES,Furnariidae,Synallaxis,propinqua,HBW: Mazaria_propinqua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"apparently resident, seasonal flooding of habitat may force local movements but this is not studied",1,resident,full resident,full resident
Synallaxis_macconnelli,4474,PASSERIFORMES,Furnariidae,Synallaxis,macconnelli,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Synallaxis_moesta,4475,PASSERIFORMES,Furnariidae,Synallaxis,moesta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Synallaxis_cabanisi,4476,PASSERIFORMES,Furnariidae,Synallaxis,cabanisi,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Synallaxis_gujanensis,4477,PASSERIFORMES,Furnariidae,Synallaxis,gujanensis,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Synallaxis_maranonica,4478,PASSERIFORMES,Furnariidae,Synallaxis,maranonica,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Synallaxis_albilora,4479,PASSERIFORMES,Furnariidae,Synallaxis,albilora,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Synallaxis_zimmeri,4480,PASSERIFORMES,Furnariidae,Synallaxis,zimmeri,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Synallaxis_stictothorax,4481,PASSERIFORMES,Furnariidae,Synallaxis,stictothorax,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Siptornopsis_hypochondriaca,4482,PASSERIFORMES,Furnariidae,Siptornopsis,hypochondriaca,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Gyalophylax_hellmayri,4483,PASSERIFORMES,Furnariidae,Gyalophylax,hellmayri,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Hellmayrea_gularis,4484,PASSERIFORMES,Furnariidae,Hellmayrea,gularis,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Cranioleuca_marcapatae,4485,PASSERIFORMES,Furnariidae,Cranioleuca,marcapatae,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Cranioleuca_albiceps,4486,PASSERIFORMES,Furnariidae,Cranioleuca,albiceps,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Cranioleuca_vulpina,4487,PASSERIFORMES,Furnariidae,Cranioleuca,vulpina,in HBW Cranioleuca_vulpina includes race dissita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Cranioleuca_dissita,4488,PASSERIFORMES,Furnariidae,Cranioleuca,dissita,in HBW dissita is no seperate species but race of Cranioleuca_vulpina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,resident (text on vulpina in HBW),1,resident,full resident,full resident
Cranioleuca_vulpecula,4489,PASSERIFORMES,Furnariidae,Cranioleuca,vulpecula,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Cranioleuca_sulphurifera,4490,PASSERIFORMES,Furnariidae,Cranioleuca,sulphurifera,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,resident,full resident,full resident
Cranioleuca_subcristata,4491,PASSERIFORMES,Furnariidae,Cranioleuca,subcristata,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Cranioleuca_pyrrhophia,4492,PASSERIFORMES,Furnariidae,Cranioleuca,pyrrhophia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Cranioleuca_henricae,4493,PASSERIFORMES,Furnariidae,Cranioleuca,henricae,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Cranioleuca_obsoleta,4494,PASSERIFORMES,Furnariidae,Cranioleuca,obsoleta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Cranioleuca_pallida,4495,PASSERIFORMES,Furnariidae,Cranioleuca,pallida,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Cranioleuca_semicinerea,4496,PASSERIFORMES,Furnariidae,Cranioleuca,semicinerea,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Cranioleuca_albicapilla,4497,PASSERIFORMES,Furnariidae,Cranioleuca,albicapilla,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Cranioleuca_erythrops,4498,PASSERIFORMES,Furnariidae,Cranioleuca,erythrops,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Cranioleuca_demissa,4499,PASSERIFORMES,Furnariidae,Cranioleuca,demissa,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Cranioleuca_hellmayri,4500,PASSERIFORMES,Furnariidae,Cranioleuca,hellmayri,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Cranioleuca_curtata,4501,PASSERIFORMES,Furnariidae,Cranioleuca,curtata,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Cranioleuca_antisiensis,4502,PASSERIFORMES,Furnariidae,Cranioleuca,antisiensis,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Cranioleuca_baroni,4503,PASSERIFORMES,Furnariidae,Cranioleuca,baroni,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Cranioleuca_gutturata,4504,PASSERIFORMES,Furnariidae,Cranioleuca,gutturata,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Cranioleuca_muelleri,4505,PASSERIFORMES,Furnariidae,Cranioleuca,muelleri,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Certhiaxis_cinnamomeus,4506,PASSERIFORMES,Furnariidae,Certhiaxis,cinnamomeus,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Certhiaxis_mustelinus,4507,PASSERIFORMES,Furnariidae,Certhiaxis,mustelinus,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,probably resident,0,resident,full resident,full resident
Thripophaga_cherriei,4508,PASSERIFORMES,Furnariidae,Thripophaga,cherriei,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,presumably resident,0,resident,full resident,full resident
Thripophaga_macroura,4509,PASSERIFORMES,Furnariidae,Thripophaga,macroura,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Thripophaga_fusciceps,4510,PASSERIFORMES,Furnariidae,Thripophaga,fusciceps,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Thripophaga_berlepschi,4511,PASSERIFORMES,Furnariidae,Thripophaga,berlepschi,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Phacellodomus_rufifrons,4512,PASSERIFORMES,Furnariidae,Phacellodomus,rufifrons,in HBW no split into Phacellodomus_rufifrons and Phacellodomus_inornatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Phacellodomus_inornatus,4513,PASSERIFORMES,Furnariidae,Phacellodomus,inornatus,in HBW inornatus is race of Phacellodomus_rufifrons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,resident (text on rufifrons in HBW),1,resident,full resident,full resident
Phacellodomus_sibilatrix,4514,PASSERIFORMES,Furnariidae,Phacellodomus,sibilatrix,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Phacellodomus_striaticeps,4515,PASSERIFORMES,Furnariidae,Phacellodomus,striaticeps,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,"mainly resident, some post-breeding downslope movements by S popltns",1,resident,full resident,full resident
Phacellodomus_striaticollis,4516,PASSERIFORMES,Furnariidae,Phacellodomus,striaticollis,in HBW no split into Phacellodomus_striaticollis and Phacellodomus_maculipectus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Phacellodomus_maculipectus,4517,PASSERIFORMES,Furnariidae,Phacellodomus,maculipectus,in HBW maculipectus is race of Phacellodomus_striaticollis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,resident (text on striaticollis in HBW),1,resident,full resident,full resident
Phacellodomus_dorsalis,4518,PASSERIFORMES,Furnariidae,Phacellodomus,dorsalis,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Phacellodomus_ruber,4519,PASSERIFORMES,Furnariidae,Phacellodomus,ruber,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Phacellodomus_erythrophthalmus,4520,PASSERIFORMES,Furnariidae,Phacellodomus,erythrophthalmus,in HBW no split into Phacellodomus_erythrophthalmus and Phacellodomus_ferrugineigula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Phacellodomus_ferrugineigula,4521,PASSERIFORMES,Furnariidae,Phacellodomus,ferrugineigula,in HBW ferrugineigula is race of Phacellodomus_erythrophthalmus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,resident (text on erythrophthalmus in HBW),1,resident,full resident,full resident
Clibanornis_dendrocolaptoides,4522,PASSERIFORMES,Furnariidae,Clibanornis,dendrocolaptoides,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Spartonoica_maluroides,4523,PASSERIFORMES,Furnariidae,Spartonoica,maluroides,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"resident, seasonal changes in abundance suggest local movements",1,resident,full resident,full resident
Phleocryptes_melanops,4524,PASSERIFORMES,Furnariidae,Phleocryptes,melanops,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"mainly resident, some N migration by S popltn but uncertain whether any parts of S range then abandoned",1,directional migratory,partial directional migrant,partial directional migrant
Limnornis_curvirostris,4525,PASSERIFORMES,Furnariidae,Limnornis,curvirostris,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Limnoctites_rectirostris,4526,PASSERIFORMES,Furnariidae,Limnoctites,rectirostris,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Anumbius_annumbi,4527,PASSERIFORMES,Furnariidae,Anumbius,annumbi,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Coryphistera_alaudina,4528,PASSERIFORMES,Furnariidae,Coryphistera,alaudina,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"mainly resident, some local movement to N in austral winter",1,resident,full resident,full resident
Siptornis_striaticollis,4529,PASSERIFORMES,Furnariidae,Siptornis,striaticollis,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Metopothrix_aurantiaca,4530,PASSERIFORMES,Furnariidae,Metopothrix,aurantiaca,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Xenerpestes_minlosi,4531,PASSERIFORMES,Furnariidae,Xenerpestes,minlosi,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Xenerpestes_singularis,4532,PASSERIFORMES,Furnariidae,Xenerpestes,singularis,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Premnornis_guttuliger,4533,PASSERIFORMES,Furnariidae,Premnornis,guttuliger,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Premnoplex_brunnescens,4534,PASSERIFORMES,Furnariidae,Premnoplex,brunnescens,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Premnoplex_tatei,4535,PASSERIFORMES,Furnariidae,Premnoplex,tatei,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Roraimia_adusta,4536,PASSERIFORMES,Furnariidae,Roraimia,adusta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Acrobatornis_fonsecai,4537,PASSERIFORMES,Furnariidae,Acrobatornis,fonsecai,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Margarornis_rubiginosus,4538,PASSERIFORMES,Furnariidae,Margarornis,rubiginosus,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Margarornis_stellatus,4539,PASSERIFORMES,Furnariidae,Margarornis,stellatus,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Margarornis_bellulus,4540,PASSERIFORMES,Furnariidae,Margarornis,bellulus,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Margarornis_squamiger,4541,PASSERIFORMES,Furnariidae,Margarornis,squamiger,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Pseudoseisura_cristata,4542,PASSERIFORMES,Furnariidae,Pseudoseisura,cristata,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Pseudoseisura_unirufa,4543,PASSERIFORMES,Furnariidae,Pseudoseisura,unirufa,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Pseudoseisura_lophotes,4544,PASSERIFORMES,Furnariidae,Pseudoseisura,lophotes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Pseudoseisura_gutturalis,4545,PASSERIFORMES,Furnariidae,Pseudoseisura,gutturalis,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Pseudocolaptes_lawrencii,4546,PASSERIFORMES,Furnariidae,Pseudocolaptes,lawrencii,in HBW no split into Pseudocolaptes_lawrencii and Pseudocolaptes_johnsoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Pseudocolaptes_johnsoni,4547,PASSERIFORMES,Furnariidae,Pseudocolaptes,johnsoni,in HBW johnsoni is race of Pseudocolaptes_lawrencii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,resident (text on lawrencii in HBW),1,resident,full resident,full resident
Pseudocolaptes_boissonneautii,4548,PASSERIFORMES,Furnariidae,Pseudocolaptes,boissonneautii,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Berlepschia_rikeri,4549,PASSERIFORMES,Furnariidae,Berlepschia,rikeri,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Anabacerthia_variegaticeps,4550,PASSERIFORMES,Furnariidae,Anabacerthia,variegaticeps,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,"resident, some downslope movement in non-breeding season",1,resident,full resident,full resident
Anabacerthia_striaticollis,4551,PASSERIFORMES,Furnariidae,Anabacerthia,striaticollis,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Anabacerthia_amaurotis,4552,PASSERIFORMES,Furnariidae,Anabacerthia,amaurotis,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Syndactyla_guttulata,4553,PASSERIFORMES,Furnariidae,Syndactyla,guttulata,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Syndactyla_subalaris,4554,PASSERIFORMES,Furnariidae,Syndactyla,subalaris,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Syndactyla_rufosuperciliata,4555,PASSERIFORMES,Furnariidae,Syndactyla,rufosuperciliata,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Syndactyla_ruficollis,4556,PASSERIFORMES,Furnariidae,Syndactyla,ruficollis,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Syndactyla_dimidiata,4557,PASSERIFORMES,Furnariidae,Syndactyla,dimidiata,in HBW Philydor_dimidiatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Syndactyla_roraimae,4558,PASSERIFORMES,Furnariidae,Syndactyla,roraimae,in HBW Automolus_roraimae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Simoxenops_ucayalae,4559,PASSERIFORMES,Furnariidae,Simoxenops,ucayalae,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Simoxenops_striatus,4560,PASSERIFORMES,Furnariidae,Simoxenops,striatus,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Ancistrops_strigilatus,4561,PASSERIFORMES,Furnariidae,Ancistrops,strigilatus,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Hyloctistes_subulatus,4562,PASSERIFORMES,Furnariidae,Hyloctistes,subulatus,in HBW no split into Hyloctistes_subulatus and Hyloctistes_virgatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Hyloctistes_virgatus,4563,PASSERIFORMES,Furnariidae,Hyloctistes,virgatus,in HBW virgatus is race of Hyloctistes_subulatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,resident (text on subulatus in HBW),1,resident,full resident,full resident
Philydor_ruficaudatum,4564,PASSERIFORMES,Furnariidae,Philydor,ruficaudatum,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Philydor_fuscipenne,4565,PASSERIFORMES,Furnariidae,Philydor,fuscipenne,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Philydor_erythrocercum,4566,PASSERIFORMES,Furnariidae,Philydor,erythrocercum,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Philydor_erythropterum,4567,PASSERIFORMES,Furnariidae,Philydor,erythropterum,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Philydor_lichtensteini,4568,PASSERIFORMES,Furnariidae,Philydor,lichtensteini,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Philydor_novaesi,4569,PASSERIFORMES,Furnariidae,Philydor,novaesi,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Philydor_atricapillus,4570,PASSERIFORMES,Furnariidae,Philydor,atricapillus,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Philydor_rufum,4571,PASSERIFORMES,Furnariidae,Philydor,rufum,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Philydor_pyrrhodes,4572,PASSERIFORMES,Furnariidae,Philydor,pyrrhodes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
