Reference,ID,CommonControl,Mainland,Island,Class,Order,Family,Binomial,Species_main,Species_island,guild,Mean_m,Mean_i,sd_m,sd_i,N_m,N_i,RR,var,Long_i,Lat_i,logmass,Island_km2,Dist_near_mainland,NDVI,SDNDVI,tmean,tseas,prec,SPID
Lawlor 1982,ES272,CC73,Baja California Norte,Espiritu Santo,Mammals,Rodentia,Cricetidae,Peromyscus eremicus,Peromyscus eremicus,Peromyscus eremicus,Omn,20.50417646,18.67565717,1.589630182,1.215082034,51,10,-0.093407675,0.000541163,-110.342,24.482,1.311842331,1.924692703,0.788945727,0.181266199,-1.709829475,22.59442139,2.651953334,2.366422957,SP39
Lawlor 1982,ES273,CC73,Baja California Norte,Granito,Mammals,Rodentia,Cricetidae,Peromyscus eremicus,Peromyscus eremicus,Peromyscus eremicus,Omn,20.50417646,29.6683321,1.589630182,1.26270933,51,28,0.369451623,0.000182546,-113.55,29.566,1.311842331,-0.397940009,1.485735619,0.131699792,-1.730746897,20.88799667,2.717285368,1.929418926,SP39
Lawlor 1982,ES274,CC73,Baja California Norte,Mejia,Mammals,Rodentia,Cricetidae,Peromyscus eremicus,Peromyscus eremicus,Peromyscus eremicus,Omn,20.50417646,29.6683321,1.589630182,1.384836115,51,11,0.369451623,0.000315922,-113.571,29.557,1.311842331,0.389166084,1.431379849,0.131699792,-1.730746897,20.88799667,2.717285368,1.929418926,SP39
Lawlor 1982,ES275,CC73,Baja California Norte,Salsipuedes,Mammals,Rodentia,Cricetidae,Peromyscus eremicus,Peromyscus eremicus,Peromyscus eremicus,Omn,20.50417646,26.50697562,1.589630182,1.6850029,51,17,0.256779334,0.000355554,-112.956,28.727,1.311842331,0.033423755,1.213809845,0.145410645,-1.531166525,20.52791595,2.686547766,1.97243427,SP39
Lawlor 1982,ES276,CC73,Baja California Norte,San Jose,Mammals,Rodentia,Cricetidae,Peromyscus eremicus,Peromyscus eremicus,Peromyscus eremicus,Omn,20.50417646,16.77136475,1.589630182,0.596374596,51,5,-0.200955642,0.000370742,-110.619,24.988,1.311842331,2.242317764,0.619197716,0.256000684,-1.668563343,22.71517563,2.679644032,2.398512903,SP39
Lawlor 1982,ES277,CC73,Baja California Norte,San Lorenzo Norte,Mammals,Rodentia,Cricetidae,Peromyscus eremicus,Peromyscus eremicus,Peromyscus eremicus,Omn,20.50417646,29.05254664,1.589630182,1.856203753,51,20,0.348477549,0.000321957,-112.915,28.695,1.311842331,0.629409599,1.204147125,0.167527747,-1.624664725,20.51531982,2.6905794,1.963220974,SP39
Lawlor 1982,ES278,CC73,Baja California Norte,San Lorenzo Sur,Mammals,Rodentia,Cricetidae,Peromyscus eremicus,Peromyscus eremicus,Peromyscus eremicus,Omn,20.50417646,29.22763499,1.589630182,1.852223634,51,21,0.35448607,0.000309093,-112.815,28.632,1.311842331,1.518908574,1.213809845,0.148558228,-1.724019695,20.70398521,2.718764502,2.010978002,SP39
Lawlor 1982,ES279,CC73,Baja California Norte,Santa Margarita,Mammals,Rodentia,Cricetidae,Peromyscus eremicus,Peromyscus eremicus,Peromyscus eremicus,Omn,20.50417646,19.7459062,1.589630182,1.313899358,51,35,-0.037682406,0.000244355,-111.826,24.439,1.311842331,2.36361198,0.845160078,0.158590576,-1.668068093,21.0677433,2.574158201,1.894759013,SP39
Lawlor 1982,ES280,CC74,Sonora,Tiburon,Mammals,Rodentia,Cricetidae,Peromyscus eremicus,Peromyscus eremicus,Peromyscus eremicus,Omn,20.50417646,18.21946709,1.317807626,0.836720432,105,28,-0.118137952,0.000114663,-112.353,28.986,1.311842331,3.082066934,0.43949059,0.180462634,-1.563715757,21.29118919,2.752799852,2.121382001,SP39
Lawlor 1982,ES281,CC73,Baja California Norte,Tortuga,Mammals,Rodentia,Cricetidae,Peromyscus eremicus,Peromyscus eremicus,Peromyscus eremicus,Omn,20.01950787,35.79238147,1.565272227,1.373222556,51,26,0.581027871,0.000176482,-111.867,26.433,1.301453397,1.055378331,1.559918589,0.296009448,-1.60844597,21.9375267,2.720152639,2.374216618,SP39
Lawlor 1982,ES282,CC74,Sonora,Turner,Mammals,Rodentia,Cricetidae,Peromyscus eremicus,Peromyscus eremicus,Peromyscus eremicus,Omn,20.50417646,20.99635508,1.317807626,1.396408304,105,16,0.02372026,0.00031579,-112.289,28.719,1.311842331,0.096910013,1.5185271,0.173378467,-1.534606255,21.28583145,2.746449131,2.100370545,SP39
Lawlor 1982,ES283,CC75,"Cape Region, Baja California Sur",Carmen,Mammals,Rodentia,Cricetidae,Peromyscus eva,Peromyscus eva,Peromyscus eva,Omn,22.14981467,20.50417646,1.347967008,1.573305988,42,14,-0.077200535,0.000508726,-111.16,25.963,1.345370097,2.148726016,0.780389328,0.241915332,-1.564189566,22.44739342,2.70764769,2.364044171,SP40
Lawlor 1982,ES284,CC75,"Cape Region, Baja California Sur",Monserrate,Mammals,Rodentia,Cricetidae,Peromyscus eva,Peromyscus eva,Peromyscus eva,Omn,22.14981467,26.83770896,1.347967008,1.207991176,42,15,0.19197882,0.000223246,-111.036,25.687,1.345370097,1.297979244,1.136752266,0.227284937,-1.591335971,22.67749214,2.69149901,2.320810741,SP40
Lawlor 1982,ES285,CC76,"Cape Region, Baja California Sur",Magdalena,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus magdalenae,Omn,25.99630467,31.01609716,2.048258347,2.987237857,17,7,0.176551933,0.001690329,-112.114,25.345,1.414911618,2.462397998,0.000434077,0.366647485,-1.929455267,19.60025024,2.54950672,2.046729225,SP41
Lawlor 1982,ES286,CC77,Northwestern Baja,Natividad,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus sonoriensis,Peromyscus maniculatus dorsalis,Omn,26.67201138,31.93618698,2.285293107,1.750234742,10,3,0.180125002,0.001735293,-115.18,27.87,1.426055768,1.010397492,0.892150278,0.181109326,-1.423472928,18.03513908,2.197142151,1.828015084,SP41
Lawlor 1982,ES287,CC76,"Cape Region, Baja California Sur",San Diego,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Omn,25.99630467,29.22763499,2.048258347,1.039308325,17,6,0.117160266,0.000575913,-110.698,25.2,1.414911618,-0.305570309,1.283323848,0.193799792,-0.874127834,22.43327713,2.679576933,2.381078956,SP41
Lawlor 1982,ES288,CC77,Northwestern Baja,San Geronimo,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus sonoriensis,Peromyscus maniculatus geronimensis,Omn,26.67201138,31.93618698,2.285293107,1.283703021,10,10,0.180125002,0.0008957,-115.791,29.793,1.426055768,-0.424235019,0.968529644,0.172450061,-1.60829412,16.40434074,2.334005658,2.219453537,SP41
Lawlor 1982,ES289,CC77,Northwestern Baja,San Martin,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus sonoriensis,Peromyscus maniculatus,Omn,26.67201138,27.08749888,2.285293107,0.963207016,10,10,0.015457573,0.000860574,-116.113,30.488,1.426055768,0.361727836,0.699056855,0.312139307,-1.383665924,14.66250038,2.280080561,2.350248018,SP41
Lawlor 1982,ES290,CC77,Northwestern Baja,San Roque,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus cineritius,Omn,25.99630467,33.82882271,2.048258347,2.422007024,17,3,0.263358782,0.002073832,-114.377,27.147,1.414911618,-0.455931956,0.278982117,0.098914752,-2.09084623,18.27668762,2.352999615,1.864154952,SP41
Lawlor 1982,ES291,CC76,"Cape Region, Baja California Sur",Santa Catalina,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus catalinae,Omn,25.99630467,43.5799649,2.048258347,1.832933889,17,35,0.516643124,0.000415714,-118.416,33.378,1.414911618,2.28780173,1.5185271,0.401081543,-1.832184093,15.9043684,2.443934653,2.483216298,SP41
Lawlor 1982,ES292,CC76,"Cape Region, Baja California Sur",Santa Cruz,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Omn,25.99630467,24.26529738,2.048258347,1.40490557,17,24,-0.068907162,0.000504845,-119.741,33.997,1.414911618,2.46834733,1.485735619,0.381268066,-1.842280738,15.26320839,2.370446726,2.59439255,SP41
Lawlor 1982,ES293,CC76,"Cape Region, Baja California Sur",Santa Margarita,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus margaritae,Omn,25.99630467,22.74155363,2.048258347,0.945096659,17,10,-0.133760592,0.00053788,-111.826,24.439,1.414911618,2.36361198,0.845160078,0.158590576,-1.668068093,21.0677433,2.574158201,1.894759013,SP41
Lawlor 1982,ES294,CC77,Northwestern Baja,Todos Santos,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus sonoriensis,Peromyscus maniculatus dubius,Omn,26.67201138,36.8011241,2.285293107,2.947337086,10,5,0.321913638,0.002016954,-116.805,31.811,1.426055768,0.079181246,0.778223627,0.341503491,-1.219755226,15.73950005,2.438673175,2.420813564,SP41
Marinelli 1989,ES296,CC78,Vancouver Island,Fleming Island,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Omn,26.17888482,30.83415854,1.243786618,1.45512767,48,27,0.163669956,0.000129512,-125.136,48.882,1.417951142,1.247973266,0.398113692,0.757543506,-1.65114825,9.454997063,2.600020215,3.460278251,SP41
Marinelli 1989,ES297,CC78,Vancouver Island,Tzartis Island,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Omn,26.17888482,28.44507283,1.243786618,1.48641546,48,17,0.083021796,0.000207654,-125.08,48.915,1.417951142,0.498310554,0.255513713,0.786495703,-1.73031725,9.211521149,2.636601654,3.451181387,SP41
Lawlor 1982,ES298,CC79,Sonora,San Pedro Nolasco,Mammals,Rodentia,Cricetidae,Peromyscus merriami,Peromyscus merriami,Peromyscus merriami,Omn,27.00406957,40.69260935,0.398561158,1.446992467,65,7,0.410058908,0.000183987,-111.378,27.967,1.431429218,0.628797486,1.173215415,0.22970603,-1.691401395,22.60499954,2.743159527,2.28780173,SP42
Bee and Hall 1956,ES299,CC65,Alaska,Barter,Mammals,Rodentia,Cricetidae,Dicrostonyx groenlandicus,Dicrostonyx groenlandicus,Dicrostonyx groenlandicus,Herb,57.5,66.7,10.632,0.283,11,2,0.148420005,0.003117148,-143.6548,70.117,1.759667845,1.579783597,-0.521433504,0.163878503,-1.807190799,-11.56504154,3.123882332,2.042575524,SP34
Tamarin 1978,ES300,CC80,SE Massachussets,Muskeget island,Mammals,Rodentia,Cricetidae,Microtus pennsylvanicus,Microtus pennsylvanicus,Microtus breweri,Herb,44.7,54,10.04,8.85,50,50,0.189010545,0.001546171,-70.3,41.333,1.650307523,0.414973348,1.50516355,0.545725244,-1.652627009,10.40857601,2.885491424,3.031064943,SP43
Adler and Tamarin 1984,ES301,CC81,SE Massachussets,Muskeget,Mammals,Rodentia,Cricetidae,Peromyscus leucopus,Peromyscus leucopus,Peromyscus leucopus,Omn,19.7,20.245,2.354,2.17,118,101,0.027289214,0.000234757,-70.3,41.333,1.294466226,0.414973348,1.50516355,0.545725244,-1.652627009,10.40857601,2.885491424,3.031064943,SP44
Redfield 1976,ES302,CC82,"Boundary bay (British Columbia, Canada)",D'Arcy,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Omn,15,23.365,3.535,2.767,18,22,0.443188975,0.003722964,-123.308,48.566,1.176091259,-0.080921908,0.755951041,0.618813623,-1.841561628,10.11617565,2.668295436,2.892600969,SP41
Redfield 1976,ES303,CC82,"Boundary bay (British Columbia, Canada)",De Courcy,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Omn,15,21,3.535,2.338,18,27,0.336472237,0.003544566,-123.744,49.101,1.176091259,0.281033367,0.531606632,0.713063086,-1.418974677,9.94018364,2.689791738,3.011443541,SP41
Redfield 1976,ES304,CC82,"Boundary bay (British Columbia, Canada)",Denman,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Omn,15,20.555,3.535,2.798,18,76,0.315054019,0.003329295,-124.795,49.534,1.176091259,1.691965103,0.086715664,0.677630615,-1.662013778,9.376449585,2.712806559,3.127250603,SP41
Redfield 1976,ES305,CC82,"Boundary bay (British Columbia, Canada)",Galiano,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Omn,15,21.685,3.535,2.926,18,70,0.368570576,0.003345583,-123.441,48.921,1.176091259,1.755646219,1.312832959,0.671289404,-1.810388998,9.78134346,2.666391396,2.99083148,SP41
Redfield 1976,ES306,CC82,"Boundary bay (British Columbia, Canada)",Hornby,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Omn,15,22.905,3.535,2.367,18,49,0.423305026,0.003303429,-124.676,49.534,1.176091259,1.454539985,1.474230837,0.711004199,-1.691069231,9.579862595,2.700768027,3.089163008,SP41
Redfield 1976,ES307,CC82,"Boundary bay (British Columbia, Canada)",Kuper,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Omn,15,25.105,3.535,2.823,18,103,0.515016828,0.00320825,-123.645,48.96,1.176091259,0.979092901,0.699056855,0.727174951,-1.526395701,9.964699745,2.682778583,3.046331232,SP41
Redfield 1976,ES308,CC82,"Boundary bay (British Columbia, Canada)",Lily,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Omn,15,17.5,3.535,2.167,18,10,0.15415068,0.004618839,-123.699,49.156,1.176091259,-1.494850022,0.929470016,0.723301123,-1.377655042,9.987859726,2.665382743,3.010342356,SP41
Redfield 1976,ES309,CC82,"Boundary bay (British Columbia, Canada)",Link,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Omn,15,22.14,3.535,2.202,18,21,0.389335726,0.00355653,-123.762,49.116,1.176091259,-0.585026652,0.447313109,0.713063086,-1.418974677,9.94018364,2.689791738,3.011443541,SP41
Redfield 1976,ES310,CC82,"Boundary bay (British Columbia, Canada)",Mandarte,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Omn,15,20.22,3.535,3.128,18,27,0.298622012,0.003971842,-123.287,48.633,1.176091259,1.096910013,0.857392811,0.72276709,-1.605695336,9.925546646,2.622653195,2.85302863,SP41
Redfield 1976,ES311,CC82,"Boundary bay (British Columbia, Canada)",Mayne,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Omn,15,22.9,3.535,3.421,18,51,0.423086709,0.003523075,-123.282,48.84,1.176091259,1.326949994,1.255296632,0.724065479,-1.643101187,9.809363365,2.656662591,2.915769072,SP41
Redfield 1976,ES312,CC82,"Boundary bay (British Columbia, Canada)",Moresby,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Omn,15,25.77,3.535,2.077,18,40,0.541160824,0.003247887,-131.986,52.801,1.176091259,3.420945406,2.255274918,0.690309033,-1.478294099,7.476649761,2.593091209,3.512681726,SP41
Redfield 1976,ES313,CC82,"Boundary bay (British Columbia, Canada)",Mudge,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Omn,15,20.41,3.535,2.524,18,53,0.307974776,0.003374035,-123.789,49.131,1.176091259,0.348304863,-0.995678626,0.713063086,-1.418974677,9.94018364,2.689791738,3.011443541,SP41
Redfield 1976,ES314,CC82,"Boundary bay (British Columbia, Canada)",Newcastle,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Omn,15,18.75,3.535,2.958,18,15,0.223143551,0.004744702,-123.934,49.19,1.176091259,0.607455023,-0.696803943,0.622441016,-1.979240394,9.550358772,2.72627456,3.074878599,SP41
Redfield 1976,ES315,CC82,"Boundary bay (British Columbia, Canada)",North Pender,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Omn,15,21.895,3.535,4.428,18,73,0.378208099,0.003645764,-123.288,48.787,1.176091259,1.404833717,1.27186483,0.758253857,-1.558359848,9.826806068,2.643523337,2.89279003,SP41
Redfield 1976,ES316,CC82,"Boundary bay (British Columbia, Canada)",North Secretary,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Omn,15,23.76,3.535,1.953,18,28,0.459953293,0.003326786,-123.596,48.965,1.176091259,-0.229147988,0.954290762,0.728573975,-1.577772446,9.780292511,2.667087085,3.018063554,SP41
Redfield 1976,ES317,CC82,"Boundary bay (British Columbia, Canada)",Parker,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Omn,15,23.32,3.535,2.955,18,19,0.44126116,0.00393058,-123.411,48.885,1.176091259,0.212187604,1.204147125,0.742554004,-1.763247052,9.827199936,2.677168583,2.989512116,SP41
Redfield 1976,ES318,CC82,"Boundary bay (British Columbia, Canada)",Portland,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Omn,15,25.85,3.535,2.462,18,22,0.5442604,0.003497806,-123.373,48.723,1.176091259,0.352182518,1.060735603,0.735096533,-1.534942256,9.925678253,2.644562933,2.926290999,SP41
Redfield 1976,ES319,CC82,"Boundary bay (British Columbia, Canada)",Pylades,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Omn,15,17.405,3.535,2.129,18,19,0.14870732,0.003872986,-123.6915,49.067,1.176091259,-0.259637311,0.681331706,0.736847168,-1.391224211,9.90445137,2.667794591,3.026966141,SP41
Redfield 1976,ES320,CC82,"Boundary bay (British Columbia, Canada)",Reid,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Omn,15,24.1,3.535,3.509,18,7,0.474161639,0.006114037,-123.6194,48.9996,1.176091259,-0.026872146,0.968529644,0.727174951,-1.526395701,9.964699745,2.682778583,3.046331232,SP41
Redfield 1976,ES321,CC82,"Boundary bay (British Columbia, Canada)",Ruxton,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Omn,15,21.315,3.535,2.293,18,54,0.351360849,0.003299798,-123.7036,49.0778,1.176091259,-0.022276395,0.690284703,0.705079248,-1.556829201,9.989129066,2.689617838,3.043892531,SP41
Redfield 1976,ES322,CC82,"Boundary bay (British Columbia, Canada)",Saltspring,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Omn,15,16.845,3.535,2.332,18,80,0.116003676,0.003325054,-123.509,48.816,1.176091259,2.258373849,-0.221125528,0.746908789,-1.70688242,9.548017502,2.695262055,3.047944283,SP41
Redfield 1976,ES323,CC82,"Boundary bay (British Columbia, Canada)",Samuel,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Omn,15,23.565,3.535,2.877,18,69,0.451712359,0.003301509,-123.218,48.824,1.176091259,0.31386722,1.477135731,0.724065479,-1.643101187,9.809363365,2.656662591,2.915769072,SP41
Redfield 1976,ES324,CC82,"Boundary bay (British Columbia, Canada)",Saturna,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Omn,15,22.665,3.535,2.638,18,45,0.412771683,0.003386529,-123.165,48.782,1.176091259,1.492341253,1.342442421,0.689391699,-1.488686633,9.78226757,2.646284786,2.875119151,SP41
Redfield 1976,ES325,CC82,"Boundary bay (British Columbia, Canada)",Sidney,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Omn,15,25.27,3.535,2.316,18,39,0.52156772,0.003300866,-123.291,48.6,1.176091259,0.931457871,0.690284703,0.687801904,-1.591138259,9.979306221,2.616548523,2.828981954,SP41
Redfield 1976,ES326,CC82,"Boundary bay (British Columbia, Canada)",South Pender,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Omn,15,17.8,3.535,2.358,18,40,0.171148256,0.003524208,-123.213,48.749,1.176091259,0.925312091,1.361746718,0.758253857,-1.558359848,9.826806068,2.643523337,2.89279003,SP41
Redfield 1976,ES327,CC82,"Boundary bay (British Columbia, Canada)",South Secretary,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Omn,15,23.945,3.535,1.134,18,11,0.467709333,0.003289381,-123.584,48.959,1.176091259,-0.552841969,0.995679061,0.728573975,-1.577772446,9.780292511,2.667087085,3.018063554,SP41
Redfield 1976,ES328,CC82,"Boundary bay (British Columbia, Canada)",Tent,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Omn,15,19.98,3.535,2.202,18,38,0.286681572,0.003405127,-123.628,48.928,1.176091259,-0.602059991,0.708505881,0.727174951,-1.526395701,9.964699745,2.682778583,3.046331232,SP41
Redfield 1976,ES329,CC82,"Boundary bay (British Columbia, Canada)",Thetis,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Omn,15,19.94,3.535,3.165,18,59,0.284677563,0.003512505,-123.679,48.998,1.176091259,1.015359755,0.531606632,0.727174951,-1.526395701,9.964699745,2.682778583,3.046331232,SP41
Redfield 1976,ES330,CC82,"Boundary bay (British Columbia, Canada)",Valdez,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Omn,15,16.315,3.535,2.119,18,27,0.084034729,0.003710263,-123.644,49.07,1.176091259,1.35755372,0.812980166,0.736847168,-1.391224211,9.90445137,2.667794591,3.026966141,SP41
Redfield 1976,ES331,CC82,"Boundary bay (British Columbia, Canada)",Wallace,Mammals,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Omn,15,25,3.535,2.771,18,10,0.510825624,0.004314038,-123.558,48.948,1.176091259,-0.060480747,1.025346835,0.728573975,-1.577772446,9.780292511,2.667087085,3.018063554,SP41
Woodman et al. 2002,ES332,CC83,Nicaragua,Ometepe Island,Mammals,Rodentia,Cricetidae,Peromyscus stirtoni,Peromyscus stirtoni,Peromyscus stirtoni,Omn,31,29,3,4,4,7,-0.066691374,0.005059164,-85.583,11.5,1.491361694,2.440909082,0.949438801,0.428061768,-1.609938327,25.50967979,1.829699679,3.266144642,SP45
"Adler 1996, Adler 1998",ES333,CC84,Panama,4,Mammals,Rodentia,Cricetidae,Proechimys semispinosus,Proechimys semispinosus,Proechimys semispinosus,Herb,436.66,365,104.326,79,42,10,-0.179257507,0.006043649,-79.8576,9.1718,2.64014341,-1.721246399,-1.508638306,0.679766113,-1.862283483,26.4705143,1.813771495,3.386443662,SP46
"Adler 1996, Adler 1998",ES334,CC84,Panama,5,Mammals,Rodentia,Cricetidae,Proechimys semispinosus,Proechimys semispinosus,Proechimys semispinosus,Herb,436.66,361,104.326,121,42,21,-0.190276902,0.006708886,-79.8334,9.1816,2.64014341,-1.769551079,-1.207608311,0.679766113,-1.862283483,26.4705143,1.813771495,3.386443662,SP46
"Adler 1996, Adler 1998",ES335,CC84,Panama,8,Mammals,Rodentia,Cricetidae,Proechimys semispinosus,Proechimys semispinosus,Proechimys semispinosus,Herb,436.66,297,104.326,101,42,57,-0.385422721,0.003387966,-79.8299,9.1846,2.64014341,-1.568636236,-1.508638306,0.679766113,-1.862283483,26.4705143,1.813771495,3.386443662,SP46
"Adler 1996, Adler 1998",ES336,CC84,Panama,9,Mammals,Rodentia,Cricetidae,Proechimys semispinosus,Proechimys semispinosus,Proechimys semispinosus,Herb,436.66,321,104.326,80,42,24,-0.307713737,0.003947059,-79.842,9.1865,2.64014341,-1.677780705,-1.207608311,0.679766113,-1.862283483,26.4705143,1.813771495,3.386443662,SP46
"Adler 1996, Adler 1998",ES337,CC84,Panama,12,Mammals,Rodentia,Cricetidae,Proechimys semispinosus,Proechimys semispinosus,Proechimys semispinosus,Herb,436.66,396,104.326,123,42,27,-0.097740649,0.004932282,-79.8626,9.1953,2.64014341,-1.744727495,-0.815308569,0.679766113,-1.862283483,26.4705143,1.813771495,3.386443662,SP46
"Adler 1996, Adler 1998",ES338,CC84,Panama,14,Mammals,Rodentia,Cricetidae,Proechimys semispinosus,Proechimys semispinosus,Proechimys semispinosus,Herb,436.66,351,104.326,109,42,14,-0.218368637,0.008247371,-79.8506,9.2051,2.64014341,-1.619788758,-1.508638306,0.657084717,-1.751344783,26.52733421,1.780713498,3.395693265,SP46
"Adler 1996, Adler 1998",ES339,CC84,Panama,51,Mammals,Rodentia,Cricetidae,Proechimys semispinosus,Proechimys semispinosus,Proechimys semispinosus,Herb,436.66,343,104.326,110,42,53,-0.241424413,0.003299626,-79.8416,9.1282,2.64014341,-1.455931956,-1.508638306,0.679766113,-1.862283483,26.4705143,1.813771495,3.386443662,SP46
"Adler 1996, Adler 1998",ES340,CC84,Panama,52,Mammals,Rodentia,Cricetidae,Proechimys semispinosus,Proechimys semispinosus,Proechimys semispinosus,Herb,436.66,378,104.326,116,42,28,-0.144260665,0.00472246,-79.8341,9.1242,2.64014341,-1.602059991,-1.508638306,0.679766113,-1.862283483,26.4705143,1.813771495,3.386443662,SP46
Mills et al 2004,ES341,CC85,Australia,Boullanger,Mammals,Dasyuromorphia,Dasyuridae,Parantechinus apicalis,Parantechinus apicalis,Parantechinus apicalis,Inver,77.55,52.65,5.285,7.83,9,33,-0.387256651,0.001186254,115.002,-30.317,1.889581802,-0.455931956,0.079543007,0.48962627,-1.986995465,19.22737694,2.584537987,2.75823039,SP47
Mills et al 2004,ES342,CC86,Australia (Fitzgerald River NP),Whitlock,Mammals,Dasyuromorphia,Dasyuridae,Parantechinus apicalis,Parantechinus apicalis,Parantechinus apicalis,Inver,77.55,50.55,5.285,8.169,9,59,-0.427959944,0.000958673,114.994,-30.321,1.889581802,-1.152427341,0.423409728,0.499876221,-1.992185035,19.38622665,2.576292938,2.746276014,SP47
Mills et al. 2004,ES343,CC87,Fitzgerald River National Park,Boullanger,Mammals,Dasyuromorphia,Dasyuridae,Parantechinus apicalis,Parantechinus apicalis,Parantechinus apicalis,Inver,77.55,52.65,5.285,7.83,9,33,-0.387256651,0.001186254,115.002,-30.317,1.889581802,-0.455931956,0.079543007,0.48962627,-1.986995465,19.22737694,2.584537987,2.75823039,SP47
Allen 1902,ES344,CC88,"Chiriqui, Panama",Coiba,Mammals,Didelphimorphia,Didelphidae,Didelphis marsupialis,Didelphis marsupialis etensis,Didelphis marsupialis battyi,Carn,2037.291139,1938.093133,226.0837674,125.5650845,25,8,-0.049916484,0.001017283,-81.777,7.486,3.309053096,2.701567985,1.35220182,0.756774512,-1.385932732,25.42413521,1.804821349,3.424808168,SP48
