"Reference","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","Diet","Sex","Measure","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","Mean_m_male","Mean_m_female","sd_m_male","sd_m_female","N_m_male","N_m_female","Mean_i_male","Mean_i_female","sd_i_male","sd_i_female","N_i_male","N_i_female","Long_i","Lat_i","Island_km2","Dist_near_mainland","Archipielago","Allometry","Phylogeny","Data_source_type","Paired","NDVI_0.1","SDNDVI_0.1","tmean_0.1","tseas_0.1","prec_0.1","NDVI_0.5","SDNDVI_0.5","tmean_0.5","tseas_0.5","prec_0.5","NDVI_1","SDNDVI_1","tmean_1","tseas_1","prec_1","NDVI","SDNDVI","tmean","tseas","prec","pseas","Mean_m_pooled","Mean_i_pooled","sd_m_combined","sd_i_combined"
"Pigot et al. 2020","Papua New Guinea","New Britain","Birds","Psittaciformes","Psittacidae","Lorius hypoinochrous","Lorius hypoinochrous","Lorius hypoinochrous","FruiNect","Male","Tarsus Length",20.567,18.773,1.97,2.238,3,3,20.56666667,NA,1.970135359,NA,3,NA,18.77333333,NA,2.238176341,NA,3,NA,151.274,-5.374,4.56253076886226,1.9444876072867,"No","log10(mass,g) = -1.77769 + 2.48163*log10(tarsus, mm), R2 = 0.69","Conspecific","No island rule","Yes",0.83135341796875,0.0307289672851563,21.3179359436035,46.5952491760254,3352.94995117188,0.84251328125,0.0253277465820313,23.9676055908203,46.3809585571289,3681.51318359375,0.82810947265625,0.0264020141601563,23.9577484130859,53.6192932128906,3832.2763671875,0.82810947265625,-1.562217513585,23.9577484130859,1.72932108499627,3.58345682097451,NA,20.567,18.773,1.97,2.238
"Pigot et al. 2020","Papua New Guinea","New Britain","Birds","Psittaciformes","Psittacidae","Lorius hypoinochrous","Lorius hypoinochrous","Lorius hypoinochrous","FruiNect","Male","Wing Length",180,167.333,6.928,2.082,3,3,180,NA,6.92820323,NA,3,NA,167.3333333,NA,2.081665999,NA,3,NA,151.274,-5.374,4.56253076886226,1.9444876072867,"No","log10(mass,g) = -3.399 + 2.508*log10(wing, mm), R2=0.89","Conspecific","No island rule","Yes",0.83135341796875,0.0307289672851563,21.3179359436035,46.5952491760254,3352.94995117188,0.84251328125,0.0253277465820313,23.9676055908203,46.3809585571289,3681.51318359375,0.82810947265625,0.0264020141601563,23.9577484130859,53.6192932128906,3832.2763671875,0.82810947265625,-1.562217513585,23.9577484130859,1.72932108499627,3.58345682097451,NA,180,167.333,6.928,2.082
"Pigot et al. 2020","Sweden","Great Britain","Birds","Passeriformes","Fringillidae","Loxia pytyopsittacus","Loxia pytyopsittacus","Loxia scotica","PlantSeed","Both","Tarsus Length",16.575,16.725,1.15289490720756,1.19547758949282,4,4,17.2,15.95,1.555634919,0.070710678,2,2,17.3,16.15,0.565685425,1.626345597,2,2,-1.6,53.186,5.32083354792103,1.51189672368043,"No","log10(mass,g) = -1.77769 + 2.48163*log10(tarsus, mm), R2 = 0.69","Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","Yes",0.70851728515625,0.0100590873718262,8.6027193069458,458.609802246094,924.989990234375,0.698322265625,0.0152482360839844,8.20084476470947,450.851409912109,1063.94519042969,0.63427998046875,0.0128780807495117,8.82350254058838,455.934753417969,854.721130371094,0.63427998046875,-1.85767058989911,8.82350254058838,2.65890269736187,2.93182444069733,NA,16.575,16.725,1.15289490720756,1.19547758949282
"Pigot et al. 2020","Sweden","Great Britain","Birds","Passeriformes","Fringillidae","Loxia pytyopsittacus","Loxia pytyopsittacus","Loxia scotica","PlantSeed","Both","Wing Length",101.5,94.875,3.69684550220881,3.7052890126468,4,4,104.5,98.5,0.707106781,2.121320344,2,2,97.75,92,0.353553391,2.828427125,2,2,-1.6,53.186,5.32083354792103,1.51189672368043,"No","log10(mass,g) = -3.399 + 2.508*log10(wing, mm), R2=0.89","Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","Yes",0.70851728515625,0.0100590873718262,8.6027193069458,458.609802246094,924.989990234375,0.698322265625,0.0152482360839844,8.20084476470947,450.851409912109,1063.94519042969,0.63427998046875,0.0128780807495117,8.82350254058838,455.934753417969,854.721130371094,0.63427998046875,-1.85767058989911,8.82350254058838,2.65890269736187,2.93182444069733,NA,101.5,94.875,3.69684550220881,3.7052890126468
"Pigot et al. 2020","France","Corsica","Birds","Passeriformes","Alaudidae","Lullula arborea","Lullula arborea","Lullula arborea","Omnivore","Male","Tarsus Length",21.113,22.34,0.732,0.246,4,4,21.1125,NA,0.732228334,NA,4,NA,22.34,NA,0.246441339,NA,4,NA,9.12,42.1,3.93856975622106,1.90417978339357,"No","log10(mass,g) = -1.77769 + 2.48163*log10(tarsus, mm), R2 = 0.69","Conspecific","No island rule","Yes",0.56302255859375,0.0209608901977539,7.30105781555176,569.6396484375,927.929992675781,0.627191943359375,0.0109449867248535,12.0827579498291,607.164123535156,802.873596191406,0.5999439453125,0.0134107208251953,13.6546411514282,590.434631347656,807.852294921875,0.627191943359375,-1.92281432857012,12.0827579498291,2.78330610180206,2.90464717566751,NA,21.113,22.34,0.732,0.246
"Pigot et al. 2020","France","Corsica","Birds","Passeriformes","Alaudidae","Lullula arborea","Lullula arborea","Lullula arborea","Omnivore","Male","Wing Length",94.5,94,3.317,2.944,4,4,94.5,NA,3.31662479,NA,4,NA,94,NA,2.943920289,NA,4,NA,9.12,42.1,3.93856975622106,1.90417978339357,"No","log10(mass,g) = -3.399 + 2.508*log10(wing, mm), R2=0.89","Conspecific","No island rule","Yes",0.56302255859375,0.0209608901977539,7.30105781555176,569.6396484375,927.929992675781,0.627191943359375,0.0109449867248535,12.0827579498291,607.164123535156,802.873596191406,0.5999439453125,0.0134107208251953,13.6546411514282,590.434631347656,807.852294921875,0.627191943359375,-1.92281432857012,12.0827579498291,2.78330610180206,2.90464717566751,NA,94.5,94,3.317,2.944
"Pigot et al. 2020","Laos","Java","Birds","Passeriformes","Timaliidae","Macronous kelleyi","Macronous kelleyi","Macronous flavicollis",NA,"Female","Tarsus Length",15.533,16.4,0.85,0.707,3,2,NA,15.53333333,NA,0.850490055,NA,3,NA,16.4,NA,0.707106781,NA,2,107.5667,-6.95,5.14236944055135,2.53148019437709,"No","log10(mass,g) = -1.77769 + 2.48163*log10(tarsus, mm), R2 = 0.69","Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","Yes",0.479420849609375,0.0200150024414063,23.4269695281982,39.8976821899414,2254.5400390625,0.662740576171875,0.0300955413818359,23.2003498077393,37.9687652587891,2360.10083007812,0.578037841796875,0.0284114013671875,25.1530380249023,37.680736541748,2092.01904296875,0.578037841796875,-1.53148428213906,25.1530380249023,1.57611938331645,3.32056563345461,NA,15.533,16.4,0.85,0.707
"Pigot et al. 2020","Laos","Java","Birds","Passeriformes","Timaliidae","Macronous kelleyi","Macronous kelleyi","Macronous flavicollis",NA,"Female","Wing Length",56.667,54.5,0.577,0.707,3,2,NA,56.66666667,NA,0.577350269,NA,3,NA,54.5,NA,0.707106781,NA,2,107.5667,-6.95,5.14236944055135,2.53148019437709,"No","log10(mass,g) = -3.399 + 2.508*log10(wing, mm), R2=0.89","Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","Yes",0.479420849609375,0.0200150024414063,23.4269695281982,39.8976821899414,2254.5400390625,0.662740576171875,0.0300955413818359,23.2003498077393,37.9687652587891,2360.10083007812,0.578037841796875,0.0284114013671875,25.1530380249023,37.680736541748,2092.01904296875,0.578037841796875,-1.53148428213906,25.1530380249023,1.57611938331645,3.32056563345461,NA,56.667,54.5,0.577,0.707
"Pigot et al. 2020","Borneo","Basilan","Birds","Passeriformes","Timaliidae","Macronous ptilosus","Macronous ptilosus","Macronous striaticeps",NA,"Male","Tarsus Length",22.767,18.667,0.643,0.306,3,3,22.76666667,NA,0.642910051,NA,3,NA,18.66666667,NA,0.305505046,NA,3,NA,122.05,6.561,3.10226214949427,1.23047446736116,"No","log10(mass,g) = -1.77769 + 2.48163*log10(tarsus, mm), R2 = 0.69","Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","Yes",0.81232724609375,0.0187618865966797,25.636157989502,67.8961639404297,2121.47998046875,0.650976171875,0.0282538024902344,27.0255107879639,39.0276260375977,1787.68005371094,0.63165341796875,0.0294654632568359,26.991641998291,39.2479858398438,1819.35656738281,0.650976171875,-1.5338176751136,27.0255107879639,1.59137213493158,3.25228979447034,NA,22.767,18.667,0.643,0.306
"Pigot et al. 2020","Borneo","Basilan","Birds","Passeriformes","Timaliidae","Macronous ptilosus","Macronous ptilosus","Macronous striaticeps",NA,"Male","Wing Length",74.333,59.333,2.082,4.619,3,3,74.33333333,NA,2.081665999,NA,3,NA,59.33333333,NA,4.618802154,NA,3,NA,122.05,6.561,3.10226214949427,1.23047446736116,"No","log10(mass,g) = -3.399 + 2.508*log10(wing, mm), R2=0.89","Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","Yes",0.81232724609375,0.0187618865966797,25.636157989502,67.8961639404297,2121.47998046875,0.650976171875,0.0282538024902344,27.0255107879639,39.0276260375977,1787.68005371094,0.63165341796875,0.0294654632568359,26.991641998291,39.2479858398438,1819.35656738281,0.650976171875,-1.5338176751136,27.0255107879639,1.59137213493158,3.25228979447034,NA,74.333,59.333,2.082,4.619
"Pigot et al. 2020","Australia","Buru ","Birds","Columbiformes","Columbidae","Macropygia phasianella","Macropygia phasianella","Macropygia amboinensis","Omnivore","Both","Tarsus Length",24.1,23.075,0.888819441719993,0.784750490973454,3,4,23.8,24.25,0,1.202081528,1,2,23.15,23,1.343502884,0.141421356,2,2,126.781,-3.392,3.9280474575424,2.66275877579899,"No","log10(mass,g) = -1.77769 + 2.48163*log10(tarsus, mm), R2 = 0.69","Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","Yes",0.7944515625,0.017311116027832,24.9624290466309,78.2509231567383,1859.30004882812,0.7637060546875,0.0186796783447266,25.4257068634033,69.4744644165039,1761.59399414062,0.784235595703125,0.0241240112304688,24.9164276123047,73.2636032104492,2019.49243164062,0.7637060546875,-1.70598200418984,25.4257068634033,1.84182520745584,3.24590582097598,NA,24.1,23.075,0.888819441719993,0.784750490973454
"Pigot et al. 2020","Australia","Buru ","Birds","Columbiformes","Columbidae","Macropygia phasianella","Macropygia phasianella","Macropygia amboinensis","Omnivore","Both","Wing Length",172.333333333333,167.25,2.51661147847083,7.41057802504594,3,4,172,172.5,0,3.535533906,1,2,169.5,165,12.02081528,0,2,2,126.781,-3.392,3.9280474575424,2.66275877579899,"No","log10(mass,g) = -3.399 + 2.508*log10(wing, mm), R2=0.89","Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","Yes",0.7944515625,0.017311116027832,24.9624290466309,78.2509231567383,1859.30004882812,0.7637060546875,0.0186796783447266,25.4257068634033,69.4744644165039,1761.59399414062,0.784235595703125,0.0241240112304688,24.9164276123047,73.2636032104492,2019.49243164062,0.7637060546875,-1.70598200418984,25.4257068634033,1.84182520745584,3.24590582097598,NA,172.333333333333,167.25,2.51661147847083,7.41057802504594
"Pigot et al. 2020","Australia","South Andaman ","Birds","Columbiformes","Columbidae","Macropygia phasianella","Macropygia phasianella","Macropygia rufipennis","Omnivore","Both","Tarsus Length",24.1,24.975,0.888819441719993,0.320156211990127,3,4,23.8,24.25,0,1.202081528,1,2,24.8,25.15,0.424264069,0.070710678,2,2,92.653,11.871,3.08303654241196,2.65321347887312,"No","log10(mass,g) = -1.77769 + 2.48163*log10(tarsus, mm), R2 = 0.69","Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","Yes",0.8177064453125,0.0305426452636719,26.6771831512451,77.2655181884766,2633.73999023438,0.711059130859375,0.0312890899658203,26.7711124420166,73.691276550293,2618.69848632812,0.69183896484375,0.0297001373291016,26.885534286499,72.9498672485352,2544.29443359375,0.711059130859375,-1.49094419494543,26.7711124420166,1.86741607984951,3.41808549717969,NA,24.1,24.975,0.888819441719993,0.320156211990127
"Pigot et al. 2020","Australia","South Andaman ","Birds","Columbiformes","Columbidae","Macropygia phasianella","Macropygia phasianella","Macropygia rufipennis","Omnivore","Both","Wing Length",172.333333333333,191.5,2.51661147847083,4.50924975304299,3,4,172,172.5,0,3.535533906,1,2,189.5,193.5,2.121320344,6.363961031,2,2,92.653,11.871,3.08303654241196,2.65321347887312,"No","log10(mass,g) = -3.399 + 2.508*log10(wing, mm), R2=0.89","Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","Yes",0.8177064453125,0.0305426452636719,26.6771831512451,77.2655181884766,2633.73999023438,0.711059130859375,0.0312890899658203,26.7711124420166,73.691276550293,2618.69848632812,0.69183896484375,0.0297001373291016,26.885534286499,72.9498672485352,2544.29443359375,0.711059130859375,-1.49094419494543,26.7711124420166,1.86741607984951,3.41808549717969,NA,172.333333333333,191.5,2.51661147847083,4.50924975304299
"Pigot et al. 2020","Thailand","Palawan","Birds","Passeriformes","Timaliidae","Malacopteron magnum","Malacopteron magnum","Malacopteron palawanense","Invertebrate","Both","Tarsus Length",22.5575,25.5575,0.440104154117567,0.544571697113994,4,4,22.675,22.44,0.28991378,0.664680374,2,2,25.865,25.25,0.51618795,0.494974747,2,2,118.574,9.668,4.08596807704607,2.161370997359,"No","log10(mass,g) = -1.77769 + 2.48163*log10(tarsus, mm), R2 = 0.69","Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","Yes",0.83460810546875,0.0173353729248047,25.8801136016846,72.7926330566406,1701.81005859375,0.729769189453125,0.0180138427734375,27.0717506408691,61.3554992675781,1619.19555664062,0.712584814453125,0.021334782409668,26.8827838897705,61.5096206665039,1624.1884765625,0.712584814453125,-1.6510182741633,26.8827838897705,1.78894304871206,3.21063642489379,NA,22.5575,25.5575,0.440104154117567,0.544571697113994
"Pigot et al. 2020","Thailand and Malaysia","Palawan","Birds","Passeriformes","Timaliidae","Malacopteron magnum","Malacopteron magnum","Malacopteron palawanense","Invertebrate","Both","Wing Length",84,84.625,2.44948974271138,3.77215676595438,4,4,86,82,0,1.414213562,2,2,86.5,82.75,0.707106781,5.303300859,2,2,118.574,9.668,4.08596807704607,2.161370997359,"No","log10(mass,g) = -3.399 + 2.508*log10(wing, mm), R2=0.89","Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","Yes",0.83460810546875,0.0173353729248047,25.8801136016846,72.7926330566406,1701.81005859375,0.729769189453125,0.0180138427734375,27.0717506408691,61.3554992675781,1619.19555664062,0.712584814453125,0.021334782409668,26.8827838897705,61.5096206665039,1624.1884765625,0.712584814453125,-1.6510182741633,26.8827838897705,1.78894304871206,3.21063642489379,NA,84,84.625,2.44948974271138,3.77215676595438
"Pigot et al. 2020","Nigeria","Bioko","Birds","Passeriformes","Ploceidae","Malimbus rubricollis","Malimbus rubricollis","Malimbus rubricollis","Invertebrate","Male","Tarsus Length",26.16,25.158,2.433,0.681,4,4,26.16,NA,2.432721384,NA,4,NA,25.1575,NA,0.680508388,NA,4,NA,8.7,3.5,3.30470589821277,1.62325963061961,"No","log10(mass,g) = -1.77769 + 2.48163*log10(tarsus, mm), R2 = 0.69","Conspecific","No island rule","Yes",0.6364447265625,0.0386713745117188,23.2107276916504,79.8108520507812,2554.30004882812,0.507468408203125,0.0373082641601563,23.4745044708252,82.5310745239258,2513.10229492188,0.5063296875,0.0365387908935547,23.5694465637207,81.3549652099609,2492.66333007812,0.507468408203125,-1.41670752650152,23.4745044708252,1.91661749949895,3.40021016675251,NA,26.16,25.158,2.433,0.681
"Pigot et al. 2020","Nigeria","Bioko","Birds","Passeriformes","Ploceidae","Malimbus rubricollis","Malimbus rubricollis","Malimbus rubricollis","Invertebrate","Male","Wing Length",102.25,102.5,3.594,3.786,4,4,102.25,NA,3.593976442,NA,4,NA,102.5,NA,3.785938897,NA,4,NA,8.7,3.5,3.30470589821277,1.62325963061961,"No","log10(mass,g) = -3.399 + 2.508*log10(wing, mm), R2=0.89","Conspecific","No island rule","Yes",0.6364447265625,0.0386713745117188,23.2107276916504,79.8108520507812,2554.30004882812,0.507468408203125,0.0373082641601563,23.4745044708252,82.5310745239258,2513.10229492188,0.5063296875,0.0365387908935547,23.5694465637207,81.3549652099609,2492.66333007812,0.507468408203125,-1.41670752650152,23.4745044708252,1.91661749949895,3.40021016675251,NA,102.25,102.5,3.594,3.786
"Pigot et al. 2020","Australia","New Guinea","Birds","Passeriformes","Maluridae","Malurus amabilis","Malurus amabilis","Malurus cyanocephalus","Invertebrate","Male","Tarsus Length",22.1,24.85,0.849,0.212,2,2,22.1,NA,0.848528137,NA,2,NA,24.85,NA,0.212132034,NA,2,NA,141.814,-5.752,5.89528604782638,2.18469426933435,"No","log10(mass,g) = -1.77769 + 2.48163*log10(tarsus, mm), R2 = 0.69","Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","Yes",0.7913337890625,0.0374270416259766,26.4234008789062,72.2477188110352,4836.5,0.779418603515625,0.0392946105957031,25.7510147094727,69.9688415527344,4882.904296875,0.770036767578125,0.0354534576416016,22.6774826049805,57.5012283325195,5058.26708984375,0.770036767578125,-1.43826127218963,22.6774826049805,1.75967712212158,3.70400175750796,NA,22.1,24.85,0.849,0.212
"Pigot et al. 2020","Australia","New Guinea","Birds","Passeriformes","Maluridae","Malurus amabilis","Malurus amabilis","Malurus cyanocephalus","Invertebrate","Male","Wing Length",50,60,0,2.828,2,2,50,NA,0,NA,2,NA,60,NA,2.828427125,NA,2,NA,141.814,-5.752,5.89528604782638,2.18469426933435,"No","log10(mass,g) = -3.399 + 2.508*log10(wing, mm), R2=0.89","Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","Yes",0.7913337890625,0.0374270416259766,26.4234008789062,72.2477188110352,4836.5,0.779418603515625,0.0392946105957031,25.7510147094727,69.9688415527344,4882.904296875,0.770036767578125,0.0354534576416016,22.6774826049805,57.5012283325195,5058.26708984375,0.770036767578125,-1.43826127218963,22.6774826049805,1.75967712212158,3.70400175750796,NA,50,60,0,2.828
"Schlotfeldt and Kleindorfer, 2006","South Australia","Kangaroo","Birds","Passeriformes","Maluridae","Malurus cyaneus","Malurus cyaneus","Malurus cyaneus","","Both","Wing Length",51.8225,53.5546153846154,2.47431873282733,1.79259682145794,48,65,51.83,51.81,2.245662486,2.884995667,30,18,54.13,53.03,1.614651665,1.807595087,31,34,137.207,-35.819,3.64394591274807,1.13036593726521,"No","log10(mass,g) = -3.399 + 2.508*log10(wing, mm), R2=0.89","Conspecific","Island rule","Yes",0.589648583984375,0.0198739791870117,15.294020652771,329.326232910156,641.150024414062,0.543502099609375,0.016977262878418,15.3680982589722,316.102264404297,616.402526855469,0.485036669921875,0.0192640289306641,15.7639455795288,325.165893554688,532.760314941406,0.543502099609375,-1.74527643091695,15.3680982589722,2.49982760692711,2.78986441037918,NA,51.8225,53.5546153846154,2.47431873282733,1.79259682145794
"Higgins, Peter & Steele, 2001","Australia","Kangaroo","Birds","Passeriformes","Malluridae","Malurus cyaneus","Malurus cyaneus cyanochilamys","Malurus cyaneus ashbi","","Male","Weight",9.9,10.9,0.63,0.76,214,8,9.9,NA,0.63,NA,214,NA,10.9,NA,0.76,NA,8,NA,137.207,-35.819,3.64394591274807,1.13036593726521,"No","Weight","Conspecific","No island rule","Yes",0.589648583984375,0.0198739791870117,15.294020652771,329.326232910156,641.150024414062,0.543502099609375,0.016977262878418,15.3680982589722,316.102264404297,616.402526855469,0.485036669921875,0.0192640289306641,15.7639455795288,325.165893554688,532.760314941406,0.543502099609375,-1.74527643091695,15.3680982589722,2.49982760692711,2.78986441037918,NA,9.9,10.9,0.63,0.76
"Higgins, Peter & Steele, 2001","Australia","Tasmania","Birds","Passeriformes","Malluridae","Malurus cyaneus","Malurus cyaneus cyanochilamys","Malurus cyaneus cyaneus","","Both","Weight",9.58984198645598,10.9727272727273,0.711382550633812,1.08668337665549,443,44,9.9,9.3,0.63,0.66,214,229,11.3,10.7,0.93,1.15,20,24,146.5,-42.1,4.80317698254222,2.38021305126818,"No","Weight","Conspecific","No island rule","Yes",0.655225146484375,0.00678854064941406,7.75988245010376,351.682373046875,1121.66003417969,0.6280126953125,0.0134871017456055,8.81951236724854,360.283264160156,882.468811035156,0.698959326171875,0.0104175621032715,8.77623271942139,327.989532470703,1452.6142578125,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,NA,9.58984198645598,10.9727272727273,0.711382550633812,1.08668337665549
"Higgins, Peter & Steele, 2001","Australia","Flinders","Birds","Passeriformes","Malluridae","Malurus cyaneus","Malurus cyaneus cyanochilamys","Malurus cyaneus elisabethae","","Both","Weight",9.58984198645598,11.2,0.711382550633812,0.594453530563996,443,13,9.9,9.3,0.63,0.66,214,229,11.2,11.2,0.7,0.51,7,6,148,-40,3.13576851456782,2.1461311377706,"No","Weight","Conspecific","No island rule","Yes",0.6757490234375,0.0191560363769531,13.4292593002319,306.267486572266,773.619995117188,0.57913037109375,0.0200890350341797,13.6551065444946,298.64208984375,735.73046875,0.57999892578125,0.0207438629150391,13.565863609314,302.380432128906,737.582275390625,0.57913037109375,-1.67594329171232,13.6551065444946,2.47515101604373,2.8667187418193,NA,9.58984198645598,11.2,0.711382550633812,0.594453530563996
"Higgins, Peter & Steele, 2001","Australia","King Island","Birds","Passeriformes","Malluridae","Malurus cyaneus","Malurus cyaneus cyanochilamys","Malurus cyaneus samueli","","Both","Weight",9.58984198645598,11.6333333333333,0.711382550633812,1.10075731506389,443,24,9.9,9.3,0.63,0.66,214,229,11.7,11.5,0.85,1.55,16,8,143.983,-39.8666,3.04060234011407,1.93752290693622,"No","Weight","Conspecific","No island rule","Yes",0.72888662109375,0.0209152404785156,13.4728784561157,254.901550292969,1007.42999267578,0.607816455078125,0.0203521942138672,13.5845718383789,251.405975341797,978.731262207031,0.607816455078125,0.0203521942138672,13.5845718383789,251.405975341797,978.731262207031,0.607816455078125,-1.67055748897574,13.5845718383789,2.40037559565356,2.9906634605853,NA,9.58984198645598,11.6333333333333,0.711382550633812,1.10075731506389
"Higgins, Peter & Steele, 2001","Australia","Barrow","Birds","Passeriformes","Malluridae","Malurus leucopterus","Malurus leucopterus leuconotus","Malurus leucopterus edouardi","","Both","Weight",7.6,7.52222222222222,0.405174859371441,0.470363508432954,13,18,7.6,7.6,0.37,0.54,9,4,7.5,7.6,0.5,0.4,14,4,115.5,-21,2.30535136944662,1.95424733490676,"No","Weight","Conspecific","No island rule","Yes",NA,NA,NA,NA,NA,0.205610327148438,0.0137467224121094,26.2551574707031,427.5595703125,307.960540771484,0.218369848632813,0.0126728759765625,26.2926158905029,456.504211425781,317.966339111328,0.218369848632813,-1.86414012556522,26.2926158905029,2.65944478842134,2.50238114667635,NA,7.6,7.52222222222222,0.405174859371441,0.470363508432954
"Pigot et al. 2020","Australia","New Guinea","Birds","Passeriformes","Maluridae","Malurus melanocephalus","Malurus melanocephalus","Malurus alboscapulatus","Invertebrate","Both","Tarsus Length",19.699999998,21.45,1.12472218713406,1.83575597524342,5,4,20.13333333,19.05,1.350308607,0.070710678,3,2,22.6,20.3,2.121320344,0.565685425,2,2,141.814,-5.752,5.89528604782638,2.18469426933435,"No","log10(mass,g) = -1.77769 + 2.48163*log10(tarsus, mm), R2 = 0.69","Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","Yes",0.7913337890625,0.0374270416259766,26.4234008789062,72.2477188110352,4836.5,0.779418603515625,0.0392946105957031,25.7510147094727,69.9688415527344,4882.904296875,0.770036767578125,0.0354534576416016,22.6774826049805,57.5012283325195,5058.26708984375,0.770036767578125,-1.43826127218963,22.6774826049805,1.75967712212158,3.70400175750796,NA,19.699999998,21.45,1.12472218713406,1.83575597524342
"Pigot et al. 2020","Australia","New Guinea","Birds","Passeriformes","Maluridae","Malurus melanocephalus","Malurus melanocephalus","Malurus alboscapulatus","Invertebrate","Both","Wing Length",43.400000002,49,2.70185121840881,0.816496580820023,5,4,44.66666667,41.5,2.886751346,0.707106781,3,2,49.5,48.5,0.707106781,0.707106781,2,2,141.814,-5.752,5.89528604782638,2.18469426933435,"No","log10(mass,g) = -3.399 + 2.508*log10(wing, mm), R2=0.89","Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","Yes",0.7913337890625,0.0374270416259766,26.4234008789062,72.2477188110352,4836.5,0.779418603515625,0.0392946105957031,25.7510147094727,69.9688415527344,4882.904296875,0.770036767578125,0.0354534576416016,22.6774826049805,57.5012283325195,5058.26708984375,0.770036767578125,-1.43826127218963,22.6774826049805,1.75967712212158,3.70400175750796,NA,43.400000002,49,2.70185121840881,0.816496580820023
"Pigot et al. 2020","Guyana","Trinidad","Birds","Passeriformes","Pipridae","Manacus manacus","Manacus manacus","Manacus manacus","FruiNect","Male","Tarsus Length",20.308,21,0.815,0.562,4,4,20.3075,NA,0.815286248,NA,4,NA,21,NA,0.562435181,NA,4,NA,-61.246,10.431,3.68376726142531,1.17612021105609,"No","log10(mass,g) = -1.77769 + 2.48163*log10(tarsus, mm), R2 = 0.69","Conspecific","No island rule","Yes",0.8334029296875,0.00881965255737305,26.0802631378174,59.2613754272461,2137.75,0.7579107421875,0.0148907470703125,26.3593311309814,57.3934478759766,1933.50439453125,0.7051646484375,0.0156590423583984,26.2314491271973,58.661205291748,1832.16650390625,0.7579107421875,-1.79885568486389,26.3593311309814,1.75886231550375,3.28634516348873,NA,20.308,21,0.815,0.562
