"Reference","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","Diet","Sex","Measure","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","Mean_m_male","Mean_m_female","sd_m_male","sd_m_female","N_m_male","N_m_female","Mean_i_male","Mean_i_female","sd_i_male","sd_i_female","N_i_male","N_i_female","Long_i","Lat_i","Island_km2","Dist_near_mainland","Archipielago","Allometry","Phylogeny","Data_source_type","Paired","NDVI_0.1","SDNDVI_0.1","tmean_0.1","tseas_0.1","prec_0.1","NDVI_0.5","SDNDVI_0.5","tmean_0.5","tseas_0.5","prec_0.5","NDVI_1","SDNDVI_1","tmean_1","tseas_1","prec_1","NDVI","SDNDVI","tmean","tseas","prec","pseas","Mean_m_pooled","Mean_i_pooled","sd_m_combined","sd_i_combined"
"Pigot et al. 2020","Morocco","Tenerife","Birds","Passeriformes","Emberizidae","Emberiza calandra","Emberiza calandra","Emberiza calandra",NA,"Male","Tarsus Length",23.937,24.635,0.653,1.215,3,4,23.93666667,NA,0.652559065,NA,3,NA,24.635,NA,1.215030864,NA,4,NA,-16.629,28.304,3.30835094858673,2.49831193250005,"No","log10(mass,g) = -1.77769 + 2.48163*log10(tarsus, mm), R2 = 0.69","Conspecific","No island rule","Yes",0.536215625,0.0111912315368652,14.2515602111816,337.838958740234,389.399993896484,0.359321215820313,0.00996968460083008,17.1494407653809,295.692169189453,322.905914306641,0.34341982421875,0.0119617897033691,17.5257110595703,288.473876953125,321.848571777344,0.359321215820313,-1.95980585903315,17.1494407653809,2.47083982326524,2.50907599957652,NA,23.937,24.635,0.653,1.215
"Pigot et al. 2020","Morocco","Tenerife","Birds","Passeriformes","Emberizidae","Emberiza calandra","Emberiza calandra","Emberiza calandra",NA,"Male","Wing Length",100.333,94.5,2.309,1.915,3,4,100.3333333,NA,2.309401077,NA,3,NA,94.5,NA,1.914854216,NA,4,NA,-16.629,28.304,3.30835094858673,2.49831193250005,"No","log10(mass,g) = -3.399 + 2.508*log10(wing, mm), R2=0.89","Conspecific","No island rule","Yes",0.536215625,0.0111912315368652,14.2515602111816,337.838958740234,389.399993896484,0.359321215820313,0.00996968460083008,17.1494407653809,295.692169189453,322.905914306641,0.34341982421875,0.0119617897033691,17.5257110595703,288.473876953125,321.848571777344,0.359321215820313,-1.95980585903315,17.1494407653809,2.47083982326524,2.50907599957652,NA,100.333,94.5,2.309,1.915
"Pigot et al. 2020","China","Tsushima","Birds","Passeriformes","Emberizidae","Emberiza cioides","Emberiza cioides","Emberiza cioides","PlantSeed","Male","Tarsus Length",18.633,19.037,0.699,0.427,4,3,18.6325,NA,0.69935089,NA,4,NA,19.03666667,NA,0.426653646,NA,3,NA,129.3333,34.4167,2.84385542262316,1.6989786901388,"No","log10(mass,g) = -1.77769 + 2.48163*log10(tarsus, mm), R2 = 0.69","Conspecific","No island rule","Yes",0.78173955078125,0.00822273483276367,14.7707538604736,751.682189941406,1863.22998046875,0.738350830078125,0.0164809371948242,14.930272102356,737.011962890625,1964.47790527344,0.716091064453125,0.021809846496582,14.7548713684082,752.102661132812,1886.47680664062,0.78173955078125,-2.03514027778996,14.7707538604736,2.87603426036742,3.27026646363707,NA,18.633,19.037,0.699,0.427
"Pigot et al. 2020","China","Tsushima","Birds","Passeriformes","Emberizidae","Emberiza cioides","Emberiza cioides","Emberiza cioides","PlantSeed","Male","Wing Length",77.25,75,1.708,1,4,3,77.25,NA,1.707825128,NA,4,NA,75,NA,1,NA,3,NA,129.3333,34.4167,2.84385542262316,1.6989786901388,"No","log10(mass,g) = -3.399 + 2.508*log10(wing, mm), R2=0.89","Conspecific","No island rule","Yes",0.78173955078125,0.00822273483276367,14.7707538604736,751.682189941406,1863.22998046875,0.738350830078125,0.0164809371948242,14.930272102356,737.011962890625,1964.47790527344,0.716091064453125,0.021809846496582,14.7548713684082,752.102661132812,1886.47680664062,0.78173955078125,-2.03514027778996,14.7707538604736,2.87603426036742,3.27026646363707,NA,77.25,75,1.708,1
"Pigot et al. 2020","France","Great Britain","Birds","Passeriformes","Emberizidae","Emberiza cirlus","Emberiza cirlus","Emberiza cirlus","PlantSeed","Male","Tarsus Length",18.27,18.498,0.416,1.585,4,4,18.27,NA,0.415611999,NA,4,NA,18.4975,NA,1.585147207,NA,4,NA,-1.6,53.186,5.32083354792103,1.51189672368043,"No","log10(mass,g) = -1.77769 + 2.48163*log10(tarsus, mm), R2 = 0.69","Conspecific","No island rule","Yes",0.70851728515625,0.0100590873718262,8.6027193069458,458.609802246094,924.989990234375,0.698322265625,0.0152482360839844,8.20084476470947,450.851409912109,1063.94519042969,0.63427998046875,0.0128780807495117,8.82350254058838,455.934753417969,854.721130371094,0.63427998046875,-1.85767058989911,8.82350254058838,2.65890269736187,2.93182444069733,NA,18.27,18.498,0.416,1.585
"Pigot et al. 2020","France","Great Britain","Birds","Passeriformes","Emberizidae","Emberiza cirlus","Emberiza cirlus","Emberiza cirlus","PlantSeed","Male","Wing Length",77.75,76.5,5.439,3.109,4,4,77.75,NA,5.439056291,NA,4,NA,76.5,NA,3.109126351,NA,4,NA,-1.6,53.186,5.32083354792103,1.51189672368043,"No","log10(mass,g) = -3.399 + 2.508*log10(wing, mm), R2=0.89","Conspecific","No island rule","Yes",0.70851728515625,0.0100590873718262,8.6027193069458,458.609802246094,924.989990234375,0.698322265625,0.0152482360839844,8.20084476470947,450.851409912109,1063.94519042969,0.63427998046875,0.0128780807495117,8.82350254058838,455.934753417969,854.721130371094,0.63427998046875,-1.85767058989911,8.82350254058838,2.65890269736187,2.93182444069733,NA,77.75,76.5,5.439,3.109
"Pigot et al. 2020","France","Great Britain","Birds","Passeriformes","Emberizidae","Emberiza citrinella","Emberiza citrinella","Emberiza citrinella","PlantSeed","Male","Tarsus Length",19.688,19.005,0.159,1.237,4,4,19.6875,NA,0.159452187,NA,4,NA,19.005,NA,1.237376256,NA,4,NA,-1.6,53.186,5.32083354792103,1.51189672368043,"No","log10(mass,g) = -1.77769 + 2.48163*log10(tarsus, mm), R2 = 0.69","Conspecific","No island rule","Yes",0.70851728515625,0.0100590873718262,8.6027193069458,458.609802246094,924.989990234375,0.698322265625,0.0152482360839844,8.20084476470947,450.851409912109,1063.94519042969,0.63427998046875,0.0128780807495117,8.82350254058838,455.934753417969,854.721130371094,0.63427998046875,-1.85767058989911,8.82350254058838,2.65890269736187,2.93182444069733,NA,19.688,19.005,0.159,1.237
"Pigot et al. 2020","France","Great Britain","Birds","Passeriformes","Emberizidae","Emberiza citrinella","Emberiza citrinella","Emberiza citrinella","PlantSeed","Male","Wing Length",90.5,86.625,1.291,2.136,4,4,90.5,NA,1.290994449,NA,4,NA,86.625,NA,2.136000936,NA,4,NA,-1.6,53.186,5.32083354792103,1.51189672368043,"No","log10(mass,g) = -3.399 + 2.508*log10(wing, mm), R2=0.89","Conspecific","No island rule","Yes",0.70851728515625,0.0100590873718262,8.6027193069458,458.609802246094,924.989990234375,0.698322265625,0.0152482360839844,8.20084476470947,450.851409912109,1063.94519042969,0.63427998046875,0.0128780807495117,8.82350254058838,455.934753417969,854.721130371094,0.63427998046875,-1.85767058989911,8.82350254058838,2.65890269736187,2.93182444069733,NA,90.5,86.625,1.291,2.136
"Pigot et al. 2020","France","Great Britain","Birds","Passeriformes","Emberizidae","Emberiza schoeniclus","Emberiza schoeniclus","Emberiza schoeniclus","PlantSeed","Male","Tarsus Length",19.728,19.805,1.176,0.68,4,4,19.7275,NA,1.175623948,NA,4,NA,19.805,NA,0.679681298,NA,4,NA,-1.6,53.186,5.32083354792103,1.51189672368043,"No","log10(mass,g) = -1.77769 + 2.48163*log10(tarsus, mm), R2 = 0.69","Conspecific","No island rule","Yes",0.70851728515625,0.0100590873718262,8.6027193069458,458.609802246094,924.989990234375,0.698322265625,0.0152482360839844,8.20084476470947,450.851409912109,1063.94519042969,0.63427998046875,0.0128780807495117,8.82350254058838,455.934753417969,854.721130371094,0.63427998046875,-1.85767058989911,8.82350254058838,2.65890269736187,2.93182444069733,NA,19.728,19.805,1.176,0.68
"Pigot et al. 2020","France","Great Britain","Birds","Passeriformes","Emberizidae","Emberiza schoeniclus","Emberiza schoeniclus","Emberiza schoeniclus","PlantSeed","Male","Wing Length",78.5,78.5,1.915,0.577,4,4,78.5,NA,1.914854216,NA,4,NA,78.5,NA,0.577350269,NA,4,NA,-1.6,53.186,5.32083354792103,1.51189672368043,"No","log10(mass,g) = -3.399 + 2.508*log10(wing, mm), R2=0.89","Conspecific","No island rule","Yes",0.70851728515625,0.0100590873718262,8.6027193069458,458.609802246094,924.989990234375,0.698322265625,0.0152482360839844,8.20084476470947,450.851409912109,1063.94519042969,0.63427998046875,0.0128780807495117,8.82350254058838,455.934753417969,854.721130371094,0.63427998046875,-1.85767058989911,8.82350254058838,2.65890269736187,2.93182444069733,NA,78.5,78.5,1.915,0.577
"Major et al. 2012","East Coast Australia","King Island","Birds","Passeriformes","Ephthianuridae","Epthianura albifrons","Epthianura albifrons","Epthianura albifrons","","Both","Wing Length",69.36,70.06,1.394,1.072,60,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.983,-39.8666,3.04060234011407,1.93752290693622,"No","log10(mass,g) = -3.399 + 2.508*log10(wing, mm), R2=0.89","Conspecific","Island rule","Yes",0.72888662109375,0.0209152404785156,13.4728784561157,254.901550292969,1007.42999267578,0.607816455078125,0.0203521942138672,13.5845718383789,251.405975341797,978.731262207031,0.607816455078125,0.0203521942138672,13.5845718383789,251.405975341797,978.731262207031,0.607816455078125,-1.67055748897574,13.5845718383789,2.40037559565356,2.9906634605853,NA,69.36,70.06,1.394,1.072
"Major et al. 2012","Tasmania Island","King Island","Birds","Passeriformes","Ephthianuridae","Epthianura albifrons","Epthianura albifrons","Epthianura albifrons","","Both","Wing Length",70.73,70.06,0.931,1.072,30,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.983,-39.8666,3.04060234011407,1.91381914862559,"No","log10(mass,g) = -3.399 + 2.508*log10(wing, mm), R2=0.89","Conspecific","Island rule","Yes",0.72888662109375,0.0209152404785156,13.4728784561157,254.901550292969,1007.42999267578,0.607816455078125,0.0203521942138672,13.5845718383789,251.405975341797,978.731262207031,0.607816455078125,0.0203521942138672,13.5845718383789,251.405975341797,978.731262207031,0.607816455078125,-1.67055748897574,13.5845718383789,2.40037559565356,2.9906634605853,NA,70.73,70.06,0.931,1.072
"Major et al. 2012","West Coast Australia","Rottnest","Birds","Passeriformes","Ephthianuridae","Epthianura albifrons","Epthianura albifrons","Epthianura albifrons","","Both","Wing Length",70.3,69.29,1.36,1.535,16,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.5,-32,1.29111788185472,1.26009524966371,"No","log10(mass,g) = -3.399 + 2.508*log10(wing, mm), R2=0.89","Conspecific","Island rule","Yes",0.456537841796875,0.0138988906860352,18.7090225219727,331.387817382812,629.799987792969,0.44008369140625,0.0107339752197266,18.3847389221191,390.091094970703,808.064086914062,0.4793423828125,0.0108289794921875,18.1516094207764,390.691223144531,861.159973144531,0.456537841796875,-1.82684606627689,18.7090225219727,2.52033653866186,2.79920264788286,NA,70.3,69.29,1.36,1.535
"Major et al. 2012","East Coast Australia","Tasmania","Birds","Passeriformes","Ephthianuridae","Epthianura albifrons","Epthianura albifrons","Epthianura albifrons","","Both","Wing Length",69.36,70.73,1.394,0.931,60,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.5,-42.1,4.80317698254222,2.38021305126818,"No","log10(mass,g) = -3.399 + 2.508*log10(wing, mm), R2=0.89","Conspecific","Island rule","Yes",0.655225146484375,0.00678854064941406,7.75988245010376,351.682373046875,1121.66003417969,0.6280126953125,0.0134871017456055,8.81951236724854,360.283264160156,882.468811035156,0.698959326171875,0.0104175621032715,8.77623271942139,327.989532470703,1452.6142578125,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,NA,69.36,70.73,1.394,0.931
"Pigot et al. 2020","Somalia","Socotra","Birds","Passeriformes","Alaudidae","Eremopterix nigriceps","Eremopterix nigriceps","Eremopterix nigriceps","PlantSeed","Male","Tarsus Length",15.825,16.958,1.549,0.548,4,4,15.825,NA,1.549483785,NA,4,NA,16.9575,NA,0.547623654,NA,4,NA,53.595,12.495,3.55711001984456,2.36530262140015,"No","log10(mass,g) = -1.77769 + 2.48163*log10(tarsus, mm), R2 = 0.69","Conspecific","No island rule","Yes",0.173074157714844,0.00703007659912109,24.6090717315674,142.774353027344,103.319999694824,0.202597534179688,0.0100338264465332,24.9122791290283,137.210708618164,111.591537475586,0.169950134277344,0.0117343643188477,24.7923889160156,144.386505126953,100.224868774414,0.202597534179688,-1.95727385143734,24.9122791290283,2.13738800723291,2.04763126120543,NA,15.825,16.958,1.549,0.548
"Pigot et al. 2020","Somalia","Socotra","Birds","Passeriformes","Alaudidae","Eremopterix nigriceps","Eremopterix nigriceps","Eremopterix nigriceps","PlantSeed","Male","Wing Length",77,76.5,0.816,1.732,4,4,77,NA,0.816496581,NA,4,NA,76.5,NA,1.732050808,NA,4,NA,53.595,12.495,3.55711001984456,2.36530262140015,"No","log10(mass,g) = -3.399 + 2.508*log10(wing, mm), R2=0.89","Conspecific","No island rule","Yes",0.173074157714844,0.00703007659912109,24.6090717315674,142.774353027344,103.319999694824,0.202597534179688,0.0100338264465332,24.9122791290283,137.210708618164,111.591537475586,0.169950134277344,0.0117343643188477,24.7923889160156,144.386505126953,100.224868774414,0.202597534179688,-1.95727385143734,24.9122791290283,2.13738800723291,2.04763126120543,NA,77,76.5,0.816,1.732
"Pigot et al. 2020","Australia","New Guinea","Birds","Accipitriformes","Accipitridae","Erythrotriorchis radiatus","Erythrotriorchis radiatus","Erythrotriorchis buergersi","VertFishScav","Male","Tarsus Length",75.1,74.5,0.424,4.321,2,3,75.1,NA,0.424264069,NA,2,NA,74.5,NA,4.32087954,NA,3,NA,141.814,-5.752,5.89528604782638,2.18469426933435,"No","log10(mass,g) = -1.77769 + 2.48163*log10(tarsus, mm), R2 = 0.69","Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","Yes",0.7913337890625,0.0374270416259766,26.4234008789062,72.2477188110352,4836.5,0.779418603515625,0.0392946105957031,25.7510147094727,69.9688415527344,4882.904296875,0.770036767578125,0.0354534576416016,22.6774826049805,57.5012283325195,5058.26708984375,0.770036767578125,-1.43826127218963,22.6774826049805,1.75967712212158,3.70400175750796,NA,75.1,74.5,0.424,4.321
"Pigot et al. 2020","Australia","New Guinea","Birds","Accipitriformes","Accipitridae","Erythrotriorchis radiatus","Erythrotriorchis radiatus","Erythrotriorchis buergersi","VertFishScav","Male","Wing Length",362,300.667,2.828,17.673,2,3,362,NA,2.828427125,NA,2,NA,300.6666667,NA,17.67295486,NA,3,NA,141.814,-5.752,5.89528604782638,2.18469426933435,"No","log10(mass,g) = -3.399 + 2.508*log10(wing, mm), R2=0.89","Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","Yes",0.7913337890625,0.0374270416259766,26.4234008789062,72.2477188110352,4836.5,0.779418603515625,0.0392946105957031,25.7510147094727,69.9688415527344,4882.904296875,0.770036767578125,0.0354534576416016,22.6774826049805,57.5012283325195,5058.26708984375,0.770036767578125,-1.43826127218963,22.6774826049805,1.75967712212158,3.70400175750796,NA,362,300.667,2.828,17.673
"Pigot et al. 2020","Australia","Aru","Birds","Gruiformes","Rallidae","Eulabeornis castaneoventris","Eulabeornis castaneoventris","Eulabeornis castaneoventris","Invertebrate","Male","Tarsus Length",63.2,73.75,0,2.546,2,2,63.2,NA,0,NA,2,NA,73.75,NA,2.545584412,NA,2,NA,134.52,-6.164,3.32559775286002,2.25527491784373,"No","log10(mass,g) = -1.77769 + 2.48163*log10(tarsus, mm), R2 = 0.69","Conspecific","No island rule","Yes",0.8161181640625,0.0251459213256836,26.8646259307861,77.241569519043,2534.21997070312,0.64876396484375,0.0236465942382813,27.0203990936279,75.6822204589844,2493.57666015625,0.686175390625,0.0243447952270508,27.1090984344482,74.6138153076172,2408.21069335938,0.64876396484375,-1.60824308473201,27.0203990936279,1.87899386545158,3.39682272429734,NA,63.2,73.75,0,2.546
"Pigot et al. 2020","Australia","Aru","Birds","Gruiformes","Rallidae","Eulabeornis castaneoventris","Eulabeornis castaneoventris","Eulabeornis castaneoventris","Invertebrate","Male","Wing Length",215,223,2.828,5.657,2,2,215,NA,2.828427125,NA,2,NA,223,NA,5.656854249,NA,2,NA,134.52,-6.164,3.32559775286002,2.25527491784373,"No","log10(mass,g) = -3.399 + 2.508*log10(wing, mm), R2=0.89","Conspecific","No island rule","Yes",0.8161181640625,0.0251459213256836,26.8646259307861,77.241569519043,2534.21997070312,0.64876396484375,0.0236465942382813,27.0203990936279,75.6822204589844,2493.57666015625,0.686175390625,0.0243447952270508,27.1090984344482,74.6138153076172,2408.21069335938,0.64876396484375,-1.60824308473201,27.0203990936279,1.87899386545158,3.39682272429734,NA,215,223,2.828,5.657
"Pigot et al. 2020","India","Sri Lanka","Birds","Passeriformes","Muscicapidae","Eumyias albicaudatus","Eumyias albicaudatus","Eumyias sordidus","Invertebrate","Both","Tarsus Length",18.1,16.975,0.483045891457685,2.04511613367807,4,4,17.85,18.35,0.212132034,0.636396103,2,2,18.3,15.65,0.848528137,2.192031022,2,2,80.714,7.74,4.8169700377573,1.95424733490676,"No","log10(mass,g) = -1.77769 + 2.48163*log10(tarsus, mm), R2 = 0.69","Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","Yes",0.75954453125,0.0147126647949219,26.4967594146729,146.125701904297,1768.75,0.732277978515625,0.0137956802368164,26.5609512329102,136.111114501953,1772.21203613281,0.73955419921875,0.0143727523803711,25.914306640625,103.359786987305,2077.4638671875,0.73955419921875,-1.81324836824573,25.914306640625,2.01435160562069,3.3175334789459,NA,18.1,16.975,0.483045891457685,2.04511613367807
"Pigot et al. 2020","India","Sri Lanka","Birds","Passeriformes","Muscicapidae","Eumyias albicaudatus","Eumyias albicaudatus","Eumyias sordidus","Invertebrate","Both","Wing Length",73.75,74.875,3.42782730027853,1.93110503771146,4,4,76.5,71,0.707106781,2.121320344,2,2,76.5,73.25,0.707106781,0.353553391,2,2,80.714,7.74,4.8169700377573,1.95424733490676,"No","log10(mass,g) = -3.399 + 2.508*log10(wing, mm), R2=0.89","Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","Yes",0.75954453125,0.0147126647949219,26.4967594146729,146.125701904297,1768.75,0.732277978515625,0.0137956802368164,26.5609512329102,136.111114501953,1772.21203613281,0.73955419921875,0.0143727523803711,25.914306640625,103.359786987305,2077.4638671875,0.73955419921875,-1.81324836824573,25.914306640625,2.01435160562069,3.3175334789459,NA,73.75,74.875,3.42782730027853,1.93110503771146
"Pigot et al. 2020","Borneo","Negros ","Birds","Passeriformes","Muscicapidae","Eumyias thalassinus","Eumyias thalassinus","Eumyias panayensis","Invertebrate","Both","Tarsus Length",13.975,16.775,0.330403793369626,0.368555739800237,4,4,13.8,14.15,0.282842712,0.353553391,2,2,16.55,17,0.353553391,0.282842712,2,2,123.011,9.947,4.13576851456782,1.64346254670316,"No","log10(mass,g) = -1.77769 + 2.48163*log10(tarsus, mm), R2 = 0.69","Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","Yes",0.70420908203125,0.0236509063720703,25.1447792053223,90.0740280151367,2437.93994140625,0.668865185546875,0.0242657104492188,26.417652130127,82.6361999511719,1986.36083984375,0.6656943359375,0.0265626617431641,26.835277557373,78.4143753051758,1726.392578125,0.6656943359375,-1.55967884465448,26.835277557373,1.89439568696275,3.23713956028237,NA,13.975,16.775,0.330403793369626,0.368555739800237
"Pigot et al. 2020","Borneo","Negros ","Birds","Passeriformes","Muscicapidae","Eumyias thalassinus","Eumyias thalassinus","Eumyias panayensis","Invertebrate","Both","Wing Length",74.25,75.625,2.98607881116247,3.19830684381528,4,4,76,72.5,1.414213562,3.535533906,2,2,77,74.25,1.414213562,4.596194078,2,2,123.011,9.947,4.13576851456782,1.64346254670316,"No","log10(mass,g) = -3.399 + 2.508*log10(wing, mm), R2=0.89","Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","Yes",0.70420908203125,0.0236509063720703,25.1447792053223,90.0740280151367,2437.93994140625,0.668865185546875,0.0242657104492188,26.417652130127,82.6361999511719,1986.36083984375,0.6656943359375,0.0265626617431641,26.835277557373,78.4143753051758,1726.392578125,0.6656943359375,-1.55967884465448,26.835277557373,1.89439568696275,3.23713956028237,NA,74.25,75.625,2.98607881116247,3.19830684381528
"Pigot et al. 2020","Mexico","Hispaniola","Birds","Passeriformes","Fringillidae","Euphonia elegantissima","Euphonia elegantissima","Euphonia musica","FruiNect","Both","Tarsus Length",14,14.5475,0.18257418552869,0.514611504169504,4,4,14,14,0.282842712,0.141421356,2,2,14.655,14.44,0.6151829,0.608111832,2,2,-71.514,18.942,4.86881483175657,2.79239238997266,"No","log10(mass,g) = -1.77769 + 2.48163*log10(tarsus, mm), R2 = 0.69","Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","Yes",0.5858806640625,0.0158780364990234,24.7817306518555,117.989288330078,1297.06994628906,0.5988349609375,0.0147723205566406,23.2856273651123,117.682167053223,1385.51525878906,0.61261640625,0.0168235610961914,23.2234516143799,120.403549194336,1105.18823242188,0.61261640625,-1.7490055208426,23.2234516143799,2.08063928902145,3.04343625208464,NA,14,14.5475,0.18257418552869,0.514611504169504
"Pigot et al. 2020","Mexico","Hispaniola","Birds","Passeriformes","Fringillidae","Euphonia elegantissima","Euphonia elegantissima","Euphonia musica","FruiNect","Both","Wing Length",66.125,64.25,1.43614066156625,2.9860788112402,4,4,67,65.25,1.414213562,1.060660172,2,2,66.5,62,2.121320344,1.414213562,2,2,-71.514,18.942,4.86881483175657,2.79239238997266,"No","log10(mass,g) = -3.399 + 2.508*log10(wing, mm), R2=0.89","Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","Yes",0.5858806640625,0.0158780364990234,24.7817306518555,117.989288330078,1297.06994628906,0.5988349609375,0.0147723205566406,23.2856273651123,117.682167053223,1385.51525878906,0.61261640625,0.0168235610961914,23.2234516143799,120.403549194336,1105.18823242188,0.61261640625,-1.7490055208426,23.2234516143799,2.08063928902145,3.04343625208464,NA,66.125,64.25,1.43614066156625,2.9860788112402
"Pigot et al. 2020","Colombia","Trinidad","Birds","Passeriformes","Fringillidae","Euphonia trinitatis","Euphonia trinitatis","Euphonia trinitatis","Omnivore","Female","Tarsus Length",13.9,13.955,0.584,0.359,3,4,NA,13.9,NA,0.583866423,NA,3,NA,13.955,NA,0.359304884,NA,4,-61.246,10.431,3.68376726142531,1.17612021105609,"No","log10(mass,g) = -1.77769 + 2.48163*log10(tarsus, mm), R2 = 0.69","Conspecific","No island rule","Yes",0.8334029296875,0.00881965255737305,26.0802631378174,59.2613754272461,2137.75,0.7579107421875,0.0148907470703125,26.3593311309814,57.3934478759766,1933.50439453125,0.7051646484375,0.0156590423583984,26.2314491271973,58.661205291748,1832.16650390625,0.7579107421875,-1.79885568486389,26.3593311309814,1.75886231550375,3.28634516348873,NA,13.9,13.955,0.584,0.359
"Pigot et al. 2020","Colombia","Trinidad","Birds","Passeriformes","Fringillidae","Euphonia trinitatis","Euphonia trinitatis","Euphonia trinitatis","Omnivore","Female","Wing Length",55.667,53.25,2.082,0.957,3,4,NA,55.66666667,NA,2.081665999,NA,3,NA,53.25,NA,0.957427108,NA,4,-61.246,10.431,3.68376726142531,1.17612021105609,"No","log10(mass,g) = -3.399 + 2.508*log10(wing, mm), R2=0.89","Conspecific","No island rule","Yes",0.8334029296875,0.00881965255737305,26.0802631378174,59.2613754272461,2137.75,0.7579107421875,0.0148907470703125,26.3593311309814,57.3934478759766,1933.50439453125,0.7051646484375,0.0156590423583984,26.2314491271973,58.661205291748,1832.16650390625,0.7579107421875,-1.79885568486389,26.3593311309814,1.75886231550375,3.28634516348873,NA,55.667,53.25,2.082,0.957
"Pigot et al. 2020","Cameroon","Sao Tome","Birds","Passeriformes","Ploceidae","Euplectes hordeaceus","Euplectes hordeaceus","Euplectes hordeaceus","PlantSeed","Male","Tarsus Length",21.503,22.073,0.469,0.289,4,4,21.5025,NA,0.469494409,NA,4,NA,22.0725,NA,0.288833862,NA,4,NA,6.616,0.234,2.931457870689,2.37657878181941,"No","log10(mass,g) = -1.77769 + 2.48163*log10(tarsus, mm), R2 = 0.69","Conspecific","No island rule","Yes",0.69247353515625,0.0382598754882813,22.1624374389648,84.6667175292969,2569.75,0.57841728515625,0.0311447937011719,23.3154754638672,83.818359375,2291.21850585938,0.569466943359375,0.0320389739990234,23.3106327056885,84.8928451538086,2333.31201171875,0.69247353515625,-1.40605108208798,22.1624374389648,1.92771272279815,3.40989087473144,NA,21.503,22.073,0.469,0.289
"Pigot et al. 2020","Cameroon","Sao Tome","Birds","Passeriformes","Ploceidae","Euplectes hordeaceus","Euplectes hordeaceus","Euplectes hordeaceus","PlantSeed","Male","Wing Length",73.25,76.5,2.5,1.732,4,4,73.25,NA,2.5,NA,4,NA,76.5,NA,1.732050808,NA,4,NA,6.616,0.234,2.931457870689,2.37657878181941,"No","log10(mass,g) = -3.399 + 2.508*log10(wing, mm), R2=0.89","Conspecific","No island rule","Yes",0.69247353515625,0.0382598754882813,22.1624374389648,84.6667175292969,2569.75,0.57841728515625,0.0311447937011719,23.3154754638672,83.818359375,2291.21850585938,0.569466943359375,0.0320389739990234,23.3106327056885,84.8928451538086,2333.31201171875,0.69247353515625,-1.40605108208798,22.1624374389648,1.92771272279815,3.40989087473144,NA,73.25,76.5,2.5,1.732
"Pigot et al. 2020","Mexico and Panama","Jamaica","Birds","Psittaciformes","Psittacidae","Eupsittula astec","Eupsittula astec","Aratinga nana",NA,"Both","Tarsus Length",13.20833333,14.099999998,0.858601752923188,1.29228479787922,12,5,13.23333333,13.18333333,1.019149973,0.762670746,6,6,13.9,14.23333333,1.272792206,1.569500982,2,3,-77.285,18.1217,4.04107671971548,2.79934123880936,"No","log10(mass,g) = -1.77769 + 2.48163*log10(tarsus, mm), R2 = 0.69","Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","Yes",0.768446142578125,0.0122454879760742,22.9601039886475,102.181838989258,1701,0.750216015625,0.010437523651123,23.3133926391602,110.115753173828,1697.89038085938,0.738866845703125,0.0109486892700195,24.0266151428223,108.189514160156,1777.98828125,0.738866845703125,-1.92267973270903,24.0266151428223,2.03418517053893,3.24992889420156,NA,13.20833333,14.099999998,0.858601752923188,1.29228479787922
