"Reference","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","Diet","Sex","Measure","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","Mean_m_male","Mean_m_female","sd_m_male","sd_m_female","N_m_male","N_m_female","Mean_i_male","Mean_i_female","sd_i_male","sd_i_female","N_i_male","N_i_female","Long_i","Lat_i","Island_km2","Dist_near_mainland","Archipielago","Allometry","Phylogeny","Data_source_type","Paired","NDVI_0.1","SDNDVI_0.1","tmean_0.1","tseas_0.1","prec_0.1","NDVI_0.5","SDNDVI_0.5","tmean_0.5","tseas_0.5","prec_0.5","NDVI_1","SDNDVI_1","tmean_1","tseas_1","prec_1","NDVI","SDNDVI","tmean","tseas","prec","pseas","Mean_m_pooled","Mean_i_pooled","sd_m_combined","sd_i_combined"
"Adler 1996, Adler 1998","Panama","4","Mammals","Rodentia","Cricetidae","Proechimys semispinosus","Proechimys semispinosus","Proechimys semispinosus","","Male","Weight",436.66,365,104.326,79,42,10,436.66,365.474,104.326,86.202,23,19,365,NA,79,NA,10,NA,-79.8576,9.1718,-1.72124639904717,-1.50863830616573,"No","Weight","Conspecific","Island rule","No",0.67976611328125,0.012731453704834,26.4705142974854,65.1285629272461,2434.68994140625,0.71138994140625,0.0136712585449219,26.1534442901611,66.6907730102539,2516.96606445312,0.714885791015625,0.0180576110839844,26.0134716033936,68.1846542358398,2532.59155273438,0.67976611328125,-1.86228348296952,26.4705142974854,1.81377149549862,3.3864436615218,NA,436.66,365,104.326,79
"Adler 1996, Adler 1998","Panama","5","Mammals","Rodentia","Cricetidae","Proechimys semispinosus","Proechimys semispinosus","Proechimys semispinosus","","Male","Weight",436.66,361,104.326,121,42,21,436.66,365.474,104.326,86.202,23,19,361,NA,121,NA,21,NA,-79.8334,9.1816,-1.76955107862173,-1.20760831050175,"No","Weight","Conspecific","Island rule","No",0.67976611328125,0.012731453704834,26.4705142974854,65.1285629272461,2434.68994140625,0.71138994140625,0.0136712585449219,26.1534442901611,66.6907730102539,2516.96606445312,0.714885791015625,0.0180576110839844,26.0134716033936,68.1846542358398,2532.59155273438,0.67976611328125,-1.86228348296952,26.4705142974854,1.81377149549862,3.3864436615218,NA,436.66,361,104.326,121
"Adler 1996, Adler 1998","Panama","8","Mammals","Rodentia","Cricetidae","Proechimys semispinosus","Proechimys semispinosus","Proechimys semispinosus","","Male","Weight",436.66,297,104.326,101,42,57,436.66,365.474,104.326,86.202,23,19,297,NA,101,NA,57,NA,-79.8299,9.1846,-1.56863623584101,-1.50863830616573,"No","Weight","Conspecific","Island rule","No",0.67976611328125,0.012731453704834,26.4705142974854,65.1285629272461,2434.68994140625,0.71138994140625,0.0136712585449219,26.1534442901611,66.6907730102539,2516.96606445312,0.714885791015625,0.0180576110839844,26.0134716033936,68.1846542358398,2532.59155273438,0.67976611328125,-1.86228348296952,26.4705142974854,1.81377149549862,3.3864436615218,NA,436.66,297,104.326,101
"Adler 1996, Adler 1998","Panama","9","Mammals","Rodentia","Cricetidae","Proechimys semispinosus","Proechimys semispinosus","Proechimys semispinosus","","Male","Weight",436.66,321,104.326,80,42,24,436.66,365.474,104.326,86.202,23,19,321,NA,80,NA,24,NA,-79.842,9.1865,-1.67778070526608,-1.20760831050175,"No","Weight","Conspecific","Island rule","No",0.67976611328125,0.012731453704834,26.4705142974854,65.1285629272461,2434.68994140625,0.71138994140625,0.0136712585449219,26.1534442901611,66.6907730102539,2516.96606445312,0.714885791015625,0.0180576110839844,26.0134716033936,68.1846542358398,2532.59155273438,0.67976611328125,-1.86228348296952,26.4705142974854,1.81377149549862,3.3864436615218,NA,436.66,321,104.326,80
"Adler 1996, Adler 1998","Panama","12","Mammals","Rodentia","Cricetidae","Proechimys semispinosus","Proechimys semispinosus","Proechimys semispinosus","","Male","Weight",436.66,396,104.326,123,42,27,436.66,365.474,104.326,86.202,23,19,396,NA,123,NA,27,NA,-79.8626,9.1953,-1.74472749489669,-0.815308569182401,"No","Weight","Conspecific","Island rule","No",0.67976611328125,0.012731453704834,26.4705142974854,65.1285629272461,2434.68994140625,0.71138994140625,0.0136712585449219,26.1534442901611,66.6907730102539,2516.96606445312,0.714885791015625,0.0180576110839844,26.0134716033936,68.1846542358398,2532.59155273438,0.67976611328125,-1.86228348296952,26.4705142974854,1.81377149549862,3.3864436615218,NA,436.66,396,104.326,123
"Adler 1996, Adler 1998","Panama","14","Mammals","Rodentia","Cricetidae","Proechimys semispinosus","Proechimys semispinosus","Proechimys semispinosus","","Male","Weight",436.66,351,104.326,109,42,14,436.66,365.474,104.326,86.202,23,19,351,NA,109,NA,14,NA,-79.8506,9.2051,-1.61978875828839,-1.50863830616573,"No","Weight","Conspecific","Island rule","No",0.657084716796875,0.016727815246582,26.5273342132568,60.3550338745117,2487.10009765625,0.71138994140625,0.0136712585449219,26.1534442901611,66.6907730102539,2516.96606445312,0.714885791015625,0.0180576110839844,26.0134716033936,68.1846542358398,2532.59155273438,0.657084716796875,-1.75134478300131,26.5273342132568,1.78071349800838,3.3956932645562,NA,436.66,351,104.326,109
"Adler 1996, Adler 1998","Panama","51","Mammals","Rodentia","Cricetidae","Proechimys semispinosus","Proechimys semispinosus","Proechimys semispinosus","","Male","Weight",436.66,343,104.326,110,42,53,436.66,365.474,104.326,86.202,23,19,343,NA,110,NA,53,NA,-79.8416,9.1282,-1.45593195564972,-1.50863830616573,"No","Weight","Conspecific","Island rule","No",0.67976611328125,0.012731453704834,26.4705142974854,65.1285629272461,2434.68994140625,0.71138994140625,0.0136712585449219,26.1534442901611,66.6907730102539,2516.96606445312,0.714885791015625,0.0180576110839844,26.0134716033936,68.1846542358398,2532.59155273438,0.67976611328125,-1.86228348296952,26.4705142974854,1.81377149549862,3.3864436615218,NA,436.66,343,104.326,110
"Adler 1996, Adler 1998","Panama","52","Mammals","Rodentia","Cricetidae","Proechimys semispinosus","Proechimys semispinosus","Proechimys semispinosus","","Male","Weight",436.66,378,104.326,116,42,28,436.66,365.474,104.326,86.202,23,19,378,NA,116,NA,28,NA,-79.8341,9.1242,-1.60205999132796,-1.50863830616573,"No","Weight","Conspecific","Island rule","No",0.67976611328125,0.012731453704834,26.4705142974854,65.1285629272461,2434.68994140625,0.71138994140625,0.0136712585449219,26.1534442901611,66.6907730102539,2516.96606445312,0.714885791015625,0.0180576110839844,26.0134716033936,68.1846542358398,2532.59155273438,0.67976611328125,-1.86228348296952,26.4705142974854,1.81377149549862,3.3864436615218,NA,436.66,378,104.326,116
"Hill 1960","Malay Peninsula","Adang","Mammals","Rodentia","Muridae","Maxomys surifer","Maxomys surifer","Maxomys surifer","","Unsexed","Length",189.083,200,12.229,7.149,96,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.3015,6.5405,1.42160392686983,1.72510269980826,"No","Rodentia: log10(BM,g) = -4.1004 +2.821*log10(length, mm) (r2 = 0.9352)","Conspecific","No island rule","Yes",0.61410859375,0.0227981994628906,27.5040721893311,55.1882705688477,2232.89990234375,0.49245869140625,0.0352632385253906,27.3496131896973,55.3085021972656,2232.25,0.64011171875,0.0187581634521484,27.3870868682861,57.4504508972168,2209.90283203125,0.61410859375,-1.62345589978851,27.5040721893311,1.7418467848213,3.34886925471759,NA,189.083,200,12.229,7.149
"Sargis et al. 2018","Mainland SE Asia","Adang","Mammals","Scandentia","Tupaiidae","Tupaia glis","Tupaia glis","Tupaia glis","","Both","Skull",48.4262962955556,46.8925000025,1.29482184554557,1.233,81,4,48.80138889,48.12622222,1.236428388,1.274769656,36,45,48.2,46.45666667,NA,1.135796343,1,3,99.3015,6.5405,1.42160392686983,1.72510269980826,"No","log10(mass,g) = -2.8722  +3.1651*log10(Skull mm), r2 = 0.9801, own model, All species","Conspecific","Island rule","Yes",0.61410859375,0.0227981994628906,27.5040721893311,55.1882705688477,2232.89990234375,0.49245869140625,0.0352632385253906,27.3496131896973,55.3085021972656,2232.25,0.64011171875,0.0187581634521484,27.3870868682861,57.4504508972168,2209.90283203125,0.61410859375,-1.62345589978851,27.5040721893311,1.7418467848213,3.34886925471759,NA,48.4262962955556,46.8925000025,1.29482184554557,1.233
"Meiri et al 2006","NW America W. of the Rockies, 55-60N","Admiralty","Mammals","Carnivora","Mustelidae","Lontra canadensis","Lontra canadensis","Lontra canadensis","","Male","CBL",120.61,122.24,3.449,NA,4,2,120.61,NA,3.45,NA,4,NA,122.24,NA,NA,NA,2,NA,-134.336,57.622,3.63447727016073,0.755951041004132,"No","log10(mass,g) = -4.2989  +3.9723*log10(CBL mm), r2 = 0.9539, own model, Mustelidae, Herpestidae, Viverridae","Conspecific","Island rule","Yes",0.604634521484375,0.0323145538330078,5.23253059387207,546.028503417969,2781.35009765625,0.558409375,0.0245467514038086,4.93829870223999,555.882568359375,2714.40771484375,0.550222998046875,0.02986630859375,5.24128150939941,530.652099609375,2839.60571289062,0.558409375,-1.59266431811634,4.93829870223999,2.74498305543084,3.43367508098325,NA,120.61,122.24,3.449,NA
"Meiri et al 2006","NW America W. of the Rockies, 55-60N","Admiralty","Mammals","Carnivora","Mustelidae","Martes americana","Martes americana","Martes americana","","Both","CBL",77.7957142857143,80.47,4.13466875508618,NA,21,6,81.19,74.71,2.2,2.8,10,11,83.14,75.13,NA,NA,4,2,-134.336,57.622,3.63447727016073,0.755951041004132,"No","log10(mass,g) = -4.2989  +3.9723*log10(CBL mm), r2 = 0.9539, own model, Mustelidae, Herpestidae, Viverridae","Conspecific","Island rule","Yes",0.604634521484375,0.0323145538330078,5.23253059387207,546.028503417969,2781.35009765625,0.558409375,0.0245467514038086,4.93829870223999,555.882568359375,2714.40771484375,0.550222998046875,0.02986630859375,5.24128150939941,530.652099609375,2839.60571289062,0.558409375,-1.59266431811634,4.93829870223999,2.74498305543084,3.43367508098325,NA,77.7957142857143,80.47,4.13466875508618,NA
"Meiri et al 2006","NW America W. of the Rockies, 55-60N","Admiralty","Mammals","Carnivora","Mustelidae","Mustela erminea","Mustela erminea","Mustela erminea","","Both","CBL",40.7723913043478,40.43,3.35876378368431,2.97364518322411,46,26,42.83,36.52,1.68,1.21,31,15,42.15,36.56,1.61,0.74948,18,8,-134.336,57.622,3.63447727016073,0.755951041004132,"No","log10(mass,g) = -4.2989  +3.9723*log10(CBL mm), r2 = 0.9539, own model, Mustelidae, Herpestidae, Viverridae","Conspecific","Island rule","Yes",0.604634521484375,0.0323145538330078,5.23253059387207,546.028503417969,2781.35009765625,0.558409375,0.0245467514038086,4.93829870223999,555.882568359375,2714.40771484375,0.550222998046875,0.02986630859375,5.24128150939941,530.652099609375,2839.60571289062,0.558409375,-1.59266431811634,4.93829870223999,2.74498305543084,3.43367508098325,NA,40.7723913043478,40.43,3.35876378368431,2.97364518322411
"Meiri et al 2006","NW America W. of the Rockies, 55-60N","Admiralty","Mammals","Carnivora","Mustelidae","Neovison vison","Mustela vison","Mustela vison","","Male","CBL",70.51,69.2,2.693,1.1,12,6,70.51,63.6,2.69,1.56,12,9,69.2,61.91,1.1,NA,6,3,-134.336,57.622,3.63447727016073,0.755951041004132,"No","log10(mass,g) = -4.2989  +3.9723*log10(CBL mm), r2 = 0.9539, own model, Mustelidae, Herpestidae, Viverridae","Conspecific","Island rule","Yes",0.604634521484375,0.0323145538330078,5.23253059387207,546.028503417969,2781.35009765625,0.558409375,0.0245467514038086,4.93829870223999,555.882568359375,2714.40771484375,0.550222998046875,0.02986630859375,5.24128150939941,530.652099609375,2839.60571289062,0.558409375,-1.59266431811634,4.93829870223999,2.74498305543084,3.43367508098325,NA,70.51,69.2,2.693,1.1
"Meiri et al 2006","NW America W. of the Rockies, 55-60N","Admiralty","Mammals","Carnivora","Ursidae","Ursus americanus","Ursus americanus","Ursus americanus","","Male","CBL",280.94,261.78,NA,NA,9,2,280.94,NA,NA,NA,9,NA,261.78,NA,NA,NA,2,NA,-134.336,57.622,3.63447727016073,0.755951041004132,"No","log10(mass,g) = -3.3072 +3.4394*log10(CBL mm), r2 = 0.9307, Carnivora. Own model","Conspecific","Island rule","Yes",0.604634521484375,0.0323145538330078,5.23253059387207,546.028503417969,2781.35009765625,0.558409375,0.0245467514038086,4.93829870223999,555.882568359375,2714.40771484375,0.550222998046875,0.02986630859375,5.24128150939941,530.652099609375,2839.60571289062,0.558409375,-1.59266431811634,4.93829870223999,2.74498305543084,3.43367508098325,NA,280.94,261.78,NA,NA
"Meiri et al 2006","NW America W. of the Rockies, 55-60N","Admiralty","Mammals","Carnivora","Ursidae","Ursus arctos","Ursus arctos","Ursus arctos","","Both","CBL",319.405,335.224827586207,29.1499803969549,26.7545704933252,8,58,353.05,308.19,37.74,17.35,2,6,348.88,309.28,20.86,14.783584,38,20,-134.336,57.622,3.63447727016073,0.755951041004132,"No","log10(mass,g) = -3.999 +3.615log10(CBL, mm), R² = 0.9539 (Stringham 1990)","Conspecific","Island rule","Yes",0.604634521484375,0.0323145538330078,5.23253059387207,546.028503417969,2781.35009765625,0.558409375,0.0245467514038086,4.93829870223999,555.882568359375,2714.40771484375,0.550222998046875,0.02986630859375,5.24128150939941,530.652099609375,2839.60571289062,0.558409375,-1.59266431811634,4.93829870223999,2.74498305543084,3.43367508098325,NA,319.405,335.224827586207,29.1499803969549,26.7545704933252
"Rausch 1963","Yukon","Admiralty","Mammals","Carnivora","Ursidae","Ursus arctos","Ursus arctos","Ursus arctos","","Male","CBL",349.632,361,11.337,14.23,75,33,349.6315789,11.33747261,11.33747261,NA,75,NA,361,NA,14.23,NA,33,NA,-134.336,57.622,3.63447727016073,0.755951041004132,"No","log10(mass,g) = -3.999 +3.615log10(CBL, mm), R² = 0.9539 (Stringham 1990)","Conspecific","No island rule","Yes",0.604634521484375,0.0323145538330078,5.23253059387207,546.028503417969,2781.35009765625,0.558409375,0.0245467514038086,4.93829870223999,555.882568359375,2714.40771484375,0.550222998046875,0.02986630859375,5.24128150939941,530.652099609375,2839.60571289062,0.558409375,-1.59266431811634,4.93829870223999,2.74498305543084,3.43367508098325,NA,349.632,361,11.337,14.23
"Ferguson and McLoughlin 2000","Kluane NP","Admiralty","Mammals","Carnivora","Ursidae","Ursus arctos","Ursus arctos","Ursus arctos","","Female","Weight",121000,168000,NA,NA,35,18,NA,121000,NA,NA,NA,35,NA,168000,NA,NA,NA,18,-134.336,57.622,3.63447727016073,0.755951041004132,"No","Weight","Conspecific","No island rule","Yes",0.604634521484375,0.0323145538330078,5.23253059387207,546.028503417969,2781.35009765625,0.558409375,0.0245467514038086,4.93829870223999,555.882568359375,2714.40771484375,0.550222998046875,0.02986630859375,5.24128150939941,530.652099609375,2839.60571289062,0.558409375,-1.59266431811634,4.93829870223999,2.74498305543084,3.43367508098325,NA,121000,168000,NA,NA
"Maharadatunkamsi et al. 2003","Flores","Adonara","Mammals","Chiroptera","Pteropodidae","Eonycteris spelaea","Eonycteris spelaea","Eonycteris spelaea","","Both","Skull",36.2,36.6,0.62,1.24,21,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.16,-8.29,2.69635638873333,-0.154281982033341,"No","log10(mass,g) = -2.8722  +3.1651*log10(Skull mm), r2 = 0.9801, own model, All species","Conspecific","No island rule","Yes",0.670201171875,0.0293567932128906,27.0523471832275,62.1379051208496,1242.90002441406,0.62592919921875,0.02304892578125,26.9397373199463,62.5737915039062,1252.57885742188,0.592521826171875,0.0212526580810547,26.8417091369629,65.9482727050781,1239.44140625,0.670201171875,-1.51774410772725,27.0523471832275,1.79335660762846,3.09443619654872,NA,36.2,36.6,0.62,1.24
"Papakosta 2017","Greece","Aegean Islands (Lesbos)","Mammals","Carnivora","Mustelidae","Martes foina","Martes foina","Martes foina","","Both","Weight",1464.52268907563,1321.13913043478,248.123853279842,238.268272688205,119,69,1589.2,1349.9,213.66,222.05,57,62,1455.1,1175,198.6,187.85,36,33,26.32,39.23,3.21218760440396,1.11397675828985,"Yes","Weight","Conspecific","No island rule","Yes",0.522369873046875,0.00951969299316406,15.828145980835,682.748718261719,621.099975585938,0.510914892578125,0.0124558311462402,15.6678247451782,673.773559570312,605.902770996094,0.51228271484375,0.0130044586181641,15.0725994110107,684.134948730469,641.167297363281,0.510914892578125,-1.87108947136158,15.6678247451782,2.82851396426158,2.78240293867504,NA,1464.52268907563,1321.13913043478,248.123853279842,238.268272688205
"Delany and Healey 1967","Cap Gris Nez, France","Alderney","Mammals","Rodentia","Muridae","Apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","","Both","Skull",24.2788888888889,25.6866666666667,NA,NA,45,45,24.23,24.34,NA,NA,25,20,25.69,25.68,NA,NA,30,15,-2.1938,49.719,0.903089986991944,1.19315243685208,"No","log10(mass,g) = -2.8722  +3.1651*log10(Skull mm), r2 = 0.9801, own model, All species","Conspecific","No island rule","Yes",0.514838427734375,0.0291900390625,11.3122224807739,380.502288818359,848.700012207031,0.540669189453125,0.0229564086914063,11.4327163696289,363.397888183594,856.866638183594,0.5828357421875,0.0167568420410156,11.4057178497314,380.026397705078,846.40576171875,0.514838427734375,-1.52013632504854,11.3122224807739,2.58035727350658,2.9287542084232,NA,24.2788888888889,25.6866666666667,NA,NA
"Delany and Healey 1966","Cap Gris Nez","Alderney","Mammals","Eulipotyphla","Soricidae","Crocidura russula","Crocidura russula","Crocidura russula","","unsexed","Skull",19.98,19.63,NA,NA,20,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1938,49.719,0.903089986991944,1.19315243685208,"No","log10(mass,g) = -2.8722  +3.1651*log10(Skull mm), r2 = 0.9801, own model, All species","Conspecific","No island rule","Yes",0.514838427734375,0.0291900390625,11.3122224807739,380.502288818359,848.700012207031,0.540669189453125,0.0229564086914063,11.4327163696289,363.397888183594,856.866638183594,0.5828357421875,0.0167568420410156,11.4057178497314,380.026397705078,846.40576171875,0.514838427734375,-1.52013632504854,11.3122224807739,2.58035727350658,2.9287542084232,NA,19.98,19.63,NA,NA
"Maharadatunkamsi et al. 2003","Timor","Alor","Mammals","Chiroptera","Pteropodidae","Eonycteris spelaea","Eonycteris spelaea","Eonycteris spelaea","","Both","Skull",37.5,36.4,1.31,1.22,18,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.7,-8.27,3.31848072517452,1.50516354981041,"No","log10(mass,g) = -2.8722  +3.1651*log10(Skull mm), r2 = 0.9801, own model, All species","Conspecific","No island rule","Yes",0.764226416015625,0.0236869079589844,23.2981567382812,81.0529708862305,1521.75,0.69412109375,0.0242952941894531,25.1859512329102,75.0617065429688,1318.49780273438,0.634471484375,0.0236406173706055,25.890209197998,71.8313217163086,1261.041015625,0.69412109375,-1.59696026529225,25.1859512329102,1.87541843396155,3.12007941038191,NA,37.5,36.4,1.31,1.22
"Kitchener et al 1993b","Timor","Alor","Mammals","Chiroptera","Emballonuridae","Taphozous melanopogon","Taphozous melanopogon","Taphozous melanopogon","","Both","Length",72.5,74.75,1.8,3.3,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.7,-8.27,3.31848072517452,1.50516354981041,"No","Chiroptera (n= 350 datapoints, Novak 1999).  log10(BM,g) = - 3.1442 + 2.4085*log10(length, mm) (R² = 0.8801). ","Conspecific","No island rule","Yes",0.764226416015625,0.0236869079589844,23.2981567382812,81.0529708862305,1521.75,0.69412109375,0.0242952941894531,25.1859512329102,75.0617065429688,1318.49780273438,0.634471484375,0.0236406173706055,25.890209197998,71.8313217163086,1261.041015625,0.69412109375,-1.59696026529225,25.1859512329102,1.87541843396155,3.12007941038191,NA,72.5,74.75,1.8,3.3
"Kitchener et al 1994","Seram","Ambon","Mammals","Eulipotyphla","Soricidae","Suncus murinus","Suncus murinus","Suncus murinus","","Both","Length",81.0666666666667,94.08,5.69989917232864,5.41167462272285,30,10,82.7,77.8,5.5,4.8,20,10,98.7,91,4.6,3.4,4,6,128.09,-3.64,2.90520202866232,1.04143216468027,"No","All: log10(BM,g) = -4.1505 +2.841*log10(length, mm) (r2 = 0.9769)","Conspecific","Island rule","Yes",0.801250048828125,0.0435566497802734,25.5272235870361,81.3868255615234,2502.65991210938,0.729237255859375,0.0351786682128906,26.1849021911621,80.8254013061523,2664.640625,0.758470751953125,0.0347250579833984,25.8501567840576,76.820915222168,2684.19897460938,0.801250048828125,-1.3510874712598,25.5272235870361,1.91055410944698,3.39840183709156,NA,81.0666666666667,94.08,5.69989917232864,5.41167462272285
"Meijaard & Groves 2004a","Borneo","Anambas islands","Mammals","Cetartiodactyla","Cetartiodactyla","Tragulus napu","Tragulus napu","Tragulus napu","","Both","CBL",104.1,96.9,3.6,4.9,52,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.6,3.1,2.80420760508204,2.63346946556558,"No","log10(mass,g) = -3.177  +3.3747*log10(CBL mm), r2 = 0.9711, own model, All species","Conspecific","No island rule","Yes",0.637018310546875,0.0245061325073242,26.8226852416992,56.0187454223633,2376.10009765625,0.53584619140625,0.0477226470947266,27.0220317840576,65.8831100463867,2368.48510742188,0.53584619140625,0.0477226470947266,27.0220317840576,65.8831100463867,2368.48510742188,0.637018310546875,-1.59335538843304,26.8226852416992,1.74833337827823,3.37586473216104,NA,104.1,96.9,3.6,4.9
"Meijaard & Groves 2004a","Malaya, Thailand south of Isthmus of Kra","Anambas islands","Mammals","Cetartiodactyla","Tragulidae","Tragulus napu","Tragulus napu","Tragulus napu","","Both","CBL",106.7,96.9,0.5,4.9,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.6,3.1,2.80420760508204,2.69897087292411,"No","log10(mass,g) = -3.177  +3.3747*log10(CBL mm), r2 = 0.9711, own model, All species","Conspecific","No island rule","Yes",0.637018310546875,0.0245061325073242,26.8226852416992,56.0187454223633,2376.10009765625,0.53584619140625,0.0477226470947266,27.0220317840576,65.8831100463867,2368.48510742188,0.53584619140625,0.0477226470947266,27.0220317840576,65.8831100463867,2368.48510742188,0.637018310546875,-1.59335538843304,26.8226852416992,1.74833337827823,3.37586473216104,NA,106.7,96.9,0.5,4.9
"Osgood 1909","Peninsular Florida","Anastasia","Mammals","Rodentia","Cricetidae","Peromyscus gossypinus","Peromyscus gossypinus palmarius","Peromyscus gossypinus anastaseae","","unsexed","Length",107.93,100.2,NA,NA,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.2836,29.8379,1.66558099101795,-0.696803942579511,"No","Rodentia: log10(BM,g) = -4.1004 +2.821*log10(length, mm) (r2 = 0.9352)","Conspecific","No island rule","Yes",0.34941376953125,0.0104541687011719,20.9679260253906,530.0244140625,1248.59997558594,0.550509521484375,0.0084384407043457,20.8638153076172,529.480041503906,1262.07299804688,0.635971875,0.00772484588623047,20.914737701416,523.78759765625,1286.29138183594,0.34941376953125,-1.94103642472815,20.9679260253906,2.72429587459782,3.09642332210345,NA,107.93,100.2,NA,NA
"Osgood 1909","Gainesville, Florida","Anastasia","Mammals","Rodentia","Cricetidae","Peromyscus polionotus","Peromyscus polionotus phasma","Peromyscus polionotus phasma","","unsexed","Length",83,85,NA,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.2836,29.8379,1.66558099101795,-0.696803942579511,"No","Rodentia: log10(BM,g) = -4.1004 +2.821*log10(length, mm) (r2 = 0.9352)","Conspecific","No island rule","Yes",0.34941376953125,0.0104541687011719,20.9679260253906,530.0244140625,1248.59997558594,0.550509521484375,0.0084384407043457,20.8638153076172,529.480041503906,1262.07299804688,0.635971875,0.00772484588623047,20.914737701416,523.78759765625,1286.29138183594,0.34941376953125,-1.94103642472815,20.9679260253906,2.72429587459782,3.09642332210345,NA,83,85,NA,NA
"Smith 1992","Baja California","Angel de la Guarda","Mammals","Rodentia","Cricetidae","Neotoma lepida","Neotoma lepida gilva","Neotoma lepida insularis","","Both","Length",164.584,181.663636363636,21.2102827853222,14.7770929297526,25,11,168.2,156.9,23.48,13.53,17,8,186.9,172.5,14.69,10.97,7,4,-113.401,29.287,2.96851563615574,1.08353845123014,"No","Rodentia: log10(BM,g) = -4.1004 +2.821*log10(length, mm) (r2 = 0.9352)","Conspecific","Island rule","Yes",0.116362854003906,0.0113551162719727,20.8971824645996,495.326049804688,82.6500015258789,0.101530786132813,0.0138449752807617,20.8603477478027,518.146240234375,92.8088226318359,0.107102893066406,0.0148706741333008,20.4840106964111,502.360076904297,98.3628921508789,0.116362854003906,-1.90815316316854,20.8971824645996,2.69489116866272,1.91724286592538,NA,164.584,181.663636363636,21.2102827853222,14.7770929297526
"Lawlor 1982","Central Baja California","Angel de la Guarda","Mammals","Rodentia","Heteromyidae","Chaetodipus spinatus","Perognathus spinatus guardia","Perognathus spinatus guardia","","Both","Length",80.094,75,NA,6.303,33,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.401,29.287,2.96851563615574,1.08353845123014,"No","Rodentia: log10(BM,g) = -4.1004 +2.821*log10(length, mm) (r2 = 0.9352)","Conspecific","Island rule","No",0.116362854003906,0.0113551162719727,20.8971824645996,495.326049804688,82.6500015258789,0.101530786132813,0.0138449752807617,20.8603477478027,518.146240234375,92.8088226318359,0.107102893066406,0.0148706741333008,20.4840106964111,502.360076904297,98.3628921508789,0.116362854003906,-1.90815316316854,20.8971824645996,2.69489116866272,1.91724286592538,NA,80.094,75,NA,6.303
"Banks 1967","Baja California","Angel de la Guarda","Mammals","Rodentia","Heteromyidae","Chaetodipus spinatus","Perognathus spinatus prietae","Perognathus spinatus guardia","","Both","Length",77.1333333333333,75,6.29196873706757,6.303,18,11,78.6,75.3,5.2,7.38,10,8,NA,NA,NA,NA,NA,NA,-113.401,29.287,2.96851563615574,1.08353845123014,"No","Rodentia: log10(BM,g) = -4.1004 +2.821*log10(length, mm) (r2 = 0.9352)","Conspecific","No island rule","Yes",0.116362854003906,0.0113551162719727,20.8971824645996,495.326049804688,82.6500015258789,0.101530786132813,0.0138449752807617,20.8603477478027,518.146240234375,92.8088226318359,0.107102893066406,0.0148706741333008,20.4840106964111,502.360076904297,98.3628921508789,0.116362854003906,-1.90815316316854,20.8971824645996,2.69489116866272,1.91724286592538,NA,77.1333333333333,75,6.29196873706757,6.303
"Lawlor 1982","Baja California Norte","Angel de la Guarda","Mammals","Rodentia","Cricetidae","Peromyscus eremicus","Peromyscus eremicus","Peromyscus eremicus","","Both","Length",82.9,94.1,6.427,6.339,51,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.401,29.287,2.96851563615574,1.08353845123014,"No","Rodentia: log10(BM,g) = -4.1004 +2.821*log10(length, mm) (r2 = 0.9352)","Conspecific","Island rule","Yes",0.116362854003906,0.0113551162719727,20.8971824645996,495.326049804688,82.6500015258789,0.101530786132813,0.0138449752807617,20.8603477478027,518.146240234375,92.8088226318359,0.107102893066406,0.0148706741333008,20.4840106964111,502.360076904297,98.3628921508789,0.116362854003906,-1.90815316316854,20.8971824645996,2.69489116866272,1.91724286592538,NA,82.9,94.1,6.427,6.339
