"Reference","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","Diet","Sex","Measure","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","Mean_m_male","Mean_m_female","sd_m_male","sd_m_female","N_m_male","N_m_female","Mean_i_male","Mean_i_female","sd_i_male","sd_i_female","N_i_male","N_i_female","Long_i","Lat_i","Island_km2","Dist_near_mainland","Archipielago","Allometry","Phylogeny","Data_source_type","Paired","NDVI_0.1","SDNDVI_0.1","tmean_0.1","tseas_0.1","prec_0.1","NDVI_0.5","SDNDVI_0.5","tmean_0.5","tseas_0.5","prec_0.5","NDVI_1","SDNDVI_1","tmean_1","tseas_1","prec_1","NDVI","SDNDVI","tmean","tseas","prec","pseas","Mean_m_pooled","Mean_i_pooled","sd_m_combined","sd_i_combined"
"Delany and Healey 1966","Cap Gris Nez","Guernsey","Mammals","Eulipotyphla","Soricidae","Crocidura russula","Crocidura russula","Crocidura russula","","unsexed","Skull",19.98,19.48,NA,NA,20,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.582,49.453,1.81291335664286,1.6532221646566,"No","log10(mass,g) = -2.8722  +3.1651*log10(Skull mm), r2 = 0.9801, own model, All species","Conspecific","No island rule","Yes",0.596423046875,0.00960135498046875,11.3779249191284,384.141510009766,863.200012207031,0.63015576171875,0.00997124176025391,11.3071193695068,375.320892333984,859.133361816406,0.5828357421875,0.0167568420410156,11.4057178497314,380.026397705078,846.40576171875,0.596423046875,-1.97463862313779,11.3779249191284,2.58449123919883,2.93611143781647,NA,19.98,19.48,NA,NA
"Miller 1912","France","Guernsey","Mammals","Eulipotyphla","Soricidae","Crocidura russula","Crocidura russula russula","Crocidura russula russula","","Male","CBL",19.35,19,0.943,0.2,6,3,19.35,19.8,0.943398113,0.282842712,4,2,19,NA,0.2,NA,3,NA,-2.582,49.453,1.81291335664286,1.6532221646566,"No","log10(mass,g) = -4.2577  +4.0475*log10(CBL mm), r2 = 0.9895, own model, Eulipotyphla","Conspecific","No island rule","No",0.596423046875,0.00960135498046875,11.3779249191284,384.141510009766,863.200012207031,0.63015576171875,0.00997124176025391,11.3071193695068,375.320892333984,859.133361816406,0.5828357421875,0.0167568420410156,11.4057178497314,380.026397705078,846.40576171875,0.596423046875,-1.97463862313779,11.3779249191284,2.58449123919883,2.93611143781647,NA,19.35,19,0.943,0.2
"Takada et al. 1999","Kamogawa, Yokosuka, Kawazu (Honshu)","Hachijo Island","Mammals","Rodentia","Muridae","Mus musculus","Mus musculus","Mus musculus","","Unknown","Weight",12.675,12.3,2.229,1.94,73,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.791,33.109,1.79601896934715,2.25527491784373,"No","Weight","Conspecific","Island rule","Yes",0.65111923828125,0.0194878112792969,18.1308631896973,566.526672363281,2628,0.642799462890625,0.0244533584594727,18.2371520996094,572.044555664062,2606.02197265625,0.5976638671875,0.0269793365478516,17.6469230651855,571.510498046875,2657.98876953125,0.65111923828125,-1.68850443496609,18.1308631896973,2.75322036148539,3.41962536088774,NA,12.675,12.3,2.229,1.94
"Allen 1938","Fukien","Hainan","Mammals","Eulipotyphla","Soricidae","Crocidura attenuata","Crocidura attenuata","Crocidura attenuata","","Female","Length",85.5,74,3.536,2.828,2,2,NA,85.5,NA,3.535533906,NA,2,NA,74,NA,2.83,NA,2,109.842,19.229,4.51719589794997,1.23047446736116,"No","All: log10(BM,g) = -4.1505 +2.841*log10(length, mm) (r2 = 0.9769)","Conspecific","No island rule","Yes",0.7411548828125,0.0448942443847656,23.9096126556396,364.738250732422,1695.34997558594,0.753562060546875,0.0406520629882813,23.5961990356445,372.120269775391,1676.95324707031,0.67702998046875,0.0319391418457031,23.9309253692627,391.678314208984,1594.85705566406,0.67702998046875,-1.48228771957217,23.9309253692627,2.59292952692165,3.20272176405885,NA,85.5,74,3.536,2.828
"Meiri et al 2006","Asia, 15-25N, E. of 105E","Hainan","Mammals","Carnivora","Felidae","Prionailurus bengalensis","Felis bengalensis","Felis bengalensis","","Both","CBL",86.512,81.33,NA,NA,10,5,86.99,84.6,NA,NA,8,2,83.57,80.77,NA,NA,1,4,109.842,19.229,4.51719589794997,1.23047446736116,"No","log10(mass,kg) = -5.5917 + 3.1696*log10(CBL mm), r2 = 0.834, Van Valkenburgh, Carnivora. FELIDS","Conspecific","Island rule","Yes",0.7411548828125,0.0448942443847656,23.9096126556396,364.738250732422,1695.34997558594,0.753562060546875,0.0406520629882813,23.5961990356445,372.120269775391,1676.95324707031,0.67702998046875,0.0319391418457031,23.9309253692627,391.678314208984,1594.85705566406,0.67702998046875,-1.48228771957217,23.9309253692627,2.59292952692165,3.20272176405885,NA,86.512,81.33,NA,NA
"Allen 1938","Fukien, Chekiang, Szechwan","Hainan","Mammals","Carnivora","Mustelidae","Melogale moschata","Helictis moschata ferreo-grisea","Helictis moschata moschata","","Both","Skull",79.6000000038462,75.3857142857143,2.12485293602277,2.65985457753357,13,14,81.01666667,78.38571429,1.246461659,2.002022787,6,7,76.7,74.86,1.65,2.87,4,10,109.842,19.229,4.51719589794997,1.23047446736116,"No","log10(mass,kg) = -7.767 +4.024*log10(Skull mm), r2 = 0.976, Carnivora. Figueirido et al. 2011","Conspecific","No island rule","Yes",0.7411548828125,0.0448942443847656,23.9096126556396,364.738250732422,1695.34997558594,0.753562060546875,0.0406520629882813,23.5961990356445,372.120269775391,1676.95324707031,0.67702998046875,0.0319391418457031,23.9309253692627,391.678314208984,1594.85705566406,0.67702998046875,-1.48228771957217,23.9309253692627,2.59292952692165,3.20272176405885,NA,79.6000000038462,75.3857142857143,2.12485293602277,2.65985457753357
"Meiri et al 2006","Asia, 15-25N, E. of 105E","Hainan","Mammals","Carnivora","Herpestidae","Herpestes javanicus","Herpestes javanicus","Herpestes javanicus","","Both","CBL",72.955,66.048,NA,NA,24,10,74.03,67.58,NA,NA,20,4,70.15,64.29,NA,NA,3,7,109.842,19.229,4.51719589794997,1.23047446736116,"No","log10(mass,g) = -4.2989  +3.9723*log10(CBL mm), r2 = 0.9539, own model, Mustelidae, Herpestidae, Viverridae","Conspecific","Island rule","Yes",0.7411548828125,0.0448942443847656,23.9096126556396,364.738250732422,1695.34997558594,0.753562060546875,0.0406520629882813,23.5961990356445,372.120269775391,1676.95324707031,0.67702998046875,0.0319391418457031,23.9309253692627,391.678314208984,1594.85705566406,0.67702998046875,-1.48228771957217,23.9309253692627,2.59292952692165,3.20272176405885,NA,72.955,66.048,NA,NA
"Meiri et al 2006","Asia, 15-25N, E. of 105E","Hainan","Mammals","Carnivora","Herpestidae","Herpestes urva","Herpestes urva","Herpestes urva","","Both","CBL",95.6175,94.595,NA,NA,4,2,97.47,95,NA,NA,1,3,95.66,93.53,NA,NA,1,1,109.842,19.229,4.51719589794997,1.23047446736116,"No","log10(mass,g) = -4.2989  +3.9723*log10(CBL mm), r2 = 0.9539, own model, Mustelidae, Herpestidae, Viverridae","Conspecific","Island rule","Yes",0.7411548828125,0.0448942443847656,23.9096126556396,364.738250732422,1695.34997558594,0.753562060546875,0.0406520629882813,23.5961990356445,372.120269775391,1676.95324707031,0.67702998046875,0.0319391418457031,23.9309253692627,391.678314208984,1594.85705566406,0.67702998046875,-1.48228771957217,23.9309253692627,2.59292952692165,3.20272176405885,NA,95.6175,94.595,NA,NA
"Allen 1938","Fukien","Hainan","Mammals","Chiroptera","Hipposideridae","Hipposideros pomona","Hipposideros gentilis sinensis","Hipposideros gentilis sinensis","","Unsexed","Skull",17.79,17.45,0.208,0.636,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.842,19.229,4.51719589794997,1.23047446736116,"No","log10(mass,g) = -2.8722  +3.1651*log10(Skull mm), r2 = 0.9801, own model, All species","Conspecific","No island rule","Yes",0.7411548828125,0.0448942443847656,23.9096126556396,364.738250732422,1695.34997558594,0.753562060546875,0.0406520629882813,23.5961990356445,372.120269775391,1676.95324707031,0.67702998046875,0.0319391418457031,23.9309253692627,391.678314208984,1594.85705566406,0.67702998046875,-1.48228771957217,23.9309253692627,2.59292952692165,3.20272176405885,NA,17.79,17.45,0.208,0.636
"Allen 1938","Yunnan","Hainan","Mammals","Primata","Cercopithecidae","Macaca mulatta","Macaca mulatta","Macaca mulatta","","Female","CBL",84.5,82.2,3.536,5.103,2,3,NA,84.5,NA,3.535533906,NA,2,NA,82.2,NA,5.1,NA,3,109.842,19.229,4.51719589794997,1.23047446736116,"No","log10(mass,g) = -3.177  +3.3747*log10(CBL mm), r2 = 0.9711, own model, All species","Conspecific","No island rule","Yes",0.7411548828125,0.0448942443847656,23.9096126556396,364.738250732422,1695.34997558594,0.753562060546875,0.0406520629882813,23.5961990356445,372.120269775391,1676.95324707031,0.67702998046875,0.0319391418457031,23.9309253692627,391.678314208984,1594.85705566406,0.67702998046875,-1.48228771957217,23.9309253692627,2.59292952692165,3.20272176405885,NA,84.5,82.2,3.536,5.103
"Allen 1938","Fukien","Hainan","Mammals","Pholidota","Manidae","Manis pentadactyla","Manis pentadactyla dalmanni","Manis pentadactyla pusilla","","Both","CBL",79.3333333333333,89.18625,4.49073119521863,2.90026076413831,6,8,77.75,82.5,4.787135539,1.414213562,4,2,89.33,89.1,5.03,1.43,3,5,109.842,19.229,4.51719589794997,1.23047446736116,"No","log10(mass,g) = -3.177  +3.3747*log10(CBL mm), r2 = 0.9711, own model, All species","Conspecific","No island rule","Yes",0.7411548828125,0.0448942443847656,23.9096126556396,364.738250732422,1695.34997558594,0.753562060546875,0.0406520629882813,23.5961990356445,372.120269775391,1676.95324707031,0.67702998046875,0.0319391418457031,23.9309253692627,391.678314208984,1594.85705566406,0.67702998046875,-1.48228771957217,23.9309253692627,2.59292952692165,3.20272176405885,NA,79.3333333333333,89.18625,4.49073119521863,2.90026076413831
"Meiri et al 2006","Asia, 15-25N, E. of 105E","Hainan","Mammals","Carnivora","Mustelidae","Melogale moschata","Melogale moschata","Melogale moschata","","Female","CBL",71.3,69.81,3.864,1.48,6,8,75.88,71.3,NA,3.86,2,6,72.96,69.81,NA,1.479972,4,8,109.842,19.229,4.51719589794997,1.23047446736116,"No","log10(mass,g) = -4.2989  +3.9723*log10(CBL mm), r2 = 0.9539, own model, Mustelidae, Herpestidae, Viverridae","Conspecific","Island rule","Yes",0.7411548828125,0.0448942443847656,23.9096126556396,364.738250732422,1695.34997558594,0.753562060546875,0.0406520629882813,23.5961990356445,372.120269775391,1676.95324707031,0.67702998046875,0.0319391418457031,23.9309253692627,391.678314208984,1594.85705566406,0.67702998046875,-1.48228771957217,23.9309253692627,2.59292952692165,3.20272176405885,NA,71.3,69.81,3.864,1.48
"Allen 1938","Fukien","Hainan","Mammals","Chiroptera","Vespertilionidae","Miniopterus schreibersii","Miniopterus schreibersii parvipes","Miniopterus schreibersii parvipes","","Unsexed","Skull",16.1,16.769,0.277,0.284,7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.842,19.229,4.51719589794997,1.23047446736116,"No","log10(mass,g) = -2.8722  +3.1651*log10(Skull mm), r2 = 0.9801, own model, All species","Conspecific","No island rule","Yes",0.7411548828125,0.0448942443847656,23.9096126556396,364.738250732422,1695.34997558594,0.753562060546875,0.0406520629882813,23.5961990356445,372.120269775391,1676.95324707031,0.67702998046875,0.0319391418457031,23.9309253692627,391.678314208984,1594.85705566406,0.67702998046875,-1.48228771957217,23.9309253692627,2.59292952692165,3.20272176405885,NA,16.1,16.769,0.277,0.284
"Meiri et al 2006","Asia, 15-25N, E. of 105E","Hainan","Mammals","Carnivora","Viverridae","Paradoxurus hermaphroditus","Paradoxurus hermaphroditus","Paradoxurus hermaphroditus","","Both","CBL",96.845,107.07,NA,8.301,18,2,98.91,93.6,NA,NA,11,7,112.94,101.2,NA,NA,1,1,109.842,19.229,4.51719589794997,1.23047446736116,"No","log10(mass,g) = -4.2989  +3.9723*log10(CBL mm), r2 = 0.9539, own model, Mustelidae, Herpestidae, Viverridae","Conspecific","Island rule","Yes",0.7411548828125,0.0448942443847656,23.9096126556396,364.738250732422,1695.34997558594,0.753562060546875,0.0406520629882813,23.5961990356445,372.120269775391,1676.95324707031,0.67702998046875,0.0319391418457031,23.9309253692627,391.678314208984,1594.85705566406,0.67702998046875,-1.48228771957217,23.9309253692627,2.59292952692165,3.20272176405885,NA,96.845,107.07,NA,8.301
"Allen 1938","Fukien, Yunnan, Hunan, Kiangsu, Hopei, Szechwan","Hainan","Mammals","Carnivora","Felidae","Prionailurus bengalensis","Prionailurus bengalensis chinensis","Prionailurus bengalensis chinensis","","Both","Skull",85.7384615384616,81.47142857,5.23140173403012,2.48777965681254,13,7,90.98,82.4625,4.001499719,2.424245096,5,8,81.95,80.83333333,2.068010316,3.329164059,4,3,109.842,19.229,4.51719589794997,1.23047446736116,"No","log10(mass,kg) = -7.767 +4.024*log10(Skull mm), r2 = 0.976, Carnivora. Figueirido et al. 2011","Conspecific","No island rule","Yes",0.7411548828125,0.0448942443847656,23.9096126556396,364.738250732422,1695.34997558594,0.753562060546875,0.0406520629882813,23.5961990356445,372.120269775391,1676.95324707031,0.67702998046875,0.0319391418457031,23.9309253692627,391.678314208984,1594.85705566406,0.67702998046875,-1.48228771957217,23.9309253692627,2.59292952692165,3.20272176405885,NA,85.7384615384616,81.47142857,5.23140173403012,2.48777965681254
"Allen 1938","Fukien","Hainan","Mammals","Chiroptera","Rhinolophidae","Rhinolophus affinis","Rhinolophus affinis macrurus","Rhinolophus affinis hainanus","","Male","Skull",23.36,23.833,0.467,0.153,5,3,23.36,NA,0.466904701,NA,5,NA,23.83333333,NA,0.152752523,NA,3,NA,109.842,19.229,4.51719589794997,1.23047446736116,"No","log10(mass,g) = -2.8722  +3.1651*log10(Skull mm), r2 = 0.9801, own model, All species","Conspecific","No island rule","Yes",0.7411548828125,0.0448942443847656,23.9096126556396,364.738250732422,1695.34997558594,0.753562060546875,0.0406520629882813,23.5961990356445,372.120269775391,1676.95324707031,0.67702998046875,0.0319391418457031,23.9309253692627,391.678314208984,1594.85705566406,0.67702998046875,-1.48228771957217,23.9309253692627,2.59292952692165,3.20272176405885,NA,23.36,23.833,0.467,0.153
"Allen 1938","Fukien","Hainan","Mammals","Chiroptera","Rhinolophidae","Rhinolophus pusillus","Rhinolophus blythi calidus","Rhinolophus blythi parcus","","Unsexed","Skull",16.04,16.15,0.55,0.325,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.842,19.229,4.51719589794997,1.23047446736116,"No","log10(mass,g) = -2.8722  +3.1651*log10(Skull mm), r2 = 0.9801, own model, All species","Conspecific","No island rule","Yes",0.7411548828125,0.0448942443847656,23.9096126556396,364.738250732422,1695.34997558594,0.753562060546875,0.0406520629882813,23.5961990356445,372.120269775391,1676.95324707031,0.67702998046875,0.0319391418457031,23.9309253692627,391.678314208984,1594.85705566406,0.67702998046875,-1.48228771957217,23.9309253692627,2.59292952692165,3.20272176405885,NA,16.04,16.15,0.55,0.325
"Allen 1938","Yunnan","Hainan","Mammals","Scandentia","Tupaiidae","Tupaia belangeri","Tupaia belangeri chinensis","Tupaia belangeri modesta","","Both","Length",171.5,183.9,18.4586625276374,5.56777633650379,10,10,171.8,171.2,24.35569749,13.1605471,5,5,183.8,184,3.83,7.42,5,5,109.842,19.229,4.51719589794997,1.23047446736116,"No","All: log10(BM,g) = -4.1505 +2.841*log10(length, mm) (r2 = 0.9769)","Conspecific","No island rule","Yes",0.7411548828125,0.0448942443847656,23.9096126556396,364.738250732422,1695.34997558594,0.753562060546875,0.0406520629882813,23.5961990356445,372.120269775391,1676.95324707031,0.67702998046875,0.0319391418457031,23.9309253692627,391.678314208984,1594.85705566406,0.67702998046875,-1.48228771957217,23.9309253692627,2.59292952692165,3.20272176405885,NA,171.5,183.9,18.4586625276374,5.56777633650379
"Meiri et al 2006","Asia, 15-25N, E. of 105E","Hainan","Mammals","Carnivora","Viverridae","Viverricula indica","Viverricula indica","Viverricula indica","","Both","CBL",100.371944444444,94.6992307692308,3.37694352035719,1.71080873284035,36,13,100.13,100.8,3.68,2.85,23,13,95.29,94.33,2.18,1.377218,5,8,109.842,19.229,4.51719589794997,1.23047446736116,"No","log10(mass,g) = -4.2989  +3.9723*log10(CBL mm), r2 = 0.9539, own model, Mustelidae, Herpestidae, Viverridae","Conspecific","Island rule","Yes",0.7411548828125,0.0448942443847656,23.9096126556396,364.738250732422,1695.34997558594,0.753562060546875,0.0406520629882813,23.5961990356445,372.120269775391,1676.95324707031,0.67702998046875,0.0319391418457031,23.9309253692627,391.678314208984,1594.85705566406,0.67702998046875,-1.48228771957217,23.9309253692627,2.59292952692165,3.20272176405885,NA,100.371944444444,94.6992307692308,3.37694352035719,1.71080873284035
"Allen 1938","Fukien","Hainan","Mammals","Carnivora","Viverridae","Viverricula indica","Viverricula malaccensis pallida","Viverricula malaccensis malaccensis","","Both","CBL",99.8263157884211,95.02,3.44832360341448,1.80296052813257,19,10,100.82,98.72222222,3.662361108,3.009891102,10,9,95.64,94.4,2.113764414,1.372953022,5,5,109.842,19.229,4.51719589794997,1.23047446736116,"No","log10(mass,g) = -4.2989  +3.9723*log10(CBL mm), r2 = 0.9539, own model, Mustelidae, Herpestidae, Viverridae","Conspecific","No island rule","Yes",0.7411548828125,0.0448942443847656,23.9096126556396,364.738250732422,1695.34997558594,0.753562060546875,0.0406520629882813,23.5961990356445,372.120269775391,1676.95324707031,0.67702998046875,0.0319391418457031,23.9309253692627,391.678314208984,1594.85705566406,0.67702998046875,-1.48228771957217,23.9309253692627,2.59292952692165,3.20272176405885,NA,99.8263157884211,95.02,3.44832360341448,1.80296052813257
"Song et al. 2012","China","Hainan","Mammals","Rodentia","Sciuridae","Petaurista philippensis","Petaurista philippensis","Petaurista hainana","","Unsexed","Length",459.53,413.63,33.17,27.29,19,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.842,19.229,4.51719589794997,1.23047446736116,"No","Rodentia: log10(BM,g) = -4.1004 +2.821*log10(length, mm) (r2 = 0.9352)","Phylogeny: Li, S., He, K., Yu, F. H., & Yang, Q. S. (2013). Molecular phylogeny and biogeography of Petaurista inferred from the cytochrome b gene, with implications for the taxonomic status of P. caniceps, P. marica and P. sybilla. PloS one, 8(7), e70461.","No island rule","Yes",0.7411548828125,0.0448942443847656,23.9096126556396,364.738250732422,1695.34997558594,0.753562060546875,0.0406520629882813,23.5961990356445,372.120269775391,1676.95324707031,0.67702998046875,0.0319391418457031,23.9309253692627,391.678314208984,1594.85705566406,0.67702998046875,-1.48228771957217,23.9309253692627,2.59292952692165,3.20272176405885,NA,459.53,413.63,33.17,27.29
"Allen 1938","Chunganhsien","Hainan","Mammals","Eulipotyphla","Talpidae","Mogera insularis","Mogera latouchei","Mogera hainana","","Unsexed","Length",102,123.2,10.328,7.05,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.842,19.229,4.51719589794997,1.23047446736116,"No","All: log10(BM,g) = -4.1505 +2.841*log10(length, mm) (r2 = 0.9769)","Phylogeny:Abe, H. (1995). Revision of the Asian moles of the genus Mogera. Journal of the Mammalogical Society of Japan, 20(1), 51-68.","No island rule","Yes",0.7411548828125,0.0448942443847656,23.9096126556396,364.738250732422,1695.34997558594,0.753562060546875,0.0406520629882813,23.5961990356445,372.120269775391,1676.95324707031,0.67702998046875,0.0319391418457031,23.9309253692627,391.678314208984,1594.85705566406,0.67702998046875,-1.48228771957217,23.9309253692627,2.59292952692165,3.20272176405885,NA,102,123.2,10.328,7.05
"Jacobs et al. 1996","New Mexico (see notes)","Hawaii","Mammals","Chiroptera","Lasiuridae","Lasiurus cinereus","Lasiurus cinereus cinereus","Lasiurus cinereus semotus","","Both","Weight",29.4333333333333,16.6675675675676,5.18833881402543,2.5732346313492,39,74,24.1,32.1,2,4.1,13,26,14.1,17.9,1.2,2.1,24,50,-155.6,19.7,4.01832960926575,3.55630262140463,"No","Weight","Conspecific","No island rule","Yes",0.112533044433594,0.00372079582214355,11.6005630493164,129.046401977539,756.309997558594,0.333249536132812,0.0138203140258789,16.6111297607422,126.285697937012,1250.76281738281,0.42820302734375,0.0138029342651367,17.3100509643555,121.484771728516,1767.79028320312,0.42820302734375,-1.82965218941258,17.3100509643555,2.08452184197741,3.24743074243618,NA,29.4333333333333,16.6675675675676,5.18833881402543,2.5732346313492
"Yusefi 2016","Kerman","Hengam","Mammals","Eulipotyphla","Erinaceidae","Paraechinus hypomelas","Paraechinus hypomelas","Paraechinus hypomelas","","Both","CBL",54.42,50.96,1.923642378,1.143153533,11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.8830337,26.64840975,1.52633927738984,1.54593768464188,"No","log10(mass,g) = -4.2577  +4.0475*log10(CBL mm), r2 = 0.9895, own model, Eulipotyphla","Conspecific","Island rule","Yes",0.0963411743164063,0.00330033683776855,26.759801864624,573.990844726562,150.410003662109,0.087645703125,0.00264716911315918,26.827091217041,589.821166992188,157.379516601562,0.0768746459960938,0.00401735992431641,26.8072948455811,597.925109863281,167.8515625,0.0963411743164063,-2.36649752557045,26.759801864624,2.75890496536584,2.17727672183258,NA,54.42,50.96,1.923642378,1.143153533
"Delany and Healey 1967","Guernsay","Herm","Mammals","Rodentia","Muridae","Apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","","Both","Skull",25.3935443037975,26.6817647058824,NA,NA,79,17,25.46,25.25,NA,NA,54,25,26.97,26.27,NA,NA,10,7,-2.44776,49.47251,0.298853076409707,0.568319085095112,"No","log10(mass,g) = -2.8722  +3.1651*log10(Skull mm), r2 = 0.9801, own model, All species","Conspecific","No island rule","Yes",0.543393994140625,0.0255775131225586,11.2937288284302,376.458251953125,843.369995117188,0.585541552734375,0.0173488510131836,11.4183502197266,392.7529296875,836.678894042969,0.5828357421875,0.0167568420410156,11.4057178497314,380.026397705078,846.40576171875,0.543393994140625,-1.57548565874612,11.2937288284302,2.5757168213025,2.92601814590005,NA,25.3935443037975,26.6817647058824,NA,NA
"Berry et al. 1978","Streymoy","Hestur","Mammals","Rodentia","Muridae","Mus musculus","Mus musculus","Mus musculus","","Both","Weight",16.856,18.645,NA,NA,25,40,17,16.7,NA,NA,13,12,18.3,18.9,NA,NA,17,23,-6.894901,61.952665,0.785329835010767,0.431524584187451,"No","Weight","Conspecific","No island rule","Yes",0.428683154296875,0.0208147094726563,6.67500782012939,269.409149169922,2673.47998046875,0.388801440429688,0.0223387435913086,6.76068735122681,246.314834594727,2546.78833007812,0.392778930664062,0.0251474746704102,6.74456453323364,246.113388061523,2524.4248046875,0.428683154296875,-1.6612505665535,6.67500782012939,2.43041234033478,3.4270769363681,NA,16.856,18.645,NA,NA
"Goldman and Kellogg 1940","Florida","Hilton Head ","Mammals","Cetartiodactyla","Cervidae","Odocoileus virginianus","Odocoileus virginianus seminolus","Odocoileus virginianus hiltonensis","","Both","CBL",270.5,253.25,16.263,27.648,2,2,282,259,NA,NA,1,1,272.8,233.7,NA,NA,1,1,-80.7222,32.223,1.97726621242729,0.653309012938479,"No","log10(mass,g) = -3.177  +3.3747*log10(CBL mm), r2 = 0.9711, own model, All species","Conspecific","No island rule","Yes",0.5478115234375,0.00651572570800781,18.9467430114746,652.101684570312,1268,0.55760439453125,0.00919632110595703,18.9058799743652,654.161376953125,1268.62451171875,0.614760498046875,0.00840101623535156,18.601188659668,665.302734375,1275.51477050781,0.5478115234375,-2.12402907818199,18.9467430114746,2.8143153221192,3.10311925354571,NA,270.5,253.25,16.263,27.648
"Takada et al. 1994","Honshu","Himakajima","Mammals","Rodentia","Muridae","Mus musculus","Mus musculus","Mus musculus","","Both","Length",70.372,70,3.927,3.6,39,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.005,34.705,-0.193820026016113,0.255513712819533,"No","Rodentia: log10(BM,g) = -4.1004 +2.821*log10(length, mm) (r2 = 0.9352)","Conspecific","Island rule","Yes",0.451385791015625,0.010178475189209,15.6714448928833,759.351135253906,1809.09997558594,0.538487841796875,0.00752644882202148,15.2701644897461,782.784606933594,1917.76452636719,0.57191953125,0.00648572463989258,15.2741632461548,775.835693359375,1995.32580566406,0.451385791015625,-1.95161743277121,15.6714448928833,2.88044264656676,3.25746256776946,NA,70.372,70,3.927,3.6
"Meiri et al 2006","Alaska S. of 62N, 145-151W","Hinchinbrook","Mammals","Carnivora","Mustelidae","Neovison vison","Mustela vison","Mustela vison","","Both","CBL",65.1057142857143,65.674,NA,NA,7,5,67.66,63.19,NA,NA,3,4,67.27,63.28,NA,NA,3,2,-146.585,60.416,2.64542226934909,1.00004342727686,"No","log10(mass,g) = -4.2989  +3.9723*log10(CBL mm), r2 = 0.9539, own model, Mustelidae, Herpestidae, Viverridae","Conspecific","Island rule","Yes",0.394128930664063,0.0321541107177734,3.92625093460083,591.779113769531,1256.58996582031,0.441892822265625,0.0316251068115234,4.36893033981323,540.169677734375,1252.57299804688,0.420176416015625,0.0305770782470703,3.41329312324524,592.131103515625,1204.08251953125,0.394128930664063,-1.47946261653929,3.92625093460083,2.77215963312149,3.0991935874456,NA,65.1057142857143,65.674,NA,NA
"Foster 1963","British Columbia","Hippa","Mammals","Eulipotyphla","Soricidae","Sorex monticolus","Sorex obscurus","Sorex obscurus","","Unsexed","CBL",18.504,18.18185053,0.190023175,0.15747331,19,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-132.971,53.5297,2.18412335423967,-0.154281982033341,"No","log10(mass,g) = -4.2577  +4.0475*log10(CBL mm), r2 = 0.9895, own model, Eulipotyphla","Conspecific","Island rule","Yes",0.649428662109375,0.0348986999511719,7.62778377532959,371.339813232422,2428.31005859375,0.69925419921875,0.0373297668457031,7.12132930755615,406.254913330078,2173.88232421875,0.708158349609375,0.0296298675537109,7.31551790237427,409.874176025391,2184.71044921875,0.649428662109375,-1.44492127883827,7.62778377532959,2.56977151464551,3.3853041388032,NA,18.504,18.18185053,0.190023175,0.15747331
"Millien 2004","Mt Hayachine (Honshu)","Hokkaido","Mammals","Rodentia","Muridae","Apodemus argenteus","Apodemus argenteus","Apodemus argenteus","","Unsexed","antero-posterior diameter of the lower incisor",0.994,1.016,NA,0.07,6,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.934,43.224,4.89493050903342,1.25529663190434,"No","ln(BW,g) = Ln(3.19) + 2.58*(ln(Anteposterior incisor,mm), r=  0.93, P < 0.0001, N =51, (Millien-Parra, 2000).","Conspecific","Island rule","Yes",0.536149462890625,0.0149816787719727,6.21409368515015,1003.00970458984,1159.09997558594,0.45661806640625,0.0121984802246094,6.64829397201538,1000.29229736328,1181.62878417969,0.461188916015625,0.0143379089355469,6.3526086807251,982.328063964844,1221.07202148438,0.461188916015625,-1.81423384505817,6.3526086807251,2.99225655150984,3.08674128033373,NA,0.994,1.016,NA,0.07
