"Reference","ID","CommonControl","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","guild","Sex","Measure","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","RR","var","Long_i","Lat_i","logmass","Island_km2","Dist_near_mainland","NDVI","SDNDVI","tmean","tseas","prec","Archipielago","Phylogeny","Data_source_type"
"Miller 1912","ES217","CC160","Europe","Corfu","Mammals","Eulipotyphla","Soricidae","Erinaceus roumanicus","Erinaceus roumanicus","Erinaceus roumanicus nesiotes","Inver","Both","CBL",821.830155938167,818.088577438161,41.1453048214371,5.87285259611693,6,2,-0.0045631346434151,0.000443525600236626,19.784,39.677,2.9147820730627,2.76737852411418,0.398113691730502,0.6899859375,-1.96260566454728,15.960033416748,2.76354543214018,3.03430751000149,"No","Conspecific","No island rule"
"Lawlor 1982","ES218","CC24","Central Baja California","Coronado","Mammals","Rodentia","Heteromyidae","Chaetodipus spinatus","Perognathus spinatus pullus","Perognathus spinatus pullus","Herb","Both","Length",18.6061086762592,17.898062674181,0.92498547563633,1.84327389768527,33,7,-0.0387974737580883,0.0015900925505684,-113.508706,29.0739,1.26965555329526,0.929418925714293,0.301247088636211,0.0784558166503906,-1.88692123567312,20.6221256256104,2.68629997176064,1.90047635305553,"No","Conspecific","Island rule"
"Smith 1992","ES219","CC161","Baja California","Coronado","Mammals","Rodentia","Cricetidae","Neotoma bunkeri","Neotoma lepida ravida","Neotoma bunkeri","Herb","Both","Length",156.911116516445,310.909081672381,59.8315263445378,23.745919539938,86,6,0.683821019355154,0.00266286188088448,-113.508706,29.0739,2.19565371268018,0.929418925714293,0.301247088636211,0.0784558166503906,-1.88692123567312,20.6221256256104,2.68629997176064,1.90047635305553,"No","Phylogeny: Smith, F. A. Evolution of body size among woodrats from Baja California, Mexico. Funct. Ecol., 265-273 (1992).","Island rule"
"Swarth 1911","ES220","CC162","Bradfield canal and Thomas Bay","Coronation","Mammals","Rodentia","Cricetidae","Microtus longicaudus","Microtus longicaudus (macrurus)","Microtus longicaudus (coronarius)","Herb","Male","Length",51.8749204229222,81.4864216811863,2.57891366625301,3.81264068747984,11,5,0.451600956694093,0.000662516626888304,-134.258,55.873,1.71495744350497,1.95904139232109,0.939569168655902,0.70166826171875,-1.40053545093433,6.64734983444214,2.62740089598883,3.67465907837229,"No","Conspecific","No island rule"
"Meiri et al 2006","ES221","CC163","Kuiu","Coronation","Mammals","Carnivora","Mustelidae","Neovison vison","Mustela vison","Mustela vison","Carn","Both","CBL",811.496671764056,695.356187256329,40.3428061165066,34.2950115298039,4,2,-0.154456071676948,0.00183410665189102,-134.258,55.873,2.90928674297005,1.95904139232109,0.939569168655902,0.70166826171875,-1.40053545093433,6.64734983444214,2.62740089598883,3.67465907837229,"No","Conspecific","Island rule"
"Magnanou et al. 2005","ES222","CC164","Banyuls sur Mer (Pyrénéss-Orientales)","Corsica","Mammals","Eulipotyphla","Soricidae","Crocidura suaveolens","Crocidura suaveolens","Crocidura suaveolens","Omn","Both","Weight",5.09,8.04,1.29,3.422,9,8,0.457151252628444,0.0297810133921268,9.12,42.1,0.706717782336759,3.93856975622106,1.90417978339357,0.627191943359375,-1.92281432857012,12.0827579498291,2.78330610180206,2.90464717566751,"No","Conspecific","Island rule"
"Granjon and Cheylan 1990","ES223","CC165","Toscana","Corsica","Mammals","Rodentia","Muridae","Rattus rattus","Rattus rattus","Rattus rattus","Omn","Both","Length",163.619864427396,133.369276826353,10.6811349972823,6.27084115264281,21,73,-0.204424039194715,0.000233212964788954,9.12,42.1,2.21383602847649,3.93856975622106,1.90417978339357,0.627191943359375,-1.92281432857012,12.0827579498291,2.78330610180206,2.90464717566751,"No","Conspecific","Island rule"
"Melton 1982, Marinelli 1989","ES224","CC93","Vancouver Island","Cox","Mammals","Rodentia","Cricetidae","Peromyscus maniculatus","Peromyscus maniculatus rubriventer","Peromyscus maniculatus carli","Omn","Both","Length",26.1788848221338,38.9788038716183,1.24378661848523,1.42285739396878,48,18,0.398064844896497,0.000121054629229428,-128.6067,50.8004,1.417951142371,1.0265332645233,1.00004342727686,0.643827783203125,-1.68213573791029,8.9088659286499,2.53582683584047,3.37114176040178,"No","Conspecific","Island rule"
"Merriam 1901","ES225","CC166","Mexico","Cozumel","Mammals","Didelphimorphia","Didelphidae","Didelphis virginiana","Didelphis yucatanensis","Didelphis yucatanensis cozumeae","Carn","Both","Length",1151.41243362083,1409.58502479083,57.2414036754125,65.9525980783204,4,4,0.202305960514579,0.00116516704062203,-86.917,20.417,3.06123091490873,2.68663626926229,1.22533513181854,0.781641552734375,-1.83171640732809,26.0968704223633,2.22414629898514,3.15961532211873,"No","Conspecific","No island rule"
"Osgood 1909","ES226","CC167","Yohaltun, Campeche, Yucatan","Cozumel","Mammals","Rodentia","Cricetidae","Peromyscus leucopus","Peromyscus leucopus castaneus","Peromyscus leucopus cozumelae","Omn","unsexed","Length",25.8534269996787,34.9983719562221,1.28527919976306,1.63752701570222,10,10,0.302858380182125,0.000466066816248813,-86.917,20.417,1.41251811912834,2.68663626926229,1.22533513181854,0.781641552734375,-1.83171640732809,26.0968704223633,2.22414629898514,3.15961532211873,"No","Conspecific","No island rule"
"McFadden et al. 2013","ES227","CC168","Quintana roo","Cozumel","Mammals","Carnivora","Procyonidae","Procyon lotor","Procyon lotor shufeldti","Procyon pygmaeus","Omn","Both","Length",4358.61912182918,3534.61410136623,216.684716383875,165.379866478053,5,78,-0.209551163731204,0.0005223642403402,-86.917,20.417,3.63934891982866,2.68663626926229,1.22533513181854,0.781641552734375,-1.83171640732809,26.0968704223633,2.22414629898514,3.15961532211873,"No","McFadden, K. W., Gompper, M. E., Valenzuela, D. G., & Morales, J. C. (2008). Evolutionary history of the critically endangered Cozumel dwarf carnivores inferred from mitochondrial DNA analyses. Journal of Zoology, 276(2), 176-186.","Island rule"
"McFadden et al. 2013","ES228","CC169","Oaxaca","Cozumel","Mammals","Carnivora","Procyonidae","Procyon lotor","Procyon lotor shufeldti","Procyon pygmaeus","Omn","Both","Length",4895.7995911359,3534.61410136623,243.390146334321,165.379866478053,7,78,-0.325773482901111,0.000381136285021032,-86.917,20.417,3.68982363171814,2.68663626926229,1.22533513181854,0.781641552734375,-1.83171640732809,26.0968704223633,2.22414629898514,3.15961532211873,"No","McFadden, K. W., Gompper, M. E., Valenzuela, D. G., & Morales, J. C. (2008). Evolutionary history of the critically endangered Cozumel dwarf carnivores inferred from mitochondrial DNA analyses. Journal of Zoology, 276(2), 176-186.","Island rule"
"Decker 1991","ES229","CC170","Mexico","Cozumel","Mammals","Carnivora","Procyonidae","Nasua narica","Nasua narica","Nasua nelsoni","Herb","Both","CBL",7417.12332977044,3437.41277433578,390.507206110995,113.274812642326,144,4,-0.769072202669882,0.000290733166767804,-86.917,20.417,3.87023550039422,2.68663626926229,1.22533513181854,0.781641552734375,-1.83171640732809,26.0968704223633,2.22414629898514,3.15961532211873,"No","Nasua nelsoni = Nasua narica nelsoni: Nigenda-Morales, S. F., Gompper, M. E., Valenzuela-Galván, D., Lay, A. R., Kapheim, K. M., Hass, C., ... & Koprowski, J. L. (2019). Phylogeographic and diversification patterns of the white-nosed coati (Nasua narica): Evidence for south-to-north colonization of North America. Molecular phylogenetics and evolution, 131, 149-163.","No island rule"
"Krystufek et al. 2009, Giagia 1977","ES230","CC126","Greek mainland","Crete","Mammals","Eulipotyphla","Soricidae","Erinaceus roumanicus","Erinaceus roumanicus","Erinaceus roumanicus","Inver","Unsexed","CBL",919.426172209093,608.341369176464,45.7084213583292,28.4634790453056,76,12,-0.413013562719126,0.000214951173675032,24.809,35.24,2.96351686213368,3.92095770595545,1.97772817678565,0.435116796875,-1.89755297809369,16.6652584075928,2.75434222220437,2.86175301314758,"No","Conspecific","Island rule"
"Miller 1912","ES231","CC160","Europe","Crete","Mammals","Eulipotyphla","Soricidae","Erinaceus roumanicus","Erinaceus roumanicus","Erinaceus roumanicus nesiotes","Inver","Both","CBL",821.830155938167,567.758628186433,41.1453048214371,14.8691102247333,6,2,-0.369837372732295,0.000760693909413306,24.809,35.24,2.9147820730627,3.92095770595545,1.97772817678565,0.435116796875,-1.89755297809369,16.6652584075928,2.75434222220437,2.86175301314758,"No","Conspecific","No island rule"
"Papakosta 2017","ES232","CC13","Greece","Crete","Mammals","Carnivora","Mustelidae","Martes foina","Martes foina","Martes foina","Carn","Both","Weight",1464.52268907563,1365.46296296296,248.123853279842,292.990597313224,119,27,-0.0700358417382656,0.00194644451345379,24.809,35.24,3.1656961043645,3.92095770595545,1.97772817678565,0.435116796875,-1.89755297809369,16.6652584075928,2.75434222220437,2.86175301314758,"No","Conspecific","No island rule"
"Hagen 1954, Slabova et al 2007","ES233","CC171","Greece","Crete","Mammals","Rodentia","Muridae","Mus musculus","Mus musculus domesticus","Mus musculus praetextus","Herb","Unsexed","Length",16.8776042588218,20.5740266757016,1.59040767000206,1.30136915719799,51,60,0.198041887981228,0.000240792966514075,24.809,35.24,1.22731079945696,3.92095770595545,1.97772817678565,0.435116796875,-1.89755297809369,16.6652584075928,2.75434222220437,2.86175301314758,"No","Conspecific","No island rule"
"Meiri et al 2006","ES234","CC172","Turkey W. of 30E","Crete","Mammals","Carnivora","Mustelidae","Mustela nivalis","Mustela nivalis","Mustela nivalis","Carn","Both","CBL",106.908665980677,125.220629464092,5.31486540105837,5.85890577787958,3,4,0.158102336188223,0.00137112447546249,24.809,35.24,2.02901291040098,3.92095770595545,1.97772817678565,0.435116796875,-1.89755297809369,16.6652584075928,2.75434222220437,2.86175301314758,"No","Conspecific","Island rule"
"Koopman 1979","ES235","CC38","New Guinea","Crown","Mammals","Chiroptera","Pteropodidae","Syconycteris australis","Syconycteris australis","Syconycteris australis","Herb","unsexed","CBL",27.105069656,26.6050805960872,1.95973195896277,1.16366801489153,2,2,-0.0186185851645525,0.00357027046901202,146.9323,-5.1175,1.43305052769031,1.1430148002541,1.86688371503766,0.44368857421875,-1.49890528476192,26.2393226623535,1.59348914302933,3.47538059314336,"No","Conspecific","No island rule"
"Fooden et al 1993","ES236","CC173","Luzon","Culion","Mammals","Primata","Cercopithecidae","Macaca fascicularis","Macaca fascicularis","Macaca fascicularis","Omn","Male","Skull",10590.7902266817,9266.91893251704,466.122340298706,120.320479688326,12,3,-0.133533822321191,0.000217615313473896,119.966,11.8487,4.02492836598883,2.58994960132571,1.74037058568577,0.7834095703125,-1.76899233052897,27.5214405059814,1.88806779255181,3.47881747560281,"No","Conspecific","Island rule"
"Osgood 1909","ES237","CC21","Peninsular Florida","Cumberland","Mammals","Rodentia","Cricetidae","Peromyscus gossypinus","Peromyscus gossypinus palmarius","Peromyscus gossypinus anastaseae","Omn","unsexed","Length",43.1612567204107,38.5577667475252,2.14572193849067,1.8040663375198,27,3,-0.112785705910603,0.000821262952507763,-81.4442,30.8606,1.63509408148802,2.16840908351963,0.453471233722936,0.54145703125,-1.97947205476493,19.970817565918,2.77935380744148,3.11074790294446,"No","Conspecific","No island rule"
"Hummelinck 1940","ES238","CC174","Venezuela","Curacao","Mammals","Cetartiodactyla","Cervidae","Odocoileus virginianus","Odocoileus gymnotis","Odocoileus gymnotis","Herb","Both","CBL",18973.9311867271,18249.1947331743,5802.97493719669,5183.65778459521,7,4,-0.038945039404658,0.0335334288746089,-68.974,12.161,4.2781573211799,2.64738297011462,1.81292003804503,0.382149072265625,-1.93256534435882,27.7075386047363,1.97071372153437,2.74977494271714,"No","Conspecific","No island rule"
"Renaud 2020","ES239","CC175","Turkey","Cyprus","Mammals","Rodentia","Muridae","Acomys cahirinus","Acomys cahirinus","Acomys cahirinus","Herb","Both","Length",25.1008981348687,48.9872038959015,3.03106661524633,3.36432510940496,16,6,0.668655491261482,0.00169746806514682,33.254,35.025,1.39968926124355,3.96614173273903,1.84510424417683,0.324397705078125,-1.53930109875927,19.0325736999512,2.81274718568516,2.60594554871405,"No","Conspecific","Island rule"
"Catzeflis et al. 1985","ES240","CC176","Israel","Cyprus","Mammals","Eulipotyphla","Soricidae","Crocidura suaveolens","Crocidura suaveolens","Crocidura suaveolens","Omn","Unsexed","Length",13.8518859767416,15.8258932408104,1.39620930256649,1.79242741116142,6,13,0.133226016385486,0.00268003388624776,33.254,35.025,1.14150890795137,3.96614173273903,1.84510424417683,0.324397705078125,-1.53930109875927,19.0325736999512,2.81274718568516,2.60594554871405,"No","Conspecific","No island rule"
"Boye 1991","ES241","CC177","Turkey","Cyprus","Mammals","Eulipotyphla","Erinaceidae","Hemiechinus auritus","Hemiechinus auritus","Hemiechinus auritus dorotheae","Omn","Both","CBL",180.772919234554,285.122652976022,3.59769200442232,7.32367736513603,5,8,0.455677795264398,0.000161687396147503,33.254,35.025,2.25713337133908,3.96614173273903,1.84510424417683,0.324397705078125,-1.53930109875927,19.0325736999512,2.81274718568516,2.60594554871405,"No","Conspecific","No island rule"
"Smith 1992","ES242","CC23","Baja California","Danzante","Mammals","Rodentia","Cricetidae","Neotoma lepida","Neotoma lepida ravida","Neotoma lepida latirostra","Herb","Both","Length",156.911116516445,272.840013945369,59.8315263445378,16.7812114249891,86,8,0.553206085704003,0.00216352088450914,-111.251,25.786,2.19565371268018,0.690196080028514,0.301247088636211,0.261107568359375,-1.484121630687,22.5105724334717,2.69597271780295,2.35169970040527,"No","Conspecific","Island rule"
"Lawlor 1982","ES243","CC24","Central Baja California","Danzante","Mammals","Rodentia","Heteromyidae","Chaetodipus spinatus","Perognathus spinatus seorsus","Perognathus spinatus seorsus","Herb","Both","Length",18.6061086762592,17.2662837684414,0.92498547563633,2.3741140181607,33,7,-0.0747342654762164,0.00277578646981211,-111.251,25.786,1.26965555329526,0.690196080028514,0.301247088636211,0.261107568359375,-1.484121630687,22.5105724334717,2.69597271780295,2.35169970040527,"No","Conspecific","Island rule"
"Redfield 1976","ES244","CC178","Boundary bay (British Columbia, Canada)","D'Arcy","Mammals","Rodentia","Cricetidae","Peromyscus maniculatus","Peromyscus maniculatus","Peromyscus maniculatus","Omn","Both","Weight",14.8888888888889,23.365,3.5783949554956,3.22662841870287,18,22,0.450623953537697,0.00407592142192087,-123.308,48.566,1.17286228892548,-0.0809219076239261,0.755951041004132,0.618813623046875,-1.84156162837969,10.1161756515503,2.66829543569486,2.89260096931882,"No","Conspecific","Island rule"
"Lyon 1911","ES245","CC86","Borneo","Datu","Mammals","Rodentia","Muridae","Rattus tiomanicus","Epimys neglectus","Epimys neglectus","Omn","Both","Length",124.231840524466,273.008652544137,3.35742483659433,6.45395351346857,2,11,0.787353987408782,0.000415993187792403,114.6164,-4.06271,2.09423291944645,-1.52287874528034,-0.0963674839157623,0.63402216796875,-1.53187988877868,27.2970237731934,1.52445273849388,3.37099210138013,"No","Conspecific","No island rule"
"Lyon 1911","ES246","CC87","Borneo","Datu","Mammals","Rodentia","Muridae","Maxomys rajah","Epimys rajah","Epimys rajah","Omn","Both","Length",191.266864939809,248.828305525374,13.8508105366,19.6121692954464,20,6,0.263093471072128,0.00129758658299082,114.6164,-4.06271,2.28163973939363,-1.52287874528034,-0.0963674839157623,0.63402216796875,-1.53187988877868,27.2970237731934,1.52445273849388,3.37099210138013,"No","Conspecific","No island rule"
"Lyon 1911","ES247","CC179","Borneo","Datu","Mammals","Rodentia","Sciuridae","Callosciurus notatus","Sciurus notatus dulitensis","Sciurus notatus datus","Omn","Both","Length",273.458684255882,259.456979606406,10.858738746592,5.71619732186224,18,6,-0.0525596404020216,0.00016849674907942,114.6164,-4.06271,2.4368917198647,-1.52287874528034,-0.0963674839157623,0.63402216796875,-1.53187988877868,27.2970237731934,1.52445273849388,3.37099210138013,"No","Conspecific","No island rule"
"Hill 1960","ES248","CC2","Malay Peninsula","Dayang Bunting","Mammals","Rodentia","Muridae","Maxomys surifer","Maxomys surifer","Maxomys surifer","Omn","Unsexed","Length",209.911705872661,219.175883650273,13.5761028284763,8.22480334218863,96,5,0.0431875350986795,0.000325212579395993,99.8044,6.2255,2.32203665799235,1.70148163562093,1.53783168313669,0.61377421875,-1.75215618159985,27.4115886688232,1.73134847386377,3.37780693123694,"No","Conspecific","No island rule"
"Redfield 1976","ES249","CC178","Boundary bay (British Columbia, Canada)","De Courcy","Mammals","Rodentia","Cricetidae","Peromyscus maniculatus","Peromyscus maniculatus","Peromyscus maniculatus","Omn","Both","Weight",14.8888888888889,20.9444444444444,3.5783949554956,2.75459243576604,18,27,0.341258206937151,0.00384971082558488,-123.744,49.101,1.17286228892548,0.281033367247728,0.531606631932722,0.7130630859375,-1.41897467717411,9.94018363952637,2.68979173772226,3.01144354136776,"No","Conspecific","Island rule"
"Redfield 1976","ES250","CC178","Boundary bay (British Columbia, Canada)","Denman","Mammals","Rodentia","Cricetidae","Peromyscus maniculatus","Peromyscus maniculatus","Peromyscus maniculatus","Omn","Both","Weight",14.8888888888889,20.5761842105263,3.5783949554956,2.89926701868145,18,76,0.323519078089316,0.00347030809326958,-124.795,49.534,1.17286228892548,1.69196510276736,0.0867156639448824,0.677630615234375,-1.66201377790695,9.37644958496094,2.71280655912109,3.12725060322329,"No","Conspecific","Island rule"
"Scheffer and Dalquest 1942","ES251","CC180","Seattle (USA)","Destruction Island","Mammals","Eulipotyphla","Soricidae","Sorex trowbridgii","Sorex trowbridgii trowbridgii","Sorex trowbridgii destructioni","Inver","Unknown","Length",8.30993694419683,10.3533230128762,0.502143972982665,0.445287296754402,30,38,0.219855511331408,0.000170392326816395,-124.485,47.675,0.919597728369999,-0.920818753952375,0.778223626766096,0.780073095703125,-1.56243846326234,9.82955837249756,2.58502927358647,3.46893780566546,"No","Conspecific","No island rule"
"Takada et al. 2006","ES252","CC149","Nagoya","Dogo","Mammals","Rodentia","Muridae","Apodemus speciosus","Apodemus speciosus","Apodemus speciosus","Herb","Male","Weight",36.2,37.3,7.438,7.7,90,24,0.0299342078180442,0.00224471653449934,133.263,36.254,1.55870857053317,2.38381536598043,1.81292003804503,0.749363330078125,-1.54450118300411,13.2874927520752,2.89339782070591,3.23464380776177,"No","Conspecific","Island rule"
"Ursin 1956","ES253","CC114","Jutland","Drejo","Mammals","Rodentia","Muridae","Apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Herb","Unsexed","Length",22.3631568313797,20.2263067239761,0.172648070051592,0.534464832221428,113,15,-0.100430750203667,4.70768194728521e-05,10.416,54.966,1.3495331094862,0.629409599102719,1.6020708485543,0.464569189453125,-1.37830048401504,8.67059326171875,2.77621766770835,2.79276280314718,"No","Conspecific","No island rule"
"Melton 1982","ES254","CC181","Campbell","Dufferin","Mammals","Rodentia","Cricetidae","Peromyscus maniculatus","Peromyscus maniculatus rubriventer","Peromyscus maniculatus rubriventer","Omn","Both","Length",37.7245243090441,43.0147620060443,1.57643784770544,1.87541170156223,5,11,0.131232964106033,0.000522058455490364,-128.35,52.217,1.57662377220482,1.62838893005031,0.69028470251263,0.688963427734375,-1.44057043845622,8.59934139251709,2.6493327191097,3.49085005953159,"No","Conspecific","Island rule"
"Melton 1982, Marinelli 1989","ES255","CC93","Vancouver Island","Duncan","Mammals","Rodentia","Cricetidae","Peromyscus maniculatus","Peromyscus maniculatus rubriventer","Peromyscus maniculatus saxamans","Omn","Both","Length",26.1788848221338,40.584099422058,1.24378661848523,1.07609354528184,48,14,0.43842318702864,9.72451943100344e-05,-127.551,50.8139,1.417951142371,-0.167491087293764,0.763502865467597,0.653207421875,-1.78476126872154,8.72610855102539,2.58763948550349,3.3353134520493,"No","Conspecific","Island rule"
"Hill 1960","ES256","CC32","Malay Peninsula","East Perhentian","Mammals","Scandentia","Tupaiidae","Tupaia glis","Tupaia glis","Tupaia glis","Inver","Unsexed","Length",174.122558149929,177.768767344819,8.63954549664276,6.0739317378822,146,12,0.0207242374668721,0.000114147774214605,102.7557812,5.90284395,2.24085503904036,0.977723605288848,1.22533513181854,0.54377841796875,-1.62669104737461,26.1354122161865,1.87755873687496,3.46705267919955,"No","Conspecific","No island rule"
"Hutterer 1991","ES257","CC182","Sicilia","Egadi Islands","Mammals","Eulipotyphla","Soricidae","Crocidura sicula","Crocidura sicula","Crocidura sicula","Omn","Unsexed","Weight",8.5,5.8,1.332,1.294,10,7,-0.382208245943897,0.00956640887534142,12.313,37.928,0.929418925714293,1.56820172406699,1.24718001626834,0.462365869140625,-1.89374694907555,17.9168682098389,2.71458411373191,2.66891681745763,"Yes","Conspecific","No island rule"
"Ursin 1956","ES258","CC114","Jutland","Egholm","Mammals","Rodentia","Muridae","Apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Herb","Unsexed","Length",22.3631568313797,29.166276813427,0.172648070051592,0.999844685821728,113,7,0.265598317804524,0.000168409804270692,9.845,57.063,1.3495331094862,0.781755374652469,-0.300162274132754,0.51113046875,-1.36738591711498,7.75885009765625,2.78179585653753,2.78804104005686,"No","Conspecific","No island rule"
"Berry 1967, Delany 1964","ES259","CC133","Scotland","Eigg","Mammals","Rodentia","Muridae","Apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Herb","Both","Weight",21.198,28.85,1.05383895438373,1.34985291493281,242,8,0.308203155349045,0.000283860133414325,-6.157368,56.8989,1.32629488781849,1.48415742436538,1.07921743574657,0.63277373046875,-1.826028298253,9.23109245300293,2.51970220635524,3.29786770192776,"No","Conspecific","No island rule"
"West 2017","ES260","CC29","New Zealand South Island","Enderby","Mammals","Rodentia","Muridae","Mus musculus","Mus musculus","Mus musculus","Herb","Both","Weight",20.177,23.056,2.582,3.447,215,61,0.133382697424625,0.000442590697720291,166.2956,-50.4978,1.30485659399703,0.851258348719075,2.65705680945183,0.517924365234375,-1.82585111012718,8.65694427490234,2.16760741990311,3.16405529189345,"No","Conspecific","Island rule"
"Meiri et al 2006","ES261","CC183","Baja California Sur","Espiritu Santo","Mammals","Carnivora","Procyonidae","Bassariscus astutus","Bassariscus astutus","Bassariscus astutus","Herb","Both","CBL",1296.84156340573,1372.45373659519,35.6796950158671,29.946349318788,20,14,0.0566684447642572,7.18542931229534e-05,-110.342,24.482,3.11288692107896,1.92469270302019,0.788945727023748,0.181266198730469,-1.70982947538602,22.5944213867188,2.65195333432317,2.36642295722597,"No","Conspecific","Island rule"
"Lawlor 1982","ES262","CC184","Cape Region, Baja California Sur","Espiritu Santo","Mammals","Lagomorpha","Leporidae","Lepus californicus","Lepus californicus","Lepus californicus","Herb","Both","Length",2333.09802586562,2899.15071692787,115.987809418481,135.647384612639,5,5,0.217220828625592,0.000932133632497626,-110.342,24.482,3.36793298619974,1.92469270302019,0.788945727023748,0.181266198730469,-1.70982947538602,22.5944213867188,2.65195333432317,2.36642295722597,"No","Conspecific","Island rule"
"Nelson 1909","ES263","CC185","Cape Region, Baja California Sur","Espiritu Santo","Mammals","Lagomorpha","Leporidae","Lepus californicus","Lepus californicus xanti","Lepus californicus","Herb","Both","Length",2333.09802586562,2899.15071692787,115.987809418481,135.647384612639,5,5,0.217220828625592,0.000932133632497626,-110.342,24.482,3.36793298619974,1.92469270302019,0.788945727023748,0.181266198730469,-1.70982947538602,22.5944213867188,2.65195333432317,2.36642295722597,"No","Conspecific","No island rule"
"Lawlor 1982","ES264","CC186","San Jose del Cabo, Baja California Sur","Espiritu Santo","Mammals","Rodentia","Cricetidae","Neotoma lepida","Neotoma lepida","Neotoma lepida","Herb","Both","Length",228.974773797196,188.478312822731,11.3832689970133,8.81864817904268,5,5,-0.194628890464692,0.000932133632497625,-110.342,24.482,2.35978763865366,1.92469270302019,0.788945727023748,0.181266198730469,-1.70982947538602,22.5944213867188,2.65195333432317,2.36642295722597,"No","Conspecific","Island rule"
"Smith 1992","ES265","CC23","Baja California","Espiritu Santo","Mammals","Rodentia","Cricetidae","Neotoma lepida","Neotoma lepida vicina","Neotoma lepida pretiosa","Herb","Both","Length",205.690610858683,166.314597729727,65.4085777755774,17.6700122023435,76,19,-0.21249198894846,0.00192463651389509,-110.342,24.482,2.31321446794495,1.92469270302019,0.788945727023748,0.181266198730469,-1.70982947538602,22.5944213867188,2.65195333432317,2.36642295722597,"No","Conspecific","Island rule"
"Benson 1930","ES266","CC187","Baja California","Espiritu Santo","Mammals","Rodentia","Heteromyidae","Chaetodipus spinatus","Perognathus spinatus","Perognathus spinatus lambi","Herb","Unsexed","Weight",21.6,14.1,3.698,0.118,7,3,-0.426518517305997,0.00421058959594863,-110.342,24.482,1.33445375115093,1.92469270302019,0.788945727023748,0.181266198730469,-1.70982947538602,22.5944213867188,2.65195333432317,2.36642295722597,"No","Conspecific","No island rule"
"Lawlor 1982","ES267","CC24","Central Baja California","Espiritu Santo","Mammals","Rodentia","Heteromyidae","Chaetodipus spinatus","Perognathus spinatus lambi","Perognathus spinatus lambi","Herb","Both","Length",18.6061086762592,16.0463087328799,0.92498547563633,1.77987345550234,33,8,-0.148011112619814,0.00161282860228144,-110.342,24.482,1.26965555329526,1.92469270302019,0.788945727023748,0.181266198730469,-1.70982947538602,22.5944213867188,2.65195333432317,2.36642295722597,"No","Conspecific","Island rule"
"Lawlor 1982","ES268","CC26","Baja California Norte","Espiritu Santo","Mammals","Rodentia","Cricetidae","Peromyscus eremicus","Peromyscus eremicus","Peromyscus eremicus","Omn","Both","Length",20.5041764566642,18.6756571684452,1.58963018199012,1.21508203372752,51,10,-0.0934076748452317,0.000541162972541598,-110.342,24.482,1.31184233068232,1.92469270302019,0.788945727023748,0.181266198730469,-1.70982947538602,22.5944213867188,2.65195333432317,2.36642295722597,"No","Conspecific","Island rule"
"Meiri et al 2006","ES269","CC7","NW America W. of the Rockies, 55-60N","Etolin","Mammals","Carnivora","Mustelidae","Neovison vison","Mustela vison","Mustela vison","Carn","Both","CBL",770.10790104284,685.929917612984,47.3255220568088,32.0937434568287,21,3,-0.115755174661648,0.000909558894345158,-132.355,56.094,2.88655157912634,2.94890176097021,0.903144270409538,0.563492431640625,-1.54205428740776,5.29165077209473,2.71656977007112,3.50011018687228,"No","Conspecific","Island rule"
"Berry 1964","ES270","CC188","E. Lothian & E. Neuk Ricks","Faeroe Island","Mammals","Rodentia","Muridae","Mus musculus","Mus musculus","Mus musculus","Herb","Both","Weight",19.2075675649189,25.6972222222222,4.80707458432826,7.28256179851612,185,36,0.291078555935578,0.00256953628683111,-7.01,62.151,1.28347236954566,3.14581771449183,2.59106572060067,0.369863012695313,-1.48644338607996,5.93681478500366,2.45565740638429,3.44243616870011,"No","Conspecific","No island rule"
"Meiri et al 2006","ES271","CC189","Sjaelland","Falster","Mammals","Carnivora","Mustelidae","Mustela erminea","Mustela erminea","Mustela erminea","Carn","Both","CBL",165.364435323454,151.311084751788,10.2178603754953,9.51563156487663,39,2,-0.0888138557342855,0.00207533937358267,11.945,54.835,2.21844211220818,2.71096311899528,0.602168551378997,0.54684345703125,-1.43361941036609,8.75914478302002,2.79316403016215,2.77416648338796,"No","Conspecific","Island rule"
"Ursin 1956","ES272","CC114","Jutland","Fano","Mammals","Rodentia","Muridae","Apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Herb","Unsexed","Length",22.3631568313797,22.614965858434,0.172648070051592,0.621825928299012,113,9,0.0111970728370943,8.45320862735127e-05,8.413,55.406,1.3495331094862,1.75587485567249,0.301247088636211,0.486007373046875,-1.53469990075549,8.60145092010498,2.76174449625794,2.90540728507225,"No","Conspecific","No island rule"
"Thouless et al. 2009","ES273","CC190","Arabia","Farasans (Farasan Kebir and Zifaf)","Mammals","Cetartiodactyla","Bovidae","Gazella gazella","Gazella gazella","Gazella gazella","Herb","Male","Skull",18150.0834734856,13035.1754531011,601.387882608704,527.389345022811,23,3,-0.331023652342005,0.000593375473820709,41.983846,16.705947,4.258878626727,2.58092497567562,1.61910377027247,0.0826491943359375,-2.5870659581051,26.847188949585,2.48224711663011,2.12694270804978,"Yes","Conspecific","No island rule"
