"Reference","ID","CommonControl","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","guild","Sex","Measure","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","RR","var","Long_i","Lat_i","logmass","Island_km2","Dist_near_mainland","NDVI","SDNDVI","tmean","tseas","prec","Archipielago","Phylogeny","Data_source_type"
"Adler 1996, Adler 1998","ES1","CC1","Panama","4","Mammals","Rodentia","Cricetidae","Proechimys semispinosus","Proechimys semispinosus","Proechimys semispinosus","Herb","Male","Weight",436.66,365,104.326,79,42,10,-0.179257506652479,0.00604364865617553,-79.8576,9.1718,2.64014341043538,-1.72124639904717,-1.50863830616573,0.67976611328125,-1.86228348296952,26.4705142974854,1.81377149549862,3.3864436615218,"No","Conspecific","Island rule"
"Adler 1996, Adler 1998","ES2","CC1","Panama","5","Mammals","Rodentia","Cricetidae","Proechimys semispinosus","Proechimys semispinosus","Proechimys semispinosus","Herb","Male","Weight",436.66,361,104.326,121,42,21,-0.19027690190209,0.00670888624183581,-79.8334,9.1816,2.64014341043538,-1.76955107862173,-1.20760831050175,0.67976611328125,-1.86228348296952,26.4705142974854,1.81377149549862,3.3864436615218,"No","Conspecific","Island rule"
"Adler 1996, Adler 1998","ES3","CC1","Panama","8","Mammals","Rodentia","Cricetidae","Proechimys semispinosus","Proechimys semispinosus","Proechimys semispinosus","Herb","Male","Weight",436.66,297,104.326,101,42,57,-0.385422721432271,0.00338796606444526,-79.8299,9.1846,2.64014341043538,-1.56863623584101,-1.50863830616573,0.67976611328125,-1.86228348296952,26.4705142974854,1.81377149549862,3.3864436615218,"No","Conspecific","Island rule"
"Adler 1996, Adler 1998","ES4","CC1","Panama","9","Mammals","Rodentia","Cricetidae","Proechimys semispinosus","Proechimys semispinosus","Proechimys semispinosus","Herb","Male","Weight",436.66,321,104.326,80,42,24,-0.307713737104955,0.00394705905655247,-79.842,9.1865,2.64014341043538,-1.67778070526608,-1.20760831050175,0.67976611328125,-1.86228348296952,26.4705142974854,1.81377149549862,3.3864436615218,"No","Conspecific","Island rule"
"Adler 1996, Adler 1998","ES5","CC1","Panama","12","Mammals","Rodentia","Cricetidae","Proechimys semispinosus","Proechimys semispinosus","Proechimys semispinosus","Herb","Male","Weight",436.66,396,104.326,123,42,27,-0.09774064898049,0.00493228226482502,-79.8626,9.1953,2.64014341043538,-1.74472749489669,-0.815308569182401,0.67976611328125,-1.86228348296952,26.4705142974854,1.81377149549862,3.3864436615218,"No","Conspecific","Island rule"
"Adler 1996, Adler 1998","ES6","CC1","Panama","14","Mammals","Rodentia","Cricetidae","Proechimys semispinosus","Proechimys semispinosus","Proechimys semispinosus","Herb","Male","Weight",436.66,351,104.326,109,42,14,-0.218368636769105,0.00824737142231252,-79.8506,9.2051,2.64014341043538,-1.61978875828839,-1.50863830616573,0.657084716796875,-1.75134478300131,26.5273342132568,1.78071349800838,3.3956932645562,"No","Conspecific","Island rule"
"Adler 1996, Adler 1998","ES7","CC1","Panama","51","Mammals","Rodentia","Cricetidae","Proechimys semispinosus","Proechimys semispinosus","Proechimys semispinosus","Herb","Male","Weight",436.66,343,104.326,110,42,53,-0.241424413069031,0.00329962647318601,-79.8416,9.1282,2.64014341043538,-1.45593195564972,-1.50863830616573,0.67976611328125,-1.86228348296952,26.4705142974854,1.81377149549862,3.3864436615218,"No","Conspecific","Island rule"
"Adler 1996, Adler 1998","ES8","CC1","Panama","52","Mammals","Rodentia","Cricetidae","Proechimys semispinosus","Proechimys semispinosus","Proechimys semispinosus","Herb","Male","Weight",436.66,378,104.326,116,42,28,-0.144260664615383,0.00472246014113634,-79.8341,9.1242,2.64014341043538,-1.60205999132796,-1.50863830616573,0.67976611328125,-1.86228348296952,26.4705142974854,1.81377149549862,3.3864436615218,"No","Conspecific","Island rule"
"Hill 1960","ES9","CC2","Malay Peninsula","Adang","Mammals","Rodentia","Muridae","Maxomys surifer","Maxomys surifer","Maxomys surifer","Omn","Unsexed","Length",209.911705872661,245.926663521122,13.5761028284763,8.79064858756252,96,4,0.15834638164032,0.000362998075012312,99.3015,6.5405,2.32203665799235,1.42160392686983,1.72510269980826,0.61410859375,-1.62345589978851,27.5040721893311,1.7418467848213,3.34886925471759,"No","Conspecific","No island rule"
"Sargis et al. 2018","ES10","CC3","Mainland SE Asia","Adang","Mammals","Scandentia","Tupaiidae","Tupaia glis","Tupaia glis","Tupaia glis","Inver","Both","Skull",289.234889896578,261.221747558733,7.73355970992208,6.86861256539417,81,4,-0.101869471688512,0.000181672195981342,99.3015,6.5405,2.46125067996278,1.42160392686983,1.72510269980826,0.61410859375,-1.62345589978851,27.5040721893311,1.7418467848213,3.34886925471759,"No","Conspecific","Island rule"
"Meiri et al 2006","ES11","CC4","NW America W. of the Rockies, 55-60N","Admiralty","Mammals","Carnivora","Mustelidae","Lontra canadensis","Lontra canadensis","Lontra canadensis","Carn","Male","CBL",7504.41257759865,7910.66430005193,214.598449383449,370.12940258163,4,2,0.0527205693448992,0.00129902659609084,-134.336,57.622,3.87531670266963,3.63447727016073,0.755951041004132,0.558409375,-1.59266431811634,4.93829870223999,2.74498305543084,3.43367508098325,"No","Conspecific","Island rule"
"Meiri et al 2006","ES12","CC5","NW America W. of the Rockies, 55-60N","Admiralty","Mammals","Carnivora","Mustelidae","Martes americana","Martes americana","Martes americana","Carn","Both","CBL",1341.06618902745,1531.42740095861,71.2746778043594,71.6534399026675,21,6,0.132735281243856,0.000499371990279681,-134.336,57.622,3.12745021321327,3.63447727016073,0.755951041004132,0.558409375,-1.59266431811634,4.93829870223999,2.74498305543084,3.43367508098325,"No","Conspecific","Island rule"
"Meiri et al 2006","ES13","CC6","NW America W. of the Rockies, 55-60N","Admiralty","Mammals","Carnivora","Mustelidae","Mustela erminea","Mustela erminea","Mustela erminea","Carn","Both","CBL",106.045223776188,102.590607925257,8.73583436383282,7.54558662134491,46,26,-0.0331192546682947,0.000355590302560353,-134.336,57.622,2.02549111288693,3.63447727016073,0.755951041004132,0.558409375,-1.59266431811634,4.93829870223999,2.74498305543084,3.43367508098325,"No","Conspecific","Island rule"
"Meiri et al 2006","ES14","CC7","NW America W. of the Rockies, 55-60N","Admiralty","Mammals","Carnivora","Mustelidae","Neovison vison","Mustela vison","Mustela vison","Carn","Male","CBL",911.454580360863,846.737247881645,34.8113343484868,13.459696136847,12,6,-0.0736513318127978,0.000163673372910387,-134.336,57.622,2.95973503175115,3.63447727016073,0.755951041004132,0.558409375,-1.59266431811634,4.93829870223999,2.74498305543084,3.43367508098325,"No","Conspecific","Island rule"
"Meiri et al 2006","ES15","CC8","NW America W. of the Rockies, 55-60N","Admiralty","Mammals","Carnivora","Ursidae","Ursus americanus","Ursus americanus","Ursus americanus","Omn","Male","CBL",130185.177772309,102105.861067022,6472.0356458076,4777.39667913498,9,2,-0.242947752614591,0.00136919938532195,-134.336,57.622,5.11456154046769,3.63447727016073,0.755951041004132,0.558409375,-1.59266431811634,4.93829870223999,2.74498305543084,3.43367508098325,"No","Conspecific","Island rule"
"Meiri et al 2006","ES16","CC9","NW America W. of the Rockies, 55-60N","Admiralty","Mammals","Carnivora","Ursidae","Ursus arctos","Ursus arctos","Ursus arctos","Herb","Both","CBL",113290.966779803,134924.331984245,10339.3167319964,10768.4224266145,8,58,0.174754680955147,0.00115094918859563,-134.336,57.622,5.05419528290767,3.63447727016073,0.755951041004132,0.558409375,-1.59266431811634,4.93829870223999,2.74498305543084,3.43367508098325,"No","Conspecific","Island rule"
"Rausch 1963","ES17","CC10","Yukon","Admiralty","Mammals","Carnivora","Ursidae","Ursus arctos","Ursus arctos","Ursus arctos","Herb","Male","CBL",157092.118246966,176355.307655132,5093.79388776158,6951.62334607349,75,33,0.115668379798054,6.11037381858504e-05,-134.336,57.622,5.19615439581197,3.63447727016073,0.755951041004132,0.558409375,-1.59266431811634,4.93829870223999,2.74498305543084,3.43367508098325,"No","Conspecific","No island rule"
"Ferguson and McLoughlin 2000","ES18","CC11","Kluane NP","Admiralty","Mammals","Carnivora","Ursidae","Ursus arctos","Ursus arctos","Ursus arctos","Herb","Female","Weight",121000,168000,6015.40303238187,7860.49531052728,35,18,0.328173433806518,0.0001922350301264,-134.336,57.622,5.08278537031645,3.63447727016073,0.755951041004132,0.558409375,-1.59266431811634,4.93829870223999,2.74498305543084,3.43367508098325,"No","Conspecific","No island rule"
"Maharadatunkamsi et al. 2003","ES19","CC12","Flores","Adonara","Mammals","Chiroptera","Pteropodidae","Eonycteris spelaea","Eonycteris spelaea","Eonycteris spelaea","Herb","Both","Skull",115.151207544091,119.226826234748,1.97220300213636,4.0393788123248,21,15,0.0347816686989178,9.0491048285883e-05,123.16,-8.29,2.06126849659452,2.69635638873333,-0.154281982033341,0.670201171875,-1.51774410772725,27.0523471832275,1.79335660762846,3.09443619654872,"No","Conspecific","No island rule"
"Papakosta 2017","ES20","CC13","Greece","Aegean Islands (Lesbos)","Mammals","Carnivora","Mustelidae","Martes foina","Martes foina","Martes foina","Carn","Both","Weight",1464.52268907563,1321.13913043478,248.123853279842,238.268272688205,119,69,-0.103035037827589,0.000712607785102978,26.32,39.23,3.1656961043645,3.21218760440396,1.11397675828985,0.510914892578125,-1.87108947136158,15.6678247451782,2.82851396426158,2.78240293867504,"Yes","Conspecific","No island rule"
"Delany and Healey 1967","ES21","CC14","Cap Gris Nez, France","Alderney","Mammals","Rodentia","Muridae","Apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Herb","Both","Skull",32.5227828106905,38.8746059080574,1.61684005240434,1.81889081808858,45,45,0.178400379731732,0.000103570403610847,-2.1938,49.719,1.51218769890298,0.903089986991944,1.19315243685208,0.514838427734375,-1.52013632504854,11.3122224807739,2.58035727350658,2.9287542084232,"No","Conspecific","No island rule"
"Delany and Healey 1966","ES22","CC15","Cap Gris Nez","Alderney","Mammals","Eulipotyphla","Soricidae","Crocidura russula","Crocidura russula","Crocidura russula","Omn","unsexed","Skull",17.5515213246893,16.5967113291872,0.872557641317777,0.776537926031257,20,26,-0.0559360682863934,0.000207773651073606,-2.1938,49.719,1.24431476606012,0.903089986991944,1.19315243685208,0.514838427734375,-1.52013632504854,11.3122224807739,2.58035727350658,2.9287542084232,"No","Conspecific","No island rule"
"Maharadatunkamsi et al. 2003","ES23","CC16","Timor","Alor","Mammals","Chiroptera","Pteropodidae","Eonycteris spelaea","Eonycteris spelaea","Eonycteris spelaea","Herb","Both","Skull",128.755670702604,117.176895990657,4.49786476321097,3.92735750298357,18,4,-0.0942318583418995,0.000348635210037554,124.7,-8.27,2.109766365485,3.31848072517452,1.50516354981041,0.69412109375,-1.59696026529225,25.1859512329102,1.87541843396155,3.12007941038191,"No","Conspecific","No island rule"
"Kitchener et al 1993b","ES24","CC17","Timor","Alor","Mammals","Chiroptera","Emballonuridae","Taphozous melanopogon","Taphozous melanopogon","Taphozous melanopogon","Inver","Both","Length",21.698219030464,23.3556827795852,0.538714403514968,1.03108699896497,11,2,0.0736101435128859,0.00103052292917651,124.7,-8.27,1.33642408882624,3.31848072517452,1.50516354981041,0.69412109375,-1.59696026529225,25.1859512329102,1.87541843396155,3.12007941038191,"No","Conspecific","No island rule"
"Kitchener et al 1994","ES25","CC18","Seram","Ambon","Mammals","Eulipotyphla","Soricidae","Suncus murinus","Suncus murinus","Suncus murinus","Inver","Both","Length",18.7292772865047,28.5894535263864,1.31687901443661,1.64452402345089,30,10,0.422949962165742,0.000495667734819745,128.09,-3.64,1.27252101941802,2.90520202866232,1.04143216468027,0.801250048828125,-1.3510874712598,25.5272235870361,1.91055410944698,3.39840183709156,"No","Conspecific","Island rule"
"Meijaard & Groves 2004a","ES26","CC19","Borneo","Anambas islands","Mammals","Cetartiodactyla","Cetartiodactyla","Tragulus napu","Tragulus napu","Tragulus napu","Herb","Both","CBL",4278.49448855852,3359.28499759845,147.959463581275,169.87096479084,52,4,-0.241873039707168,0.000662268964030942,105.6,3.1,3.63129097687921,2.80420760508204,2.63346946556558,0.637018310546875,-1.59335538843304,26.8226852416992,1.74833337827823,3.37586473216104,"No","Conspecific","No island rule"
"Meijaard & Groves 2004a","ES27","CC20","Malaya, Thailand south of Isthmus of Kra","Anambas islands","Mammals","Cetartiodactyla","Tragulidae","Tragulus napu","Tragulus napu","Tragulus napu","Herb","Both","CBL",4649.93054773522,3359.28499759845,21.7897401487123,169.87096479084,3,4,-0.32512413052026,0.0006465900708904,105.6,3.1,3.66744646623176,2.80420760508204,2.69897087292411,0.637018310546875,-1.59335538843304,26.8226852416992,1.74833337827823,3.37586473216104,"No","Conspecific","No island rule"
"Osgood 1909","ES28","CC21","Peninsular Florida","Anastasia","Mammals","Rodentia","Cricetidae","Peromyscus gossypinus","Peromyscus gossypinus palmarius","Peromyscus gossypinus anastaseae","Omn","unsexed","Length",43.1612567204107,34.9983719562221,2.14572193849067,1.63752701570222,27,6,-0.209641712806092,0.000456399795107315,-81.2836,29.8379,1.63509408148802,1.66558099101795,-0.696803942579511,0.34941376953125,-1.94103642472815,20.9679260253906,2.72429587459782,3.09642332210345,"No","Conspecific","No island rule"
"Osgood 1909","ES29","CC22","Gainesville, Florida","Anastasia","Mammals","Rodentia","Cricetidae","Peromyscus polionotus","Peromyscus polionotus phasma","Peromyscus polionotus phasma","Omn","unsexed","Length",20.5740266757016,22.0034504400899,1.02281869796133,1.02951201785563,5,10,0.0671698399649809,0.000713215738057357,-81.2836,29.8379,1.3133192985929,1.66558099101795,-0.696803942579511,0.34941376953125,-1.94103642472815,20.9679260253906,2.72429587459782,3.09642332210345,"No","Conspecific","No island rule"
"Smith 1992","ES30","CC23","Baja California","Angel de la Guarda","Mammals","Rodentia","Cricetidae","Neotoma lepida","Neotoma lepida gilva","Neotoma lepida insularis","Herb","Both","Length",141.915377407225,187.497308159946,18.2889301900123,15.251622186027,25,11,0.278533542616889,0.00126583949848235,-113.401,29.287,2.15202945649533,2.96851563615574,1.08353845123014,0.116362854003906,-1.90815316316854,20.8971824645996,2.69489116866272,1.91724286592538,"No","Conspecific","Island rule"
"Lawlor 1982","ES31","CC24","Central Baja California","Angel de la Guarda","Mammals","Rodentia","Heteromyidae","Chaetodipus spinatus","Perognathus spinatus guardia","Perognathus spinatus guardia","Herb","Both","Length",18.6061086762592,15.4578049875613,0.92498547563633,1.29907393115465,33,11,-0.185375897281624,0.000716959212669256,-113.401,29.287,1.26965555329526,2.96851563615574,1.08353845123014,0.116362854003906,-1.90815316316854,20.8971824645996,2.69489116866272,1.91724286592538,"No","Conspecific","Island rule"
"Banks 1967","ES32","CC25","Baja California","Angel de la Guarda","Mammals","Rodentia","Heteromyidae","Chaetodipus spinatus","Perognathus spinatus prietae","Perognathus spinatus guardia","Herb","Both","Length",16.7305402002199,15.4578049875613,1.3647541386435,1.29907393115465,18,11,-0.0791217508180955,0.00101173747242731,-113.401,29.287,1.22350996380681,2.96851563615574,1.08353845123014,0.116362854003906,-1.90815316316854,20.8971824645996,2.69489116866272,1.91724286592538,"No","Conspecific","No island rule"
"Lawlor 1982","ES33","CC26","Baja California Norte","Angel de la Guarda","Mammals","Rodentia","Cricetidae","Peromyscus eremicus","Peromyscus eremicus","Peromyscus eremicus","Omn","Both","Length",20.5041764566642,29.3154339738299,1.58963018199012,1.97481972327426,51,12,0.357485539133687,0.000496016830690319,-113.401,29.287,1.31184233068232,2.96851563615574,1.08353845123014,0.116362854003906,-1.90815316316854,20.8971824645996,2.69489116866272,1.91724286592538,"No","Conspecific","Island rule"
"Forsman et al. 2011","ES34","CC27","Sweden (Granskar and Uppsala)","Angskar","Mammals","Rodentia","Cricetidae","Microtus agrestis","Microtus agrestis","Microtus agrestis","Herb","Both","Length",46.8456888367181,59.5850803964774,3.28269762652045,5.66304483107016,73,39,0.240546229926327,0.000298878239849788,19.275,59.536,1.67066962936307,-1.53461714855158,1.35604498868723,0.370390551757812,-1.30924246498372,6.27259731292725,2.81307705891648,2.69425411738461,"Yes","Conspecific","Island rule"
"Albrecht et al. 1990","ES35","CC28","Madagascar","Anjouan ","Mammals","Primata","Lemuridae","Eulemur mongoz","Lemur mongoz","Lemur mongoz","Herb","Unsexed","Skull",2384.18026249324,2477.25876982155,48.7605248163612,49.1154155107123,21,11,0.0382972542880555,5.56532324883671e-05,44.443,-12.211,3.37733908833602,2.62736585659273,2.59439365544904,0.74896806640625,-1.74892919691896,21.909423828125,2.06951730803553,3.27933609022263,"No","Conspecific","No island rule"
"West 2017","ES36","CC29","New Zealand South Island","Antipodes","Mammals","Rodentia","Muridae","Mus musculus","Mus musculus","Mus musculus","Herb","Both","Weight",20.177,21.438,2.582,3.5,215,139,0.0606217064367868,0.000267923618753936,178.7756,-49.6643,1.30485659399703,1.32159843046534,2.86510456712979,0.66845712890625,-1.86487717971324,7.96129417419434,2.42159448858634,2.90786797672078,"No","Conspecific","Island rule"
"Melton 1982","ES37","CC30","Princess Royal","Aristazabal","Mammals","Rodentia","Cricetidae","Peromyscus maniculatus","Peromyscus maniculatus macrorhinus","Peromyscus maniculatus macrorhinus","Omn","Both","Length",35.6925009668137,35.0969948568179,2.61768589845809,1.78459295882125,9,16,-0.0168250995769115,0.000759230038663488,-129.099,52.6563,1.55257697995432,2.6232492903979,0.425044874551389,0.64774404296875,-1.4759853691628,8.21355533599854,2.66232468351023,3.5655881142302,"No","Conspecific","Island rule"
"West 2017","ES38","CC29","New Zealand South Island","Auckland","Mammals","Rodentia","Muridae","Mus musculus","Mus musculus","Mus musculus","Herb","Both","Weight",20.177,22.8857142857143,2.582,2.40250090156291,215,28,0.125969543746405,0.000469752398563133,166.1196,-50.6218,1.30485659399703,2.66252173791012,2.56820289783428,0.6255287109375,-1.81597405514674,7.36182546615601,2.23928939556728,3.19003180641431,"No","Conspecific","Island rule"
"Hill 1960","ES39","CC31","Malay Peninsula","Aur","Mammals","Rodentia","Sciuridae","Callosciurus notatus","Callosciurus notatus","Callosciurus notatus","Omn","Unsexed","Length",240.351984298023,124.231840524466,14.1813983002826,4.09332045243989,63,10,-0.659954948599717,0.000163822841302249,104.522,2.4475,2.38084771192805,0.857332496431269,1.7888821774169,0.567839599609375,-1.59367515324129,26.1495609283447,1.79672004031594,3.40705081480425,"No","Conspecific","No island rule"
"Hill 1960","ES40","CC2","Malay Peninsula","Aur","Mammals","Rodentia","Muridae","Maxomys surifer","Maxomys surifer","Maxomys surifer","Omn","Unsexed","Length",209.911705872661,252.92759425594,13.5761028284763,10.144650339909,96,4,0.186416264977108,0.000445753001979644,104.522,2.4475,2.32203665799235,0.857332496431269,1.7888821774169,0.567839599609375,-1.59367515324129,26.1495609283447,1.79672004031594,3.40705081480425,"No","Conspecific","No island rule"
"Sargis et al. 2018","ES41","CC3","Mainland SE Asia","Aur","Mammals","Scandentia","Tupaiidae","Tupaia glis","Tupaia glis","Tupaia glis","Inver","Both","Skull",289.234889896578,279.956511700648,7.73355970992208,2.13494343730345,81,6,-0.032604850052026,1.85187757715568e-05,104.522,2.4475,2.46125067996278,0.857332496431269,1.7888821774169,0.567839599609375,-1.59367515324129,26.1495609283447,1.79672004031594,3.40705081480425,"No","Conspecific","Island rule"
"Hill 1960","ES42","CC32","Malay Peninsula","Aur","Mammals","Scandentia","Tupaiidae","Tupaia glis","Tupaia glis","Tupaia glis","Inver","Unsexed","Length",174.122558149929,198.237711068079,8.63954549664276,4.99004818935884,146,6,0.129707463092493,0.000122467671015832,104.522,2.4475,2.24085503904036,0.857332496431269,1.7888821774169,0.567839599609375,-1.59367515324129,26.1495609283447,1.79672004031594,3.40705081480425,"No","Conspecific","No island rule"
"Bromham and Cardillo 2007","ES43","CC33","Shikoku (Japan)","Awashima island","Mammals","Primata","Cercopithecidae","Macaca fuscata","Macaca fuscata","Macaca fuscata","Herb","Both","Weight",9200,9524.13793103448,565.685,2306.17729036197,3,29,0.0346259269337228,0.00328202749460598,139.241,38.464,3.96378782734556,0.993876914941211,1.27877645795564,0.609639697265625,-1.50460418762595,12.3414583206177,2.91447289725561,3.31795892470095,"No","Conspecific","Island rule"
"Bromham and Cardillo 2007","ES44","CC34","Honshu, Japan","Awashima island","Mammals","Primata","Cercopithecidae","Macaca fuscata","Macaca fuscata","Macaca fuscata","Herb","Both","Weight",9761.65048543689,9524.13793103448,2354.4057702321,2306.17729036197,206,29,-0.0246320822537229,0.00230417967311963,139.241,38.464,3.98952325374424,0.993876914941211,1.27877645795564,0.609639697265625,-1.50460418762595,12.3414583206177,2.91447289725561,3.31795892470095,"No","Conspecific","Island rule"
"Abe 1996","ES45","CC35","Honshu, Japan","Awashima island","Mammals","Eulipotyphla","Talpidae","Mogera imaizumii","Mogera imaizumii","Mogera imaizumii","Inver","Unsexed","Skull",97.976329889893,107.191875280756,3.44636062579641,5.01536448197029,252,4,0.0898945377117196,0.000552204703004853,139.241,38.464,1.99112116712255,0.993876914941211,1.27877645795564,0.609639697265625,-1.50460418762595,12.3414583206177,2.91447289725561,3.31795892470095,"No","Conspecific","No island rule"
"Meiri et al 2006","ES46","CC36","Ellesmere","Axel Heiberg","Mammals","Carnivora","Canidae","Canis lupus","Canis lupus","Canis lupus","Carn","Both","CBL",35695.656885002,35122.4429727336,1774.57655098268,1253.36876636948,13,2,-0.0161886984279008,0.000826848947503322,-90.766,79.433,4.55261537841975,4.63526252199358,2.66275877579899,0.00143198833465576,-2.047262281436,-21.0625858306885,3.17262110110946,2.17578569992384,"No","Conspecific","Island rule"
"Fooden et al 1993","ES47","CC37","Mainland Asia (SE Asia)","Ba","Mammals","Primata","Cercopithecidae","Macaca fascicularis","Macaca fascicularis","Macaca fascicularis","Omn","Both","Skull",6368.52310907591,7477.44564577073,518.152024021708,563.455802003071,59,3,0.160523650763884,0.00200494216111509,106.5591,8.6457,3.80403872904721,1.93951925261862,-1.04095860767891,0.631412255859375,-1.64716474611566,26.6241912841797,2.01345507261679,3.31524172051208,"No","Conspecific","Island rule"
"Koopman 1979","ES48","CC38","New Guinea","Bagabag","Mammals","Chiroptera","Pteropodidae","Syconycteris australis","Syconycteris australis","Syconycteris australis","Herb","unsexed","CBL",27.105069656,25.0159458603092,1.95973195896277,0.44971893985502,2,2,-0.0802073266163031,0.00277533098455502,146.2278,-4.7858,1.43305052769031,1.56820172406699,1.63749973618252,0.64629130859375,-1.68055034078619,26.0351638793945,1.50730475622336,3.50385874895841,"No","Conspecific","No island rule"
"Granjon and Cheylan 1990","ES49","CC39","Provance ","Bagaud","Mammals","Rodentia","Muridae","Rattus rattus","Rattus rattus","Rattus rattus","Omn","Both","CBL",201.979750049485,262.26142914063,9.00848650455448,10.2149965835956,20,20,0.261174382319597,0.000175316034396507,6.3628,43.0137,2.30530783042382,-0.346787486224656,0.875119165462568,0.60297421875,-1.96512730130185,15.4641494750977,2.69982304346984,2.86642912061118,"No","Conspecific","Island rule"
"Fooden et al 1993","ES50","CC40","Borneo","Balabac","Mammals","Primata","Cercopithecidae","Macaca fascicularis","Macaca fascicularis","Macaca fascicularis","Omn","Male","Skull",7335.69155327052,7610.64624689236,269.578605312286,37.3006737809858,59,2,0.0367964005741586,3.48999990473962e-05,117.02,7.95,3.8654410620937,2.48572142648158,-0.0963674839157623,0.787592822265625,-1.90457930182086,27.0687160491943,1.77608277190546,3.29202555956717,"No","Conspecific","Island rule"
"Meiri et al 2006","ES51","CC41","Palawan","Balabac","Mammals","Carnivora","Viverridae","Paradoxurus hermaphroditus","Paradoxurus hermaphroditus","Paradoxurus hermaphroditus","Omn","Female","CBL",3049.97455334814,2863.29036366412,151.626662618991,133.969526644404,4,2,-0.0631618070738606,0.0017124617767227,117.02,7.95,3.48429621594135,2.48572142648158,-0.0963674839157623,0.787592822265625,-1.90457930182086,27.0687160491943,1.77608277190546,3.29202555956717,"No","Conspecific","Island rule"
"Chasen and Kloss 1931","ES52","CC42","Borneo","Balambangan","Mammals","Rodentia","Sciuridae","Callosciurus prevostii","Callosciurus prevostii","Callosciurus prevostii","Omn","Both","Length",391.800982968517,324.273260445131,15.6677081238649,6.86331415128435,10,5,-0.189167457591073,0.000249504863638421,116.924,7.265,2.59306552123827,2.05307844348342,1.32223997493115,0.589341357421875,-2.03393578992158,27.5152778625488,1.75238628358729,3.3430933258479,"No","Conspecific","No island rule"
"Nor 1996","ES53","CC43","Banggi","Balambangan","Mammals","Chiroptera","Pteropodidae","Cynopterus brachyotis","Cynopterus brachyotis","Cynopterus brachyotis","Herb","Both","Weight",36.7769230769231,30.6375,4.10043775023957,1.60818220360753,13,8,-0.182645809316291,0.00130064719473995,116.924,7.265,1.56557539138895,2.05307844348342,1.32223997493115,0.589341357421875,-2.03393578992158,27.5152778625488,1.75238628358729,3.3430933258479,"No","Conspecific","No island rule"
"Nor 1996","ES54","CC44","Banggi","Balambangan","Mammals","Chiroptera","Pteropodidae","Eonycteris spelaea","Eonycteris spelaea","Eonycteris spelaea","Herb","Male","Weight",53.5,48.6,2.121,8.1,2,5,-0.0960581229955128,0.0063414130103551,116.924,7.265,1.72835378202123,2.05307844348342,1.32223997493115,0.589341357421875,-2.03393578992158,27.5152778625488,1.75238628358729,3.3430933258479,"No","Conspecific","No island rule"
"Nor 1996","ES55","CC45","Banggi","Balambangan","Mammals","Chiroptera","Hipposideridae","Hipposideros cervinus","Hipposideros cervinus","Hipposideros cervinus","Inver","Both","Weight",8,8.05,0.397712597182272,1.30755721953303,2,18,0.00623054975063616,0.00270148528464504,116.924,7.265,0.903089986991944,2.05307844348342,1.32223997493115,0.589341357421875,-2.03393578992158,27.5152778625488,1.75238628358729,3.3430933258479,"No","Conspecific","No island rule"
"Nor 1996","ES56","CC46","Banggi","Balambangan","Mammals","Chiroptera","Hipposideridae","Hipposideros diadema","Hipposideros diadema","Hipposideros diadema","Inver","Both","Weight",36.5,39,4.64846928210423,4.76219837190066,7,4,0.0662493855412007,0.00604462361639057,116.924,7.265,1.56229286445647,2.05307844348342,1.32223997493115,0.589341357421875,-2.03393578992158,27.5152778625488,1.75238628358729,3.3430933258479,"No","Conspecific","No island rule"
"Nor 1996","ES57","CC47","Banggi","Balambangan","Mammals","Rodentia","Muridae","Maxomys surifer","Maxomys surifer","Maxomys surifer","Omn","Both","Weight",135.768181818182,159.346666666667,34.3655057726929,29.3962185776788,22,15,0.16013323643962,0.00518108715060612,116.924,7.265,2.13279800205136,2.05307844348342,1.32223997493115,0.589341357421875,-2.03393578992158,27.5152778625488,1.75238628358729,3.3430933258479,"No","Conspecific","No island rule"
"Chasen and Kloss 1931","ES58","CC48","Borneo","Balambangan","Mammals","Rodentia","Muridae","Maxomys whiteheadi","Maxomys whiteheadi","Maxomys whiteheadi","Omn","Male","Length",62.7240037828591,75.5128503421498,3.63323217052441,3.13237036458411,9,5,0.185558635150958,0.000716939762083112,116.924,7.265,1.7974337723375,2.05307844348342,1.32223997493115,0.589341357421875,-2.03393578992158,27.5152778625488,1.75238628358729,3.3430933258479,"No","Conspecific","No island rule"
"Nor 1996","ES59","CC49","Banggi","Balambangan","Mammals","Rodentia","Muridae","Maxomys whiteheadi","Maxomys whiteheadi","Maxomys whiteheadi","Omn","Both","Weight",52.1,69.0111111111111,8.43878888791139,10.895945759177,20,18,0.281102573469717,0.00269666415154352,116.924,7.265,1.71683772329952,2.05307844348342,1.32223997493115,0.589341357421875,-2.03393578992158,27.5152778625488,1.75238628358729,3.3430933258479,"No","Conspecific","No island rule"
"Nor 1996","ES60","CC50","Banggi","Balambangan","Mammals","Chiroptera","Vespertilionidae","Miniopterus australis","Miniopterus australis","Miniopterus australis","Inver","Both","Weight",4.5,5.05,0.707106781186548,0.594270893395295,2,20,0.115310846510994,0.0130380775904005,116.924,7.265,0.653212513775344,2.05307844348342,1.32223997493115,0.589341357421875,-2.03393578992158,27.5152778625488,1.75238628358729,3.3430933258479,"No","Conspecific","No island rule"
