Reference,ID,CommonControl,Mainland,Island,Class,Order,Family,Binomial,Species_main,Species_island,guild,Mean_m,Mean_i,sd_m,sd_i,N_m,N_i,RR,var,Long_i,Lat_i,logmass,Island_km2,Dist_near_mainland,NDVI,SDNDVI,tmean,tseas,prec,SPID
Bruschi et al. 2006,ES261,CC94,Sardinia,Le Bisce island,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,4.390741129,3.996083548,0.369069223,0.159179493,336,8,-0.094183267,0.00021937,9.5233,41.164,0.642537833,-0.494850022,-0.221125528,0.502220557,-1.846817025,16.80399323,2.756586248,2.685741739,SP53
Bruschi et al. 2006,ES262,CC94,Sardinia,Li Nibani Northern Island,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,4.390741129,4.066761942,0.369069223,0.100446319,336,7,-0.076650944,0.000108179,9.567,41.131,0.642537833,-1.659555885,0.114277297,0.502220557,-1.846817025,16.80399323,2.756586248,2.685741739,SP53
Bruschi et al. 2006,ES263,CC94,Sardinia,Li Nibani Western island,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,4.390741129,3.729624674,0.369069223,0.161318332,336,10,-0.16319043,0.000208112,9.5653,41.1255,0.642537833,-1.151810883,-0.21395879,0.502220557,-1.846817025,16.80399323,2.756586248,2.685741739,SP53
Bruschi et al. 2006,ES264,CC93,Corsica,Luigi Giaffieri islet,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,3.780098562,4.294902114,0.293521555,0.161352094,414,11,0.12767868,0.000142871,9.2552,41.3485,0.577503124,-1.844663963,-1.091514981,0.605576953,-1.823675496,16.79733086,2.705833473,2.672651928,SP53
Bruschi et al. 2006,ES265,CC93,Corsica,Maestro Maria island,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,3.780098562,3.264062462,0.293521555,0.171188114,414,28,-0.14677751,0.0001128,9.3662,41.5553,0.577503124,-1.661543506,0.228143608,0.607278418,-1.810225739,17.01818848,2.75864027,2.691523522,SP53
Bruschi et al. 2006,ES266,CC94,Sardinia,Marmorata Northern Island,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,4.390741129,5.205256077,0.369069223,0.190953921,336,7,0.170170864,0.000213282,9.2381,41.2535,0.642537833,-1.399027104,-0.76700389,0.580856934,-1.774099284,16.81260109,2.744589238,2.669781615,SP53
Bruschi et al. 2006,ES267,CC94,Sardinia,Meli islet (Scoglio Mannu),Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,4.390741129,5.085714074,0.378284434,0.232134349,336,27,0.146937412,9.93E-05,8.3565,39.2264,0.642537833,-1.91721463,-0.059981845,0.492226563,-2.049231573,17.13336754,2.717904435,2.788910414,SP53
Bruschi et al. 2006,ES268,CC93,Corsica,Mezzomare island (Grande Sanguinaria),Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,3.780098562,3.194702594,0.293521555,0.166222862,414,22,-0.168256085,0.000137618,8.5919,41.8771,0.577503124,-0.467245621,0.220369632,0.652137793,-1.822156178,15.58151913,2.733499666,2.775132166,SP53
Bruschi et al. 2006,ES269,CC94,Sardinia,Molara island,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,4.390741129,3.183696275,0.378284434,0.328521443,336,157,-0.321455163,8.99E-05,9.7288,40.8688,0.642537833,0.532754379,0.209783015,0.481483154,-1.451705148,16.78328514,2.733193541,2.697054882,SP53
Bruschi et al. 2006,ES270,CC94,Sardinia,Molarotto islet,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,4.390741129,5.768236787,0.378284434,0.463555982,336,96,0.272868416,8.94E-05,9.778,40.8746,0.642537833,-1.603800653,0.720242018,0.481483154,-1.451705148,16.78328514,2.733193541,2.697054882,SP53
Bruschi et al. 2006,ES271,CC93,Corsica,Northern Tonnara islet,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,3.780098562,4.220514944,0.293521555,0.261766938,414,31,0.110207061,0.000138654,9.1024,41.4268,0.577503124,-1.991399828,-0.882728704,0.654656396,-1.879425793,16.53971291,2.745233234,2.703523504,SP53
Bruschi et al. 2006,ES272,CC94,Sardinia,Ogliastra island,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,4.390741129,3.953646039,0.378284434,0.263456986,336,11,-0.104859834,0.000425766,9.7035,39.974,0.642537833,-0.351639989,0.114277297,0.52140752,-2.032525639,17.12446785,2.73819507,2.487562543,SP53
Bruschi et al. 2006,ES273,CC94,Sardinia,Paduleddi Northern islet,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,4.390741129,3.979072594,0.378284434,0.211545632,336,13,-0.098449259,0.000239512,9.3661,41.2865,0.642537833,-1.829738285,-1.292429824,0.518378809,-1.850849511,16.94079971,2.731156221,2.656241978,SP53
Bruschi et al. 2006,ES274,CC94,Sardinia,Pan di Zucchero island,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,4.390741129,5.366652152,0.369069223,0.343834037,336,10,0.200706244,0.000431507,8.4001,39.3339,0.642537833,-1.42136079,-0.536107011,0.640753955,-1.898772445,15.43331432,2.748917593,2.848860077,SP53
Bruschi et al. 2006,ES275,CC94,Sardinia,Piana della Maddalena island,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,4.390741129,3.619835791,0.378284434,0.152282514,336,19,-0.193069372,0.000115238,9.4049,41.294,0.642537833,-1.378823718,0.243286146,0.458075098,-1.857145941,17.07187653,2.717450976,2.649140052,SP53
Bruschi et al. 2006,ES276,CC94,Sardinia,Piana dell'Asinara island,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,4.390741129,4.870283669,0.378284434,0.191291452,336,14,0.103654149,0.000132284,8.218,40.974,0.642537833,0.079181246,-0.221125528,0.488105469,-1.809163462,16.49357224,2.695425879,2.741387983,SP53
Bruschi et al. 2006,ES277,CC93,Corsica,Piana delle Cerbicali island,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,3.780098562,3.44228327,0.293521555,0.205164006,414,20,-0.093615091,0.000192179,9.3614,41.5507,0.577503124,-0.771086594,0.217747073,0.607278418,-1.810225739,17.01818848,2.75864027,2.691523522,SP53
Bruschi et al. 2006,ES278,CC93,Corsica,Piana di Cavallo Island,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,3.780098562,2.887324624,0.293521555,0.216120075,414,67,-0.269419746,9.82E-05,9.2286,41.3724,0.577503124,-1.22184875,-0.521433504,0.605576953,-1.823675496,16.79733086,2.705833473,2.672651928,SP53
Bruschi et al. 2006,ES279,CC93,Corsica,Piana di Portigliolo island,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,3.780098562,4.583607435,0.293521555,0.243895478,414,21,0.192736254,0.00014939,8.7455,41.8115,0.577503124,-1.603800653,-0.954677021,0.679963965,-1.985078827,15.56930733,2.732255999,2.804752619,SP53
Bruschi et al. 2006,ES280,CC94,Sardinia,Piana di Tavolara island,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,4.390741129,3.686054355,0.378284434,0.245166907,336,54,-0.174941429,0.000104014,9.6508,40.8878,0.642537833,-0.853871964,-0.166852888,0.540951074,-1.882621196,16.53053856,2.74821051,2.713557754,SP53
Bruschi et al. 2006,ES281,CC93,Corsica,Pietricaggiosa island,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,3.780098562,3.268721518,0.293521555,0.136852243,414,21,-0.145351149,9.80E-05,9.3534,41.5405,0.577503124,-1.416801226,0.33264041,0.607278418,-1.810225739,17.01818848,2.75864027,2.691523522,SP53
Bruschi et al. 2006,ES282,CC93,Corsica,Pinarello island,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,3.780098562,3.66892214,0.293521555,0.141778608,414,31,-0.02985216,6.27E-05,9.3929,41.6705,0.577503124,-0.768020973,-1.214670165,0.628972412,-1.852482984,16.55436325,2.76256057,2.716454089,SP53
Bruschi et al. 2006,ES283,CC93,Corsica,Poraggia Grande islet,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,3.780098562,4.077542344,0.293521555,0.294407917,414,52,0.075744356,0.000114817,9.2631,41.3919,0.577503124,-1.982966661,0.243286146,0.605576953,-1.823675496,16.79733086,2.705833473,2.672651928,SP53
Bruschi et al. 2006,ES284,CC93,Corsica,Poraggia Piccola islet,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,3.780098562,3.576129981,0.293521555,0.233871592,414,22,-0.055468879,0.000208968,9.2647,41.3932,0.577503124,-2.387216143,0.255513713,0.605576953,-1.823675496,16.79733086,2.705833473,2.672651928,SP53
Bruschi et al. 2006,ES285,CC93,Corsica,Porro islet,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,3.780098562,3.03311764,0.293521555,0.119183964,414,20,-0.220159069,9.18E-05,8.6062,41.8891,0.577503124,-1.869666232,-0.266802735,0.675402246,-1.945499709,15.89603519,2.721119318,2.804193983,SP53
Bruschi et al. 2006,ES286,CC94,Sardinia,Proratora island,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,4.390741129,4.539450219,0.378284434,0.226481866,336,28,0.033307873,0.000110991,9.7232,40.8465,0.642537833,-1.397940009,-0.696803943,0.481483154,-1.451705148,16.78328514,2.733193541,2.697054882,SP53
Bruschi et al. 2006,ES287,CC93,Corsica,Ratino island,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,3.780098562,3.407670153,0.293521555,0.141580349,414,19,-0.103721266,0.000105416,9.246,41.375,0.577503124,-1.522878745,0.176380692,0.605576953,-1.823675496,16.79733086,2.705833473,2.672651928,SP53
Bruschi et al. 2006,ES288,CC94,Sardinia,Razzoli island,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,4.390741129,3.687063776,0.378284434,0.823414595,336,16,-0.174667618,0.003139228,9.3454,41.3025,0.642537833,0.176091259,0.968529644,0.502316016,-1.813025172,16.98612213,2.695554512,2.654080229,SP53
Bruschi et al. 2006,ES289,CC94,Sardinia,Reulino island,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,4.390741129,4.234881129,0.378284434,0.231088945,336,55,-0.036142776,7.62E-05,9.6718,40.8777,0.642537833,-0.612610174,-0.008330993,0.540951074,-1.882621196,16.53053856,2.74821051,2.713557754,SP53
Bruschi et al. 2006,ES290,CC94,Sardinia,Rossa di Punta Niedda island,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,4.390741129,5.212867832,0.369069223,0.09806385,336,5,0.171632117,9.18E-05,8.7163,38.9143,0.642537833,-0.983802646,-0.154281982,0.618182373,-1.867558385,16.53410149,2.755125403,2.778006453,SP53
Bruschi et al. 2006,ES291,CC94,Sardinia,Rossa di Trinita d'Agulto island,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,4.390741129,2.818311665,0.369069223,0.247232381,336,5,-0.44336003,0.001560113,8.8631,41.0142,0.642537833,-1.316952962,-0.300162274,0.493871289,-1.706709621,16.28911972,2.718728386,2.712649702,SP53
Bruschi et al. 2006,ES292,CC93,Corsica,Rossa island,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,3.780098562,3.768410912,0.293521555,0.198936557,414,21,-0.00309668,0.000147271,8.932,42.644,0.577503124,0.397940009,-0.793174124,0.521657324,-1.906142794,15.47672653,2.735899098,2.910410927,SP53
Bruschi et al. 2006,ES293,CC94,Sardinia,Ruia island,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,4.390741129,3.709317302,0.378284434,0.258003626,336,33,-0.168650191,0.000168697,9.8191,40.5393,0.642537833,-1.552841969,-0.850780887,0.459172607,-1.642715474,16.70019722,2.745496509,2.644103634,SP53
Bruschi et al. 2006,ES294,CC94,Sardinia,Saint Pietro island,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,4.390741129,3.483930366,0.378284434,0.218005139,336,26,-0.231336963,0.00017269,8.2754,39.1418,0.642537833,1.707570176,0.618152733,0.516432959,-1.868594625,17.07720947,2.693544418,2.814180997,SP53
Bruschi et al. 2006,ES295,CC93,Corsica,San Bainzo islet,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,3.780098562,3.811589117,0.293521555,0.20155963,414,36,0.008296109,9.22E-05,9.2604,41.3611,0.577503124,-1.804100348,-0.91721463,0.605576953,-1.823675496,16.79733086,2.705833473,2.672651928,SP53
Bruschi et al. 2006,ES296,CC93,Corsica,San Cipriano island,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,3.780098562,3.521990189,0.293521555,0.127909444,414,25,-0.070723859,6.73E-05,9.3619,41.6336,0.577503124,-1.536107011,-0.567030709,0.628972412,-1.852482984,16.55436325,2.76256057,2.716454089,SP53
Bruschi et al. 2006,ES297,CC94,Sardinia,Santa Maria island,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,4.390741129,3.66892214,0.369069223,0.14791621,336,5,-0.179600111,0.000346104,9.3753,41.2989,0.642537833,0.301029996,0.98231647,0.518378809,-1.850849511,16.94079971,2.731156221,2.656241978,SP53
Bruschi et al. 2006,ES298,CC93,Corsica,Scoglio Ziglione,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,3.780098562,4.302723539,0.293521555,0.365525022,414,21,0.129498119,0.000358223,9.3042,41.5941,0.577503124,-2.619788758,-0.696803943,0.607278418,-1.810225739,17.01818848,2.75864027,2.691523522,SP53
Bruschi et al. 2006,ES299,CC93,Corsica,Semillante islet,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,3.780098562,3.24918299,0.293521555,0.217115656,414,19,-0.151346507,0.000249571,9.2483,41.337,0.577503124,-1.798602876,-0.696803943,0.605576953,-1.823675496,16.79733086,2.705833473,2.672651928,SP53
Bruschi et al. 2006,ES300,CC94,Sardinia,Serpentara island,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,4.390741129,3.510250349,0.378284434,0.204786681,336,28,-0.223810676,0.000143645,9.6058,39.139,0.642537833,-0.538051505,0.51600623,0.539841016,-1.933488649,17.59166718,2.698356512,2.437750563,SP53
Bruschi et al. 2006,ES301,CC94,Sardinia,Soffi island,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,4.390741129,3.093849242,0.369069223,0.182779593,336,9,-0.35008201,0.000408834,9.5752,41.064,0.642537833,-0.397940009,0.31827208,0.570299414,-1.942562076,16.84583282,2.758637313,2.699646975,SP53
Bruschi et al. 2006,ES302,CC94,Sardinia,Southern Varaglione of Serpentara,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,4.390741129,4.407531999,0.369069223,0.346212601,336,8,0.00381686,0.000792295,9.6038,39.1477,0.642537833,-0.53313238,0.48586333,0.539841016,-1.933488649,17.59166718,2.698356512,2.437750563,SP53
Bruschi et al. 2006,ES303,CC93,Corsica,Spano islet,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,3.780098562,3.936754823,0.28260144,0.108457238,414,10,0.040606651,8.94E-05,8.7997,42.6008,0.577503124,-1.818156412,-1.040958608,0.4423229,-1.457956024,16.22638893,2.709502044,2.894316063,SP53
Bruschi et al. 2006,ES304,CC94,Sardinia,Spargi island,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,4.390741129,3.709317302,0.369069223,0.156478237,336,6,-0.168650191,0.000317626,9.3444,41.2402,0.642537833,0.62324929,0.398113692,0.518378809,-1.850849511,16.94079971,2.731156221,2.656241978,SP53
Bruschi et al. 2006,ES305,CC94,Sardinia,Spargiotto islet,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,4.390741129,4.441697671,0.378284434,0.194072783,336,15,0.011538627,0.000149365,9.3237,41.2501,0.642537833,-0.969805215,0.62024019,0.518378809,-1.850849511,16.94079971,2.731156221,2.656241978,SP53
Bruschi et al. 2006,ES306,CC94,Sardinia,Tavolara island,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,4.390741129,3.714387274,0.378284434,0.242904771,336,84,-0.167284304,7.30E-05,9.711,40.905,0.642537833,0.770852012,0.320354033,0.472403467,-1.430532218,16.80578613,2.710284644,2.691258369,SP53
Bruschi et al. 2006,ES307,CC93,Corsica,Toro Grande island,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,3.780098562,5.796782392,0.293521555,0.31327724,414,64,0.42755292,6.02E-05,9.381,41.5092,0.577503124,-1.798602876,0.801472314,0.607278418,-1.810225739,17.01818848,2.75864027,2.691523522,SP53
Bruschi et al. 2006,ES308,CC94,Sardinia,Toro island,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,4.390741129,4.903119971,0.378284434,0.398164237,336,36,0.110373696,0.000205271,8.4099,38.8614,0.642537833,-0.990124366,1.008642748,0.571233545,-1.803574405,16.87755394,2.741974035,2.769377326,SP53
Bruschi et al. 2006,ES309,CC93,Corsica,Toro Piccolo island,Reptiles,Squamata,Lacertidae,Podarcis tiliguerta,Podarcis tiliguerta,Podarcis tiliguerta,Carnivorous,3.780098562,6.085984846,0.293521555,0.357354469,414,28,0.476238477,0.000137698,9.3803,41.508,0.577503124,-1.318758763,0.812980166,0.607278418,-1.810225739,17.01818848,2.75864027,2.691523522,SP53
Faraone 2010,ES310,CC95,Sicily,Favignana,Reptiles,Squamata,Lacertidae,Podarcis waglerianus,Podarcis waglerianus,Podarcis waglerianus,Carnivorous,7.456762507,8.045273599,0.538527005,0.275052089,97,20,0.075963449,0.000112211,12.311,37.928,0.872550311,1.29666519,0.919130414,0.462365869,-1.893746949,17.91686821,2.714584114,2.668916817,SP54
Faraone 2010,ES311,CC95,Sicily,Isola Lunga,Reptiles,Squamata,Lacertidae,Podarcis waglerianus,Podarcis waglerianus,Podarcis waglerianus,Carnivorous,6.814077884,6.280638885,0.511481991,0.270004228,130,65,-0.081519041,7.18E-05,12.443,37.872,0.833407093,2.058426024,-0.36552273,0.383819043,-1.924463118,17.92194939,2.722976273,2.673306652,SP54
Faraone 2010,ES312,CC95,Sicily,Isola Santa Maria,Reptiles,Squamata,Lacertidae,Podarcis waglerianus,Podarcis waglerianus,Podarcis waglerianus,Carnivorous,6.814077884,5.928466201,0.511481991,0.283966975,130,47,-0.13922522,9.22E-05,12.457,37.882,0.833407093,-1.943095149,-0.075204004,0.383819043,-1.924463118,17.92194939,2.722976273,2.673306652,SP54
Faraone 2010,ES313,CC95,Sicily,La Scuola,Reptiles,Squamata,Lacertidae,Podarcis waglerianus,Podarcis waglerianus,Podarcis waglerianus,Carnivorous,6.814077884,6.527846526,0.511481991,0.281376137,130,72,-0.042913642,6.91E-05,12.456,37.862,0.833407093,-2.091514981,0.217747073,0.383819043,-1.924463118,17.92194939,2.722976273,2.673306652,SP54
Faraone 2010,ES314,CC95,Sicily,Levanzo,Reptiles,Squamata,Lacertidae,Podarcis waglerianus,Podarcis waglerianus,Podarcis waglerianus,Carnivorous,7.456762507,7.910744394,0.538527005,0.249335783,97,20,0.059100546,0.000103442,12.336,37.998,0.872550311,0.764922985,1.113976758,0.462365869,-1.893746949,17.91686821,2.714584114,2.668916817,SP54
Faraone 2010,ES315,CC95,Sicily,Marettimo,Reptiles,Squamata,Lacertidae,Podarcis waglerianus,Podarcis waglerianus,Podarcis waglerianus,Carnivorous,6.814077884,5.629572613,0.511481991,0.278672895,130,76,-0.190957222,7.56E-05,12.0576,37.971,0.833407093,1.089905111,1.5185271,0.487780859,-1.811946148,16.83333397,2.711437566,2.712649702,SP54
"Lo Cascio and Pasta 2006, Faraone 2010",ES316,CC96,Sicily,La Scuola,Reptiles,Squamata,Lacertidae,Podarcis waglerianus,Podarcis waglerianus,Podarcis waglerianus,Carnivorous,6.814077884,6.557345643,0.511481991,0.329769413,130,16,-0.038404856,0.00020141,12.456,37.862,0.833407093,-2.091514981,0.217747073,0.383819043,-1.924463118,17.92194939,2.722976273,2.673306652,SP54
Du et al 2006,ES317,CC97,Mainland China,Beiji,Reptiles,Squamata,Lacertidae,Takydromus septentrionalis,Takydromus septentrionalis,Takydromus septentrionalis,Carnivorous,7.092293803,7.424965675,0.390548529,0.410825567,190,49,0.045839247,7.84E-05,121.204,27.627,0.850786718,0.301029996,1.633478555,0.118270142,-1.29312034,17.32848549,2.858237438,3.190670209,SP55
Du et al 2006,ES318,CC97,Mainland China,Dongtou,Reptiles,Squamata,Lacertidae,Takydromus septentrionalis,Takydromus septentrionalis,Takydromus septentrionalis,Carnivorous,7.092293803,6.436373459,0.390548529,0.262051218,190,27,-0.097043561,7.74E-05,121.128,27.832,0.850786718,1.457881897,1.30105171,0.290682007,-1.901986436,17.4001236,2.866506951,3.19238622,SP55
Sagonas et al. 2015,ES319,CC65,Greece,Andros,Reptiles,Squamata,Lacertidae,Lacerta trilineata,Lacerta trilineata,Lacerta trilineata,Omnivorous,59.401,61.09,34.564,23.12,46,14,0.028037125,0.017591169,24.872,37.844,1.773793756,2.572871602,1.746641982,0.464066699,-2.015259376,15.93408489,2.776608842,2.690355581,SP44
Sagonas et al. 2015,ES320,CC65,Greece,Skyros,Reptiles,Squamata,Lacertidae,Lacerta trilineata,Lacerta trilineata,Lacerta trilineata,Omnivorous,59.401,77.93,34.564,17.04,46,14,0.271499927,0.010775508,24.595,38.816,1.773793756,2.320146286,1.544080453,0.447905908,-2.042032604,16.38712883,2.782787841,2.626853415,SP44
Donihue et al. 2015,ES321,CC98,Naxos,Fidussa,Reptiles,Squamata,Lacertidae,Podarcis erhardii,Podarcis erhardii,Podarcis erhardii,Carnivorous,9.229,9.728,1.097,0.743,20,32,0.052657625,0.000888735,25.5206,36.847,0.965154646,-0.199282922,-1.292429824,0.312776782,-1.798521486,18.23677254,2.696965681,2.637689831,SP56
Donihue et al. 2015,ES322,CC98,Naxos,Glaronissi,Reptiles,Squamata,Lacertidae,Podarcis erhardii,Podarcis erhardii,Podarcis erhardii,Carnivorous,9.229,11.704,1.097,1.205,20,49,0.237579963,0.000922764,25.3507,37.0468,0.965154646,-1.991399828,0.137037455,0.406070728,-1.961522268,18.07780457,2.716237971,2.617629304,SP56
Donihue et al. 2015,ES323,CC98,Naxos,Gramvoussa,Reptiles,Squamata,Lacertidae,Podarcis erhardii,Podarcis erhardii,Podarcis erhardii,Carnivorous,9.229,10.48,1.097,0.823,20,25,0.127117979,0.00095312,25.7452,36.8071,0.965154646,-0.119758224,-0.600326279,0.366953101,-1.846252013,18.03335953,2.713839099,2.692935008,SP56
Donihue et al. 2015,ES324,CC98,Naxos,Irakleia,Reptiles,Squamata,Lacertidae,Podarcis erhardii,Podarcis erhardii,Podarcis erhardii,Carnivorous,9.229,10.044,1.097,0.847,20,18,0.084624741,0.001101514,25.4513,36.8404,0.965154646,1.257150382,0.740441645,0.331600635,-1.981697381,17.92039871,2.69574544,2.641979511,SP56
Donihue et al. 2015,ES325,CC98,Naxos,Kisiri,Reptiles,Squamata,Lacertidae,Podarcis erhardii,Podarcis erhardii,Podarcis erhardii,Carnivorous,9.229,9.69,1.097,0.542,20,24,0.048743726,0.000836796,25.7399,36.7907,0.965154646,-1.920818754,-0.954677021,0.368766602,-1.8537562,18.10595322,2.71151756,2.694166296,SP56
Donihue et al. 2015,ES326,CC98,Naxos,Mando,Reptiles,Squamata,Lacertidae,Podarcis erhardii,Podarcis erhardii,Podarcis erhardii,Carnivorous,9.229,10.771,1.097,1.25,20,61,0.154506637,0.000927227,25.3615,37.089,0.965154646,-1.602059991,-1.387216143,0.406070728,-1.961522268,18.07780457,2.716237971,2.617629304,SP56
Donihue et al. 2015,ES327,CC98,Naxos,Nikouria,Reptiles,Squamata,Lacertidae,Podarcis erhardii,Podarcis erhardii,Podarcis erhardii,Carnivorous,9.229,9.715,1.097,0.913,20,25,0.051320383,0.001059715,25.9095,36.885,0.965154646,0.439332694,-0.442492798,0.359942163,-1.972058397,17.51589012,2.733195403,2.747310794,SP56
Donihue et al. 2015,ES328,CC98,Naxos,Panagia,Reptiles,Squamata,Lacertidae,Podarcis erhardii,Podarcis erhardii,Podarcis erhardii,Carnivorous,9.229,12.28,1.097,1.468,20,33,0.285621222,0.001139491,25.3606,37.0289,0.965154646,-2.397940009,-0.442492798,0.406070728,-1.961522268,18.07780457,2.716237971,2.617629304,SP56
Donihue et al. 2015,ES329,CC98,Naxos,Schoinoussa,Reptiles,Squamata,Lacertidae,Podarcis erhardii,Podarcis erhardii,Podarcis erhardii,Carnivorous,9.229,11.263,1.097,0.822,20,23,0.199172317,0.000938021,25.5215,36.874,0.965154646,0.945960704,0.748265573,0.312776782,-1.798521486,18.23677254,2.696965681,2.637689831,SP56
Pafilis et al. 2016,ES330,CC99,Skyros,Mesa Diavates,Reptiles,Squamata,Lacertidae,Podarcis gaigeae,Podarcis gaigeae,Podarcis gaigeae,Carnivorous,6.01,14.62,3.342537762,4.912337142,43,25,0.888965706,0.011709289,24.525,38.797,0.778874472,-1.415668776,0.146438135,0.404414673,-1.858365576,16.70820808,2.784876325,2.61741974,SP46
