Reference,ID,CommonControl,Mainland,Island,Class,Order,Family,Binomial,Species_main,Species_island,guild,Mean_m,Mean_i,sd_m,sd_i,N_m,N_i,RR,var,Long_i,Lat_i,logmass,Island_km2,Dist_near_mainland,NDVI,SDNDVI,tmean,tseas,prec,SPID
"Vrcibradic and Rocha 2005, Rocha and Vrcibradic 1999",ES401,CC126,Barra da Marica (Brazil),Ilha da Queimada Grande,Reptiles,Squamata,Scincidae,Psychosaura macrorhyncha,Mabuya macrorhyncha,Mabuya macrorhyncha,Omnivorous,5.878965807,5.935906037,0.344301764,0.601552326,93,19,0.009638813,0.000577409,-46.675,-24.486,0.769300934,-0.366531544,1.53908865,0.597224805,-1.898562667,21.79639435,2.39158378,3.346069804,SP75
Chen et al 2001,ES402,CC127,Korea,Cheju Do,Reptiles,Squamata,Scincidae,Scincella vandenburghi,Scincella vandenburghi,Scincella vandenburghi,Carnivorous,1.394983973,1.525110645,0.039066062,0.158916183,6,48,0.089184035,0.00035691,126.591,33.377,0.144569218,3.261500773,1.913819149,0.607816064,-1.817432601,14.36646843,2.883542154,3.271504877,SP76
Chen et al 2002,ES404,CC128,Korea,Tsushima,Reptiles,Squamata,Scincidae,Scincella vandenburghi,Scincella vandenburghi,Scincella vandenburghi,Carnivorous,1.394983973,1.717391899,0.039066062,0.142990726,6,52,0.207923876,0.000264024,129.3333,34.4167,0.144569218,2.843855423,1.69897869,0.781739551,-2.035140278,14.77075386,2.87603426,3.270266464,SP76
Lo Cascio et al 2008,ES406,CC129,Lampedusa,Conigli,Reptiles,Squamata,Scincidae,Chalcides ocellatus,Chalcides ocellatus,Chalcides ocellatus,Carnivorous,12.38,6.76,1.11,1.05,33,8,-0.605059377,0.003259357,12.5588,35.5098,1.092720645,-1.356547324,-1.214670165,0.316665649,-1.683874545,19.1458416,2.692303908,2.504878443,SP72
Parrish and Gill 2003,ES407,CC130,Great Island,North East Island (Three Kings),Reptiles,Squamata,Scincidae,Oligosoma fallai,Oligosoma fallai,Oligosoma fallai,Omnivorous,43.2,45.5,12.68,13.59,97,64,0.051871831,0.002282091,172.167,-34.132,1.635483747,-1,0.000434077,0.627999561,-1.94307678,15.97440434,2.379904809,3.164055292,SP77
Parrish and Gill 2003,ES408,CC130,Great Island,South West Island (Three Kings),Reptiles,Squamata,Scincidae,Oligosoma fallai,Oligosoma fallai,Oligosoma fallai,Omnivorous,43.2,34.4,12.68,7.86,97,91,-0.227783931,0.001461879,172.072,-34.175,1.635483747,-0.420216403,0.653309013,0.627999561,-1.94307678,16.75494003,2.367895883,3.131811063,SP77
"Rivas et al. 2013, Serrano-Cardozo et al. 2009",ES409,CC131,Colombia,La Blanquilla,Reptiles,Squamata,Sphaerodactylidae,Gonatodes albogularis,Gonatodes albogularis,Gonatodes naufragus,Carnivorous,1.175883928,0.405187477,0.082961535,0.018939086,126,6,-1.065425557,0.000403634,-64.5988,11.846,0.070364454,1.809761665,2.125224191,0.351765332,-1.858499847,27.19668388,1.912901264,2.74553542,SP78
Hedges and Thomas 2001,ES410,CC132,Hispaniola,Beata,Reptiles,Squamata,Sphaerodactylidae,Sphaerodactylus streptophorus,Sphaerodactylus streptophorus,Sphaerodactylus ariasae,Carnivorous,0.175904747,0.109350565,0.034250208,0.009315821,15,8,-0.475383724,0.00343465,-71.525,17.559,-0.75472244,1.431363764,0.732474177,0.705158252,-1.731728112,26.63714027,2.032567532,2.918491663,SP79
"Bentz et al. 2011, Serrano-Cardozo et al. 2009",ES411,CC133,Colombia,Union island,Reptiles,Squamata,Sphaerodactylidae,Gonatodes albogularis,Gonatodes albogularis,Gonatodes daudini,Carnivorous,1.335,0.47,0.33,0.15,126,19,-1.043953876,0.005845792,-61.436,12.6,0.125481266,0.924279286,2.320584515,0.618418945,-1.607087903,27.12716675,1.876381171,3.226705575,SP78
Hernández-Salinas et al. 2014,ES412,CC134,"Xametla, Mexico",Cocinas,Reptiles,Squamata,Teiidae,Aspidoscelis lineattissimus,Aspidoscelis lineattissima,Aspidoscelis lineattissima,Carnivorous,13.34253117,13.94193183,1.675152199,1.132959792,68,66,0.043944212,0.00033186,-105.105,19.548,1.125238226,-0.494850022,0.336659823,0.579301074,-1.539221686,25.52427101,2.343251987,2.936619298,SP80
"Goldberg et al. 2014, Hernández-Gallegos et al. 2018",ES413,CC135,Mexico,Cozumel,Reptiles,Squamata,Teiidae,Aspidoscelis maslini,Aspidoscelis maslini,Aspidoscelis cozumelae,Carnivorous,9.414054915,6.005382612,0.23119611,0.552334521,8,9,-0.449547607,0.001015288,-86.917,20.417,0.973776727,2.686636269,1.225335132,0.781641553,-1.831716407,26.09687042,2.224146299,3.159615322,SP81
"Hernández-Gallegos et al. 2015, Hernández-Gallegos et al. 2018",ES414,CC136,Mexico,Cozumel,Reptiles,Squamata,Teiidae,Aspidoscelis maslini,Aspidoscelis maslini,Aspidoscelis cozumelae,Carnivorous,9.414054915,6.171828725,0.23119611,0.417811771,8,18,-0.422208593,0.000329992,-86.917,20.417,0.973776727,2.686636269,1.225335132,0.781641553,-1.831716407,26.09687042,2.224146299,3.159615322,SP81
"Manriquez-Morán et al 2005, Hernández-Gallegos et al. 2018",ES415,CC137,Mexico,Cozumel,Reptiles,Squamata,Teiidae,Aspidoscelis maslini,Aspidoscelis maslini,Aspidoscelis cozumelae,Carnivorous,9.414054915,6.855262256,0.23119611,0.522054587,8,18,-0.317187206,0.00039758,-86.917,20.417,0.973776727,2.686636269,1.225335132,0.781641553,-1.831716407,26.09687042,2.224146299,3.159615322,SP81
Taylor and Cooley 1995,ES416,CC138,Mexico,Cozumel,Reptiles,Squamata,Teiidae,Aspidoscelis maslini,Aspidoscelis maslini,Aspidoscelis cozumelae,Carnivorous,11.07206406,11.45486572,0.389347307,0.511422402,13,30,0.033989409,0.000161565,-86.917,20.417,1.04422859,2.686636269,1.225335132,0.781641553,-1.831716407,26.09687042,2.224146299,3.159615322,SP81
Keehn et al 2013,ES417,CC139,Mainland Pyramid Lake,Anaho Island (Lake),Reptiles,Squamata,Teiidae,Aspidoscelis tigris,Aspidoscelis tigris,Aspidoscelis tigris,Carnivorous,15.12830497,12.13361569,1.983186464,1.207778245,180,45,-0.220587733,0.000315653,-119.5131,39.9513,1.179790271,0.409933123,0.000434077,0.113858301,-2.083780784,11.3124733,2.861359399,2.349957111,SP82
Montgomery et al. 2011,ES418,CC140,Honduras,Cayo Cochino Pequeño,Reptiles,Squamata,Teiidae,Cnemidophorus lemniscatus,Cnemidophorus lemniscatus,Cnemidophorus lemniscatus,Omnivorous,10.90735359,7.220418299,1.16284885,0.738314798,19,23,-0.412524316,0.001052812,-86.499,15.956,1.037719392,-0.15490196,1.179005708,0.714975537,-1.128019742,27.14166641,2.161583069,3.32776749,SP83
Montgomery et al. 2011,ES419,CC140,Honduras,Roatan,Reptiles,Squamata,Teiidae,Cnemidophorus lemniscatus,Cnemidophorus lemniscatus,Cnemidophorus lemniscatus,Omnivorous,10.90735359,8.955765606,1.16284885,1.03886881,19,11,-0.197139677,0.001821483,-86.4717,16.359,1.037719392,1.919078092,1.6739512,0.746827197,-2.002187109,27.21012306,2.188042763,3.373926628,SP83
Montgomery et al. 2011,ES420,CC140,Honduras,Utila,Reptiles,Squamata,Teiidae,Cnemidophorus lemniscatus,Cnemidophorus lemniscatus,Cnemidophorus lemniscatus,Omnivorous,10.90735359,6.975553931,1.16284885,0.743132718,19,35,-0.447025462,0.000922481,-86.937,16.0959,1.037719392,1.653212514,1.528929549,0.70825498,-1.953395701,27.19332314,2.195547656,3.408321385,SP83
"Pedrono and Markwell, 2001, Monadjem et al. 2013",ES421,CC141,Swaziland,Madagascar,Reptiles,Testudines,Testudinidae,Stigmochelys pardalis,Geochelone pardalis,Geochelone yniphora,Herbivorous,3495.407362,8984.090694,487.3190724,622.0529913,45,72,0.944005388,0.00049852,46.69,-19.024,3.543497797,5.76855227,2.623250324,0.436243555,-2.079917074,20.3580513,2.319708474,3.178469643,SP84
"Corti and Zuffi 2003, Carbone 1988",ES422,CC142,"Tuscany, Italy",Asinara,Reptiles,Testudines,Testudinidae,Testudo hermanni,Testudo hermanni,Testudo hermanni hermanni,Herbivorous,444.1133066,638.7050175,27.55426457,32.44048149,166,148,0.363362991,4.06E-05,8.32,41.08,2.647493786,1.716003344,2.432970893,0.578160254,-1.642392577,16.39767075,2.702744197,2.694183851,SP85
"Stubbs and Swingland, 1985, Joubert and Cheylan 1989",ES423,CC143,France,Corsica,Reptiles,Testudines,Testudinidae,Testudo hermanni,Testudo hermanni,Testudo hermanni,Herbivorous,543.1360343,649.6250174,27.18606157,45.62587859,295,170,0.179035488,3.75E-05,9.12,42.1,2.734908617,3.938569756,1.904179783,0.627191943,-1.922814329,12.08275795,2.783306102,2.904647176,SP85
Hofmeyr 2004; Van Heezik et al 1994,ES424,CC144,South Africa,Dassen,Reptiles,Testudines,Testudinidae,Chersina angulata,Chersina angulata,Chersina angulata,Omnivorous,950.5,860.6,120.486,191.573,21,182,-0.099358342,0.001037422,18.088,-33.424,2.977952121,0.414973348,0.934548948,0.357748486,-1.686084432,15.50511074,2.164214079,2.580617111,SP86
"Pedrono and Markwell, 2001, Monadjem et al. 2013",ES425,CC141,Swaziland,Madagascar,Reptiles,Testudines,Testudinidae,Stigmochelys pardalis,Geochelone pardalis,Geochelone yniphora,Herbivorous,4217,9550,1511.17,2039.853,32,72,0.81741718,0.004646666,46.69,-19.024,3.625003601,5.76855227,2.623250324,0.436243555,-2.079917074,20.3580513,2.319708474,3.178469643,SP84
"Walker et al. 2007, Monadjem et al. 2013",ES426,CC145,Swaziland,Madagascar,Reptiles,Testudines,Testudinidae,Stigmochelys pardalis,Geochelone pardalis,Pyxis arachnoides arachnoides,Herbivorous,4217,426.55,1511.17,14.923,32,236,-2.29114966,0.004018189,46.69,-19.024,3.625003601,5.76855227,2.623250324,0.436243555,-2.079917074,20.3580513,2.319708474,3.178469643,SP84
Bertolero 2015,ES427,CC146,Spain,Menorca,Reptiles,Testudines,Testudinidae,Testudo hermanni,Testudo hermanni,Testudo hermanni,Herbivorous,666.5,662,145.512,133.933,77,354,-0.006774584,0.000734649,4.11,39.962,2.823800154,2.838219222,2.411621389,0.586931055,-1.923772097,16.53301048,2.731162227,2.762573529,SP85
Bertolero et al. 2007,ES428,CC147,France,Corsica,Reptiles,Testudines,Testudinidae,Testudo hermanni,Testudo hermanni,Testudo hermanni,Herbivorous,893,1048,206.456,239.023,74,27,0.160052284,0.002648911,9.12,42.1,2.950851459,3.938569756,1.904179783,0.627191943,-1.922814329,12.08275795,2.783306102,2.904647176,SP85
"Giacalone et al 2008, Berardo",ES429,CC148,Italy,Sicily,Reptiles,Testudines,Testudinidae,Testudo hermanni,Testudo hermanni,Testudo hermanni,Herbivorous,310.292,458.25,166.073,205.234,51,48,0.389901097,0.009795579,14.275,37.481,2.491770579,4.405858399,0.491501766,0.48783291,-1.749154229,15.4296608,2.769870765,2.709182665,SP85
Ljubisavljevic et al 2012,ES430,CC149,Montenegro,Mali Starcevo,Reptiles,Testudines,Testudinidae,Testudo hermanni,Testudo hermanni,Testudo hermanni,Herbivorous,908.24,636.675,73.649,105.164,29,16,-0.35524934,0.001931956,19.211,42.188,2.958200625,-1.045757491,-0.404503778,0.423926514,-1.706821315,14.06580639,2.840669391,3.176264935,SP85
Hervias-Parejo et al. 2019,ES431,CC150,Isabela,Fernandina,Reptiles,Squamata,Tropiduridae,Microlophus albemarlensis,Microlophus albemarlensis,Microlophus albemarlensis,Omnivorous,13.74698396,16.35838347,1.698628322,2.255674114,34,31,0.173921065,0.001062411,-91.4999,-0.3951,1.138207426,2.807535028,0.623352682,0.110481958,-2.306055642,23.61938477,2.113920515,2.477005447,SP87
Hervias-Parejo et al. 2019,ES432,CC151,Santa Cruz,Santa Fe,Reptiles,Squamata,Tropiduridae,Microlophus indefatigabilis,Microlophus indefatigabilis,Microlophus indefatigabilis,Carnivorous,13.443491,20.80054617,1.430220134,5.003916956,51,2,0.436484196,0.029158076,-90.0586,-0.8199,1.128512061,1.380211242,1.243062865,0.31557688,-1.448786696,23.63554764,2.253334966,2.582620074,SP88
"Hervias-Parejo et al. 2019, Watkins 1996",ES433,CC152,Ecuador,Marchena,Reptiles,Squamata,Tropiduridae,Microlophus occipitalis,Microlophus occipitalis,Microlophus habelii,Carnivorous,8.54962199,21.59025841,1.764798348,1.953317645,1055,30,0.926355143,0.000313228,-90.4725,0.3123,0.931946913,2.113943352,3.03019519,0.157935657,-1.937104403,24.31400108,2.15056935,2.584410394,SP89
"Hervias-Parejo et al. 2019, Watkins 1996",ES434,CC152,Ecuador,San Cristobal,Reptiles,Squamata,Tropiduridae,Microlophus occipitalis,Microlophus occipitalis,Microlophus bivittatus,Carnivorous,8.54962199,10.1317858,1.764798348,1.133670345,1055,35,0.169790521,0.000398099,-89.4203,-0.8166,0.931946913,2.746634199,2.969742442,0.506628613,-1.616061042,22.9277935,2.237003141,2.749202778,SP89
Case and Schwaner 1993,ES435,CC153,Western Australia,Bernier Island,Reptiles,Squamata,Varanidae,Varanus acanthurus,Varanus acanthurus,Varanus acanthurus,Carnivorous,81.85533276,45.10788268,45.52488199,15.15630147,63,3,-0.595896441,0.042542055,113.1667,-24.8667,1.913046978,1.602059991,1.672107098,0.216406226,-1.899820149,22.23389435,2.578505289,2.396548033,SP90
Case and Schwaner 1993,ES436,CC154,Western Australia,Bernier Island,Reptiles,Squamata,Varanidae,Varanus gouldii,Varanus gouldii,Varanus gouldii,Carnivorous,496.5001014,430.9783767,276.1348316,144.8092399,71,4,-0.141525769,0.032580774,113.1667,-24.8667,2.695919342,1.602059991,1.672107098,0.216406226,-1.899820149,22.23389435,2.578505289,2.396548033,SP91
Case and Schwaner 1993,ES437,CC154,Western Australia,Wardang Island,Reptiles,Squamata,Varanidae,Varanus gouldii,Varanus gouldii,Varanus gouldii,Carnivorous,496.5001014,1195.775019,276.1348316,401.7818085,71,4,0.878966118,0.032580774,137.367,-34.496,2.695919342,1.305995883,0.59117595,0.338341968,-1.518885249,16.79444504,2.572499775,2.557507202,SP91
Case and Schwaner 1993,ES438,CC155,South Australia,Kangaroo Island,Reptiles,Squamata,Varanidae,Varanus rosenbergi,Varanus rosenbergi,Varanus rosenbergi,Carnivorous,823.9495217,1288.247766,458.2499818,432.85276,10,309,0.446928985,0.031297055,137.207,-35.819,2.915900606,3.643945913,1.130365937,0.5435021,-1.745276431,15.36809826,2.499827607,2.78986441,SP92
Case and Schwaner 1993,ES439,CC155,South Australia,Reevesby,Reptiles,Squamata,Varanidae,Varanus rosenbergi,Varanus rosenbergi,Varanus rosenbergi,Carnivorous,823.9495217,2653.351339,458.2499818,891.529161,10,4,1.169469508,0.059155891,136.059,-34.965,2.915900606,0.536558443,0.672190251,0.516161084,-2.045063556,15.97882557,2.397310695,2.630020857,SP92
Case and Schwaner 1993,ES440,CC155,South Australia,Spilsby,Reptiles,Squamata,Varanidae,Varanus rosenbergi,Varanus rosenbergi,Varanus rosenbergi,Carnivorous,823.9495217,1540.427421,458.2499818,517.5854198,10,4,0.625705935,0.059155891,136.343,-34.662,2.915900606,0.602059991,1.39795738,0.415365332,-1.500486927,16.48489571,2.470271328,2.579394848,SP92
Case and Schwaner 1993,ES441,CC155,South Australia,Taylor,Reptiles,Squamata,Varanidae,Varanus rosenbergi,Varanus rosenbergi,Varanus rosenbergi,Carnivorous,823.9495217,836.3127721,458.2499818,281.002072,10,4,0.014893405,0.059155891,136.007,-34.878,2.915900606,0.385606274,0.431524584,0.487654053,-1.953940608,16.03394508,2.420827244,2.628470658,SP92
Case and Schwaner 1993,ES442,CC155,South Australia,Thistle Island,Reptiles,Squamata,Varanidae,Varanus rosenbergi,Varanus rosenbergi,Varanus rosenbergi,Carnivorous,823.9495217,1069.358901,458.2499818,359.3058446,10,16,0.260705322,0.037987743,136.162,-35,2.915900606,1.593839661,0.875119165,0.468892236,-1.893500819,15.83069706,2.427278697,2.621072365,SP92
Jessop et al 2006,ES443,CC156,Komodo ,Gili Motang,Reptiles,Squamata,Varanidae,Varanus komodoensis,Varanus komodoensis,Varanus komodoensis,Carnivorous,23470,7890,23587.24,5316.99,226,39,-1.090126875,0.016113387,119.787,-8.808,4.37051309,1.477121255,1.53149169,0.673016943,-1.573061854,26.28832054,1.797712672,3.223625717,SP93
Jessop et al 2006,ES444,CC156,Komodo ,Nusa Kode,Reptiles,Squamata,Varanidae,Varanus komodoensis,Varanus komodoensis,Varanus komodoensis,Carnivorous,23470,10830,23587.24,6274.85,226,20,-0.773402949,0.021254035,119.654,-8.8,4.37051309,0.870988814,1.30105171,0.662697168,-1.631832868,26.13819122,1.803107755,3.229553864,SP93
Jessop et al 2006,ES445,CC156,Komodo ,Rinca,Reptiles,Squamata,Varanidae,Varanus komodoensis,Varanus komodoensis,Varanus komodoensis,Carnivorous,23470,20940,23587.24,17764.76,226,228,-0.114061804,0.007625775,119.66,-8.735,4.37051309,2.30588853,-0.521433504,0.619576367,-1.644313644,26.4730835,1.808774885,3.209380952,SP93
"Araujo and Martins 2007, Esteves 2016",ES446,CC157,Brazil,Ilha da Queimada Grande,Reptiles,Squamata,Viperidae,Bothrops jararaca,Bothrops jararaca,Bothrops insularis,Carnivorous,352.6199853,236.5271292,74.57175137,24.03948598,10,20,-0.399328035,0.004988826,-46.675,-24.486,2.547306923,-0.366531544,1.53908865,0.597224805,-1.898562667,21.79639435,2.39158378,3.346069804,SP94
Barbo et al. 2016,ES447,CC158,Brazil,Ilha da Queimada Grande,Reptiles,Squamata,Viperidae,Bothrops jararaca,Bothrops jararaca,Bothrops insularis,Carnivorous,443.8973849,219.2698276,51.25027026,26.40085776,47,349,-0.70529036,0.000325154,-46.675,-24.486,2.647282587,-0.366531544,1.53908865,0.597224805,-1.898562667,21.79639435,2.39158378,3.346069804,SP94
Barbo et al. 2016,ES448,CC158,Brazil,Ilha da Vitória,Reptiles,Squamata,Viperidae,Bothrops jararaca,Bothrops jararaca,Bothrops otavioi,Carnivorous,443.8973849,77.07982613,51.25027026,12.25228927,47,14,-1.750751833,0.002088398,-45.02,-23.75,2.647282587,0.29666519,1.419972261,0.652322363,-1.40809501,21.70743752,2.397944064,3.372202918,SP94
Barbo et al. 2016,ES449,CC158,Brazil,Ilha dos Alcatrazes,Reptiles,Squamata,Viperidae,Bothrops jararaca,Bothrops jararaca,Bothrops alcatraz,Carnivorous,443.8973849,71.62571514,51.25027026,6.178683046,47,24,-1.824139261,0.000593673,-45.02,-23.75,2.647282587,0.29666519,1.419972261,0.652322363,-1.40809501,21.70743752,2.397944064,3.372202918,SP94
Barbo et al. 2016,ES450,CC158,Brazil,Ilha dos Franceses,Reptiles,Squamata,Viperidae,Bothrops jararaca,Bothrops jararaca,Bothrops sazimai,Carnivorous,443.8973849,158.4131315,51.25027026,15.05191348,47,40,-1.030387044,0.00050932,-45.02,-23.75,2.647282587,0.29666519,1.419972261,0.652322363,-1.40809501,21.70743752,2.397944064,3.372202918,SP94
Martins et al 2001,ES451,CC159,Brazil,Ilha da Queimada Grande,Reptiles,Squamata,Viperidae,Bothrops jararaca,Bothrops jararaca,Bothrops insularis,Carnivorous,545.8677407,214.5345266,53.2666377,27.92395055,64,273,-0.933906025,0.000210842,-46.675,-24.486,2.737087429,-0.366531544,1.53908865,0.597224805,-1.898562667,21.79639435,2.39158378,3.346069804,SP94
Meik et al. 2010,ES452,CC160,Baja California,Angel de la Guarda,Reptiles,Squamata,Viperidae,Crotalus mitchellii,Crotalus mitchellii pyrrhus,Crotalus mitchellii,Carnivorous,341.9978958,546.4801752,190.2064694,183.6179796,246,42,0.468693447,0.003945405,-113.401,29.287,2.534023434,2.968515636,1.083538451,0.116362854,-1.908153163,20.89718246,2.694891169,1.917242866,SP95
Meik et al. 2010,ES453,CC161,Baja California Sur,Carmen,Reptiles,Squamata,Viperidae,Crotalus mitchellii,Crotalus mitchellii mitchellii,Crotalus mitchellii,Carnivorous,333.3753659,267.1833013,185.41094,89.77390251,68,3,-0.221334135,0.042181041,-111.16,25.963,2.522933505,2.148726016,0.780389328,0.241915332,-1.564189566,22.44739342,2.70764769,2.364044171,SP95
Meik et al. 2010,ES454,CC161,Baja California Sur,Cerralvo ,Reptiles,Squamata,Viperidae,Crotalus mitchellii,Crotalus mitchellii mitchellii,Crotalus mitchellii,Carnivorous,333.3753659,311.2281576,185.41094,104.5730259,68,4,-0.068742811,0.032772975,-109.871,24.227,2.522933505,2.146655073,0.941063988,0.258149512,-1.493381067,22.47316742,2.667794819,2.466719363,SP95
Meik et al. 2010,ES455,CC160,Baja California,Coronado,Reptiles,Squamata,Viperidae,Crotalus mitchellii,Crotalus mitchellii pyrrhus,Crotalus mitchellii,Carnivorous,341.9978958,178.2499809,190.2064694,59.89220258,246,6,-0.651617632,0.020073517,-113.508706,29.0739,2.534023434,0.929418926,0.301247089,0.078455817,-1.886921236,20.62212563,2.686299972,1.900476353,SP95
Meik et al. 2010,ES456,CC160,Baja California,El Muerto,Reptiles,Squamata,Viperidae,Crotalus mitchellii,Crotalus mitchellii pyrrhus,Crotalus mitchellii,Carnivorous,341.9978958,109.1947391,190.2064694,36.68956039,246,34,-1.141671698,0.00457788,-114.549,30.089,2.534023434,0.123851641,0.53032779,0.106122095,-1.72158907,21.1481266,2.713415578,1.907465094,SP95
Meik et al. 2010,ES457,CC160,Baja California,El Piojo,Reptiles,Squamata,Viperidae,Crotalus mitchellii,Crotalus mitchellii pyrrhus,Crotalus mitchellii,Carnivorous,341.9978958,109.6443558,190.2064694,36.8406321,246,5,-1.137562586,0.023836744,-113.465,29.018,2.534023434,-0.259637311,0.416806872,0.079428003,-1.717883651,19.46249962,2.635721388,1.959041392,SP95
Meik et al. 2010,ES458,CC161,Baja California Sur,Espitiru Santo,Reptiles,Squamata,Viperidae,Crotalus mitchellii,Crotalus mitchellii mitchellii,Crotalus mitchellii,Carnivorous,333.3753659,230.8988451,185.41094,77.58228269,68,8,-0.367289365,0.018660877,-110.342,24.482,2.522933505,1.924692703,0.788945727,0.181266199,-1.709829475,22.59442139,2.651953334,2.366422957,SP95
Meik et al. 2010,ES459,CC161,Baja California Sur,Monserrate,Reptiles,Squamata,Viperidae,Crotalus mitchellii,Crotalus mitchellii mitchellii,Crotalus mitchellii,Carnivorous,333.3753659,255.7693173,185.41094,85.93879051,68,6,-0.264993146,0.02336491,-111.036,25.687,2.522933505,1.297979244,1.136752266,0.227284937,-1.591335971,22.67749214,2.69149901,2.320810741,SP95
Meik et al. 2010,ES460,CC161,Baja California Sur,Partida Sur,Reptiles,Squamata,Viperidae,Crotalus mitchellii,Crotalus mitchellii mitchellii,Crotalus mitchellii,Carnivorous,333.3753659,150.0606053,185.41094,50.42053933,68,5,-0.798229832,0.027128136,-110.386,24.56,2.522933505,1.190191581,0.788945727,0.178865442,-1.814327352,22.25830078,2.654393013,2.392468308,SP95
Meik et al. 2010,ES462,CC161,Baja California Sur,San Jose,Reptiles,Squamata,Viperidae,Crotalus mitchellii,Crotalus mitchellii mitchellii,Crotalus mitchellii,Carnivorous,333.3753659,242.9048281,185.41094,81.61630704,68,8,-0.316599367,0.018660877,-110.619,24.988,2.522933505,2.242317764,0.619197716,0.256000684,-1.668563343,22.71517563,2.679644032,2.398512903,SP95
Keehn et al 2013,ES464,CC162,Mainland Pyramid Lake,Anaho Island (Lake),Reptiles,Squamata,Viperidae,Crotalus oreganus,Crotalus oreganus,Crotalus oreganus,Carnivorous,234.741121,129.514369,38.5839089,14.61154592,86,75,-0.594691462,0.000483854,-119.5131,39.9513,2.370589174,0.409933123,0.000434077,0.113858301,-2.083780784,11.3124733,2.861359399,2.349957111,SP96
"Avilla-Villegas 2008, Dugan and Hayes 2012",ES465,CC163,Baja California,Santa Catalina,Reptiles,Squamata,Viperidae,Crotalus ruber,Crotalus ruber,Crotalus catalinensis,Carnivorous,191.302738,115.1879856,40.15049416,27.97734754,44,20,-0.507291738,0.003950759,-118.416,33.378,2.281721186,2.28780173,1.5185271,0.401081543,-1.832184093,15.9043684,2.443934653,2.483216298,SP97
Creer et al. 2002,ES466,CC164,Taiwan,Orchid and Green islands,Reptiles,Squamata,Viperidae,Trimeresurus stejnegeri,Trimeresurus stejnegeri,Trimeresurus stejnegeri,Carnivorous,98.95758457,119.7700314,9.62336165,8.913326941,33,33,0.190882179,0.000454407,121.55,22.05,1.995449086,1.670245853,1.954247335,0.646029688,-1.38513637,23.76355553,2.422869008,3.434824312,SP98
"Tsai 1998, David et al. 2001 ",ES467,CC165,China and N Vietnam,Hainan,Reptiles,Squamata,Viperidae,Trimeresurus stejnegeri,Trimeresurus stejnegeri stejnegeri,Trimeresurus stejnegeri stejnegeri,Carnivorous,193.6347024,206.4230588,17.83569357,19.34308261,8,2,0.06395434,0.00545094,109.842,19.229,2.286983192,4.517195898,1.230474467,0.67702998,-1.48228772,23.93092537,2.592929527,3.202721764,SP98
"Tsai 1998, David et al. 2001 ",ES468,CC165,China and N Vietnam,Taiwan,Reptiles,Squamata,Viperidae,Trimeresurus stejnegeri,Trimeresurus stejnegeri stejnegeri,Trimeresurus stejnegeri stejnegeri,Carnivorous,193.6347024,102.0489653,17.83569357,7.855844879,8,291,-0.640520656,0.001080896,120.66,23.776,2.286983192,4.537907204,2.154427017,0.599242627,-1.673889196,20.42777443,2.607300239,3.325638762,SP98
Luiselli et al. 2015,ES469,CC166,Italy,Montecristo,Reptiles,Squamata,Viperidae,Vipera aspis,Vipera aspis,Vipera aspis,Carnivorous,122.1029678,77.55508362,14.84637905,4.900292465,44,29,-0.453876247,0.000473663,10.3077,43.332,2.08672622,1.016615548,1.797966559,0.611712158,-1.430594976,15.45972252,2.776015755,2.840106094,SP99
Forsman 1991,ES470,CC167,"Uppsala, Sweden",Angskar,Reptiles,Squamata,Viperidae,Vipera berus,Vipera berus,Vipera berus,Carnivorous,120.4234098,163.1054421,4.400344115,3.552233228,10,10,0.303382928,0.000180953,19.275,59.536,2.08071092,-1.534617149,1.356044989,0.370390552,-1.309242465,6.272597313,2.813077059,2.694254117,SP100
Forsman 1991,ES471,CC167,"Uppsala, Sweden",In-Fredeln,Reptiles,Squamata,Viperidae,Vipera berus,Vipera berus,Vipera berus,Carnivorous,120.4234098,185.0329866,4.400344115,8.665417836,10,10,0.429520168,0.000352843,19.364,59.516,2.08071092,-1.301029996,1.431379849,0.321405737,-1.387810829,6.289051533,2.813695553,2.67600734,SP100
Forsman 1991,ES472,CC167,"Uppsala, Sweden",Inre Hamnskar,Reptiles,Squamata,Viperidae,Vipera berus,Vipera berus,Vipera berus,Carnivorous,120.4234098,136.9955603,4.400344115,7.618034769,10,10,0.128934571,0.000442745,19.316,59.732,2.08071092,-1.602059991,1.127137207,0.034783133,-3,6.224853992,2.81383951,2.719497027,SP100
Forsman 1991,ES473,CC167,"Uppsala, Sweden",Karringboskar,Reptiles,Squamata,Viperidae,Vipera berus,Vipera berus,Vipera berus,Carnivorous,120.4234098,112.6316222,4.400344115,6.767199886,10,10,-0.066891435,0.000494513,19.239,59.775,2.08071092,-1.301029996,0.939569169,0.430252002,-1.437809327,6.093272686,2.814452612,2.725911632,SP100
Forsman 1991,ES474,CC167,"Uppsala, Sweden",Norrpada,Reptiles,Squamata,Viperidae,Vipera berus,Vipera berus,Vipera berus,Carnivorous,120.4234098,137.8259954,4.400344115,3.451479757,10,10,0.134978039,0.000196233,19.274,59.627,2.08071092,-1.63638802,1.167346878,0.339017749,-1.250970002,6.160633564,2.814561707,2.713196454,SP100
