"Reference","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","Diet","Sex","Measure","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","Mean_m_male","Mean_m_female","sd_m_male","sd_m_female","N_m_male","N_m_female","Mean_i_male","Mean_i_female","sd_i_male","sd_i_female","N_i_male","N_i_female","Long_i","Lat_i","Island_km2","Dist_near_mainland","Allometry","Phylogeny","Data_source_type","NDVI_0.1","SDNDVI_0.1","tmean_0.1","tseas_0.1","prec_0.1","NDVI_0.5","SDNDVI_0.5","tmean_0.5","tseas_0.5","prec_0.5","NDVI_1","SDNDVI_1","tmean_1","tseas_1","prec_1","NDVI","SDNDVI","tmean","tseas","prec","pseas","Mean_m_pooled","Mean_i_pooled","sd_m_combined","sd_i_combined"
"Wu et al 2006b","China (Zhejiang province)","Xiashi","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Rana limnocharis","Rana limnocharis","","Both","Weight",6.06471264367816,9.29647058823529,2.76216796749887,3.31118845491422,174,34,4.94,7,1.688756939,3.11897419,79,95,6.37,10.35,0.66,3.25,9,25,122.26,29.743,1.22271647114758,1.12060683105677,"Weight","","Island rule",0.354645043945313,0.0164240646362305,16.4318161010742,766.963562011719,1264.25,0.303612573242187,0.0203075988769531,16.5787372589111,778.68505859375,1264.79736328125,0.29361328125,0.0197222213745117,16.6481304168701,775.973449707031,1258.2353515625,0.354645043945313,-1.75885052652849,16.4318161010742,2.88477473136339,3.10183296230458,NA,6.06471264367816,9.29647058823529,2.76216796749887,3.31118845491422
"Wu et al 2006b","China (Zhejiang province)","Zhoushan","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Rana limnocharis","Rana limnocharis","","Both","Weight",6.06471264367816,4.86522388059702,2.76216796749887,1.51830683028611,174,67,4.94,7,1.688756939,3.11897419,79,95,4.07,5.55,0.890842298,1.62,31,36,122.121,30.059,2.67089495352021,0.954290761701127,"Weight","","Island rule",0.478612109375,0.0105158576965332,16.4111042022705,798.154663085938,1265.02001953125,0.3134388671875,0.01673828125,16.4920024871826,789.497741699219,1159.337890625,0.272695092773438,0.0231509796142578,16.4502201080322,785.22314453125,1105.64294433594,0.478612109375,-1.93870371041364,16.4111042022705,2.90208705528113,3.10209739847876,NA,6.06471264367816,4.86522388059702,2.76216796749887,1.51830683028611
"Wu et al 2006n","China (Zhejiang province)","Daishan","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Rana limnocharis","Rana limnocharis","","Both","Weight",5.88727272727273,10.6490909090909,1.44270849177968,2.5646364789701,99,55,4.78,6.52,0.48,1.428705708,36,63,7.14,11,1.02859127,2.404163056,5,50,122.187,30.28,2,1.56821346159708,"Weight","","Island rule",0.354496875,0.00944504241943359,16.5334606170654,796.403076171875,1147.59997558594,0.3134388671875,0.01673828125,16.4920024871826,789.497741699219,1159.337890625,0.272695092773438,0.0231509796142578,16.4502201080322,785.22314453125,1105.64294433594,0.354496875,-1.98108979192221,16.5334606170654,2.90113292885649,3.05979053033477,NA,5.88727272727273,10.6490909090909,1.44270849177968,2.5646364789701
"Wu et al 2006n","China (Zhejiang province)","Fodu","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Rana limnocharis","Rana limnocharis","","Both","Weight",5.88727272727273,7.77540540540541,1.44270849177968,2.17158492373091,99,37,4.78,6.52,0.48,1.428705708,36,63,6.12,8.57,1.177794549,2.1,12,25,122.018,29.736,0.845098040014257,0.845160077651946,"Weight","","Island rule",0.391640258789063,0.00814578247070312,16.556058883667,788.944885253906,1260.34997558594,0.303612573242187,0.0203075988769531,16.5787372589111,778.68505859375,1264.79736328125,0.29361328125,0.0197222213745117,16.6481304168701,775.973449707031,1258.2353515625,0.391640258789063,-2.03877913237768,16.556058883667,2.89704666497602,3.1004911573089,NA,5.88727272727273,7.77540540540541,1.44270849177968,2.17158492373091
"Wu et al 2006n","China (Zhejiang province)","Liuheng","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Rana limnocharis","Rana limnocharis","","Both","Weight",5.88727272727273,7.0072602739726,1.44270849177968,2.00492259489856,99,73,4.78,6.52,0.48,1.428705708,36,63,5.36,7.21,0.848528137,2.015564437,8,65,122.147,29.708,1.96731391828708,0.845160077651946,"Weight","","Island rule",0.35606962890625,0.0120149726867676,16.6010551452637,782.163635253906,1263.5,0.303612573242187,0.0203075988769531,16.5787372589111,778.68505859375,1264.79736328125,0.29361328125,0.0197222213745117,16.6481304168701,775.973449707031,1258.2353515625,0.35606962890625,-1.88555673896455,16.6010551452637,2.89329762064745,3.10157524625593,NA,5.88727272727273,7.0072602739726,1.44270849177968,2.00492259489856
"Wu et al 2006n","China (Zhejiang province)","Mayi","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Rana limnocharis","Rana limnocharis","","Both","Weight",5.88727272727273,10.2443902439024,1.44270849177968,1.7944108345577,99,41,4.78,6.52,0.48,1.428705708,36,63,7.7,10.96,1.14,1.187939392,9,32,122.258,29.871,0.845098040014257,0.845160077651946,"Weight","","Island rule",0.361122216796875,0.01168876953125,16.5482521057129,777.36572265625,1262.5,0.303612573242187,0.0203075988769531,16.5787372589111,778.68505859375,1264.79736328125,0.29361328125,0.0197222213745117,16.6481304168701,775.973449707031,1258.2353515625,0.361122216796875,-1.89658049072625,16.5482521057129,2.89062538683623,3.1012313867907,NA,5.88727272727273,10.2443902439024,1.44270849177968,1.7944108345577
"Wu et al 2006n","China (Zhejiang province)","Taohua","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Rana limnocharis","Rana limnocharis","","Both","Weight",5.88727272727273,8.9778947368421,1.44270849177968,2.10136398129596,99,38,4.78,6.52,0.48,1.428705708,36,63,7.04,9.67,0.600832755,2.010770996,10,28,122.232,29.818,1.61278385671974,0.944532020991981,"Weight","","Island rule",0.361122216796875,0.01168876953125,16.5482521057129,777.36572265625,1262.5,0.303612573242187,0.0203075988769531,16.5787372589111,778.68505859375,1264.79736328125,0.29361328125,0.0197222213745117,16.6481304168701,775.973449707031,1258.2353515625,0.361122216796875,-1.89658049072625,16.5482521057129,2.89062538683623,3.1012313867907,NA,5.88727272727273,8.9778947368421,1.44270849177968,2.10136398129596
"Wu et al 2006n","China (Zhejiang province)","Xiashi","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Rana limnocharis","Rana limnocharis","","Both","Weight",5.88727272727273,9.93,1.44270849177968,2.68219027686124,99,48,4.78,6.52,0.48,1.428705708,36,63,7.01,11.39,1.12,1.923330445,16,32,122.26,29.743,1.22271647114758,1.12060683105677,"Weight","","Island rule",0.354645043945313,0.0164240646362305,16.4318161010742,766.963562011719,1264.25,0.303612573242187,0.0203075988769531,16.5787372589111,778.68505859375,1264.79736328125,0.29361328125,0.0197222213745117,16.6481304168701,775.973449707031,1258.2353515625,0.354645043945313,-1.75885052652849,16.4318161010742,2.88477473136339,3.10183296230458,NA,5.88727272727273,9.93,1.44270849177968,2.68219027686124
"Wu et al 2006n","China (Zhejiang province)","Zhoushan","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Rana limnocharis","Rana limnocharis","","Both","Weight",5.88727272727273,6.33785714285714,1.44270849177968,1.47511566803474,99,56,4.78,6.52,0.48,1.428705708,36,63,4.61,6.97,0.619677335,1.152562363,15,41,122.121,30.059,2.67089495352021,0.954290761701127,"Weight","","Island rule",0.478612109375,0.0105158576965332,16.4111042022705,798.154663085938,1265.02001953125,0.3134388671875,0.01673828125,16.4920024871826,789.497741699219,1159.337890625,0.272695092773438,0.0231509796142578,16.4502201080322,785.22314453125,1105.64294433594,0.478612109375,-1.93870371041364,16.4111042022705,2.90208705528113,3.10209739847876,NA,5.88727272727273,6.33785714285714,1.44270849177968,1.47511566803474
"Xu et al. 2013","China (Zhejiang province)","Cezi","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya limnocharis","","Female","SVL",38.538,40.32,2.684,2.72,125,30,NA,38.53816,NA,2.68,NA,125,NA,40.32,NA,2.72,NA,30,121.934,30.095,1.17318626841227,1.21751026429403,"10^-4.4312×SVL^3.2088(Thamnachoti 2012, Morphometric and Gravimetric Parameters of the Rice Frog Fejervarya limnocharis Living in Areas with Different Agricultural Activity)","","Island rule",0.46007119140625,0.0150831909179688,16.3729953765869,796.827697753906,1227.81005859375,0.334610595703125,0.0158856811523438,16.4349994659424,807.729919433594,1173.46997070312,0.392134204101563,0.014462516784668,16.2798252105713,846.285522460938,1099.45080566406,0.46007119140625,-1.7936277826656,16.3729953765869,2.90136442176682,3.08913118693145,NA,38.538,40.32,2.684,2.72
"Xu et al. 2013","China (Zhejiang province)","Changbai","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya limnocharis","","Female","SVL",38.538,40.9,2.684,2.57,125,27,NA,38.53816,NA,2.68,NA,125,NA,40.9,NA,2.57,NA,27,122.035,30.181,1.01029995663981,1.57519939515923,"10^-4.4312×SVL^3.2088(Thamnachoti 2012, Morphometric and Gravimetric Parameters of the Rice Frog Fejervarya limnocharis Living in Areas with Different Agricultural Activity)","","Island rule",0.3764142578125,0.0101667182922363,16.3839740753174,796.994323730469,1213.98999023438,0.3134388671875,0.01673828125,16.4920024871826,789.497741699219,1159.337890625,0.272695092773438,0.0231509796142578,16.4502201080322,785.22314453125,1105.64294433594,0.3764142578125,-1.95207443986358,16.3839740753174,2.90145522832044,3.08421510584641,NA,38.538,40.9,2.684,2.57
"Xu et al. 2013","China (Zhejiang province)","Dachangtu","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya limnocharis","","Female","SVL",38.538,39.22,2.684,3.07,125,31,NA,38.53816,NA,2.68,NA,125,NA,39.22,NA,3.07,NA,31,122.339,30.252,1.52244423350632,1.57519939515923,"10^-4.4312×SVL^3.2088(Thamnachoti 2012, Morphometric and Gravimetric Parameters of the Rice Frog Fejervarya limnocharis Living in Areas with Different Agricultural Activity)","","Island rule",0.33103955078125,0.016052604675293,16.4136009216309,781.956970214844,1143.5,0.3134388671875,0.01673828125,16.4920024871826,789.497741699219,1159.337890625,0.272695092773438,0.0231509796142578,16.4502201080322,785.22314453125,1105.64294433594,0.33103955078125,-1.76820927592597,16.4136009216309,2.89318285521788,3.05823616894277,NA,38.538,39.22,2.684,3.07
"Xu et al. 2013","China (Zhejiang province)","Daishan","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya limnocharis","","Female","SVL",38.538,38.46,2.684,3.86,125,34,NA,38.53816,NA,2.68,NA,125,NA,38.46,NA,3.86,NA,34,122.187,30.28,2,1.56821346159708,"10^-4.4312×SVL^3.2088(Thamnachoti 2012, Morphometric and Gravimetric Parameters of the Rice Frog Fejervarya limnocharis Living in Areas with Different Agricultural Activity)","","Island rule",0.354496875,0.00944504241943359,16.5334606170654,796.403076171875,1147.59997558594,0.3134388671875,0.01673828125,16.4920024871826,789.497741699219,1159.337890625,0.272695092773438,0.0231509796142578,16.4502201080322,785.22314453125,1105.64294433594,0.354496875,-1.98108979192221,16.5334606170654,2.90113292885649,3.05979053033477,NA,38.538,38.46,2.684,3.86
"Xu et al. 2013","China (Zhejiang province)","Damao","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya limnocharis","","Female","SVL",38.538,43.41,2.684,4.62,125,23,NA,38.53816,NA,2.68,NA,125,NA,43.41,NA,4.62,NA,23,122.04,29.95,0.755874855672491,0.944532020991981,"10^-4.4312×SVL^3.2088(Thamnachoti 2012, Morphometric and Gravimetric Parameters of the Rice Frog Fejervarya limnocharis Living in Areas with Different Agricultural Activity)","","Island rule",0.40530107421875,0.0122613258361816,16.3550586700439,775.912719726562,1274.67004394531,0.303612573242187,0.0203075988769531,16.5787372589111,778.68505859375,1264.79736328125,0.29361328125,0.0197222213745117,16.6481304168701,775.973449707031,1258.2353515625,0.40530107421875,-1.87741305401926,16.3550586700439,2.88981287142187,3.10539777956291,NA,38.538,43.41,2.684,4.62
"Xu et al. 2013","China (Zhejiang province)","Daxie","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya limnocharis","","Female","SVL",38.538,37.63,2.684,2.68,125,28,NA,38.53816,NA,2.68,NA,125,NA,37.63,NA,2.68,NA,28,121.967,29.918,1.45024910831936,-0.396855627379818,"10^-4.4312×SVL^3.2088(Thamnachoti 2012, Morphometric and Gravimetric Parameters of the Rice Frog Fejervarya limnocharis Living in Areas with Different Agricultural Activity)","","Island rule",0.399638330078125,0.0128199630737305,16.5767021179199,796.067016601562,1268.85998535156,0.47588681640625,0.0130396835327148,16.5093727111816,812.014343261719,1260.17443847656,0.559024267578125,0.0118900650024414,15.9819145202637,810.907043457031,1302.61145019531,0.399638330078125,-1.85949311737401,16.5767021179199,2.90094963019386,3.10341370172903,NA,38.538,37.63,2.684,2.68
"Xu et al. 2013","China (Zhejiang province)","Dayushan","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya limnocharis","","Female","SVL",38.538,43.3,2.684,2.87,125,27,NA,38.53816,NA,2.68,NA,125,NA,43.3,NA,2.87,NA,27,121.967,30.314,0.792391689498254,1.63145391596197,"10^-4.4312×SVL^3.2088(Thamnachoti 2012, Morphometric and Gravimetric Parameters of the Rice Frog Fejervarya limnocharis Living in Areas with Different Agricultural Activity)","","Island rule",0.199661145019531,0.0268871887207031,16.2268409729004,782.424987792969,1100.56994628906,0.334610595703125,0.0158856811523438,16.4349994659424,807.729919433594,1173.46997070312,0.392134204101563,0.014462516784668,16.2798252105713,846.285522460938,1099.45080566406,0.199661145019531,-1.55459526431493,16.2268409729004,2.89344271177867,3.04161764918109,NA,38.538,43.3,2.684,2.87
"Xu et al. 2013","China (Zhejiang province)","Dengbu","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya limnocharis","","Female","SVL",38.538,41.21,2.684,5.63,125,44,NA,38.53816,NA,2.68,NA,125,NA,41.21,NA,5.63,NA,44,122.318,29.868,1.12417805547468,1.14924991259028,"10^-4.4312×SVL^3.2088(Thamnachoti 2012, Morphometric and Gravimetric Parameters of the Rice Frog Fejervarya limnocharis Living in Areas with Different Agricultural Activity)","","Island rule",0.3915125,0.0186243255615234,16.4728832244873,766.76953125,1248.60998535156,0.303612573242187,0.0203075988769531,16.5787372589111,778.68505859375,1264.79736328125,0.29361328125,0.0197222213745117,16.6481304168701,775.973449707031,1258.2353515625,0.3915125,-1.70720525993007,16.4728832244873,2.88466484719912,3.09642680373778,NA,38.538,41.21,2.684,5.63
"Xu et al. 2013","China (Zhejiang province)","Fodu","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya limnocharis","","Female","SVL",38.538,43.74,2.684,4.09,125,32,NA,38.53816,NA,2.68,NA,125,NA,43.74,NA,4.09,NA,32,122.018,29.736,0.845098040014257,0.845160077651946,"10^-4.4312×SVL^3.2088(Thamnachoti 2012, Morphometric and Gravimetric Parameters of the Rice Frog Fejervarya limnocharis Living in Areas with Different Agricultural Activity)","","Island rule",0.391640258789063,0.00814578247070312,16.556058883667,788.944885253906,1260.34997558594,0.303612573242187,0.0203075988769531,16.5787372589111,778.68505859375,1264.79736328125,0.29361328125,0.0197222213745117,16.6481304168701,775.973449707031,1258.2353515625,0.391640258789063,-2.03877913237768,16.556058883667,2.89704666497602,3.1004911573089,NA,38.538,43.74,2.684,4.09
"Xu et al. 2013","China (Zhejiang province)","Huni","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya limnocharis","","Female","SVL",38.538,43.5,2.684,3.35,125,29,NA,38.53816,NA,2.68,NA,125,NA,43.5,NA,3.35,NA,29,122.185,29.793,0.136720567156407,1.0366688103001,"10^-4.4312×SVL^3.2088(Thamnachoti 2012, Morphometric and Gravimetric Parameters of the Rice Frog Fejervarya limnocharis Living in Areas with Different Agricultural Activity)","","Island rule",0.35606962890625,0.0120149726867676,16.6010551452637,782.163635253906,1263.5,0.303612573242187,0.0203075988769531,16.5787372589111,778.68505859375,1264.79736328125,0.29361328125,0.0197222213745117,16.6481304168701,775.973449707031,1258.2353515625,0.35606962890625,-1.88555673896455,16.6010551452637,2.89329762064745,3.10157524625593,NA,38.538,43.5,2.684,3.35
"Xu et al. 2013","China (Zhejiang province)","Jintang","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya limnocharis","","Female","SVL",38.538,38.9,2.684,3.63,125,40,NA,38.53816,NA,2.68,NA,125,NA,38.9,NA,3.63,NA,40,121.887,30.025,1.88309335857569,0.556423121371285,"10^-4.4312×SVL^3.2088(Thamnachoti 2012, Morphometric and Gravimetric Parameters of the Rice Frog Fejervarya limnocharis Living in Areas with Different Agricultural Activity)","","Island rule",0.369833959960938,0.0136226501464844,16.3423938751221,795.177062988281,1216.14001464844,0.334610595703125,0.0158856811523438,16.4349994659424,807.729919433594,1173.46997070312,0.392134204101563,0.014462516784668,16.2798252105713,846.285522460938,1099.45080566406,0.369833959960938,-1.83497391057296,16.3423938751221,2.90046384427496,3.08498357829911,NA,38.538,38.9,2.684,3.63
"Xu et al. 2013","China (Zhejiang province)","Liuheng","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya limnocharis","","Female","SVL",38.538,38.34,2.684,3.41,125,38,NA,38.53816,NA,2.68,NA,125,NA,38.34,NA,3.41,NA,38,122.147,29.708,1.96731391828708,0.845160077651946,"10^-4.4312×SVL^3.2088(Thamnachoti 2012, Morphometric and Gravimetric Parameters of the Rice Frog Fejervarya limnocharis Living in Areas with Different Agricultural Activity)","","Island rule",0.35606962890625,0.0120149726867676,16.6010551452637,782.163635253906,1263.5,0.303612573242187,0.0203075988769531,16.5787372589111,778.68505859375,1264.79736328125,0.29361328125,0.0197222213745117,16.6481304168701,775.973449707031,1258.2353515625,0.35606962890625,-1.88555673896455,16.6010551452637,2.89329762064745,3.10157524625593,NA,38.538,38.34,2.684,3.41
"Xu et al. 2013","China (Zhejiang province)","Meishan","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya limnocharis","","Female","SVL",38.538,40.5,2.684,3.37,125,31,NA,38.53816,NA,2.68,NA,125,NA,40.5,NA,3.37,NA,31,121.99,29.792,1.33965015761368,-0.300162274132754,"10^-4.4312×SVL^3.2088(Thamnachoti 2012, Morphometric and Gravimetric Parameters of the Rice Frog Fejervarya limnocharis Living in Areas with Different Agricultural Activity)","","Island rule",0.375350048828125,0.0101668869018555,16.4115219116211,799.18701171875,1275.5,0.47588681640625,0.0130396835327148,16.5093727111816,812.014343261719,1260.17443847656,0.559024267578125,0.0118900650024414,15.9819145202637,810.907043457031,1302.61145019531,0.375350048828125,-1.95206788237081,16.4115219116211,2.902648417179,3.10568046294581,NA,38.538,40.5,2.684,3.37
"Xu et al. 2013","China (Zhejiang province)","Qushan","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya limnocharis","","Female","SVL",38.538,39.12,2.684,3.96,125,33,NA,38.53816,NA,2.68,NA,125,NA,39.12,NA,3.96,NA,33,122.355,30.444,1.77742682238931,1.76716328985603,"10^-4.4312×SVL^3.2088(Thamnachoti 2012, Morphometric and Gravimetric Parameters of the Rice Frog Fejervarya limnocharis Living in Areas with Different Agricultural Activity)","","Island rule",0.387664770507813,0.012494189453125,16.2876834869385,789.045532226562,1061.59997558594,0.3134388671875,0.01673828125,16.4920024871826,789.497741699219,1159.337890625,0.272695092773438,0.0231509796142578,16.4502201080322,785.22314453125,1105.64294433594,0.387664770507813,-1.86985319681381,16.2876834869385,2.89710206509052,3.02596089986873,NA,38.538,39.12,2.684,3.96
"Xu et al. 2013","China (Zhejiang province)","Sijiao","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya limnocharis","","Female","SVL",38.538,39.38,2.684,2.17,125,57,NA,38.53816,NA,2.68,NA,125,NA,39.38,NA,2.17,NA,57,122.453,30.713,1.34830486304816,1.42815099874445,"10^-4.4312×SVL^3.2088(Thamnachoti 2012, Morphometric and Gravimetric Parameters of the Rice Frog Fejervarya limnocharis Living in Areas with Different Agricultural Activity)","","Island rule",0.314744482421875,0.0164011825561523,16.2655200958252,783.387939453125,983.900024414062,0.17210908203125,0.0242333984375,16.297571182251,790.348510742188,1005.88580322266,0.272695092773438,0.0231509796142578,16.4502201080322,785.22314453125,1105.64294433594,0.314744482421875,-1.75942123676567,16.2655200958252,2.89397688113925,2.99295097134684,NA,38.538,39.38,2.684,2.17
"Xu et al. 2013","China (Zhejiang province)","Taohua","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya limnocharis","","Female","SVL",38.538,39.64,2.684,3.92,125,48,NA,38.53816,NA,2.68,NA,125,NA,39.64,NA,3.92,NA,48,122.232,29.818,1.61278385671974,0.944532020991981,"10^-4.4312×SVL^3.2088(Thamnachoti 2012, Morphometric and Gravimetric Parameters of the Rice Frog Fejervarya limnocharis Living in Areas with Different Agricultural Activity)","","Island rule",0.361122216796875,0.01168876953125,16.5482521057129,777.36572265625,1262.5,0.303612573242187,0.0203075988769531,16.5787372589111,778.68505859375,1264.79736328125,0.29361328125,0.0197222213745117,16.6481304168701,775.973449707031,1258.2353515625,0.361122216796875,-1.89658049072625,16.5482521057129,2.89062538683623,3.1012313867907,NA,38.538,39.64,2.684,3.92
"Xu et al. 2013","China (Zhejiang province)","Xiaochangtu","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya limnocharis","","Female","SVL",38.538,42.79,2.684,2.43,125,28,NA,38.53816,NA,2.68,NA,125,NA,42.79,NA,2.43,NA,28,122.281,30.259,1.03342375548695,1.49277435325513,"10^-4.4312×SVL^3.2088(Thamnachoti 2012, Morphometric and Gravimetric Parameters of the Rice Frog Fejervarya limnocharis Living in Areas with Different Agricultural Activity)","","Island rule",0.283958203125,0.0164276794433594,16.5188236236572,789.413452148438,1148,0.3134388671875,0.01673828125,16.4920024871826,789.497741699219,1159.337890625,0.272695092773438,0.0231509796142578,16.4502201080322,785.22314453125,1105.64294433594,0.283958203125,-1.75876043687379,16.5188236236572,2.89730452279937,3.05994188806195,NA,38.538,42.79,2.684,2.43
"Xu et al. 2013","China (Zhejiang province)","Xiashi","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya limnocharis","","Female","SVL",38.538,40.02,2.684,3.27,125,22,NA,38.53816,NA,2.68,NA,125,NA,40.02,NA,3.27,NA,22,122.26,29.743,1.22271647114758,1.12060683105677,"10^-4.4312×SVL^3.2088(Thamnachoti 2012, Morphometric and Gravimetric Parameters of the Rice Frog Fejervarya limnocharis Living in Areas with Different Agricultural Activity)","","Island rule",0.354645043945313,0.0164240646362305,16.4318161010742,766.963562011719,1264.25,0.303612573242187,0.0203075988769531,16.5787372589111,778.68505859375,1264.79736328125,0.29361328125,0.0197222213745117,16.6481304168701,775.973449707031,1258.2353515625,0.354645043945313,-1.75885052652849,16.4318161010742,2.88477473136339,3.10183296230458,NA,38.538,40.02,2.684,3.27
"Xu et al. 2013","China (Zhejiang province)","Xiushan","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya limnocharis","","Female","SVL",38.538,39.9,2.684,2.77,125,35,NA,38.53816,NA,2.68,NA,125,NA,39.9,NA,2.77,NA,35,122.164,30.173,1.36172783601759,1.73640447090963,"10^-4.4312×SVL^3.2088(Thamnachoti 2012, Morphometric and Gravimetric Parameters of the Rice Frog Fejervarya limnocharis Living in Areas with Different Agricultural Activity)","","Island rule",0.381020068359375,0.010888835144043,16.4867877960205,793.8701171875,1212.18994140625,0.3134388671875,0.01673828125,16.4920024871826,789.497741699219,1159.337890625,0.272695092773438,0.0231509796142578,16.4502201080322,785.22314453125,1105.64294433594,0.381020068359375,-1.92486069502781,16.4867877960205,2.89974945456458,3.08357067597008,NA,38.538,39.9,2.684,2.77
"Xu et al. 2013","China (Zhejiang province)","Zhoushan","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya limnocharis","","Female","SVL",38.538,36.78,2.684,5.82,125,26,NA,38.53816,NA,2.68,NA,125,NA,36.78,NA,5.82,NA,26,122.121,30.059,2.67089495352021,0.954290761701127,"10^-4.4312×SVL^3.2088(Thamnachoti 2012, Morphometric and Gravimetric Parameters of the Rice Frog Fejervarya limnocharis Living in Areas with Different Agricultural Activity)","","Island rule",0.478612109375,0.0105158576965332,16.4111042022705,798.154663085938,1265.02001953125,0.3134388671875,0.01673828125,16.4920024871826,789.497741699219,1159.337890625,0.272695092773438,0.0231509796142578,16.4502201080322,785.22314453125,1105.64294433594,0.478612109375,-1.93870371041364,16.4111042022705,2.90208705528113,3.10209739847876,NA,38.538,36.78,2.684,5.82
