tax_id,Species,BM,Diet_cat
22687170,Abeillia abeillei,0.0027,FruiNect
22715451,Abroscopus albogularis,0.00484,Invertebrate
22715454,Abroscopus schisticeps,0.0047,Invertebrate
22731005,Abroscopus superciliaris,0.00648,Invertebrate
22678440,Aburria aburri,1.40508,FruiNect
22704451,Acanthagenys rufogularis,0.0478,Omnivore
22723128,Acanthidops bairdi,0.016,Omnivore
22698577,Acanthisitta chloris,0.00691,Invertebrate
22731025,Acanthiza apicalis,0.00762,Invertebrate
22704647,Acanthiza chrysorrhoa,0.00929,Invertebrate
22704635,Acanthiza ewingii,0.0069,Invertebrate
22704641,Acanthiza inornata,0.007,Invertebrate
22704644,Acanthiza iredalei,0.00604,Invertebrate
22704627,Acanthiza katherina,0.0072,Invertebrate
22704656,Acanthiza lineata,0.00685,Invertebrate
22704624,Acanthiza murina,0.0084,Invertebrate
22704653,Acanthiza nana,0.00619,Invertebrate
22704630,Acanthiza pusilla,0.00762,Invertebrate
22704638,Acanthiza reguloides,0.0077,Invertebrate
22704659,Acanthiza robustirostris,0.0061,Invertebrate
22704650,Acanthiza uropygialis,0.0064,Invertebrate
22704424,Acanthorhynchus superciliosus,0.00972,FruiNect
22704421,Acanthorhynchus tenuirostris,0.01044,Omnivore
22704585,Acanthornis magna,0.01018,Invertebrate
22695535,Accipiter albogularis,0.24875,VertFishScav
22695490,Accipiter badius,0.13115,VertFishScav
22695669,Accipiter bicolor,0.28754,VertFishScav
22695669,Accipiter bicolor,0.28754,VertFishScav
22695605,Accipiter brachyurus,0.142,VertFishScav
22695499,Accipiter brevipes,0.18648,VertFishScav
22695494,Accipiter butleri,0.33294,VertFishScav
22695486,Accipiter castanilius,0.15751,VertFishScav
22695599,Accipiter cirrocephalus,0.16573,VertFishScav
22695568,Accipiter collaris,0.33294,VertFishScav
22695656,Accipiter cooperii,0.42967,VertFishScav
22695596,Accipiter erythrauchen,0.156,VertFishScav
22695576,Accipiter erythropus,0.1112,VertFishScav
22695527,Accipiter fasciatus,0.35866,VertFishScav
22695508,Accipiter francesiae,0.13682,Invertebrate
22695683,Accipiter gentilis,0.86604,VertFishScav
22695465,Accipiter griseiceps,0.25176,VertFishScav
22695585,Accipiter gularis,0.12066,VertFishScav
22695659,Accipiter gundlachi,0.675,VertFishScav
22695541,Accipiter haplochrous,0.19841,VertFishScav
22695544,Accipiter henicogrammus,0.33294,VertFishScav
22695678,Accipiter henstii,1.05,VertFishScav
22727721,Accipiter hiogaster,0.22079,VertFishScav
22695553,Accipiter imitator,0.22249,VertFishScav
22695547,Accipiter luteoschistaceus,0.214,VertFishScav
22695613,Accipiter madagascariensis,0.18041,VertFishScav
22695532,Accipiter melanochlamys,0.265,VertFishScav
22695673,Accipiter melanoleucus,0.69899,VertFishScav
22695689,Accipiter meyerianus,0.76354,VertFishScav
22695581,Accipiter minullus,0.08743,VertFishScav
22695591,Accipiter nanus,0.33294,Invertebrate
22695624,Accipiter nisus,0.22079,VertFishScav
22727714,Accipiter novaehollandiae,0.32606,VertFishScav
22695619,Accipiter ovampensis,0.195,VertFishScav
22695558,Accipiter poliocephalus,0.21476,VertFishScav
22695453,Accipiter poliogaster,1.36941,VertFishScav
22695561,Accipiter princeps,0.33294,Omnivore
22695610,Accipiter rhodogaster,0.17271,VertFishScav
22695538,Accipiter rufitorques,0.209,VertFishScav
22695630,Accipiter rufiventris,0.198,VertFishScav
22695503,Accipiter soloensis,0.16477,VertFishScav
22734130,Accipiter striatus,0.13059,VertFishScav
22695565,Accipiter superciliosus,0.09951,VertFishScav
22727727,Accipiter sylvestris,0.22079,VertFishScav
22727697,Accipiter tachiro,0.381,VertFishScav
22727705,Accipiter toussenelii,0.24929,VertFishScav
22695516,Accipiter trinotatus,0.146,VertFishScav
22695462,Accipiter trivirgatus,0.26504,VertFishScav
22695588,Accipiter virgatus,0.11699,VertFishScav
22682510,Aceros nipalensis,2.385,FruiNect
22714641,Achaetops pycnopygius,0.0283,Invertebrate
22710943,Acridotheres albocinctus,0.09356,Omnivore
22710940,Acridotheres cinereus,0.09356,Invertebrate
22710946,Acridotheres cristatellus,0.11631,Omnivore
22710932,Acridotheres fuscus,0.0828,Omnivore
22710929,Acridotheres ginginianus,0.072,Omnivore
22710936,Acridotheres grandis,0.09891,Invertebrate
22710921,Acridotheres tristis,0.11643,Omnivore
22713173,Acritillas indica,0.0306,Omnivore
22724510,Acrobatornis fonsecai,0.0137,Invertebrate
22714871,Acrocephalus aedon,0.0224,Invertebrate
22714802,Acrocephalus aequinoctialis,0.025,Invertebrate
22714714,Acrocephalus agricola,0.0096,Invertebrate
22714745,Acrocephalus arundinaceus,0.03,Invertebrate
22714816,Acrocephalus atyphus,0.03121,Invertebrate
22714763,Acrocephalus australis,0.0177,Invertebrate
22714763,Acrocephalus australis,0.0177,Invertebrate
22714709,Acrocephalus bistrigiceps,0.00867,Invertebrate
22714852,Acrocephalus brevipennis,0.016,Invertebrate
22714806,Acrocephalus caffer,0.03121,Invertebrate
22714719,Acrocephalus concinens,0.0083,Invertebrate
22714736,Acrocephalus dumetorum,0.0112,Invertebrate
22714797,Acrocephalus familiaris,0.0183,Invertebrate
22714859,Acrocephalus gracilirostris,0.0144,Invertebrate
22714757,Acrocephalus griseldis,0.0167,Invertebrate
22714821,Acrocephalus kerearako,0.0225,Invertebrate
22714770,Acrocephalus luscinius,0.03055,Invertebrate
22714693,Acrocephalus melanopogon,0.0109,Invertebrate
22714811,Acrocephalus mendanae,0.03121,Invertebrate
22714865,Acrocephalus newtoni,0.017,Invertebrate
22729551,Acrocephalus orinus,0.0242,Invertebrate
22714696,Acrocephalus paludicola,0.0116,Invertebrate
22714741,Acrocephalus palustris,0.0115,Invertebrate
22714791,Acrocephalus rehsei,0.02006,Invertebrate
22714826,Acrocephalus rimatarae,0.0265,Invertebrate
22714874,Acrocephalus rodericanus,0.0118,Invertebrate
22714846,Acrocephalus rufescens,0.02272,Invertebrate
22714700,Acrocephalus schoenobaenus,0.01183,Invertebrate
22714722,Acrocephalus scirpaceus,0.0123,Invertebrate
22714882,Acrocephalus sechellensis,0.01587,Invertebrate
22714704,Acrocephalus sorghophilus,0.01418,Invertebrate
22714751,Acrocephalus stentoreus,0.0242,Invertebrate
22714786,Acrocephalus syrinx,0.02006,Invertebrate
22714839,Acrocephalus taiti,0.02425,Invertebrate
22728387,Acrocephalus tangorum,0.01639,Invertebrate
22714832,Acrocephalus vaughani,0.02437,Invertebrate
22703554,Acropternis orthonyx,0.08986,Invertebrate
22679572,Acryllium vulturinum,1.33,PlantSeed
22726874,Actenoides bougainvillei,0.188,Omnivore
22726852,Actenoides capucinus,0.1055,Invertebrate
22683532,Actenoides concretus,0.07347,Invertebrate
22726883,Actenoides excelsus,0.1055,Invertebrate
22683542,Actenoides hombroni,0.117,Invertebrate
22683535,Actenoides lindsayi,0.09284,Invertebrate
22726844,Actenoides monachus,0.106,Invertebrate
22726858,Actenoides princeps,0.105,Invertebrate
22727941,Actenoides regalis,0.1055,Invertebrate
22716557,Actinodura egertoni,0.036,Invertebrate
22716572,Actinodura morrisoniana,0.02397,Invertebrate
22716563,Actinodura nipalensis,0.04387,Invertebrate
22716560,Actinodura ramsayi,0.0384,Invertebrate
22716552,Actinodura sodangorum,0.0381,Invertebrate
22716569,Actinodura souliei,0.03934,Invertebrate
22716566,Actinodura waldeni,0.04673,Omnivore
22693264,Actitis hypoleucos,0.048,Omnivore
22693277,Actitis macularius,0.0404,Invertebrate
22693528,Actophilornis africanus,0.18909,Invertebrate
22693532,Actophilornis albinucha,0.239,Invertebrate
22687696,Adelomyia melanogenys,0.00493,FruiNect
22696634,Aechmophorus clarkii,1.09093,VertFishScav
22696631,Aechmophorus occidentalis,1.13695,VertFishScav
22712004,Aegithalos caudatus,0.0086,Invertebrate
22712012,Aegithalos concinnus,0.0061,Invertebrate
22712024,Aegithalos fuliginosus,0.00565,Omnivore
22712020,Aegithalos iouschistos,0.007,Invertebrate
22712008,Aegithalos leucogenys,0.0067,Invertebrate
22712016,Aegithalos niveogularis,0.0078,Invertebrate
22707443,Aegithina lafresnayei,0.01196,Invertebrate
22707436,Aegithina nigrolutea,0.01183,Invertebrate
22707433,Aegithina tiphia,0.012,Invertebrate
22707440,Aegithina viridissima,0.0134,Invertebrate
22689366,Aegolius acadicus,0.10069,VertFishScav
22689362,Aegolius funereus,0.13718,VertFishScav
22689378,Aegolius harrisii,0.12,Omnivore
22689371,Aegolius ridgwayi,0.08,VertFishScav
60814512,Aegotheles affinis,0.052,Invertebrate
22689576,Aegotheles albertisi,0.0352,Invertebrate
22689572,Aegotheles archboldi,0.0306,Invertebrate
60814475,Aegotheles bennettii,0.06,Invertebrate
22689546,Aegotheles crinifrons,0.136,Invertebrate
22689555,Aegotheles cristatus,0.04278,Invertebrate
22689550,Aegotheles insignis,0.0785,Invertebrate
22689559,Aegotheles savesi,0.05938,Invertebrate
22728459,Aegotheles tatei,0.052,Invertebrate
22689568,Aegotheles wallacii,0.05073,Invertebrate
22695231,Aegypius monachus,9.32055,VertFishScav
22678555,Aepypodius arfakianus,1.4638,Omnivore
22678559,Aepypodius bruijnii,0.192,Omnivore
22728583,Aerodramus bartschi,0.0074,Invertebrate
60824542,Aerodramus brevirostris,0.01342,Invertebrate
22686507,Aerodramus elaphrus,0.0107,Invertebrate
22686511,Aerodramus francicus,0.0089,Invertebrate
60847684,Aerodramus fuciphagus,0.0107,Invertebrate
22686525,Aerodramus hirundinaceus,0.0101,Invertebrate
22686522,Aerodramus infuscatus,0.01335,Invertebrate
22686576,Aerodramus inquietus,0.01335,Invertebrate
60838951,Aerodramus leucophaeus,0.01335,Invertebrate
22686610,Aerodramus maximus,0.017,Invertebrate
22686519,Aerodramus mearnsi,0.0113,Invertebrate
22728501,Aerodramus nuditarsus,0.01335,Invertebrate
22686555,Aerodramus orientalis,0.01335,Invertebrate
22686552,Aerodramus papuensis,0.0199,Invertebrate
22686573,Aerodramus pelewensis,0.01335,Invertebrate
22686558,Aerodramus salangana,0.0113,Invertebrate
22686581,Aerodramus sawtelli,0.0086,Invertebrate
22686528,Aerodramus spodiopygius,0.00803,Invertebrate
22686534,Aerodramus terraereginae,0.012,Invertebrate
22686516,Aerodramus unicolor,0.011,Invertebrate
60835335,Aerodramus vanikorensis,0.0107,Invertebrate
22686543,Aerodramus vulcanorum,0.01342,Invertebrate
22686549,Aerodramus whiteheadi,0.014,Invertebrate
22686739,Aeronautes andecolus,0.0176,Invertebrate
22686736,Aeronautes montivagus,0.02014,Invertebrate
22686733,Aeronautes saxatalis,0.0321,Invertebrate
22694915,Aethia cristatella,0.25936,Invertebrate
22694906,Aethia psittacula,0.26998,Invertebrate
22694921,Aethia pusilla,0.08399,Invertebrate
22694918,Aethia pygmaea,0.112,Invertebrate
22732130,Aethopyga bella,0.004,Omnivore
22718059,Aethopyga boltoni,0.00709,Omnivore
103810484,Aethopyga christinae,0.0052,Omnivore
22718068,Aethopyga duyvenbodei,0.00603,Omnivore
22718084,Aethopyga eximia,0.00603,Omnivore
22718062,Aethopyga flagrans,0.0067,Omnivore
22718077,Aethopyga gouldiae,0.005,Omnivore
22718100,Aethopyga ignicauda,0.0082,Omnivore
103810497,Aethopyga latouchii,0.0053,Omnivore
22724518,Aethopyga linaraborae,0.0072,Omnivore
22718096,Aethopyga mystacalis,0.006,Omnivore
22718081,Aethopyga nipalensis,0.0069,Omnivore
22718048,Aethopyga primigenia,0.007,Omnivore
22718065,Aethopyga pulcherrima,0.0062,Omnivore
22718090,Aethopyga saturata,0.0053,FruiNect
22734230,Aethopyga shelleyi,0.004,Omnivore
22718093,Aethopyga siparaja,0.0067,Omnivore
103804369,Aethopyga temminckii,0.005,Omnivore
22679430,Afropavo congensis,1.27365,Invertebrate
22691975,Afrotis afra,0.68999,Omnivore
22691970,Afrotis afraoides,0.745,Invertebrate
22697200,Agamia agami,0.56699,VertFishScav
22685326,Agapornis canus,0.03,Omnivore
22685346,Agapornis fischeri,0.0483,PlantSeed
22685356,Agapornis lilianae,0.0373,PlantSeed
22685360,Agapornis nigrigenis,0.0405,PlantSeed
22685352,Agapornis personatus,0.05238,PlantSeed
22685330,Agapornis pullarius,0.0393,PlantSeed
22685330,Agapornis pullarius,0.0393,PlantSeed
22685342,Agapornis roseicollis,0.05383,PlantSeed
22685338,Agapornis swindernianus,0.03998,Omnivore
22685334,Agapornis taranta,0.05748,Omnivore
22724335,Agelaioides badius,0.04525,Invertebrate
22729118,Agelaius assimilis,0.04768,PlantSeed
22729118,Agelaius assimilis,0.04768,PlantSeed
22724206,Agelaius humeralis,0.03629,PlantSeed
22724191,Agelaius phoeniceus,0.05078,Omnivore
22724196,Agelaius tricolor,0.05792,Invertebrate
22724209,Agelaius xanthomus,0.0384,Invertebrate
22724209,Agelaius xanthomus,0.0384,Invertebrate
22679545,Agelastes meleagrides,0.815,Invertebrate
22679551,Agelastes niger,0.69999,Invertebrate
22724184,Agelasticus cyanopus,0.03721,PlantSeed
22724184,Agelasticus cyanopus,0.03721,PlantSeed
22724178,Agelasticus thilius,0.0315,Omnivore
22724172,Agelasticus xanthophthalmus,0.0451,Invertebrate
22687794,Aglaeactis aliciae,0.0078,FruiNect
22687791,Aglaeactis castelnaudii,0.0067,FruiNect
22687788,Aglaeactis cupripennis,0.0076,FruiNect
22687798,Aglaeactis pamela,0.0055,FruiNect
22733891,Aglaiocercus berlepschi,0.00497,FruiNect
22688059,Aglaiocercus coelestis,0.00561,FruiNect
22733886,Aglaiocercus kingii,0.00484,FruiNect
22700081,Agriornis albicauda,0.053,VertFishScav
22700095,Agriornis lividus,0.0991,VertFishScav
22700095,Agriornis lividus,0.0991,VertFishScav
22700104,Agriornis micropterus,0.06779,VertFishScav
22700072,Agriornis montanus,0.0633,Omnivore
22700114,Agriornis murinus,0.0299,VertFishScav
22703618,Ailuroedus buccoides,0.138,Omnivore
22703624,Ailuroedus crassirostris,0.20532,FruiNect
22703621,Ailuroedus melanotis,0.17689,FruiNect
22721291,Aimophila notosticta,0.0271,Invertebrate
22721294,Aimophila rufescens,0.0343,Invertebrate
22721288,Aimophila ruficeps,0.01869,Omnivore
22680107,Aix galericulata,0.56704,PlantSeed
22680104,Aix sponsa,0.65759,PlantSeed
22717262,Alaemon alaudipes,0.04372,Invertebrate
22717270,Alaemon hamertoni,0.0405,Invertebrate
22717415,Alauda arvensis,0.03731,PlantSeed
22717424,Alauda gulgula,0.0263,Omnivore
22717421,Alauda japonica,0.03175,PlantSeed
22717428,Alauda razae,0.0219,Omnivore
22694852,Alca torda,0.72599,VertFishScav
22683027,Alcedo atthis,0.03109,VertFishScav
22683045,Alcedo azurea,0.0349,VertFishScav
22683117,Alcedo coerulescens,0.02759,Invertebrate
22726971,Alcedo euryzona,0.04308,VertFishScav
22683024,Alcedo hercules,0.02759,VertFishScav
22683042,Alcedo meninting,0.02042,VertFishScav
22726979,Alcedo peninsulae,0.03109,VertFishScav
22683037,Alcedo quadribrachys,0.0349,VertFishScav
22683033,Alcedo semitorquata,0.04732,VertFishScav
22716624,Alcippe brunnea,0.01743,Invertebrate
22716630,Alcippe brunneicauda,0.0143,Invertebrate
22735177,Alcippe castaneceps,0.0125,Invertebrate
22716585,Alcippe chrysotis,0.0055,Omnivore
22716593,Alcippe cinerea,0.011,Invertebrate
22735182,Alcippe cinereiceps,0.01,Invertebrate
22734593,Alcippe danisi,0.01316,Invertebrate
22716627,Alcippe dubia,0.01316,Invertebrate
22734603,Alcippe formosana,0.01,Invertebrate
22734608,Alcippe grotei,0.0143,Invertebrate
22734588,Alcippe klossi,0.0125,Invertebrate
22716617,Alcippe ludlowi,0.0105,Invertebrate
22734598,Alcippe manipurensis,0.01,Invertebrate
22716644,Alcippe morrisonia,0.01526,Invertebrate
22716647,Alcippe nipalensis,0.0158,FruiNect
22735187,Alcippe peracensis,0.0143,Invertebrate
22716633,Alcippe poioicephala,0.0207,Invertebrate
22716636,Alcippe pyrrhoptera,0.01316,Invertebrate
22735568,Alcippe ruficapilla,0.01316,Invertebrate
22716621,Alcippe rufogularis,0.01316,Invertebrate
22716604,Alcippe striaticollis,0.01316,Invertebrate
22716588,Alcippe variegaticeps,0.01316,Invertebrate
22716601,Alcippe vinipectus,0.01195,Invertebrate
22705428,Aleadryas rufinucha,0.0405,Invertebrate
22678707,Alectoris barbara,0.41633,PlantSeed
22678691,Alectoris chukar,0.5021,PlantSeed
22678684,Alectoris graeca,0.59411,PlantSeed
22678703,Alectoris magna,0.54135,PlantSeed
22678714,Alectoris melanocephala,0.61475,PlantSeed
22678698,Alectoris philbyi,0.441,PlantSeed
22678711,Alectoris rufa,0.52786,PlantSeed
22691588,Alectroenas madagascariensis,0.173,FruiNect
22691588,Alectroenas madagascariensis,0.173,FruiNect
22691605,Alectroenas pulcherrimus,0.165,FruiNect
22691594,Alectroenas sganzini,0.158,FruiNect
22700303,Alectrurus risora,0.025,Invertebrate
22700303,Alectrurus risora,0.025,Invertebrate
22700300,Alectrurus tricolor,0.016,Invertebrate
22700300,Alectrurus tricolor,0.016,Invertebrate
22678551,Alectura lathami,2.33306,PlantSeed
22709022,Alethe castanea,0.0352,Invertebrate
22709004,Alethe choloensis,0.0413,Invertebrate
22730755,Alethe diademata,0.03154,Invertebrate
22709000,Alethe fuelleborni,0.052,Invertebrate
22708992,Alethe poliocephala,0.03237,Invertebrate
22708996,Alethe poliophrys,0.0352,Invertebrate
22686311,Alipiopsitta xanthops,0.32737,Omnivore
22685051,Alisterus amboinensis,0.153,PlantSeed
22685058,Alisterus chloropterus,0.156,Omnivore
22685046,Alisterus scapularis,0.23226,PlantSeed
22694837,Alle alle,0.18073,Invertebrate
60444792,Alopecoenas beccarii,0.07873,Omnivore
22691071,Alopecoenas canifrons,0.16039,PlantSeed
22691030,Alopecoenas erythropterus,0.11318,Invertebrate
22691076,Alopecoenas hoedtii,0.16039,Omnivore
22691019,Alopecoenas jobiensis,0.135,Omnivore
60444823,Alopecoenas johannae,0.147695,Omnivore
22691024,Alopecoenas kubaryi,0.162,Omnivore
22691061,Alopecoenas rubescens,0.06,PlantSeed
22691047,Alopecoenas sanctaecrucis,0.16039,PlantSeed
22691042,Alopecoenas stairi,0.171,PlantSeed
22691037,Alopecoenas xanthonurus,0.11062,FruiNect
22713155,Alophoixus affinis,0.0405,FruiNect
22713149,Alophoixus bres,0.03531,Omnivore
22713137,Alophoixus finschii,0.0242,Omnivore
22713140,Alophoixus flaveolus,0.0483,FruiNect
22713146,Alophoixus ochraceus,0.04145,Invertebrate
22713143,Alophoixus pallidus,0.046,FruiNect
22713152,Alophoixus phaeocephalus,0.032,Omnivore
22712146,Alopochelidon fucata,0.01396,Invertebrate
22679993,Alopochen aegyptiaca,1.873,PlantSeed
22719932,Amadina erythrocephala,0.0225,Omnivore
22719927,Amadina fasciata,0.018,PlantSeed
22704761,Amalocichla incerta,0.0327,Invertebrate
22704757,Amalocichla sclateriana,0.034,Invertebrate
22719614,Amandava amandava,0.00897,PlantSeed
22719618,Amandava formosa,0.0083,PlantSeed
22719624,Amandava subflava,0.00744,PlantSeed
22715170,Amaurocichla bocagei,0.007,Invertebrate
22692601,Amaurolimnas concolor,0.133,Invertebrate
22692723,Amaurornis cinerea,0.0521,Omnivore
22692624,Amaurornis isabellina,0.15735,Omnivore
22732147,Amaurornis magnirostris,0.1686,Invertebrate
22692729,Amaurornis marginalis,0.0512,Invertebrate
22692632,Amaurornis moluccana,0.18678,Omnivore
22692616,Amaurornis olivacea,0.292,Omnivore
22692640,Amaurornis phoenicurus,0.18,Omnivore
22733800,Amaurospiza carrizalensis,0.0133,Omnivore
22731250,Amaurospiza concolor,0.0131,PlantSeed
22723559,Amaurospiza moesta,0.0136,PlantSeed
22687552,Amazilia amabilis,0.0043,FruiNect
22687618,Amazilia amazilia,0.0043,FruiNect
22726714,Amazilia bartletti,0.0047,FruiNect
22687583,Amazilia beryllina,0.0045,FruiNect
22687562,Amazilia boucardi,0.0045,FruiNect
22687517,Amazilia brevirostris,0.0043,FruiNect
22687513,Amazilia candida,0.0038,FruiNect
22687614,Amazilia castaneiventris,0.005,FruiNect
22687509,Amazilia chionogaster,0.00504,FruiNect
61201753,Amazilia cupreicauda,0.0047,FruiNect
22687580,Amazilia cyanifrons,0.005,FruiNect
22687577,Amazilia cyanocephala,0.0051,FruiNect
22687587,Amazilia cyanura,0.0039,FruiNect
22687556,Amazilia decora,0.0046,FruiNect
22687599,Amazilia edward,0.0047,FruiNect
22687534,Amazilia fimbriata,0.0049,FruiNect
22687566,Amazilia franciae,0.005,FruiNect
22733641,Amazilia grayi,0.0056,FruiNect
22733646,Amazilia humboldtii,0.0056,FruiNect
22726706,Amazilia lactea,0.0046,FruiNect
22687574,Amazilia leucogaster,0.0047,FruiNect
22687529,Amazilia luciae,0.00478,FruiNect
22687559,Amazilia rosenbergi,0.0037,FruiNect
22687603,Amazilia rutila,0.00524,FruiNect
22687436,Amazilia sapphirina,0.0044,FruiNect
22687590,Amazilia saucerottei,0.0045,FruiNect
22687593,Amazilia tobaci,0.0047,FruiNect
22730168,Amazilia tzacatl,0.00479,FruiNect
22687525,Amazilia versicolor,0.0041,FruiNect
22687624,Amazilia violiceps,0.0051,FruiNect
22687506,Amazilia viridicauda,0.0061,FruiNect
61200240,Amazilia viridifrons,0.0063,FruiNect
61201742,Amazilia viridigaster,0.00374,FruiNect
61200304,Amazilia wagneri,0.0047,FruiNect
22687606,Amazilia yucatanensis,0.00389,FruiNect
22686332,Amazona aestiva,0.451,Omnivore
22686231,Amazona agilis,0.213,PlantSeed
22686222,Amazona albifrons,0.206,PlantSeed
22686350,Amazona amazonica,0.37,FruiNect
22686395,Amazona arausiaca,0.32737,FruiNect
22686342,Amazona auropalliata,0.47694,PlantSeed
22728292,Amazona autumnalis,0.416,FruiNect
22686325,Amazona barbadensis,0.27,PlantSeed
22727636,Amazona bodini,0.32737,PlantSeed
22686296,Amazona brasiliensis,0.32737,Omnivore
22686209,Amazona collaria,0.187,PlantSeed
22731595,Amazona diadema,0.32737,PlantSeed
22686282,Amazona dufresniana,0.623,Omnivore
22686282,Amazona dufresniana,0.623,Omnivore
45430572,Amazona farinosa,0.62599,Omnivore
22727626,Amazona festiva,0.43,FruiNect
22686268,Amazona finschi,0.302,Omnivore
45430583,Amazona guatemalae,0.32737,PlantSeed
22686403,Amazona guildingii,0.646,Omnivore
22686411,Amazona imperialis,0.32737,Omnivore
22686363,Amazona kawalli,0.32737,FruiNect
22686201,Amazona leucocephala,0.23534,PlantSeed
22728296,Amazona lilacina,0.32737,PlantSeed
22686354,Amazona mercenarius,0.34,FruiNect
22686346,Amazona ochrocephala,0.47694,PlantSeed
22686337,Amazona oratrix,0.47694,PlantSeed
22686251,Amazona pretrei,0.27276,FruiNect
22686288,Amazona rhodocorytha,0.47434,FruiNect
22686246,Amazona tucumana,0.26,PlantSeed
22686246,Amazona tucumana,0.26,PlantSeed
22686215,Amazona ventralis,0.214,Omnivore
22686387,Amazona versicolor,0.676,Omnivore
22686387,Amazona versicolor,0.676,Omnivore
22686374,Amazona vinacea,0.254,PlantSeed
22686259,Amazona viridigenalis,0.316,PlantSeed
22686239,Amazona vittata,0.27928,PlantSeed
22686226,Amazona xantholora,0.217,FruiNect
22680115,Amazonetta brasiliensis,0.49999,Omnivore
22680115,Amazonetta brasiliensis,0.49999,Omnivore
22724065,Amblycercus holosericeus,0.07042,Invertebrate
22703657,Amblyornis flavifrons,0.12,FruiNect
22703644,Amblyornis inornata,0.124,FruiNect
22703651,Amblyornis macgregoriae,0.11747,FruiNect
22703654,Amblyornis subalaris,0.10888,FruiNect
22719260,Amblyospiza albifrons,0.04159,Omnivore
22724265,Amblyramphus holosericeus,0.05676,Omnivore
22724265,Amblyramphus holosericeus,0.05676,Omnivore
22721150,Ammodramus aurifrons,0.0178,PlantSeed
22721141,Ammodramus bairdii,0.01805,Omnivore
22721129,Ammodramus caudacutus,0.01919,Invertebrate
22721138,Ammodramus henslowii,0.0128,Invertebrate
22721147,Ammodramus humeralis,0.01599,PlantSeed
22721147,Ammodramus humeralis,0.01599,PlantSeed
22721135,Ammodramus leconteii,0.013,PlantSeed
22721123,Ammodramus maritimus,0.02216,Invertebrate
22728393,Ammodramus nelsoni,0.01511,Omnivore
22721144,Ammodramus savannarum,0.01761,Invertebrate
22717236,Ammomanes cinctura,0.01813,PlantSeed
22717254,Ammomanes deserti,0.0238,Omnivore
22717258,Ammomanes grayi,0.02141,PlantSeed
22717247,Ammomanes phoenicura,0.0256,Omnivore
22678652,Ammoperdix griseogularis,0.20186,PlantSeed
22678657,Ammoperdix heyi,0.18973,Omnivore
22710949,Ampeliceps coronatus,0.08787,FruiNect
22700815,Ampelioides tschudii,0.0784,Omnivore
22700753,Ampelion rubrocristatus,0.06629,FruiNect
22700761,Ampelion rufaxilla,0.0739,FruiNect
22715475,Amphilais seebohmi,0.0123,Invertebrate
22721197,Amphispiza belli,0.01699,Invertebrate
22721194,Amphispiza bilineata,0.0135,Omnivore
22721200,Amphispiza quinquestriata,0.01953,Invertebrate
22735654,Amytornis ballarae,0.02097,Omnivore
22703780,Amytornis barbatus,0.01839,Omnivore
22703786,Amytornis dorotheae,0.02322,Omnivore
22703795,Amytornis goyderi,0.01669,PlantSeed
22703807,Amytornis housei,0.02892,Omnivore
22732155,Amytornis merrotsyi,0.01964,Omnivore
22735659,Amytornis purnelli,0.02097,Omnivore
22734297,Amytornis striatus,0.01964,Omnivore
22703798,Amytornis textilis,0.02303,Omnivore
22703783,Amytornis woodwardi,0.03505,PlantSeed
22702843,Anabacerthia amaurotis,0.0192,Invertebrate
22702789,Anabacerthia striaticollis,0.0248,Invertebrate
22702786,Anabacerthia variegaticeps,0.0278,Invertebrate
22717705,Anabathmis reichenbachii,0.0114,Omnivore
22702913,Anabazenops dorsalis,0.0354,Invertebrate
22702881,Anabazenops fuscus,0.039,Invertebrate
22699369,Anairetes agilis,0.0101,Invertebrate
22699376,Anairetes agraphia,0.0099,Invertebrate
22699383,Anairetes alpinus,0.009,Invertebrate
22699401,Anairetes fernandezianus,0.00685,Invertebrate
22699397,Anairetes flavirostris,0.006,Invertebrate
22699387,Anairetes nigrocristatus,0.00685,Invertebrate
22699406,Anairetes parulus,0.0062,Invertebrate
22699406,Anairetes parulus,0.0062,Invertebrate
22699393,Anairetes reguloides,0.0059,Invertebrate
22719112,Anaplectes rubriceps,0.02257,Invertebrate
22693928,Anarhynchus frontalis,0.05764,Invertebrate
22680301,Anas acuta,0.94462,PlantSeed
22727280,Anas albogularis,0.62401,PlantSeed
22735557,Anas andium,0.434,PlantSeed
22680280,Anas aucklandica,0.49909,Invertebrate
22680287,Anas bahamensis,0.48997,PlantSeed
22680287,Anas bahamensis,0.48997,PlantSeed
22680252,Anas bernieri,0.37848,PlantSeed
22680145,Anas capensis,0.402,Omnivore
22680277,Anas castanea,0.62401,PlantSeed
22728303,Anas chlorotis,0.49909,Invertebrate
22729717,Anas crecca,0.34189,PlantSeed
22680306,Anas eatoni,0.94462,PlantSeed
22680306,Anas eatoni,0.94462,PlantSeed
22680290,Anas erythrorhyncha,0.55882,PlantSeed
22736320,Anas flavirostris,0.434,PlantSeed
22680178,Anas fulvigula,0.84342,Omnivore
22680310,Anas georgica,0.62382,PlantSeed
22680310,Anas georgica,0.62382,PlantSeed
22727271,Anas gibberifrons,0.48811,PlantSeed
22680271,Anas gracilis,0.48811,PlantSeed
22680203,Anas laysanensis,0.84342,Omnivore
22680214,Anas luzonica,0.83204,Omnivore
22680225,Anas melleri,0.95922,PlantSeed
22724580,Anas nesiotis,0.49909,Invertebrate
22680186,Anas platyrhynchos,0.84342,Omnivore
22736541,Anas poecilorhyncha,0.99996,PlantSeed
