tax_id,Species,BM,Diet_cat
22722659,Iridosornis porphyrocephalus,0.02325,FruiNect
22722678,Iridosornis reinhardti,0.024,Omnivore
22722675,Iridosornis rufivertex,0.023,Omnivore
22683174,Ispidina lecontei,0.0095,Invertebrate
22683165,Ispidina picta,0.01272,Invertebrate
22679144,Ithaginis cruentus,0.53067,PlantSeed
22697323,Ixobrychus cinnamomeus,0.12649,VertFishScav
22735703,Ixobrychus dubius,0.11299,Invertebrate
22697317,Ixobrychus eurhythmus,0.139,VertFishScav
22697314,Ixobrychus exilis,0.08629,VertFishScav
22697334,Ixobrychus flavicollis,0.321,VertFishScav
22697294,Ixobrychus involucris,0.0801,Invertebrate
22697294,Ixobrychus involucris,0.0801,Invertebrate
22735766,Ixobrychus minutus,0.09949,Invertebrate
22697303,Ixobrychus sinensis,0.09429,Invertebrate
22697327,Ixobrychus sturmii,0.14,Invertebrate
22697327,Ixobrychus sturmii,0.14,Invertebrate
22712847,Ixonotus guttatus,0.0352,FruiNect
22713192,Ixos amaurotis,0.07089,FruiNect
22713195,Ixos everetti,0.0583,FruiNect
22713198,Ixos malaccensis,0.0373,Omnivore
22713176,Ixos palawanensis,0.0268,Omnivore
22713179,Ixos philippinus,0.0386,FruiNect
22713182,Ixos rufigularis,0.0587,FruiNect
22713185,Ixos siquijorensis,0.05087,FruiNect
22697710,Jabiru mycteria,5.99629,VertFishScav
22697710,Jabiru mycteria,5.99629,VertFishScav
22715999,Jabouilleia danjoui,0.0355,Invertebrate
22682186,Jacamaralcyon tridactyla,0.0183,Invertebrate
22682224,Jacamerops aureus,0.0629,Invertebrate
22693553,Jacana jacana,0.10624,Invertebrate
22693553,Jacana jacana,0.10624,Invertebrate
22693550,Jacana spinosa,0.094,Omnivore
22689173,Jubula lettii,0.183,Invertebrate
22687411,Juliamyia julie,0.0033,FruiNect
22735032,Junco hyemalis,0.0195,PlantSeed
22721107,Junco phaeonotus,0.0204,PlantSeed
22721094,Junco vulcani,0.028,PlantSeed
22680689,Jynx ruficollis,0.0464,Invertebrate
22680683,Jynx torquilla,0.03496,Invertebrate
22715933,Kakamega poliothorax,0.0364,Invertebrate
22695421,Kaupifalco monogrammicus,0.27894,Invertebrate
22716026,Kenopia striata,0.0199,Invertebrate
22689017,Ketupa flavipes,2.315,VertFishScav
22689024,Ketupa ketupu,1.293,VertFishScav
22689012,Ketupa zeylonensis,1.105,VertFishScav
22687167,Klais guimeti,0.0026,FruiNect
22729319,Knipolegus aterrimus,0.0202,Invertebrate
22700239,Knipolegus cyanirostris,0.0154,Invertebrate
22700250,Knipolegus franciscanus,0.0205,Invertebrate
22700223,Knipolegus hudsoni,0.0138,Invertebrate
22700261,Knipolegus lophotes,0.0318,Invertebrate
22700256,Knipolegus nigerrimus,0.0203,Invertebrate
22700247,Knipolegus orenocensis,0.019,Invertebrate
22700228,Knipolegus poecilocercus,0.0143,Invertebrate
22700244,Knipolegus poecilurus,0.0146,Invertebrate
22700233,Knipolegus signatus,0.0178,Invertebrate
22700220,Knipolegus striaticeps,0.011,Invertebrate
22700220,Knipolegus striaticeps,0.011,Invertebrate
22716673,Kupeornis chapini,0.05,Invertebrate
22716655,Kupeornis gilberti,0.053,Invertebrate
22716664,Kupeornis rufocinctus,0.047,Invertebrate
22726913,Lacedo melanops,0.04727,Invertebrate
22726905,Lacedo pulchella,0.04727,Invertebrate
22687801,Lafresnaya lafresnayi,0.0053,FruiNect
22719454,Lagonosticta landanae,0.0101,PlantSeed
22719481,Lagonosticta larvata,0.00988,PlantSeed
22719434,Lagonosticta nitidula,0.0107,PlantSeed
22719444,Lagonosticta rara,0.0104,Invertebrate
22719471,Lagonosticta rhodopareia,0.0093,PlantSeed
22719448,Lagonosticta rubricata,0.01016,PlantSeed
22719428,Lagonosticta rufopicta,0.0093,PlantSeed
22728552,Lagonosticta sanguinodorsalis,0.0114,PlantSeed
22719440,Lagonosticta senegala,0.00921,PlantSeed
22719461,Lagonosticta virata,0.00929,PlantSeed
22679460,Lagopus lagopus,0.56686,PlantSeed
22679473,Lagopus leucura,0.35497,PlantSeed
22679464,Lagopus muta,0.5353,PlantSeed
22706675,Lalage atrovirens,0.033,FruiNect
22706669,Lalage aurea,0.032,Invertebrate
22706678,Lalage leucomela,0.02925,Invertebrate
22706687,Lalage leucopyga,0.0243,Invertebrate
22706654,Lalage leucopygialis,0.02952,Invertebrate
22706681,Lalage maculosa,0.0303,Invertebrate
22706648,Lalage melanoleuca,0.0468,Invertebrate
22706672,Lalage moesta,0.02952,FruiNect
22706651,Lalage nigra,0.0284,Invertebrate
22706684,Lalage sharpei,0.02863,Omnivore
22706657,Lalage sueurii,0.026,Invertebrate
22706663,Lalage tricolor,0.025,Invertebrate
22687668,Lampornis amethystinus,0.0052,FruiNect
22729036,Lampornis calolaemus,0.00508,FruiNect
22725795,Lampornis castaneoventris,0.00508,FruiNect
22725806,Lampornis cinereicauda,0.00533,FruiNect
22687664,Lampornis clemenciae,0.00755,FruiNect
22687680,Lampornis hemileucus,0.0055,FruiNect
22687676,Lampornis sybillae,0.00602,FruiNect
22687672,Lampornis viridipallens,0.00533,FruiNect
22687693,Lamprolaima rhami,0.0078,FruiNect
22707416,Lamprolia victoriae,0.01465,Invertebrate
22724283,Lampropsar tanagrinus,0.11725,Omnivore
22722139,Lamprospiza melanoleuca,0.034,Omnivore
22710710,Lamprotornis acuticaudus,0.0676,FruiNect
22710731,Lamprotornis australis,0.10105,Omnivore
22710744,Lamprotornis caudatus,0.121,FruiNect
22710682,Lamprotornis chalcurus,0.063,Omnivore
22710689,Lamprotornis chalybaeus,0.08617,Omnivore
22710695,Lamprotornis chloropterus,0.0731,FruiNect
22710661,Lamprotornis corruscus,0.05607,FruiNect
22710647,Lamprotornis cupreocauda,0.05801,FruiNect
22710703,Lamprotornis elisabeth,0.0731,FruiNect
22710779,Lamprotornis hildebrandti,0.05589,Invertebrate
22710737,Lamprotornis mevesii,0.06419,Invertebrate
22710675,Lamprotornis nitens,0.08559,Omnivore
22710723,Lamprotornis ornatus,0.13,FruiNect
22710771,Lamprotornis pulcher,0.06729,Invertebrate
22710654,Lamprotornis purpureiceps,0.06284,FruiNect
22710668,Lamprotornis purpureus,0.11287,FruiNect
22710751,Lamprotornis purpuroptera,0.07741,VertFishScav
22710775,Lamprotornis shelleyi,0.045,Invertebrate
22710716,Lamprotornis splendidus,0.12309,FruiNect
22710767,Lamprotornis superbus,0.0649,VertFishScav
22707559,Laniarius aethiopicus,0.04944,Omnivore
22707540,Laniarius amboimensis,0.04587,Invertebrate
22707586,Laniarius atrococcineus,0.0488,Invertebrate
22707597,Laniarius atroflavus,0.043,Invertebrate
22707575,Laniarius barbarus,0.0471,Invertebrate
22707566,Laniarius bicolor,0.05426,Invertebrate
22707532,Laniarius brauni,0.0543,Invertebrate
22707580,Laniarius erythrogaster,0.0488,Invertebrate
22707571,Laniarius ferrugineus,0.0468,Invertebrate
22707617,Laniarius fuelleborni,0.0464,Invertebrate
22707601,Laniarius funebris,0.0404,Invertebrate
22707606,Laniarius leucorhynchus,0.05014,Invertebrate
22707524,Laniarius luehderi,0.0429,Invertebrate
22707593,Laniarius mufumbiri,0.0415,Invertebrate
22707611,Laniarius poensis,0.0449,Invertebrate
22707518,Laniarius ruficeps,0.03267,Invertebrate
22707554,Laniarius turatii,0.04587,Invertebrate
22731838,Laniisoma elegans,0.0474,Omnivore
22722355,Lanio aurantius,0.035,Invertebrate
22722347,Lanio fulvus,0.024,Invertebrate
22722359,Lanio leucothorax,0.04,Invertebrate
22722351,Lanio versicolor,0.017,Invertebrate
22700386,Laniocera hypopyrra,0.051,Invertebrate
22700383,Laniocera rufescens,0.0481,FruiNect
22707446,Lanioturdus torquatus,0.029,Invertebrate
22704998,Lanius bucephalus,0.03942,Omnivore
22705057,Lanius cabanisi,0.07384,Omnivore
22705074,Lanius collaris,0.03644,Invertebrate
22705001,Lanius collurio,0.02844,Invertebrate
22705014,Lanius collurioides,0.026,Invertebrate
22705011,Lanius cristatus,0.03218,Invertebrate
22705061,Lanius dorsalis,0.0499,Invertebrate
22730627,Lanius excubitor,0.06341,VertFishScav
22705053,Lanius excubitoroides,0.05372,Invertebrate
22705017,Lanius gubernator,0.0235,Invertebrate
22705005,Lanius isabellinus,0.0252,Invertebrate
22705042,Lanius ludovicianus,0.05159,Invertebrate
22705070,Lanius mackinnoni,0.03428,Invertebrate
22705089,Lanius marwitzi,0.03644,Invertebrate
22729533,Lanius meridionalis,0.06,
22705038,Lanius minor,0.04649,Invertebrate
22705080,Lanius newtoni,0.0224,Invertebrate
22705099,Lanius nubicus,0.0197,Invertebrate
22705029,Lanius schach,0.05151,Invertebrate
22705095,Lanius senator,0.03597,Invertebrate
22705066,Lanius somalicus,0.0453,Invertebrate
22705021,Lanius souzae,0.0263,Invertebrate
22705050,Lanius sphenocercus,0.0921,Invertebrate
22705032,Lanius tephronotus,0.04635,Invertebrate
22704995,Lanius tigrinus,0.03014,Invertebrate
22705035,Lanius validirostris,0.0375,Invertebrate
22705026,Lanius vittatus,0.0208,Invertebrate
22694834,Larosterna inca,0.219,VertFishScav
62030608,Larus argentatus,1.09099,VertFishScav
22694357,Larus armenicus,0.86699,VertFishScav
22694286,Larus atlanticus,0.84237,Invertebrate
22694455,Larus atricilla,0.30741,VertFishScav
22694313,Larus audouinii,0.53499,VertFishScav
22694282,Larus belcheri,0.63861,VertFishScav
22694384,Larus brunnicephalus,0.56929,VertFishScav
22694413,Larus bulleri,0.23016,Omnivore
22735929,Larus cachinnans,1.11189,VertFishScav
22694321,Larus californicus,0.68339,Omnivore
22694308,Larus canus,0.41253,Omnivore
22694387,Larus cirrocephalus,0.37469,VertFishScav
22694289,Larus crassirostris,0.561,VertFishScav
22694317,Larus delawarensis,0.51631,VertFishScav
22694329,Larus dominicanus,0.95243,VertFishScav
22694452,Larus fuliginosus,0.38,VertFishScav
22694373,Larus fuscus,0.76236,VertFishScav
22694428,Larus genei,0.281,Omnivore
22694334,Larus glaucescens,1.05654,VertFishScav
22694346,Larus glaucoides,0.69331,VertFishScav
22694393,Larus hartlaubii,0.292,VertFishScav
22694296,Larus heermanni,0.49999,VertFishScav
22694303,Larus hemprichii,0.45166,VertFishScav
22694343,Larus hyperboreus,1.52904,VertFishScav
22694379,Larus ichthyaetus,1.37884,VertFishScav
22694299,Larus leucophthalmus,0.32889,VertFishScav
22694340,Larus livens,1.322,VertFishScav
22694417,Larus maculipennis,0.339,Invertebrate
22694324,Larus marinus,1.64971,Omnivore
22694443,Larus melanocephalus,0.256,VertFishScav
62030970,Larus michahellis,1.11189,VertFishScav
22694292,Larus modestus,0.344,Invertebrate
62021891,Larus novaehollandiae,0.26899,Omnivore
22694337,Larus occidentalis,0.92278,VertFishScav
22694279,Larus pacificus,1.29203,VertFishScav
22694432,Larus philadelphia,0.21071,Omnivore
22694462,Larus pipixcan,0.28,Omnivore
22694447,Larus relictus,0.4902,VertFishScav
22694420,Larus ridibundus,0.284,Invertebrate
22694362,Larus schistisagus,1.323,VertFishScav
22694271,Larus scoresbii,0.5235,VertFishScav
22694440,Larus serranus,0.478,VertFishScav
62030590,Larus smithsonianus,0.547995,Omnivore
22728995,Larus thayeri,0.94248,VertFishScav
22692346,Laterallus albigularis,0.04729,PlantSeed
22692349,Laterallus exilis,0.03353,Invertebrate
22692353,Laterallus jamaicensis,0.03256,Invertebrate
22692371,Laterallus leucopyrrhus,0.0455,Invertebrate
22692340,Laterallus levraudi,0.04351,Invertebrate
22692337,Laterallus melanophaius,0.0521,Invertebrate
22692343,Laterallus ruber,0.0444,Invertebrate
22692366,Laterallus spilonota,0.04024,Invertebrate
22692358,Laterallus tuerosi,0.03256,Invertebrate
22692374,Laterallus xenopterus,0.0569,Invertebrate
22685219,Lathamus discolor,0.0647,FruiNect
22699751,Lathrotriccus euleri,0.01133,Invertebrate
22699757,Lathrotriccus griseipectus,0.011,Invertebrate
22720875,Latoucheornis siemsseni,0.01799,Omnivore
22700596,Legatus leucophaius,0.0222,FruiNect
22681079,Leiopicus auriceps,0.03992,Invertebrate
22681092,Leiopicus mahrattensis,0.0343,Invertebrate
22681114,Leiopicus medius,0.059,Invertebrate
22716518,Leiothrix argentauris,0.0284,Invertebrate
22716522,Leiothrix lutea,0.02139,Invertebrate
22678646,Leipoa ocellata,1.91389,PlantSeed
22715801,Leonardina woodi,0.021,Invertebrate
22733854,Lepidocolaptes affinis,0.03499,Invertebrate
22703174,Lepidocolaptes albolineatus,0.0203,Invertebrate
22703155,Lepidocolaptes angustirostris,0.02959,Invertebrate
22733748,Lepidocolaptes falcinellus,0.02792,Invertebrate
22733132,Lepidocolaptes lacrymiger,0.0306,Invertebrate
22703149,Lepidocolaptes leucogaster,0.036,Invertebrate
22703152,Lepidocolaptes souleyetii,0.0257,Invertebrate
22733742,Lepidocolaptes squamatus,0.0281,Invertebrate
22684129,Lepidogrammus cumingi,0.17046,Invertebrate
22687414,Lepidopyga coeruleogularis,0.0042,FruiNect
22687421,Lepidopyga goudoti,0.004,FruiNect
22687417,Lepidopyga lilliae,0.0043,FruiNect
22701062,Lepidothrix coeruleocapilla,0.00966,FruiNect
22701012,Lepidothrix coronata,0.00834,FruiNect
22701033,Lepidothrix iris,0.008,FruiNect
22701056,Lepidothrix isidorei,0.0078,FruiNect
22701050,Lepidothrix nattereri,0.00839,FruiNect
22701027,Lepidothrix serena,0.0114,FruiNect
22701020,Lepidothrix suavissima,0.0085,FruiNect
22701040,Lepidothrix vilasboasi,0.006,FruiNect
22702171,Leptasthenura aegithaloides,0.01072,Invertebrate
22702192,Leptasthenura andicola,0.01549,Invertebrate
22702163,Leptasthenura fuliginiceps,0.0126,Invertebrate
22702179,Leptasthenura pileata,0.0103,Invertebrate
22702167,Leptasthenura platensis,0.0106,Invertebrate
22702196,Leptasthenura setaria,0.011,Invertebrate
22702187,Leptasthenura striata,0.00894,Invertebrate
22702175,Leptasthenura striolata,0.0105,Invertebrate
22702183,Leptasthenura xenothorax,0.0105,Invertebrate
22724683,Leptasthenura yanacensis,0.0088,Invertebrate
22694967,Leptodon cayanensis,0.474,Omnivore
22724659,Leptodon forbesi,0.577,Omnivore
22715190,Leptopoecile elegans,0.00621,Invertebrate
22715190,Leptopoecile elegans,0.00621,Invertebrate
22715186,Leptopoecile sophiae,0.0069,Invertebrate
22698813,Leptopogon amaurocephalus,0.0117,Invertebrate
22698807,Leptopogon rufipectus,0.0134,Invertebrate
22698816,Leptopogon superciliaris,0.0117,Invertebrate
22698810,Leptopogon taczanowskii,0.0115,Invertebrate
22708046,Leptopterus chabert,0.0196,Invertebrate
22697716,Leptoptilos crumenifer,6.06787,VertFishScav
22697721,Leptoptilos dubius,4.97,VertFishScav
22697713,Leptoptilos javanicus,4.65099,VertFishScav
22685755,Leptosittaca branickii,0.06648,PlantSeed
22682975,Leptosomus discolor,0.255,Invertebrate
22690868,Leptotila battyi,0.16062,PlantSeed
22690891,Leptotila cassinii,0.159,PlantSeed
22690898,Leptotila conoveri,0.16712,PlantSeed
22690883,Leptotila jamaicensis,0.165,PlantSeed
22690857,Leptotila megalura,0.218,PlantSeed
22690895,Leptotila ochraceiventris,0.146,PlantSeed
22690895,Leptotila ochraceiventris,0.146,PlantSeed
22690886,Leptotila pallida,0.12276,PlantSeed
22690862,Leptotila plumbeiceps,0.17,PlantSeed
22690877,Leptotila rufaxilla,0.157,PlantSeed
22690854,Leptotila verreauxi,0.14688,PlantSeed
22690874,Leptotila wellsi,0.2,PlantSeed
22690928,Leptotrygon veraguensis,0.155,Omnivore
22678649,Lerwa lerwa,0.56734,PlantSeed
22687974,Lesbia nuna,0.0037,FruiNect
22687971,Lesbia victoriae,0.005,FruiNect
22700213,Lessonia oreas,0.0138,Invertebrate
22700213,Lessonia oreas,0.0138,Invertebrate
22700216,Lessonia rufa,0.0134,Invertebrate
22687494,Leucippus baeri,0.0045,FruiNect
22687500,Leucippus chlorocercus,0.0046,FruiNect
22687491,Leucippus fallax,0.006,FruiNect
22687497,Leucippus taczanowskii,0.0064,FruiNect
22687479,Leucochloris albicollis,0.0063,FruiNect
22687479,Leucochloris albicollis,0.0063,FruiNect
22692053,Leucogeranus leucogeranus,5.91344,PlantSeed
22681169,Leuconotopicus albolarvatus,0.06107,Invertebrate
22729044,Leuconotopicus arizonae,0.04087,Invertebrate
22681158,Leuconotopicus borealis,0.04799,Invertebrate
22681193,Leuconotopicus fumigatus,0.0362,Invertebrate
22681161,Leuconotopicus stricklandi,0.04087,Invertebrate
22681166,Leuconotopicus villosus,0.06265,Invertebrate
22721873,Leucopeza semperi,0.01975,Omnivore
22710912,Leucopsar rothschildi,0.0913,FruiNect
22695760,Leucopternis kuhli,0.35209,VertFishScav
22695757,Leucopternis melanops,0.312,VertFishScav
22695775,Leucopternis semiplumbeus,0.28504,VertFishScav
22690727,Leucosarcia melanoleuca,0.42857,Omnivore
22720477,Leucosticte arctoa,0.03069,PlantSeed
22720488,Leucosticte atrata,0.02524,Omnivore
22728985,Leucosticte australis,0.0266,PlantSeed
22720472,Leucosticte brandti,0.0304,PlantSeed
22720467,Leucosticte nemoricola,0.02251,PlantSeed
22720493,Leucosticte sillemi,0.0289,PlantSeed
22720482,Leucosticte tephrocotis,0.0378,PlantSeed
22692509,Lewinia mirifica,0.0842,Omnivore
22692529,Lewinia muelleri,0.093,Invertebrate
22692521,Lewinia pectoralis,0.07805,Omnivore
22692463,Lewinia striata,0.116,PlantSeed
22704052,Lichenostomus chrysops,0.0173,FruiNect
22704052,Lichenostomus chrysops,0.0173,FruiNect
22704079,Lichenostomus cratitius,0.02034,Omnivore
22704058,Lichenostomus fasciogularis,0.02679,Omnivore
22704085,Lichenostomus flavescens,0.01244,FruiNect
22704073,Lichenostomus flavicollis,0.02871,Omnivore
22704064,Lichenostomus flavus,0.0214,FruiNect
22704043,Lichenostomus frenatus,0.03411,FruiNect
22704088,Lichenostomus fuscus,0.01768,Invertebrate
22704046,Lichenostomus hindwoodi,0.02289,FruiNect
22704082,Lichenostomus keartlandi,0.01524,Invertebrate
22704076,Lichenostomus melanops,0.0323,Omnivore
22704040,Lichenostomus obscurus,0.0264,FruiNect
22704094,Lichenostomus ornatus,0.01763,Omnivore
22704097,Lichenostomus penicillatus,0.01936,Invertebrate
22704091,Lichenostomus plumulus,0.0165,Omnivore
22704037,Lichenostomus subfrenatus,0.02966,FruiNect
22704067,Lichenostomus unicolor,0.0307,Omnivore
22704055,Lichenostomus versicolor,0.03665,Omnivore
22704061,Lichenostomus virescens,0.02333,Invertebrate
22703963,Lichmera alboauricularis,0.0133,Omnivore
22703946,Lichmera argentauris,0.014,FruiNect
22703966,Lichmera deningeri,0.01663,FruiNect
22703972,Lichmera flavicans,0.006,FruiNect
22703955,Lichmera incana,0.0131,FruiNect
22703952,Lichmera indistincta,0.01118,FruiNect
22703949,Lichmera limbata,0.01,FruiNect
22703943,Lichmera lombokia,0.01023,FruiNect
22703969,Lichmera monticola,0.006,FruiNect
22703976,Lichmera notabilis,0.01023,FruiNect
22703959,Lichmera squamata,0.01023,FruiNect
22702652,Limnoctites rectirostris,0.0185,Invertebrate
22693344,Limnodromus griseus,0.11053,Invertebrate
22693348,Limnodromus scolopaceus,0.1044,Invertebrate
22693351,Limnodromus semipalmatus,0.212,Invertebrate
22702649,Limnornis curvirostris,0.0286,Invertebrate
22721776,Limnothlypis swainsonii,0.0189,Invertebrate
22693162,Limosa fedoa,0.35702,Invertebrate
22693154,Limosa haemastica,0.25329,Invertebrate
22693158,Limosa lapponica,0.29165,Invertebrate
22693150,Limosa limosa,0.28837,Invertebrate
22720319,Linurgus olivaceus,0.0203,PlantSeed
22734628,Liocichla bugunorum,0.04,Omnivore
22715770,Liocichla omeiensis,0.0404,Omnivore
103878699,Liocichla phoenicea,0.049,Omnivore
103878757,Liocichla ripponi,0.0475,Omnivore
22715775,Liocichla steerii,0.03138,Invertebrate
22716650,Lioptilus nigricapillus,0.02964,FruiNect
22703446,Liosceles thoracicus,0.04047,Invertebrate
22700844,Lipaugus fuscocinereus,0.138,FruiNect
22700862,Lipaugus lanioides,0.0948,FruiNect
22700865,Lipaugus streptophorus,0.0572,FruiNect
22700859,Lipaugus unirufus,0.0821,Omnivore
22700847,Lipaugus uropygialis,0.116,FruiNect
22700856,Lipaugus vociferans,0.07542,Omnivore
22729457,Lipaugus weberi,0.0721,FruiNect
22692011,Lissotis hartlaubii,1.19,Omnivore
22692007,Lissotis melanogaster,1.15152,Invertebrate
22706091,Loboparadisea sericea,0.06727,FruiNect
22702732,Lochmias nematura,0.022,Invertebrate
22714664,Locustella certhiola,0.0144,Invertebrate
22714688,Locustella fasciolata,0.02714,Invertebrate
22714679,Locustella fluviatilis,0.0161,Invertebrate
22714654,Locustella lanceolata,0.0106,Invertebrate
22714684,Locustella luscinioides,0.01389,Invertebrate
22714657,Locustella naevia,0.0133,Invertebrate
22714669,Locustella ochotensis,0.0185,Invertebrate
22714674,Locustella pleskei,0.02,Invertebrate
22715480,Locustella pryeri,0.01418,Invertebrate
22688130,Loddigesia mirabilis,0.003,FruiNect
22729138,Lonchura atricapilla,0.0124,PlantSeed
22719787,Lonchura bicolor,0.0099,PlantSeed
22719864,Lonchura caniceps,0.008,PlantSeed
22719761,Lonchura cantans,0.012,PlantSeed
22719886,Lonchura castaneothorax,0.0136,PlantSeed
22719782,Lonchura cucullata,0.00899,PlantSeed
22719844,Lonchura ferruginosa,0.013,PlantSeed
22719882,Lonchura flaviprymna,0.0118,PlantSeed
22719876,Lonchura forbesi,0.01327,PlantSeed
22719801,Lonchura fringilloides,0.0168,PlantSeed
22719812,Lonchura fuscans,0.0095,PlantSeed
22719857,Lonchura grandis,0.0143,PlantSeed
22719778,Lonchura griseicapilla,0.0145,PlantSeed
22719873,Lonchura hunsteini,0.01327,PlantSeed
22719818,Lonchura kelaarti,0.0141,PlantSeed
22719828,Lonchura leucogastra,0.0114,PlantSeed
22719809,Lonchura leucogastroides,0.0117,PlantSeed
22719834,Lonchura leucosticta,0.01327,PlantSeed
22719851,Lonchura maja,0.0125,PlantSeed
22719770,Lonchura malabarica,0.012,PlantSeed
22719837,Lonchura malacca,0.0126,PlantSeed
22719904,Lonchura melaena,0.01327,PlantSeed
22719815,Lonchura molucca,0.012,PlantSeed
22719896,Lonchura montana,0.01327,PlantSeed
22719900,Lonchura monticola,0.01327,PlantSeed
22719753,Lonchura nana,0.0082,PlantSeed
22719867,Lonchura nevermanni,0.01098,PlantSeed
22719879,Lonchura nigerrima,0.01327,PlantSeed
22719795,Lonchura nigriceps,0.0099,PlantSeed
22719854,Lonchura pallida,0.01327,PlantSeed
22719821,Lonchura punctulata,0.0136,PlantSeed
22719847,Lonchura quinticolor,0.01327,PlantSeed
22719870,Lonchura spectabilis,0.0115,PlantSeed
22719806,Lonchura striata,0.0123,PlantSeed
22719890,Lonchura stygia,0.0112,PlantSeed
22719893,Lonchura teerinki,0.01327,PlantSeed
22719831,Lonchura tristissima,0.0088,PlantSeed
22719861,Lonchura vana,0.01327,PlantSeed
22696134,Lophaetus occipitalis,1.067,VertFishScav
22682396,Lophoceros alboterminatus,0.22365,Omnivore
22682400,Lophoceros bradfieldi,0.19646,Invertebrate
22682363,Lophoceros camurus,0.10376,Invertebrate
61612961,Lophoceros fasciatus,0.25883,Omnivore
22682409,Lophoceros hemprichii,0.297,Invertebrate
22682413,Lophoceros nasutus,0.17956,Invertebrate
22682417,Lophoceros pallidirostris,0.23296,Invertebrate
61612971,Lophoceros semifasciatus,0.22365,Invertebrate
22680472,Lophodytes cucullatus,0.61377,Omnivore
22695010,Lophoictinia isura,0.57937,VertFishScav
22691837,Lopholaimus antarcticus,0.49637,FruiNect
22680130,Lophonetta specularioides,1.01993,Invertebrate
22680130,Lophonetta specularioides,1.01993,Invertebrate
22679182,Lophophorus impejanus,2.06651,PlantSeed
22679192,Lophophorus lhuysii,3.008,PlantSeed
22679185,Lophophorus sclateri,2.5,PlantSeed
22706167,Lophorina superba,0.07666,FruiNect
22687247,Lophornis adorabilis,0.0027,FruiNect
22687196,Lophornis brachylophus,0.00268,FruiNect
22726682,Lophornis chalybeus,0.003,FruiNect
22687208,Lophornis delattrei,0.0028,FruiNect
22687187,Lophornis gouldii,0.0024,FruiNect
22687241,Lophornis helenae,0.0026,FruiNect
22687190,Lophornis magnificus,0.0027,Omnivore
22687181,Lophornis ornatus,0.0023,Omnivore
22687235,Lophornis pavoninus,0.003,FruiNect
22687211,Lophornis stictolophus,0.00268,FruiNect
22726690,Lophornis verreauxii,0.00269,FruiNect
22723140,Lophospingus griseocristatus,0.0179,Omnivore
22723137,Lophospingus pusillus,0.01444,Omnivore
22723137,Lophospingus pusillus,0.01444,Omnivore
22689177,Lophostrix cristata,0.53866,Invertebrate
22697504,Lophotibis cristata,0.583,Invertebrate
22691960,Lophotis gindiana,0.7823,PlantSeed
22691965,Lophotis ruficrista,0.7121,Omnivore
22691955,Lophotis savilei,1.13737,Omnivore
22699564,Lophotriccus eulophotes,0.006,Invertebrate
22699569,Lophotriccus galeatus,0.0066,Invertebrate
22699554,Lophotriccus pileatus,0.00747,Invertebrate
22699559,Lophotriccus vitiosus,0.0067,Invertebrate
22696111,Lophotriorchis kienerii,0.799,VertFishScav
22714315,Lophozosterops dohertyi,0.02083,FruiNect
22714303,Lophozosterops goodfellowi,0.02,FruiNect
22714295,Lophozosterops javanicus,0.02083,FruiNect
22714311,Lophozosterops pinaiae,0.02738,Omnivore
22714299,Lophozosterops squamiceps,0.0145,FruiNect
22714307,Lophozosterops superciliaris,0.02083,FruiNect
22679278,Lophura bulweri,1.24515,Invertebrate
22679274,Lophura diardi,1.08889,Omnivore
45354985,Lophura edwardsi,1.09096,Omnivore
22727411,Lophura erythrophthalma,0.93433,Omnivore
22727431,Lophura ignita,1.76814,PlantSeed
45355372,Lophura inornata,1.08053,Omnivore
22679217,Lophura leucomelanos,0.86798,Omnivore
22679220,Lophura nycthemera,1.23,Omnivore
22727425,Lophura pyronota,1.09096,Omnivore
22727445,Lophura rufa,1.09096,Omnivore
22679241,Lophura swinhoii,1.1,PlantSeed
22732102,Loriculus amabilis,0.02,FruiNect
22685405,Loriculus aurantiifrons,0.0155,FruiNect
22685371,Loriculus beryllinus,0.03,Omnivore
22685399,Loriculus catamene,0.03398,FruiNect
22685416,Loriculus exilis,0.03398,Omnivore
22685428,Loriculus flosculus,0.03398,FruiNect
22685384,Loriculus galgulus,0.028,FruiNect
22685376,Loriculus philippensis,0.0349,FruiNect
22685422,Loriculus pusillus,0.03398,FruiNect
22732108,Loriculus sclateri,0.03398,FruiNect
22685389,Loriculus stigmatus,0.03398,FruiNect
22685389,Loriculus stigmatus,0.03398,FruiNect
22685410,Loriculus tener,0.012,FruiNect
22685366,Loriculus vernalis,0.0357,FruiNect
22685366,Loriculus vernalis,0.0357,FruiNect
22684603,Lorius albidinucha,0.132,FruiNect
22684621,Lorius chlorocercus,0.17351,FruiNect
22684586,Lorius domicella,0.182,FruiNect
22684581,Lorius garrulus,0.143,FruiNect
22684597,Lorius hypoinochrous,0.187,FruiNect
22684594,Lorius lory,0.17689,FruiNect
22720646,Loxia curvirostra,0.03829,PlantSeed
22728944,Loxia leucoptera,0.02869,PlantSeed
22720651,Loxia megaplaga,0.02869,PlantSeed
22720638,Loxia pytyopsittacus,0.053,PlantSeed
22720641,Loxia scotica,0.04317,PlantSeed
22734682,Loxigilla barbadensis,0.01663,Omnivore
22734677,Loxigilla noctis,0.01663,Omnivore
22723625,Loxigilla portoricensis,0.03204,Omnivore
22723628,Loxigilla violacea,0.02217,Omnivore
22720742,Loxioides bailleui,0.03784,PlantSeed
22723622,Loxipasser anoxanthus,0.0114,Omnivore
