sub-order,infraorder,Family,species,zonation,venomous,Longevity (years),log mass (g),log hatchling mass (g),Activity time,diet,mode of reproduction,clutch size,broods per year,Body temperature (oC),age at maturity (months),latitude,log NPP,character (mass equation),mass equation (from Meiri 2011 unless stated),longevity data from,longevity data: source,phylogeny,
Sauria,Iguania,Dactyloidae,Anolis cuvieri,Arboreal_plus,no,9.3,2.06,0.21,Diurnal,Omnivorous,Oviparous,1.0,NA,NA,NA,18.0,11.7,SVL,Anolis (Novosolov et al. 2013),Captivity,Henderson and Powell 2009,Pyron and Burbrink 2014,
Sauria,Iguania,Dactyloidae,Anolis equestris,Arboreal,no,16.5,2.13,0.29,Diurnal,Omnivorous,Oviparous,1.0,12.0,NA,9.0,22.0,11.6,SVL,Anolis (Novosolov et al. 2013),Captivity,Henderson and Powell 2009,Pyron and Burbrink 2014,
Sauria,Iguania,Dactyloidae,Anolis garmani,Arboreal,no,10.0,1.72,-0.36,Diurnal,Omnivorous,Oviparous,1.0,NA,NA,9.5,20.0,11.3,SVL,Anolis (Novosolov et al. 2013),unclear,Henderson and Powell 2009,Pyron and Burbrink 2014,
Sauria,Iguania,Dactyloidae,Anolis gemmosus,Arboreal_plus,no,3.0,0.78,-0.37,Diurnal,Carnivorous,Oviparous,1.0,NA,18.6,11.8,0.0,11.6,SVL,Anolis (Novosolov et al. 2013),Nature,Miyata 2013,Pyron and Burbrink 2014,
Sauria,Iguania,Dactyloidae,Anolis gundlachi,Arboreal,no,3.0,0.96,-0.92,Diurnal,Carnivorous,Oviparous,1.0,NA,24.3,10.5,18.0,11.8,SVL,Anolis (Novosolov et al. 2013),Nature,Henderson and Powell 2009,Pyron and Burbrink 2014,
Sauria,Iguania,Dactyloidae,Anolis humilis,Arboreal_plus,no,1.5,0.42,-0.98,Diurnal,Carnivorous,Oviparous,1.1,NA,24.7,5.0,9.0,11.6,SVL,Anolis (Novosolov et al. 2013),Nature,Fitch 1973,Pyron and Burbrink 2014,
Sauria,Iguania,Dactyloidae,Anolis intermedius,Arboreal_plus,no,2.0,0.52,-0.88,Diurnal,Carnivorous,Oviparous,1.0,11.0,25.5,5.0,10.1,11.8,SVL,Anolis (Novosolov et al. 2013),Nature,Savage 2002,Pyron and Burbrink 2014,
Sauria,Iguania,Dactyloidae,Anolis leachii,Arboreal,no,7.0,1.57,-0.57,Diurnal,Carnivorous,Oviparous,1.0,NA,NA,NA,17.0,10.8,SVL,Anolis (Novosolov et al. 2013),Captivity,Henderson and Powell 2009,Pyron and Burbrink 2014,
Sauria,Iguania,Dactyloidae,Anolis limifrons,Arboreal_plus,no,1.0,0.45,-1.09,Diurnal,Carnivorous,Oviparous,1.5,21.0,28.6,5.5,11.0,11.7,SVL,Anolis (Novosolov et al. 2013),Nature,Andrews 1979,Pyron and Burbrink 2014,
Sauria,Iguania,Dactyloidae,Anolis lineatopus,Arboreal_plus,no,1.0,0.91,-0.68,Diurnal,Carnivorous,Oviparous,1.0,18.0,29.3,5.0,18.0,11.5,SVL,Anolis (Novosolov et al. 2013),Captivity,Snider and Bowler 1992,Pyron and Burbrink 2014,
Sauria,Iguania,Dactyloidae,Anolis luteogularis,Arboreal,no,2.9,2.14,NA,Diurnal,Omnivorous,Oviparous,1.0,NA,29.4,NA,22.0,11.5,SVL,Anolis (Novosolov et al. 2013),Captivity,Snider and Bowler 1992,Pyron and Burbrink 2014,
Sauria,Iguania,Dactyloidae,Anolis petersii,Arboreal,no,1.3,1.54,NA,Diurnal,Carnivorous,Oviparous,1.0,NA,NA,NA,15.6,11.9,SVL,Anolis (Novosolov et al. 2013),Captivity,Slavens and Slavens 1999,Poe 2004,
Sauria,Iguania,Dactyloidae,Anolis porcatus,Arboreal,no,5.3,1.25,-0.63,Diurnal,Omnivorous,Oviparous,1.0,NA,32.1,NA,21.8,11.6,SVL,Anolis (Novosolov et al. 2013),Captivity,Rogner 1997,Pyron and Burbrink 2014,
Sauria,Iguania,Dactyloidae,Anolis roquet,Arboreal_plus,no,6.7,1.12,-0.62,Diurnal,Omnivorous,Oviparous,1.0,25.5,26.5,10.6,15.0,11.1,SVL,Anolis (Novosolov et al. 2013),Captivity,Henderson and Powell 2009,Pyron and Burbrink 2014,
Sauria,Iguania,Dactyloidae,Anolis sagrei,Arboreal_plus,no,8.0,0.94,-1.05,Diurnal,Carnivorous,Oviparous,1.5,20.0,30.7,12.0,19.0,11.6,SVL,Varanidae,Captivity,Animal Diversity Web,Pyron and Burbrink 2014,
Sauria,Iguania,Dactyloidae,Anolis semilineatus,Arboreal,no,3.2,0.34,-0.95,Diurnal,Carnivorous,Oviparous,1.0,NA,31.5,NA,19.0,11.6,SVL,Anolis (Novosolov et al. 2013),Captivity,Henderson and Powell 2009,Pyron and Burbrink 2014,
Sauria,Iguania,Dactyloidae,Anolis smallwoodi,Arboreal,no,3.9,2.13,NA,Diurnal,Omnivorous,Oviparous,1.0,NA,NA,NA,20.0,11.4,SVL,Anolis (Novosolov et al. 2013),Captivity,Henderson and Powell 2009,Pyron and Burbrink 2014,
Sauria,Iguania,Dactyloidae,Anolis stratulus,Arboreal,no,1.6,0.68,NA,Diurnal,Carnivorous,Oviparous,1.0,NA,30.0,NA,18.3,11.5,SVL,Anolis (Novosolov et al. 2013),Nature,Reagan 1992,Pyron and Burbrink 2014,
Sauria,Iguania,Dactyloidae,Anolis tropidolepis,Arboreal_plus,no,2.0,0.64,-0.72,Diurnal,Carnivorous,Oviparous,1.0,9.0,20.0,8.5,10.0,11.5,SVL,Anolis (Novosolov et al. 2013),Nature,Fitch 1973,Nicholson et al. 2005,
Sauria,Iguania,Iguanidae,Amblyrhynchus cristatus,aquatic,no,28.0,3.87,1.77,Diurnal,Herbivorous,Oviparous,2.3,0.5,31.7,41.0,0.6,10.9,SVL,Iguanidae,Nature,Wikelski and Thom 2000,Pyron and Burbrink 2014,
Sauria,Iguania,Iguanidae,Brachylophus fasciatus,Arboreal,no,12.4,2.83,1.26,Diurnal,Herbivorous,Oviparous,3.9,1.5,NA,12.0,17.7,11.2,SVL,Iguanidae,Captivity,TAUM,Pyron and Burbrink 2014,
Sauria,Iguania,Iguanidae,Brachylophus vitiensis,Arboreal,no,14.0,2.75,1.32,Diurnal,Herbivorous,Oviparous,4.0,3.0,32.0,30.0,17.1,11.0,SVL,Iguanidae,Captivity,Reidpath 2006,Pyron and Burbrink 2014,
Sauria,Iguania,Iguanidae,Conolophus pallidus,Terrestrial,no,60.0,3.72,1.65,Diurnal,Herbivorous,Oviparous,10.0,1.0,34.9,138,0.8,10.9,SVL,Iguanidae,unclear,Charles Darwin Research Station Fact Sheet (http://web.archive.org/web/20070606214921/http://www.darwinfoundation.org/files/species/pdf/land-iguana-en.pdf),Pyron and Burbrink 2014,
Sauria,Iguania,Iguanidae,Conolophus subcristatus,Terrestrial,no,60.0,3.80,1.65,Diurnal,Herbivorous,Oviparous,13.5,1.0,35.2,131.0,0.6,10.9,SVL,Iguanidae,unclear,Charles Darwin Research Station Fact Sheet (http://web.archive.org/web/20070606214921/http://www.darwinfoundation.org/files/species/pdf/land-iguana-en.pdf),Pyron and Burbrink 2014,
Sauria,Iguania,Iguanidae,Ctenosaura bakeri,Arboreal,no,13.8,3.13,NA,Diurnal,Herbivorous,Oviparous,10.0,NA,NA,NA,16.1,10.8,SVL,Iguanidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Iguania,Iguanidae,Ctenosaura clarki,Arboreal,no,5.6,2.83,0.64,Diurnal,Herbivorous,Oviparous,7.0,NA,NA,NA,18.0,11.7,SVL,Iguanidae,Captivity,Slavens and Slavens 1999,Kohler et al. 2000,
Sauria,Iguania,Iguanidae,Ctenosaura hemilopha,Arboreal_plus,no,13.0,3.44,NA,Diurnal,Herbivorous,Oviparous,24.0,1.0,37.1,36.0,24.1,10.8,SVL,Iguanidae,Nature,"Grismer 2002; Lee Grismer, pers. comm.",Pyron and Burbrink 2014,
Sauria,Iguania,Iguanidae,Ctenosaura palearis,Arboreal,no,10.3,3.11,NA,Diurnal,Herbivorous,Oviparous,11.0,1.0,NA,NA,15.2,11.9,SVL,Iguanidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Iguania,Iguanidae,Ctenosaura pectinata,Arboreal_plus,no,8.2,3.43,0.91,Diurnal,Herbivorous,Oviparous,44.5,1.0,NA,36.0,18.0,11.6,SVL,Iguanidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Iguania,Iguanidae,Ctenosaura similis,Arboreal_plus,no,22.4,3.70,0.83,Diurnal,Herbivorous,Oviparous,32.7,1.0,36.5,27.0,14.4,11.8,SVL,Iguanidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Iguania,Iguanidae,Cyclura carinata,Arboreal_plus,no,14.0,3.75,1.35,Diurnal,Herbivorous,Oviparous,4.3,1.0,37.7,78.0,21.6,10.9,SVL,Iguanidae,Nature,Henderson and Powell 2009,Pyron and Burbrink 2014,
Sauria,Iguania,Iguanidae,Cyclura cornuta,Terrestrial,no,22.9,4.04,1.68,Diurnal,Herbivorous,Oviparous,14.7,1.0,NA,72.0,18.9,11.7,SVL,Iguanidae,Captivity,Henderson and Powell 2009,Pyron and Burbrink 2014,
Sauria,Iguania,Iguanidae,Cyclura cychlura,Terrestrial,no,40.0,4.07,1.51,Diurnal,Herbivorous,Oviparous,6.4,0.7,NA,144.0,24.2,10.8,SVL,Iguanidae,Nature,Iverson et al. 2004,Pyron and Burbrink 2014,
Sauria,Iguania,Iguanidae,Cyclura nubila,Arboreal_plus,no,54.0,4.25,1.68,Diurnal,Herbivorous,Oviparous,10.3,0.8,38.6,30.0,21.4,11.3,SVL,Iguanidae,Captivity,Henderson and Powell 2009,Pyron and Burbrink 2014,
Sauria,Iguania,Iguanidae,Cyclura rileyi,Arboreal_plus,no,9.2,3.42,1.23,Diurnal,Herbivorous,Oviparous,3.8,NA,NA,NA,23.3,10.8,SVL,Iguanidae,Captivity,Henderson and Powell 2009,Pyron and Burbrink 2014,
Sauria,Iguania,Iguanidae,Dipsosaurus dorsalis,Terrestrial,no,14.6,2.20,0.67,Diurnal,Herbivorous,Oviparous,4.5,1.0,39.6,52.0,31.8,10.8,SVL,Iguanidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Iguania,Iguanidae,Iguana delicatissima,Arboreal_plus,no,20.0,3.54,1.27,Diurnal,Herbivorous,Oviparous,17.0,1.5,38.0,36.0,16.7,11.0,SVL,Iguanidae,unclear,Henderson and Powell 2009,Pyron and Burbrink 2014,
Sauria,Iguania,Iguanidae,Iguana iguana,Arboreal,no,28.0,3.91,1.32,Diurnal,Herbivorous,Oviparous,28.8,1.0,34.8,40.5,5.8,11.8,SVL,Iguanidae,Captivity,Rogers 1997,Pyron and Burbrink 2014,
Sauria,Iguania,Iguanidae,Sauromalus ater,Terrestrial,no,39.0,2.71,0.81,Diurnal,Herbivorous,Oviparous,7.8,0.8,37.1,54.0,33.4,10.8,SVL,Iguanidae,Nature,Sullivan and Sullivan 2012,Pyron and Burbrink 2014,
Sauria,Iguania,Iguanidae,Sauromalus hispidus,Arboreal_plus,no,17.2,3.14,1.24,Diurnal,Herbivorous,Oviparous,21.8,0.7,NA,NA,29.3,10.7,SVL,Iguanidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Iguania,Iguanidae,Sauromalus varius,Terrestrial,no,11.3,3.22,1.27,Diurnal,Herbivorous,Oviparous,20.9,0.6,36.0,NA,28.6,10.7,SVL,Iguanidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Iguania,Leiocephalidae,Leiocephalus barahonensis,Terrestrial,no,4.7,1.26,NA,Diurnal,Omnivorous,Oviparous,2.1,NA,36.1,NA,18.0,11.3,SVL,Tropiduridae Sensu lato (Meiri 2011),Captivity,Henderson and Powell 2009,Pyron and Burbrink 2014,
Sauria,Iguania,Leiocephalidae,Leiocephalus carinatus,Terrestrial,no,10.8,1.83,0.14,Diurnal,Omnivorous,Oviparous,4.0,NA,34.4,NA,22.2,11.4,SVL,Tropiduridae Sensu lato (Meiri 2011),Captivity,Henderson and Powell 2009,Pyron and Burbrink 2014,
Sauria,Iguania,Leiocephalidae,Leiocephalus personatus,Terrestrial,no,3.3,1.57,NA,Diurnal,Carnivorous,Oviparous,2.0,NA,NA,NA,19.1,11.7,SVL,Tropiduridae Sensu lato (Meiri 2011),Captivity,Henderson and Powell 2009,Pyron and Burbrink 2014,
Sauria,Iguania,Leiocephalidae,Leiocephalus schreibersii,Terrestrial,no,10.0,1.56,-0.03,Diurnal,Carnivorous,Oviparous,2.5,NA,36.3,NA,20.0,11.6,SVL,Tropiduridae Sensu lato (Meiri 2011),Captivity,Henderson and Powell 2009,Pyron and Burbrink 2014,
Sauria,Iguania,Leiosauridae,Pristidactylus achalensis,Terrestrial,no,11.0,1.53,NA,Diurnal,Omnivorous,Oviparous,3.0,NA,NA,36.0,31.8,11.5,SVL,Polychrotidae,Nature,Sinsch et al. 2002,Frost et al. 2001,
Sauria,Iguania,Liolaemidae,Liolaemus nitidus,Terrestrial,no,4.5,1.59,NA,Diurnal,Herbivorous,Oviparous,8,NA,35.2,NA,33.1,11.0,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",Captivity,TAUM,Pyron and Burbrink 2014,
Sauria,Iguania,Liolaemidae,Liolaemus pictus,Arboreal,no,9.0,1.57,-0.22,Diurnal,Carnivorous,Viviparous,4.0,0.4,32.1,42.0,39.1,11.5,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",Nature,Gutierrez et al. 2013,Pyron and Burbrink 2014,
Sauria,Iguania,Liolaemidae,Liolaemus quilmes,Terrestrial,no,7.0,1.36,NA,Diurnal,Carnivorous,Oviparous,NA,1.0,34.2,20.5,26.7,11.0,SVL,"Liolaeumus, Pincheira-Donoso et al. 2011",Nature,Halloy 2006,Pyron and Burbrink 2014,
Sauria,Iguania,Liolaemidae,Phymaturus palluma,Terrestrial,no,12.0,1.75,0.44,Diurnal,Herbivorous,Viviparous,2.8,0.5,33.3,NA,34.6,11.0,SVL,"Phymaturus, Pincheira-Donoso et al. 2011",Captivity,Eisenberg and Werning 2012,Pyron and Burbrink 2014,
Sauria,Iguania,Liolaemidae,Phymaturus tenebrosus,Terrestrial,no,16.0,1.75,NA,Diurnal,Herbivorous,Viviparous,2.0,0.5,32.0,84.0,40.9,11.0,SVL,"Phymaturus, Pincheira-Donoso et al. 2011",unclear,Gutierrez et al. 2013,Morando et al. 2013,
Sauria,Iguania,Opluridae,Oplurus cuvieri,Arboreal_plus,no,21.2,2.18,0.19,Diurnal,Carnivorous,Oviparous,3.5,2.0,36.3,NA,16.8,11.7,SVL,Opluridae,Captivity,Tacutu et al. 2013,Pyron and Burbrink 2014,
Sauria,Iguania,Opluridae,Oplurus cyclurus,Arboreal,no,9.3,2.25,-0.13,Diurnal,Carnivorous,Oviparous,4.0,NA,NA,NA,22.2,11.6,SVL,Opluridae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Iguania,Phrynosomatidae,Callisaurus draconoides,Terrestrial,no,5.9,1.60,0.00,Diurnal,Carnivorous,Oviparous,4.3,3.0,39.3,16.5,32.9,10.9,SVL,Phrynosomatidae,Nature,Tanner and Krogh 1975,Pyron and Burbrink 2014,
Sauria,Iguania,Phrynosomatidae,Cophosaurus texanus,Terrestrial,no,6.0,1.36,-0.18,Diurnal,Carnivorous,Oviparous,4.6,3.5,36.8,11.0,30.1,11.1,SVL,Phrynosomatidae,Nature,Degenhardt et al. 1996,Pyron and Burbrink 2014,
Sauria,Iguania,Phrynosomatidae,Holbrookia maculata,Terrestrial,no,5.0,1.16,-0.32,Diurnal,Carnivorous,Oviparous,7.2,2.0,36.3,11.2,33.6,11.2,SVL,Phrynosomatidae,Nature,Degenhardt et al. 1996,Pyron and Burbrink 2014,
Sauria,Iguania,Phrynosomatidae,Petrosaurus thalassinus,Terrestrial,no,20.0,2.15,0.16,Diurnal,Omnivorous,Oviparous,8.6,NA,36.0,24,26.5,10.8,SVL,Phrynosomatidae,unclear,Wikipedia; Encyclopedia of Life (http://eol.org/),Pyron and Burbrink 2014,
Sauria,Iguania,Phrynosomatidae,Phrynosoma blainvillii,Terrestrial,no,8,1.65,-0.02,Diurnal,Carnivorous,Oviparous,13.5,1.5,34.9,20.0,35.1,11.2,SVL,Phrynosomatidae,Captivity,Jennings and Hayes 1994,Pyron and Burbrink 2014,
Sauria,Iguania,Phrynosomatidae,Phrynosoma cornutum,Terrestrial,no,10.0,1.80,-0.32,Diurnal,Carnivorous,Oviparous,27.9,1.5,37.1,21.5,31.4,11.3,SVL,Phrynosomatidae,Captivity,Degenhardt et al. 1996,Pyron and Burbrink 2014,
Sauria,Iguania,Phrynosomatidae,Phrynosoma coronatum,Terrestrial,no,8.3,1.65,0.02,Diurnal,Carnivorous,Oviparous,11.8,1.5,35.5,30.0,32.6,11.1,SVL,Phrynosomatidae,Captivity,Porter 1982,Pyron and Burbrink 2014,
Sauria,Iguania,Phrynosomatidae,Phrynosoma douglasii,Terrestrial,no,7.3,1.76,-0.44,Diurnal,Carnivorous,Viviparous,15.0,1.0,33.8,24.0,44.1,11.2,SVL,Phrynosomatidae,Captivity,Montanucci 1983,Pyron and Burbrink 2014,
Sauria,Iguania,Phrynosomatidae,Phrynosoma hernandesi,Terrestrial,no,8.5,1.76,-0.07,Diurnal,Carnivorous,Viviparous,18.0,1.0,33.0,24,40.6,11.1,SVL,Phrynosomatidae,Captivity,Montanucci 1983,Pyron and Burbrink 2014,
Sauria,Iguania,Phrynosomatidae,Phrynosoma mcallii,Terrestrial,no,9,1.60,0.24,Diurnal,Carnivorous,Oviparous,4.95,1.5,37.4,12.0,32.5,10.7,SVL,Phrynosomatidae,Captivity,http://www.azgfd.gov/w_c/edits/documents/Phrymcal.d_004.pdf,Pyron and Burbrink 2014,
Sauria,Iguania,Phrynosomatidae,Phrynosoma modestum,Terrestrial,no,5.0,1.10,-0.43,Cathemeral,Carnivorous,Oviparous,11.0,1.5,29.0,10.0,29.9,11.0,SVL,Phrynosomatidae,Captivity,Degenhardt et al. 1996,Pyron and Burbrink 2014,
Sauria,Iguania,Phrynosomatidae,Phrynosoma platyrhinos,Terrestrial,no,8.0,1.44,-0.07,Diurnal,Carnivorous,Oviparous,7.3,1.5,35.5,21.5,38.1,10.9,SVL,Phrynosomatidae,Nature,Stebbins and McGinnis 2012,Pyron and Burbrink 2014,
Sauria,Iguania,Phrynosomatidae,Phrynosoma solare,Terrestrial,no,8.0,1.68,0.12,Diurnal,Carnivorous,Oviparous,18.6,1.5,34.7,24.0,29.1,11.2,SVL,Phrynosomatidae,Captivity,Degenhardt et al. 1996,Pyron and Burbrink 2014,
Sauria,Iguania,Phrynosomatidae,Sceloporus arenicolus,Terrestrial,no,2.0,1.08,-0.24,Diurnal,Carnivorous,Oviparous,4.5,1.5,33.4,9.0,32.6,11.0,SVL,Phrynosomatidae,Nature,Degenhardt et al. 1996,Pyron and Burbrink 2014,
Sauria,Iguania,Phrynosomatidae,Sceloporus bicanthalis,Terrestrial,no,1.3,0.94,-0.74,Diurnal,Carnivorous,Viviparous,7.3,1.0,29.7,6.0,19.4,11.6,SVL,Phrynosomatidae,Nature,Rodriguez-Romero et al. 2011,Pyron and Burbrink 2014,
Sauria,Iguania,Phrynosomatidae,Sceloporus cowlesi,Arboreal_plus,no,5.0,1.24,-0.24,Diurnal,Carnivorous,Oviparous,9.5,1.0,NA,NA,32.6,11.0,SVL,"Phyllodactylidae (Meiri, unpublished)",Nature,Bateman and Chung-Maccoubrey 2012,Leache and Reeder 2002,
Sauria,Iguania,Phrynosomatidae,Sceloporus cyanogenys,Terrestrial,no,6.7,1.95,0.05,Diurnal,Carnivorous,Viviparous,13.2,1.0,NA,35.9,26.2,11.4,SVL,Phrynosomatidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Iguania,Phrynosomatidae,Sceloporus cyanostictus,Terrestrial,no,2.0,1.25,NA,Diurnal,Carnivorous,Viviparous,NA,NA,NA,NA,26.0,11.0,SVL,Phrynosomatidae,Captivity,Axtell and Axtell 1971,Martinez-Mendez and Mendez-de la Cruz 2007,
Sauria,Iguania,Phrynosomatidae,Sceloporus graciosus,Arboreal_plus,no,8.0,1.36,-0.11,Diurnal,Carnivorous,Oviparous,4.4,1.5,34.2,18.5,40.8,11.1,SVL,Phrynosomatidae,Nature,Alcala 1966,Pyron and Burbrink 2014,
Sauria,Iguania,Phrynosomatidae,Sceloporus grammicus,Arboreal_plus,no,3.0,1.25,-0.32,Diurnal,Carnivorous,Viviparous,4.8,1.0,33.5,8.5,23.7,11.5,SVL,Phrynosomatidae,Nature,Ortega-Rubio et al. 1993,Pyron and Burbrink 2014,
Sauria,Iguania,Phrynosomatidae,Sceloporus jarrovii,Terrestrial,no,2.8,1.57,0.04,Diurnal,Carnivorous,Viviparous,6.7,1.0,32.4,10.0,27.2,11.3,SVL,Phrynosomatidae,Nature,Pianka and Parker 1975,Pyron and Burbrink 2014,
Sauria,Iguania,Phrynosomatidae,Sceloporus magister,Arboreal_plus,no,6.0,1.91,0.19,Diurnal,Carnivorous,Oviparous,9.3,2.0,34.8,22.0,33.1,11.0,SVL,Phrynosomatidae,Nature,Degenhardt et al. 1996,Pyron and Burbrink 2014,
Sauria,Iguania,Phrynosomatidae,Sceloporus merriami,Terrestrial,no,6.0,1.02,-0.26,Diurnal,Carnivorous,Oviparous,4.1,1.5,34.6,11.5,29.0,10.9,SVL,Phrynosomatidae,Nature,Dunham 1981,Pyron and Burbrink 2014,
Sauria,Iguania,Phrynosomatidae,Sceloporus occidentalis,Arboreal_plus,no,5.0,1.46,-0.02,Diurnal,Carnivorous,Oviparous,10.1,2.0,33.2,20.0,40.4,11.2,SVL,Phrynosomatidae,Nature,Alcala 1966,Pyron and Burbrink 2014,
Sauria,Iguania,Phrynosomatidae,Sceloporus olivaceus,Arboreal,no,3.8,1.75,-0.16,Diurnal,Carnivorous,Oviparous,14.7,2.5,33.8,10.0,28.8,11.3,SVL,Phrynosomatidae,Nature,Pianka and Parker 1975,Pyron and Burbrink 2014,
Sauria,Iguania,Phrynosomatidae,Sceloporus orcutti,Arboreal_plus,no,16.3,1.68,0.21,Diurnal,Carnivorous,Oviparous,10.1,1.0,31.4,36.0,29.7,10.9,SVL,Phrynosomatidae,Captivity,TAUM,Pyron and Burbrink 2014,
Sauria,Iguania,Phrynosomatidae,Sceloporus poinsettii,Terrestrial,no,8.0,1.87,0.17,Diurnal,Omnivorous,Viviparous,10.4,1.0,32.1,16.5,28.6,11.1,SVL,Phrynosomatidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Iguania,Phrynosomatidae,Sceloporus scalaris,Terrestrial,no,5.0,1.21,-0.37,Diurnal,Carnivorous,Oviparous,8.7,1.5,33.5,8.0,24.1,11.5,SVL,Phrynosomatidae,Nature,Degenhardt et al. 1996,Pyron and Burbrink 2014,
Sauria,Iguania,Phrynosomatidae,Sceloporus serrifer,Arboreal_plus,no,6.7,1.95,0.08,Diurnal,Carnivorous,Viviparous,12.9,1.0,31.0,35.9,23.5,11.5,SVL,Phrynosomatidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Iguania,Phrynosomatidae,Sceloporus tristichus,Arboreal_plus,no,5.0,1.38,-0.16,Diurnal,Carnivorous,Oviparous,7.2,2.0,33.0,17.0,37.2,11.1,SVL,Phrynosomatidae,Nature,Jones and Lovich 2009,Leache and Reeder 2002,
Sauria,Iguania,Phrynosomatidae,Sceloporus undulatus,Arboreal_plus,no,4.0,1.39,-0.10,Diurnal,Carnivorous,Oviparous,9.1,3.0,32.5,16.8,34.7,11.3,SVL,Phrynosomatidae,Nature,Degenhardt et al. 1996,Pyron and Burbrink 2014,
Sauria,Iguania,Phrynosomatidae,Sceloporus utiformis,Arboreal_plus,no,3.3,1.30,-0.11,Diurnal,Carnivorous,Oviparous,7.1,1.0,NA,NA,20.0,11.6,SVL,Phrynosomatidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Iguania,Phrynosomatidae,Sceloporus variabilis,Arboreal_plus,no,1.5,1.20,-0.10,Diurnal,Carnivorous,Oviparous,3.9,5.0,32.9,6.0,19.9,11.6,SVL,Phrynosomatidae,Nature,Fitch 1973,Pyron and Burbrink 2014,
Sauria,Iguania,Phrynosomatidae,Uma inornata,Terrestrial,no,5.0,1.75,NA,Diurnal,Omnivorous,Oviparous,2.5,1.8,38.0,18.0,33.9,10.7,SVL,Phrynosomatidae,Nature,Barrows et al. 2010,Pyron and Burbrink 2014,
Sauria,Iguania,Phrynosomatidae,Uma notata,Terrestrial,no,8.1,1.73,0.36,Diurnal,Omnivorous,Oviparous,2.3,2.5,39.2,18.0,32.0,10.7,SVL,Phrynosomatidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Iguania,Phrynosomatidae,Urosaurus graciosus,Arboreal,no,5,1.05,-0.14,Diurnal,Carnivorous,Oviparous,4.55,1.5,36.6,8.0,33.7,10.7,SVL,Phrynosomatidae,Nature,Gates 1963,Pyron and Burbrink 2014,
Sauria,Iguania,Phrynosomatidae,Urosaurus ornatus,Arboreal_plus,no,3.0,1.07,-0.33,Diurnal,Carnivorous,Oviparous,7.4,3.5,35.8,10.25,32.5,11.0,SVL,Phrynosomatidae,Nature,Tinkle and Dunham 1983,Pyron and Burbrink 2014,
Sauria,Iguania,Phrynosomatidae,Uta stansburiana,Terrestrial,no,4.8,1.20,-0.29,Diurnal,Carnivorous,Oviparous,3.7,4.5,36.0,10.5,34.9,11.0,SVL,Phrynosomatidae,Nature,Medica and Turner 1984,Pyron and Burbrink 2014,
Sauria,Iguania,Tropiduridae,Plica plica,Arboreal_plus,no,5.2,2.23,0.61,Diurnal,Carnivorous,Oviparous,2.5,2.0,30.7,NA,3.5,11.9,SVL,"Tropiduridae S. stricto, Meiri, unpublished",Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Iguania,Tropiduridae,Tropidurus hispidus,Arboreal_plus,no,2.0,1.94,0.10,Diurnal,Omnivorous,Oviparous,6.9,2.5,34.1,NA,8.4,11.9,SVL,"Tropiduridae S. stricto, Meiri, unpublished",Nature,Marchioro et al. 2005,Pyron and Burbrink 2014,
Sauria,Iguania,Tropiduridae,Tropidurus torquatus,Arboreal_plus,no,3.0,1.90,-0.04,Diurnal,Omnivorous,Oviparous,4.7,2.0,33.5,5.0,10.4,11.9,SVL,"Tropiduridae S. stricto, Meiri, unpublished",Nature,Wiederhecker et al. 2003,Pyron and Burbrink 2014,
Sauria,Iguania,Tropiduridae,Uranoscodon superciliosus,Arboreal_plus,no,4.8,2.15,0.28,Diurnal,Carnivorous,Oviparous,6.6,NA,27.9,NA,2.6,12.0,SVL,"Tropiduridae S. stricto, Meiri, unpublished",Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Laterata,Gymnophthalmidae,Leposoma guianense,Terrestrial,no,2.0,0.08,-1.03,Cathemeral,Carnivorous,Oviparous,NA,NA,NA,NA,1.7,12.0,SVL,Legged Gymnophthalmidae,Nature,Castanet 1994,Pyron and Burbrink 2014,
Sauria,Laterata,Lacertidae,Acanthodactylus beershebensis,Terrestrial,no,4.6,1.22,-0.42,Diurnal,Carnivorous,Oviparous,4.5,1.0,34.1,12,31.2,10.7,SVL,Lacertidae,Captivity,TAUM,Pyron and Burbrink 2014,
